Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    ТИК Индустриального района г.Перми																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2640	40	40	60	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	60	40	40	40	80	40	40	40	40	40	40	40	40	40	60	60	60	40	60	60	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	20	40	40	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1940	25	24	42	37	20	24	28	24	39	30	21	39	25	40	36	26	38	33	23	23	32	28	39	44	37	28	37	53	23	19	14	37	21	28	21	26	36	47	51	60	39	44	45	40	31	31	36	29	22	21	40	38	13	30	33	39	13	24	24	6	37	27	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1441	23	6	16	11	20	9	10	8	26	14	3	19	17	10	17	10	9	12	23	21	8	15	12	13	13	9	6	24	29	17	7	7	12	12	13	12	17	10	12	8	15	19	7	19	13	9	23	8	8	15	12	11	8	4	9	14	11	31	20	148	15	12	139	88	243					
14	Число погашенных неиспользованных открепительных удостоверений	700	15	16	18	3	20	16	12	16	1	10	19	1	15	0	4	14	2	7	17	17	8	12	1	16	3	12	3	27	17	21	26	3	19	12	19	14	4	13	9	0	1	16	15	0	9	9	4	11	18	19	0	2	27	10	7	1	27	16	16	14	3	13	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	1816	24	26	25	25	29	23	44	17	53	32	31	35	19	30	18	21	26	29	21	36	37	33	49	32	29	32	29	29	11	25	29	15	18	28	18	17	30	22	39	36	47	37	37	36	34	33	38	49	15	31	36	32	9	26	31	38	17	20	17	7	29	26	17	13	19					
		2.75%	2.90%	3.01%	2.52%	2.51%	3.18%	1.93%	3.90%	2.08%	3.71%	2.53%	2.74%	2.44%	1.68%	2.67%	1.79%	3.00%	3.18%	2.64%	3.77%	3.65%	2.98%	2.48%	3.92%	2.86%	3.02%	2.96%	3.19%	3.14%	1.48%	3.61%	4.22%	1.64%	3.18%	2.85%	2.57%	2.40%	2.67%	1.58%	2.45%	2.32%	3.68%	3.04%	2.87%	2.32%	2.88%	2.73%	3.03%	3.53%	2.11%	2.79%	3.12%	2.59%	1.28%	3.20%	2.57%	3.14%	2.43%	2.65%	2.26%	2.27%	2.14%	2.64%	3.65%	2.34%	2.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1170	11	21	10	18	23	32	16	7	27	22	12	26	17	19	27	18	6	26	11	21	13	29	20	15	22	26	12	27	11	7	18	22	11	20	14	9	15	26	24	26	24	14	21	31	27	17	20	23	8	24	20	30	9	12	16	24	9	17	9	1	27	22	9	5	14					
		1.77%	1.33%	2.43%	1.01%	1.81%	2.52%	2.69%	1.42%	0.86%	1.89%	1.74%	1.06%	1.81%	1.50%	1.69%	2.68%	2.58%	0.73%	2.36%	1.97%	2.13%	1.05%	2.18%	1.60%	1.34%	2.29%	2.40%	1.32%	2.93%	1.48%	1.01%	2.62%	2.41%	1.94%	2.04%	1.99%	1.27%	1.34%	1.86%	1.51%	1.68%	1.88%	1.15%	1.63%	2.00%	2.29%	1.41%	1.59%	1.65%	1.13%	2.16%	1.73%	2.43%	1.28%	1.48%	1.33%	1.99%	1.29%	2.25%	1.20%	0.32%	1.99%	2.23%	1.93%	0.90%	1.94%					
20	3.Политическая партия «Демократическая партия России»	93	0	0	1	1	3	5	3	1	1	2	1	0	5	0	1	2	0	2	1	1	2	2	2	4	1	0	1	3	0	1	0	1	0	2	1	0	2	2	3	1	3	0	1	2	1	0	1	2	2	0	1	3	1	0	4	3	2	0	2	0	0	4	2	1	0					
		0.14%	0.00%	0.00%	0.10%	0.10%	0.33%	0.42%	0.27%	0.12%	0.07%	0.16%	0.09%	0.00%	0.44%	0.00%	0.10%	0.29%	0.00%	0.18%	0.18%	0.10%	0.16%	0.15%	0.16%	0.36%	0.10%	0.00%	0.11%	0.33%	0.00%	0.14%	0.00%	0.11%	0.00%	0.20%	0.14%	0.00%	0.18%	0.14%	0.19%	0.06%	0.23%	0.00%	0.08%	0.13%	0.08%	0.00%	0.08%	0.14%	0.28%	0.00%	0.09%	0.24%	0.14%	0.00%	0.33%	0.25%	0.29%	0.00%	0.27%	0.00%	0.00%	0.41%	0.43%	0.18%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7564	77	97	148	116	118	129	114	86	199	177	129	196	163	156	134	79	61	109	62	100	131	150	135	123	71	150	93	119	90	81	66	92	75	65	79	89	128	156	171	232	162	175	154	183	157	177	172	163	73	150	162	152	87	93	105	102	48	47	51	27	147	111	17	39	64					
		11.46%	9.30%	11.24%	14.93%	11.66%	12.95%	10.84%	10.10%	10.53%	13.94%	13.97%	11.40%	13.68%	14.41%	13.87%	13.31%	11.30%	7.46%	9.91%	11.13%	10.15%	10.55%	11.26%	10.79%	10.98%	7.40%	13.86%	10.24%	12.89%	12.10%	11.69%	9.59%	10.09%	13.25%	6.62%	11.27%	12.59%	11.40%	11.18%	10.73%	14.96%	12.68%	14.37%	11.94%	11.81%	13.31%	14.66%	13.72%	11.73%	10.28%	13.51%	14.03%	12.30%	12.41%	11.45%	8.70%	8.44%	6.86%	6.23%	6.78%	8.74%	10.82%	11.26%	3.65%	7.03%	8.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2149	35	27	29	27	29	57	36	32	53	37	30	47	37	40	43	30	28	57	20	41	18	46	55	40	38	36	22	42	31	25	19	43	12	36	23	20	40	46	44	39	21	37	38	42	22	34	39	41	21	38	30	59	29	17	46	39	19	22	13	7	50	30	11	12	22					
		3.26%	4.23%	3.13%	2.93%	2.71%	3.18%	4.79%	3.19%	3.92%	3.71%	2.92%	2.65%	3.28%	3.27%	3.56%	4.27%	4.29%	3.42%	5.18%	3.59%	4.16%	1.45%	3.45%	4.40%	3.57%	3.96%	3.33%	2.42%	4.55%	4.17%	3.61%	2.76%	4.71%	2.12%	3.67%	3.28%	2.83%	3.56%	3.30%	2.76%	2.51%	1.64%	3.04%	2.95%	2.71%	1.86%	2.82%	3.11%	2.95%	2.96%	3.42%	2.60%	4.77%	4.14%	2.09%	3.81%	3.23%	2.71%	2.91%	1.73%	2.27%	3.68%	3.04%	2.36%	2.16%	3.05%					
23	6.Политическая партия «Партия социальной справедливости»	154	2	2	4	2	0	4	0	6	3	1	1	3	2	1	4	4	0	4	3	2	2	9	2	2	5	2	1	2	0	1	2	0	1	2	1	0	3	10	3	4	2	4	3	7	2	3	2	4	1	3	2	5	1	0	1	4	1	0	0	0	4	1	2	2	0					
		0.23%	0.24%	0.23%	0.40%	0.20%	0.00%	0.34%	0.00%	0.73%	0.21%	0.08%	0.09%	0.21%	0.18%	0.09%	0.40%	0.57%	0.00%	0.36%	0.54%	0.20%	0.16%	0.68%	0.16%	0.18%	0.52%	0.18%	0.11%	0.22%	0.00%	0.14%	0.29%	0.00%	0.18%	0.20%	0.14%	0.00%	0.27%	0.72%	0.19%	0.26%	0.16%	0.33%	0.23%	0.45%	0.17%	0.25%	0.16%	0.29%	0.14%	0.27%	0.17%	0.40%	0.14%	0.00%	0.08%	0.33%	0.14%	0.00%	0.00%	0.00%	0.29%	0.10%	0.43%	0.36%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8675	134	110	122	109	105	164	165	131	164	173	132	182	140	165	140	100	139	122	68	100	136	154	183	141	127	142	102	124	118	81	101	119	65	141	88	84	161	221	236	198	181	167	197	199	149	154	163	190	101	124	126	141	92	112	160	170	97	91	97	48	207	133	64	52	73					
		13.15%	16.18%	12.75%	12.31%	10.95%	11.53%	13.78%	14.61%	16.03%	11.48%	13.65%	11.66%	12.70%	12.38%	14.67%	13.90%	14.31%	16.99%	11.09%	12.21%	10.15%	10.95%	11.56%	14.63%	12.59%	13.23%	13.12%	11.23%	13.43%	15.86%	11.69%	14.68%	13.05%	11.48%	14.36%	12.55%	11.88%	14.34%	15.84%	14.81%	12.77%	14.16%	13.71%	15.27%	12.84%	12.63%	12.76%	12.99%	13.67%	14.23%	11.17%	10.91%	11.41%	13.12%	13.79%	13.26%	14.06%	13.86%	12.05%	12.90%	15.53%	15.24%	13.49%	13.73%	9.37%	10.11%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4507	55	72	69	68	71	73	82	46	101	84	79	95	86	81	66	56	56	81	33	78	104	87	77	74	76	75	73	56	52	43	45	53	32	95	41	51	63	92	101	97	68	88	76	102	69	82	101	109	33	100	84	95	49	36	87	74	38	61	40	22	98	61	19	45	51					
		6.83%	6.64%	8.34%	6.96%	6.83%	7.79%	6.13%	7.26%	5.63%	7.07%	6.63%	6.98%	6.63%	7.60%	7.20%	6.55%	8.01%	6.85%	7.36%	5.92%	7.92%	8.37%	6.53%	6.16%	6.61%	7.92%	6.93%	8.04%	6.07%	6.99%	6.20%	6.54%	5.81%	5.65%	9.67%	5.85%	7.21%	5.61%	6.59%	6.34%	6.25%	5.32%	7.22%	5.89%	6.58%	5.85%	6.79%	8.05%	7.84%	4.65%	9.01%	7.27%	7.69%	6.99%	4.43%	7.21%	6.12%	5.43%	8.08%	5.32%	7.12%	7.22%	6.19%	4.08%	8.11%	7.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	727	11	9	16	10	11	20	11	12	15	13	9	22	14	12	7	3	4	24	7	6	34	12	14	13	9	18	11	10	6	4	11	10	4	12	4	10	13	21	11	22	10	18	7	15	11	5	6	12	4	15	9	11	4	4	14	17	5	9	6	4	16	9	9	12	10					
		1.10%	1.33%	1.04%	1.61%	1.01%	1.21%	1.68%	0.97%	1.47%	1.05%	1.03%	0.80%	1.54%	1.24%	1.07%	0.70%	0.43%	0.49%	2.18%	1.26%	0.61%	2.74%	0.90%	1.12%	1.16%	0.94%	1.66%	1.21%	1.08%	0.81%	0.58%	1.60%	1.10%	0.71%	1.22%	0.57%	1.41%	1.16%	1.51%	0.69%	1.42%	0.78%	1.48%	0.54%	0.97%	0.93%	0.41%	0.48%	0.86%	0.56%	1.35%	0.78%	0.89%	0.57%	0.49%	1.16%	1.41%	0.71%	1.19%	0.80%	1.29%	1.18%	0.91%	1.93%	2.16%	1.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36622	447	468	540	569	486	625	623	456	740	666	660	783	597	564	532	350	465	594	312	564	717	754	663	630	530	546	537	472	392	398	366	511	320	538	393	404	638	762	911	828	710	633	714	876	665	663	659	740	415	587	652	666	405	488	708	701	437	468	506	187	720	555	303	362	451					
		55.50%	53.99%	54.23%	54.49%	57.19%	53.35%	52.52%	55.18%	55.81%	51.82%	52.57%	58.30%	54.64%	52.79%	50.13%	52.83%	50.07%	56.85%	54.00%	56.01%	57.26%	57.73%	56.61%	52.99%	56.25%	55.21%	50.46%	59.14%	51.14%	52.69%	57.43%	53.20%	56.03%	56.54%	54.79%	56.06%	57.14%	56.81%	54.62%	57.19%	53.38%	55.56%	51.97%	55.35%	56.52%	56.36%	54.93%	52.55%	53.24%	58.45%	52.88%	56.45%	53.88%	57.77%	60.10%	58.66%	57.98%	62.43%	61.99%	67.29%	60.52%	53.02%	56.29%	65.02%	65.23%	62.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1792	23	24	19	34	23	44	30	16	54	46	27	34	31	46	27	29	20	39	13	27	32	42	40	35	36	42	21	38	17	21	25	33	16	35	24	14	19	26	36	39	30	35	33	29	31	22	38	41	27	28	22	37	6	14	35	24	15	16	5	3	48	27	8	9	12					
		2.72%	2.78%	2.78%	1.92%	3.42%	2.52%	3.70%	2.66%	1.96%	3.78%	3.63%	2.39%	2.37%	2.74%	4.09%	2.68%	4.15%	2.44%	3.55%	2.33%	2.74%	2.58%	3.15%	3.20%	3.13%	3.75%	3.88%	2.31%	4.12%	2.28%	3.03%	3.63%	3.62%	2.83%	3.56%	3.42%	1.98%	1.69%	1.86%	2.26%	2.51%	2.35%	2.87%	2.56%	1.87%	2.63%	1.82%	3.03%	2.95%	3.80%	2.52%	1.90%	2.99%	0.86%	1.72%	2.90%	1.99%	2.14%	2.12%	0.66%	0.97%	3.53%	2.74%	1.72%	1.62%	1.66%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
