Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Калачинская																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296					
12	Число выданных открепительных удостоверений	282	3	4	5	0	1	9	0	2	8	0	0	6	3	0	7	0	20	4	1	0	3	0	3	4	3	12	1	1	1	14	10	10	3	8	1	0	1	7	1	7	4	4	5	7	4	6	7	5	18	4	8	9	9	11	4	8	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	208	9	1	4	3	1	6	1	1	2	2	4	3	1	0	0	3	7	3	1	6	3	1	0	0	9	5	0	2	0	11	4	4	2	3	0	1	0	1	0	2	7	3	5	4	3	11	0	4	6	4	6	10	4	17	6	2	5	5					
14	Число неиспользованных открепительных удостоверений	472	17	6	0	5	9	11	5	3	12	10	5	14	2	5	3	10	0	6	4	5	7	10	7	1	2	8	4	9	9	6	0	4	2	2	9	10	9	3	4	13	16	16	15	13	16	14	13	15	2	16	12	11	11	9	16	12	14	0					
15	"Число открепительных удостоверений, выданных в ТИК"	16	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	1	0	1	0	1	1	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	. Глазьев Сергей Юрьевич	651	29	4	1	0	2	31	2	2	4	1	2	8	0	0	6	2	14	14	0	2	8	2	11	1	0	20	3	2	0	16	5	3	0	10	7	5	2	4	6	11	20	30	20	29	13	25	13	20	19	26	25	28	35	17	29	26	26	10					
		2.65%	3.14%	1.46%	0.71%	0.00%	1.30%	3.40%	1.50%	2.06%	0.80%	0.67%	2.06%	1.97%	0.00%	0.00%	2.22%	1.10%	1.70%	4.19%	0.00%	3.39%	1.64%	0.88%	2.47%	2.08%	0.00%	2.68%	2.27%	0.78%	0.00%	1.81%	1.01%	0.70%	0.00%	1.98%	4.70%	2.16%	0.55%	0.69%	6.82%	2.62%	2.69%	4.36%	2.92%	3.76%	2.96%	3.55%	2.92%	3.27%	2.79%	3.85%	3.25%	3.63%	4.19%	2.20%	4.50%	3.11%	3.59%	6.02%					
19	. Малышкин Олег Александрович	1052	47	25	7	3	9	25	0	9	18	3	12	23	3	11	5	9	44	24	3	11	33	3	21	1	1	16	17	18	11	48	27	14	6	24	7	6	11	20	0	25	16	26	27	15	13	37	14	25	29	26	31	19	38	32	36	40	24	4					
		4.28%	5.09%	9.12%	4.96%	3.49%	5.84%	2.74%	0.00%	9.28%	3.60%	2.00%	12.37%	5.65%	2.34%	16.42%	1.85%	4.95%	5.35%	7.19%	4.11%	18.64%	6.78%	1.33%	4.71%	2.08%	1.47%	2.14%	12.88%	7.00%	6.43%	5.42%	5.45%	3.28%	8.11%	4.76%	4.70%	2.60%	3.02%	3.47%	0.00%	5.95%	2.15%	3.78%	3.95%	1.95%	2.96%	5.25%	3.15%	4.09%	4.26%	3.85%	4.03%	2.46%	4.55%	4.14%	5.58%	4.78%	3.31%	2.41%					
20	. Миронов Сергей Михайлович	164	4	4	0	0	1	7	3	0	2	0	0	4	1	1	5	1	2	1	1	0	9	0	3	0	1	3	1	3	0	5	1	3	1	3	0	2	2	0	0	2	7	3	2	2	2	5	5	7	2	5	6	7	3	10	9	8	3	2					
		0.67%	0.43%	1.46%	0.00%	0.00%	0.65%	0.77%	2.26%	0.00%	0.40%	0.00%	0.00%	0.98%	0.78%	1.49%	1.85%	0.55%	0.24%	0.30%	1.37%	0.00%	1.85%	0.00%	0.67%	0.00%	1.47%	0.40%	0.76%	1.17%	0.00%	0.56%	0.20%	0.70%	1.35%	0.60%	0.00%	0.87%	0.55%	0.00%	0.00%	0.48%	0.94%	0.44%	0.29%	0.26%	0.46%	0.71%	1.12%	1.15%	0.29%	0.74%	0.78%	0.91%	0.36%	1.29%	1.40%	0.96%	0.41%	1.20%					
21	. Путин Владимир Владимирович	15608	492	151	89	22	95	555	101	60	346	111	59	303	115	39	197	141	591	169	44	41	305	152	285	41	52	515	96	172	136	535	366	274	42	351	111	171	201	406	62	254	415	428	415	507	280	439	260	395	439	364	485	501	455	493	377	509	489	109					
		63.52%	53.30%	55.11%	63.12%	25.58%	61.69%	60.79%	75.94%	61.86%	69.20%	74.00%	60.82%	74.45%	89.84%	58.21%	72.96%	77.47%	71.90%	50.60%	60.27%	69.49%	62.63%	67.26%	63.90%	85.42%	76.47%	68.94%	72.73%	66.93%	79.53%	60.38%	73.94%	64.17%	56.76%	69.64%	74.50%	74.03%	55.22%	70.49%	70.45%	60.48%	55.78%	62.21%	60.67%	65.76%	63.78%	62.27%	58.43%	64.65%	64.46%	53.93%	63.07%	64.90%	54.49%	63.78%	58.45%	60.81%	67.45%	65.66%					
22	. Хакамада Ирина Муцуовна	592	25	6	5	6	1	18	4	2	8	0	4	10	2	1	10	2	15	9	0	0	7	6	7	0	0	13	1	5	0	19	6	4	1	6	2	4	10	5	3	9	15	27	14	22	19	19	13	15	19	12	21	28	38	20	19	30	21	4					
		2.41%	2.71%	2.19%	3.55%	6.98%	0.65%	1.97%	3.01%	2.06%	1.60%	0.00%	4.12%	2.46%	1.56%	1.49%	3.70%	1.10%	1.82%	2.69%	0.00%	0.00%	1.44%	2.65%	1.57%	0.00%	0.00%	1.74%	0.76%	1.95%	0.00%	2.14%	1.21%	0.94%	1.35%	1.19%	1.34%	1.73%	2.75%	0.87%	3.41%	2.14%	2.02%	3.92%	2.05%	2.85%	4.33%	2.70%	2.92%	2.45%	2.79%	1.78%	2.73%	3.63%	4.55%	2.59%	2.95%	3.58%	2.90%	2.41%					
23	. Харитонов Николай Михайлович	5716	286	78	32	46	41	259	17	23	109	34	18	50	5	11	41	24	140	99	20	3	114	60	105	4	10	151	9	43	22	241	77	110	22	97	21	41	133	127	15	104	246	143	186	173	93	150	121	133	157	211	178	160	244	181	134	197	138	29					
		23.26%	30.99%	28.47%	22.70%	53.49%	26.62%	28.37%	12.78%	23.71%	21.80%	22.67%	18.56%	12.29%	3.91%	16.42%	15.19%	13.19%	17.03%	29.64%	27.40%	5.08%	23.41%	26.55%	23.54%	8.33%	14.71%	20.21%	6.82%	16.73%	12.87%	27.20%	15.56%	25.76%	29.73%	19.25%	14.09%	17.75%	36.54%	22.05%	17.05%	24.76%	33.06%	20.78%	27.19%	22.44%	21.18%	21.28%	27.19%	21.77%	23.05%	31.26%	23.15%	20.73%	29.22%	23.42%	20.78%	23.54%	19.03%	17.47%					
																																																																	
24	Против всех	647	33	6	5	8	4	15	6	1	6	1	2	9	2	3	6	1	9	17	3	1	6	3	9	1	2	20	5	13	1	19	7	11	1	5	1	2	2	11	2	11	22	24	17	23	19	28	16	15	15	24	23	23	22	19	37	23	19	8					
		2.63%	3.58%	2.19%	3.55%	9.30%	2.60%	1.64%	4.51%	1.03%	1.20%	0.67%	2.06%	2.21%	1.56%	4.48%	2.22%	0.55%	1.09%	5.09%	4.11%	1.69%	1.23%	1.33%	2.02%	2.08%	2.94%	2.68%	3.79%	5.06%	0.58%	2.14%	1.41%	2.58%	1.35%	0.99%	0.67%	0.87%	0.55%	1.91%	2.27%	2.62%	2.96%	3.49%	2.49%	2.98%	4.33%	3.97%	3.60%	2.45%	2.20%	3.56%	2.99%	2.98%	2.63%	2.46%	5.74%	2.75%	2.62%	4.82%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
