Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Бузулукская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2117	30	43	51	3	11	39	23	10	24	10	88	26	44	32	3	150	47	8	66	39	8	28	47	14	30	37	113	34	39	18	18	126	34	70	11	59	53	41	39	78	15	55	28	50	137	106	57	14	11					
		14.79%	11.07%	17.41%	15.09%	5.00%	10.78%	14.44%	11.44%	11.11%	10.96%	10.64%	15.88%	7.37%	15.71%	12.85%	3.66%	19.89%	18.08%	8.51%	15.14%	17.65%	9.52%	8.95%	14.07%	24.56%	9.80%	8.87%	17.10%	19.10%	24.22%	8.70%	17.14%	15.63%	18.38%	19.50%	10.19%	16.21%	13.32%	12.54%	10.48%	14.21%	10.00%	20.00%	9.62%	14.33%	19.97%	19.27%	16.81%	12.73%	10.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2386	24	31	47	4	11	41	29	16	27	13	104	85	70	43	21	124	33	17	62	27	14	47	34	11	56	69	121	28	26	31	15	140	36	89	17	50	115	60	45	82	37	43	50	64	104	79	56	21	17					
		16.66%	8.86%	12.55%	13.91%	6.67%	10.78%	15.19%	14.43%	17.78%	12.33%	13.83%	18.77%	24.08%	25.00%	17.27%	25.61%	16.45%	12.69%	18.09%	14.22%	12.22%	16.67%	15.02%	10.18%	19.30%	18.30%	16.55%	18.31%	15.73%	16.15%	14.98%	14.29%	17.37%	19.46%	24.79%	15.74%	13.74%	28.89%	18.35%	12.10%	14.94%	24.67%	15.64%	17.18%	18.34%	15.16%	14.36%	16.52%	19.09%	16.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	2	4	3	0	1	6	1	1	2	0	4	1	1	2	0	5	4	0	3	1	0	0	3	1	2	4	4	2	1	0	2	12	2	2	0	1	3	0	0	5	3	3	1	5	9	4	6	0	2					
		0.82%	0.74%	1.62%	0.89%	0.00%	0.98%	2.22%	0.50%	1.11%	0.91%	0.00%	0.72%	0.28%	0.36%	0.80%	0.00%	0.66%	1.54%	0.00%	0.69%	0.45%	0.00%	0.00%	0.90%	1.75%	0.65%	0.96%	0.61%	1.12%	0.62%	0.00%	1.90%	1.49%	1.08%	0.56%	0.00%	0.27%	0.75%	0.00%	0.00%	0.91%	2.00%	1.09%	0.34%	1.43%	1.31%	0.73%	1.77%	0.00%	1.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3551	61	59	78	21	39	75	71	13	40	25	104	81	48	36	26	188	75	28	141	53	5	57	100	7	57	88	203	32	34	45	13	240	60	82	35	97	118	92	76	126	34	65	58	90	165	162	89	22	37					
		24.80%	22.51%	23.89%	23.08%	35.00%	38.24%	27.78%	35.32%	14.44%	18.26%	26.60%	18.77%	22.95%	17.14%	14.46%	31.71%	24.93%	28.85%	29.79%	32.34%	23.98%	5.95%	18.21%	29.94%	12.28%	18.63%	21.10%	30.71%	17.98%	21.12%	21.74%	12.38%	29.78%	32.43%	22.84%	32.41%	26.65%	29.65%	28.13%	20.43%	22.95%	22.67%	23.64%	19.93%	25.79%	24.05%	29.45%	26.25%	20.00%	36.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	160	4	3	4	1	0	3	3	0	3	0	2	5	3	2	0	11	5	5	7	1	0	2	2	0	2	2	15	1	5	2	0	7	2	3	2	1	4	4	1	4	3	0	1	5	19	7	2	0	2					
		1.12%	1.48%	1.21%	1.18%	1.67%	0.00%	1.11%	1.49%	0.00%	1.37%	0.00%	0.36%	1.42%	1.07%	0.80%	0.00%	1.46%	1.92%	5.32%	1.61%	0.45%	0.00%	0.64%	0.60%	0.00%	0.65%	0.48%	2.27%	0.56%	3.11%	0.97%	0.00%	0.87%	1.08%	0.84%	1.85%	0.27%	1.01%	1.22%	0.27%	0.73%	2.00%	0.00%	0.34%	1.43%	2.77%	1.27%	0.59%	0.00%	1.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5760	149	105	152	31	38	99	72	49	123	46	241	145	104	131	32	265	91	35	152	95	56	176	140	24	157	216	194	80	56	109	57	261	46	108	43	152	101	125	206	240	56	104	148	126	233	186	123	52	30					
		40.23%	54.98%	42.51%	44.97%	51.67%	37.25%	36.67%	35.82%	54.44%	56.16%	48.94%	43.50%	41.08%	37.14%	52.61%	39.02%	35.15%	35.00%	37.23%	34.86%	42.99%	66.67%	56.23%	41.92%	42.11%	51.31%	51.80%	29.35%	44.94%	34.78%	52.66%	54.29%	32.38%	24.86%	30.08%	39.81%	41.76%	25.38%	38.23%	55.38%	43.72%	37.33%	37.82%	50.86%	36.10%	33.97%	33.82%	36.28%	47.27%	29.41%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	0	0	1	0	1	3	1	0	0	0	1	2	3	2	0	2	0	1	1	2	0	1	0	0	0	0	3	1	0	0	0	2	3	0	0	1	2	1	0	6	0	3	0	1	1	3	2	1	1					
		0.36%	0.00%	0.00%	0.30%	0.00%	0.98%	1.11%	0.50%	0.00%	0.00%	0.00%	0.18%	0.57%	1.07%	0.80%	0.00%	0.27%	0.00%	1.06%	0.23%	0.90%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.45%	0.56%	0.00%	0.00%	0.00%	0.25%	1.62%	0.00%	0.00%	0.27%	0.50%	0.31%	0.00%	1.09%	0.00%	1.09%	0.00%	0.29%	0.15%	0.55%	0.59%	0.91%	0.98%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
