Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Бузулукская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	592	15	8	14	0	6	7	12	3	8	6	40	27	30	6	6	13	16	11	9	11	2	6	12	2	8	16	8	9	23	12	5	21	5	20	8	15	22	2	15	21	0	7	3	20	44	4	26	6	2					
		3.98%	4.05%	3.14%	3.97%	0.00%	6.06%	2.61%	5.04%	3.00%	3.65%	6.59%	8.46%	7.63%	9.09%	2.26%	6.74%	1.56%	5.78%	11.22%	2.21%	4.26%	2.47%	2.09%	3.48%	2.38%	2.53%	4.05%	1.43%	3.75%	12.17%	4.58%	4.10%	2.44%	2.45%	5.52%	6.90%	5.32%	6.40%	0.65%	4.57%	4.34%	0.00%	2.79%	1.07%	5.80%	4.34%	0.70%	6.19%	5.71%	1.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	49	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	7	1	0	0	0	1	0	1	0	2	0	0	2	0	1	0	8	0	0	0	2	1	1	1	0	1	0	0	0	10	1	1	0	2					
		0.33%	0.54%	0.00%	0.00%	1.59%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.84%	0.36%	0.00%	0.00%	0.00%	1.23%	0.00%	0.29%	0.00%	0.63%	0.00%	0.00%	0.83%	0.00%	0.38%	0.00%	0.93%	0.00%	0.00%	0.00%	0.71%	0.29%	0.32%	0.30%	0.00%	0.71%	0.00%	0.00%	0.00%	0.99%	0.17%	0.24%	0.00%	1.54%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0					
		0.12%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2068	61	23	71	27	11	43	34	4	18	8	51	26	27	22	9	77	44	11	58	31	0	39	93	9	41	62	75	14	19	20	7	101	42	33	28	39	39	45	36	53	26	38	24	50	197	183	81	10	8					
		13.91%	16.49%	9.02%	20.11%	42.86%	11.11%	16.04%	14.29%	4.00%	8.22%	8.79%	10.78%	7.34%	8.18%	8.30%	10.11%	9.21%	15.88%	11.22%	14.25%	12.02%	0.00%	13.59%	26.96%	10.71%	12.97%	15.70%	13.37%	5.83%	10.05%	7.63%	5.74%	11.76%	20.59%	9.12%	24.14%	13.83%	11.34%	14.56%	10.98%	10.95%	18.57%	15.14%	8.57%	14.49%	19.43%	31.94%	19.29%	9.52%	6.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	56	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	11	6	0	3	0	0	1	2	0	0	0	3	1	0	0	0	8	3	1	0	2	1	0	0	1	0	0	2	0	4	1	0	0	0					
		0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.91%	0.38%	0.00%	1.32%	2.17%	0.00%	0.74%	0.00%	0.00%	0.35%	0.58%	0.00%	0.00%	0.00%	0.53%	0.42%	0.00%	0.00%	0.00%	0.93%	1.47%	0.28%	0.00%	0.71%	0.29%	0.00%	0.00%	0.21%	0.00%	0.00%	0.71%	0.00%	0.39%	0.17%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	25	1	0	1	0	1	0	1	0	0	1	1	3	1	1	1	1	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0					
		0.17%	0.27%	0.00%	0.28%	0.00%	1.01%	0.00%	0.42%	0.00%	0.00%	1.10%	0.21%	0.85%	0.30%	0.38%	1.12%	0.12%	0.00%	0.00%	0.25%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.53%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.36%	0.00%	0.10%	0.00%	0.24%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1364	23	17	29	3	13	19	16	21	23	9	57	50	23	32	6	70	21	7	29	25	3	30	23	19	34	36	61	24	14	14	12	91	19	51	13	23	52	24	11	38	16	26	27	37	77	32	39	4	21					
		9.17%	6.22%	6.67%	8.22%	4.76%	13.13%	7.09%	6.72%	21.00%	10.50%	9.89%	12.05%	14.12%	6.97%	12.08%	6.74%	8.37%	7.58%	7.14%	7.13%	9.69%	3.70%	10.45%	6.67%	22.62%	10.76%	9.11%	10.87%	10.00%	7.41%	5.34%	9.84%	10.59%	9.31%	14.09%	11.21%	8.16%	15.12%	7.77%	3.35%	7.85%	11.43%	10.36%	9.64%	10.72%	7.59%	5.58%	9.29%	3.81%	16.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1201	28	26	25	3	11	56	38	13	7	12	35	35	21	11	6	111	22	4	41	17	2	11	12	0	21	26	50	19	11	15	12	75	18	21	9	24	34	22	6	50	10	14	7	31	77	43	36	21	2					
		8.08%	7.57%	10.20%	7.08%	4.76%	11.11%	20.90%	15.97%	13.00%	3.20%	13.19%	7.40%	9.89%	6.36%	4.15%	6.74%	13.28%	7.94%	4.08%	10.07%	6.59%	2.47%	3.83%	3.48%	0.00%	6.65%	6.58%	8.91%	7.92%	5.82%	5.73%	9.84%	8.73%	8.82%	5.80%	7.76%	8.51%	9.88%	7.12%	1.83%	10.33%	7.14%	5.58%	2.50%	8.99%	7.59%	7.50%	8.57%	20.00%	1.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	105	2	3	5	0	2	5	5	0	1	0	10	1	4	2	0	1	1	0	2	1	0	1	0	0	1	0	5	0	1	0	0	3	1	0	1	1	3	2	1	7	3	0	2	6	10	5	3	1	3					
		0.71%	0.54%	1.18%	1.42%	0.00%	2.02%	1.87%	2.10%	0.00%	0.46%	0.00%	2.11%	0.28%	1.21%	0.75%	0.00%	0.12%	0.36%	0.00%	0.49%	0.39%	0.00%	0.35%	0.00%	0.00%	0.32%	0.00%	0.89%	0.00%	0.53%	0.00%	0.00%	0.35%	0.49%	0.00%	0.86%	0.35%	0.87%	0.65%	0.30%	1.45%	2.14%	0.00%	0.71%	1.74%	0.99%	0.87%	0.71%	0.95%	2.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9207	234	172	200	28	55	130	131	58	160	53	273	208	215	183	61	534	162	64	252	168	69	193	194	53	206	253	337	163	116	196	84	539	115	235	55	172	189	209	258	308	83	164	213	196	583	296	232	63	92					
		61.91%	63.24%	67.45%	56.66%	44.44%	55.56%	48.51%	55.04%	58.00%	73.06%	58.24%	57.72%	58.76%	65.15%	69.06%	68.54%	63.88%	58.48%	65.31%	61.92%	65.12%	85.19%	67.25%	56.23%	63.10%	65.19%	64.05%	60.07%	67.92%	61.38%	74.81%	68.85%	62.75%	56.37%	64.92%	47.41%	60.99%	54.94%	67.64%	78.66%	63.64%	59.29%	65.34%	76.07%	56.81%	57.50%	51.66%	55.24%	60.00%	70.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	64	0	3	3	0	0	4	0	0	1	2	3	0	2	1	0	2	0	0	6	0	1	0	4	1	1	1	9	2	0	0	1	3	0	0	0	1	1	2	0	0	1	0	0	2	4	3	0	0	0					
		0.43%	0.00%	1.18%	0.85%	0.00%	0.00%	1.49%	0.00%	0.00%	0.46%	2.20%	0.63%	0.00%	0.61%	0.38%	0.00%	0.24%	0.00%	0.00%	1.47%	0.00%	1.23%	0.00%	1.16%	1.19%	0.32%	0.25%	1.60%	0.83%	0.00%	0.00%	0.82%	0.35%	0.00%	0.00%	0.00%	0.35%	0.29%	0.65%	0.00%	0.00%	0.71%	0.00%	0.00%	0.58%	0.39%	0.52%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
