Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Михайловская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	515	15	25	20	20	25	20	15	10	20	20	10	10	20	10	20	20	25	25	25	25	25	20	15	20	30	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	278	14	15	12	17	6	9	15	10	17	8	5	5	9	8	8	10	8	10	20	19	10	11	4	4	15	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	222	5	22	6	30	15	3	5	3	0	7	5	1	4	4	6	9	17	6	4	10	23	6	2	6	14	9									
14	Число погашенных неиспользованных открепительных удостоверений	237	1	10	8	3	19	11	0	0	3	12	5	5	11	2	12	10	17	15	5	6	15	9	11	16	15	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	2	3	1	4	3	0	2	4	2	2	0	2	1	0	3	3	5	6	4	1	3	2	2	2	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	250	9	15	20	9	10	7	4	14	7	4	6	4	6	6	1	18	11	11	10	10	8	14	14	9	11	12									
		1.42%	1.19%	1.95%	2.20%	1.17%	1.35%	1.55%	0.79%	1.44%	0.81%	0.93%	1.48%	0.86%	1.38%	1.77%	0.21%	2.14%	1.59%	1.49%	1.57%	1.07%	1.07%	1.49%	3.42%	1.85%	1.09%	1.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	534	16	34	24	22	17	15	10	26	23	5	19	13	15	7	19	27	20	18	28	20	27	26	12	22	39	30									
		3.04%	2.12%	4.42%	2.64%	2.85%	2.30%	3.33%	1.97%	2.68%	2.67%	1.16%	4.68%	2.79%	3.45%	2.06%	4.07%	3.20%	2.88%	2.44%	4.39%	2.13%	3.62%	2.77%	2.93%	4.52%	3.88%	3.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	404	18	21	22	18	19	8	5	15	27	13	16	8	15	13	3	22	17	21	14	29	15	21	7	11	16	10									
		2.30%	2.38%	2.73%	2.42%	2.33%	2.57%	1.77%	0.99%	1.55%	3.14%	3.02%	3.94%	1.72%	3.45%	3.83%	0.64%	2.61%	2.45%	2.84%	2.19%	3.09%	2.01%	2.24%	1.71%	2.26%	1.59%	1.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7759	346	333	366	345	335	201	240	446	405	183	156	204	182	160	230	352	298	343	258	424	307	402	167	201	492	383									
		44.10%	45.83%	43.25%	40.26%	44.75%	45.27%	44.57%	47.34%	46.03%	47.09%	42.46%	38.42%	43.78%	41.84%	47.20%	49.25%	41.76%	42.94%	46.41%	40.44%	45.20%	41.15%	42.90%	40.83%	41.27%	48.96%	43.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	130	2	4	4	7	7	3	3	6	6	3	3	7	2	2	5	6	5	6	4	5	7	6	5	7	7	8									
		0.74%	0.26%	0.52%	0.44%	0.91%	0.95%	0.67%	0.59%	0.62%	0.70%	0.70%	0.74%	1.50%	0.46%	0.59%	1.07%	0.71%	0.72%	0.81%	0.63%	0.53%	0.94%	0.64%	1.22%	1.44%	0.70%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	1	1	0	0	0	1	1	3	2	1	1	1	0	0	0	0	1	0	3	0	0	1	1	0	0	1									
		0.11%	0.13%	0.13%	0.00%	0.00%	0.00%	0.22%	0.20%	0.31%	0.23%	0.23%	0.25%	0.21%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.47%	0.00%	0.00%	0.11%	0.24%	0.00%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3404	150	116	177	123	125	57	133	194	173	111	109	99	83	54	104	191	120	125	115	188	128	197	93	108	182	149									
		19.35%	19.87%	15.06%	19.47%	15.95%	16.89%	12.64%	26.23%	20.02%	20.12%	25.75%	26.85%	21.24%	19.08%	15.93%	22.27%	22.66%	17.29%	16.91%	18.03%	20.04%	17.16%	21.02%	22.74%	22.18%	18.11%	16.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	110	3	5	4	2	13	3	1	3	5	0	5	3	3	0	3	4	6	2	3	4	11	2	5	4	9	7									
		0.63%	0.40%	0.65%	0.44%	0.26%	1.76%	0.67%	0.20%	0.31%	0.58%	0.00%	1.23%	0.64%	0.69%	0.00%	0.64%	0.47%	0.86%	0.27%	0.47%	0.43%	1.47%	0.21%	1.22%	0.82%	0.90%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	134	2	8	9	7	4	6	5	6	5	3	3	1	2	1	9	8	6	6	3	8	6	7	1	5	8	5									
		0.76%	0.26%	1.04%	0.99%	0.91%	0.54%	1.33%	0.99%	0.62%	0.58%	0.70%	0.74%	0.21%	0.46%	0.29%	1.93%	0.95%	0.86%	0.81%	0.47%	0.85%	0.80%	0.75%	0.24%	1.03%	0.80%	0.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	0	0	0	1	1	2	3	0	0	2	0	0	1	1	0	1	1	2	0	0	0	0	1	1									
		0.10%	0.13%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.21%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.21%	0.12%	0.00%	0.14%	0.16%	0.21%	0.00%	0.00%	0.00%	0.00%	0.10%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	187	7	12	16	10	6	9	1	8	8	4	3	4	3	6	5	4	2	5	14	11	12	8	1	8	9	11									
		1.06%	0.93%	1.56%	1.76%	1.30%	0.81%	1.99%	0.20%	0.83%	0.93%	0.93%	0.74%	0.86%	0.69%	1.77%	1.07%	0.47%	0.29%	0.68%	2.19%	1.17%	1.61%	0.85%	0.24%	1.64%	0.90%	1.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2989	123	132	167	138	120	76	68	171	130	64	60	85	76	69	63	153	126	124	112	151	150	177	68	84	149	153									
		16.99%	16.29%	17.14%	18.37%	17.90%	16.22%	16.85%	13.41%	17.65%	15.12%	14.85%	14.78%	18.24%	17.47%	20.35%	13.49%	18.15%	18.16%	16.78%	17.55%	16.10%	20.11%	18.89%	16.63%	17.25%	14.83%	17.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	7	6	5	5	2	0	0	5	5	2	1	3	1	1	2	6	4	4	3	1	3	6	4	0	5	10									
		0.52%	0.93%	0.78%	0.55%	0.65%	0.27%	0.00%	0.00%	0.52%	0.58%	0.46%	0.25%	0.64%	0.23%	0.29%	0.43%	0.71%	0.58%	0.54%	0.47%	0.11%	0.40%	0.64%	0.98%	0.00%	0.50%	1.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1267	61	71	87	74	68	53	25	51	39	27	17	19	41	16	14	37	67	61	57	74	65	60	22	19	58	84									
		7.20%	8.08%	9.22%	9.57%	9.60%	9.19%	11.75%	4.93%	5.26%	4.53%	6.26%	4.19%	4.08%	9.43%	4.72%	2.99%	4.39%	9.65%	8.25%	8.93%	7.89%	8.71%	6.40%	5.38%	3.90%	5.77%	9.52%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
