Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Болотнинская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №303									
		3.14%	5.66%	3.53%	0.66%	3.37%	4.42%	3.13%	2.63%	4.08%	3.73%	1.05%	4.29%	8.89%	2.21%	7.32%	4.08%	9.52%	3.48%	3.21%	2.04%	4.47%	3.45%	2.71%	7.74%	1.50%	4.19%	5.66%	2.60%	3.30%	0.00%	3.79%	4.00%	2.94%	2.03%	2.41%	1.60%	3.25%	3.45%	1.50%	1.75%	3.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	132	4	1	2	0	2	1	2	1	2	0	1	1	3	1	1	0	1	3	1	2	0	5	4	1	7	1	2	7	1	16	14	4	7	2	2	6	11	4	1	8									
		1.53%	3.77%	0.59%	0.66%	0.00%	0.88%	1.04%	0.88%	2.04%	0.62%	0.00%	0.61%	2.22%	1.66%	2.44%	2.04%	0.00%	0.87%	1.92%	2.04%	1.12%	0.00%	1.69%	2.58%	0.75%	3.26%	1.89%	1.04%	2.31%	1.85%	2.52%	2.33%	1.18%	1.09%	0.69%	0.40%	2.44%	1.99%	1.50%	0.58%	3.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3613	38	70	131	48	83	30	109	24	158	45	66	14	86	18	23	23	46	58	20	80	7	119	69	45	120	17	100	166	27	251	234	137	260	107	208	77	223	122	62	92									
		42.01%	35.85%	41.18%	43.09%	53.93%	36.73%	31.25%	47.81%	48.98%	49.07%	47.37%	40.49%	31.11%	47.51%	43.90%	46.94%	54.76%	40.00%	37.18%	40.82%	44.69%	24.14%	40.34%	44.52%	33.83%	55.81%	32.08%	52.08%	54.79%	50.00%	39.59%	39.00%	40.29%	40.56%	36.90%	41.68%	31.30%	40.47%	45.69%	36.26%	40.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	5	1	0	1	1	1	2	0	0	3									
		0.40%	0.00%	0.59%	0.33%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	1.58%	0.83%	0.29%	0.00%	0.34%	0.20%	0.41%	0.36%	0.00%	0.00%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	2	0	0	2	4	0	0									
		0.26%	0.00%	1.18%	0.99%	0.00%	0.44%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.34%	0.65%	0.00%	0.00%	1.89%	0.52%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.36%	1.50%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2447	43	57	107	29	79	24	27	11	88	32	42	8	53	10	18	8	33	54	16	55	12	108	39	57	41	17	39	58	12	162	129	87	177	91	161	95	173	66	76	53									
		28.45%	40.57%	33.53%	35.20%	32.58%	34.96%	25.00%	11.84%	22.45%	27.33%	33.68%	25.77%	17.78%	29.28%	24.39%	36.73%	19.05%	28.70%	34.62%	32.65%	30.73%	41.38%	36.61%	25.16%	42.86%	19.07%	32.08%	20.31%	19.14%	22.22%	25.55%	21.50%	25.59%	27.61%	31.38%	32.26%	38.62%	31.40%	24.72%	44.44%	23.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	5	6	2	1	2	3	0	0	1	0	1									
		0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.04%	1.55%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.79%	1.00%	0.59%	0.16%	0.69%	0.60%	0.00%	0.00%	0.37%	0.00%	0.44%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	0	0	3	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	2	4	4	4	1	3	1	1	4	0	0									
		0.45%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.44%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	1.12%	0.00%	0.34%	0.00%	0.75%	0.00%	0.00%	0.52%	0.00%	0.00%	0.32%	0.67%	1.18%	0.62%	0.34%	0.60%	0.41%	0.18%	1.50%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	3	1	0	2	0	0	0	0									
		0.13%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.47%	0.34%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	0	0	1	0	0	0	2	0	3	0	1	0	1	0	0	0	0	0	0	1	2	1	0	4	4	0	3	1	0	6	11	2	3	2	7	1	5	1	0	0									
		0.72%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.88%	0.00%	0.93%	0.00%	0.61%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	6.90%	0.34%	0.00%	3.01%	1.86%	0.00%	1.56%	0.33%	0.00%	0.95%	1.83%	0.59%	0.47%	0.69%	1.40%	0.41%	0.91%	0.37%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1250	13	16	33	1	39	28	68	7	37	13	30	16	25	9	3	5	15	16	6	25	6	31	18	18	20	14	27	44	13	82	117	62	104	42	62	34	66	31	17	37									
		14.53%	12.26%	9.41%	10.86%	1.12%	17.26%	29.17%	29.82%	14.29%	11.49%	13.68%	18.40%	35.56%	13.81%	21.95%	6.12%	11.90%	13.04%	10.26%	12.24%	13.97%	20.69%	10.51%	11.61%	13.53%	9.30%	26.42%	14.06%	14.52%	24.07%	12.93%	19.50%	18.24%	16.22%	14.48%	12.42%	13.82%	11.98%	11.61%	9.94%	16.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	1	4	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	7	0	0	2	2	1	0	1									
		0.31%	0.00%	0.59%	1.32%	0.00%	0.88%	1.04%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.33%	0.29%	1.09%	0.00%	0.00%	0.81%	0.36%	0.37%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	195	1	6	0	2	3	2	5	1	1	2	2	1	4	0	0	2	0	6	2	0	0	3	4	2	6	0	2	1	0	23	16	12	17	12	7	4	18	11	5	12									
		2.27%	0.94%	3.53%	0.00%	2.25%	1.33%	2.08%	2.19%	2.04%	0.31%	2.11%	1.23%	2.22%	2.21%	0.00%	0.00%	4.76%	0.00%	3.85%	4.08%	0.00%	0.00%	1.02%	2.58%	1.50%	2.79%	0.00%	1.04%	0.33%	0.00%	3.63%	2.67%	3.53%	2.65%	4.14%	1.40%	1.63%	3.27%	4.12%	2.92%	5.29%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
