Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Апанасенковская 																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218					
		0.37%	0.38%	0.35%	0.50%	0.48%	0.47%	0.54%	0.52%	0.28%	0.10%	0.32%	0.21%	0.29%	0.26%	0.0%	3.81%	1.36%	0.11%	0.39%					
35	"18. ""ЛДПР"""	1968	185	160	100	113	111	164	79	179	163	86	155	87	76	51	25	22	98	114					
		14.02%	14.14%	14.22%	12.72%	13.66%	13.08%	17.96%	20.57%	16.99%	16.97%	13.89%	16.72%	8.62%	10.17%	14.61%	19.08%	14.96%	11.03%	11.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	196	15	19	8	16	17	9	5	7	8	7	18	16	8	7	1	1	25	9					
		1.39%	1.14%	1.68%	1.01%	1.93%	2.00%	0.98%	1.30%	0.66%	0.83%	1.13%	1.94%	1.58%	1.07%	2.00%	0.76%	0.68%	2.81%	0.89%					
37	"20. ""Политическая партия ""Единая Россия"""	3578	320	301	228	174	195	182	131	245	242	221	321	131	224	92	30	24	310	207					
		25.50%	24.46%	26.75%	29.00%	21.03%	22.99%	19.93%	34.11%	23.26%	25.20%	35.70%	34.62%	12.98%	29.98%	26.36%	22.90%	16.32%	34.90%	20.55%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	1	1	1	4	4	4	0	3	0	0	2	3	1	0	0	0	4	3					
		0.22%	0.07%	0.08%	0.12%	0.48%	0.47%	0.43%	0.0%	0.28%	0.0%	0.0%	0.21%	0.29%	0.13%	0.0%	0.0%	0.0%	0.45%	0.29%					
39	"22. ""Развитие предпринимательства"""	40	2	3	4	2	3	0	2	5	3	0	7	2	2	1	1	0	1	2					
		0.28%	0.15%	0.26%	0.50%	0.24%	0.35%	0.0%	0.52%	0.47%	0.31%	0.0%	0.75%	0.19%	0.26%	0.28%	0.76%	0.0%	0.11%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2362	240	186	118	175	203	148	33	100	98	47	111	331	113	65	11	29	97	257					
		16.83%	18.34%	16.53%	15.01%	21.16%	23.93%	16.21%	8.59%	9.49%	10.20%	7.59%	11.97%	32.80%	15.12%	18.62%	8.39%	19.72%	10.92%	25.52%					
																									
41	Против всех	590	65	55	42	35	38	61	16	35	25	15	49	39	25	21	3	6	32	28					
		4.20%	4.96%	4.88%	5.34%	4.23%	4.48%	6.68%	4.16%	3.32%	2.60%	2.42%	5.28%	3.86%	3.34%	6.01%	2.29%	4.08%	3.60%	2.78%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
