Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Мглинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.63%	0.29%	0.81%	0.53%	0.00%	0.00%	0.00%	0.43%	0.00%	0.35%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	0	1	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	5	1	3	0	7	5	1									
		0.40%	0.00%	0.44%	0.00%	0.00%	0.00%	0.65%	0.00%	0.83%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.92%	0.21%	0.61%	0.00%	1.46%	1.40%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	946	6	10	28	20	7	22	47	3	47	24	11	20	4	5	0	20	31	26	38	17	27	11	26	4	30	21	7	18	79	85	50	55	79	53	15									
		11.13%	5.26%	4.42%	10.00%	9.95%	6.67%	14.38%	12.91%	2.50%	16.67%	10.91%	5.76%	10.93%	5.71%	4.03%	0.00%	12.50%	8.86%	10.48%	20.00%	8.59%	9.18%	12.36%	11.21%	2.29%	10.56%	10.05%	4.83%	9.84%	14.60%	17.45%	10.16%	10.68%	16.53%	14.80%	7.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	2	0	0	1	3	0									
		0.21%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.55%	0.41%	0.00%	0.00%	0.21%	0.84%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	152	0	3	4	0	0	2	7	2	3	2	4	2	0	6	0	1	6	3	2	2	3	1	5	1	1	3	0	0	15	18	19	14	14	8	1									
		1.79%	0.00%	1.33%	1.43%	0.00%	0.00%	1.31%	1.92%	1.67%	1.06%	0.91%	2.09%	1.09%	0.00%	4.84%	0.00%	0.63%	1.71%	1.21%	1.05%	1.01%	1.02%	1.12%	2.16%	0.57%	0.35%	1.44%	0.00%	0.00%	2.77%	3.70%	3.86%	2.72%	2.93%	2.23%	0.53%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
