Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Красногвардейская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74					
		0.17%	0.0%	0.16%	0.27%	0.18%	0.62%	0.29%	0.0%	0.44%	0.22%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	63	1	5	6	9	12	3	0	6	1	1	3	2	3	0	2	1	0	4	2	2	0					
		0.47%	0.10%	0.41%	1.64%	0.82%	1.07%	0.29%	0.0%	1.33%	0.11%	0.31%	0.77%	0.69%	1.81%	0.0%	0.44%	0.24%	0.0%	0.49%	0.35%	0.62%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	3	0	0	0	0	2	5	2	1	0	1	0	0	1	0	1	0	1	0					
		0.12%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.44%	0.57%	0.62%	0.25%	0.0%	0.60%	0.0%	0.0%	0.24%	0.0%	0.12%	0.0%	0.31%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	1	2	3	2	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0					
		0.09%	0.10%	0.16%	0.82%	0.18%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.12%	0.0%	0.31%	0.0%					
27	"10. ""Аграрная партия России"""	316	2	17	10	54	29	24	2	9	37	15	23	10	1	2	5	10	0	30	4	12	20					
		2.39%	0.21%	1.42%	2.73%	4.94%	2.59%	2.38%	0.20%	2.00%	4.24%	4.65%	5.94%	3.47%	0.60%	0.86%	1.11%	2.42%	0.0%	3.68%	0.70%	3.77%	2.08%					
28	"11. ""Истинные патриоты России"""	53	2	0	0	0	2	0	0	1	3	3	0	0	0	0	0	2	0	4	19	1	16					
		0.40%	0.21%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.22%	0.34%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.49%	3.32%	0.31%	1.67%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	179	0	10	4	10	21	0	0	9	78	12	7	0	5	3	4	4	2	7	0	3	0					
		1.35%	0.0%	0.83%	1.09%	0.91%	1.87%	0.0%	0.0%	2.00%	8.94%	3.72%	1.80%	0.0%	3.03%	1.29%	0.89%	0.97%	0.69%	0.85%	0.0%	0.94%	0.0%					
30	"13. ""Демократическая партия России"""	21	0	2	0	2	0	2	0	0	3	0	3	0	1	0	3	0	1	1	0	3	0					
		0.15%	0.0%	0.16%	0.0%	0.18%	0.0%	0.19%	0.0%	0.0%	0.34%	0.0%	0.77%	0.0%	0.60%	0.0%	0.66%	0.0%	0.34%	0.12%	0.0%	0.94%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	1	2	2	2	2	2	0	1	4	3	0	0	1	0	0	1	3	1	0	0	2					
		0.20%	0.10%	0.16%	0.54%	0.18%	0.17%	0.19%	0.0%	0.22%	0.45%	0.93%	0.0%	0.0%	0.60%	0.0%	0.0%	0.24%	1.03%	0.12%	0.0%	0.0%	0.20%					
32	"15. ""Партия СЛОН"""	12	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0					
		0.09%	0.0%	0.08%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.12%	0.17%	0.62%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	695	9	73	36	93	105	86	2	28	74	19	29	17	1	7	21	12	23	27	7	15	11					
		5.26%	0.96%	6.09%	9.86%	8.50%	9.38%	8.54%	0.20%	6.24%	8.48%	5.90%	7.49%	5.90%	0.60%	3.01%	4.67%	2.91%	7.95%	3.31%	1.22%	4.71%	1.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	3	1	1	4	0	0	2	3	0	0	1	0	0	2	0	0	2	0	1	0					
		0.15%	0.0%	0.25%	0.27%	0.09%	0.35%	0.0%	0.0%	0.44%	0.34%	0.0%	0.0%	0.34%	0.0%	0.0%	0.44%	0.0%	0.0%	0.24%	0.0%	0.31%	0.0%					
35	"18. ""ЛДПР"""	928	33	81	31	108	95	82	0	40	118	37	36	24	13	25	25	39	26	80	2	33	0					
		7.02%	3.52%	6.76%	8.49%	9.88%	8.48%	8.14%	0.0%	8.92%	13.53%	11.49%	9.30%	8.33%	7.87%	10.77%	5.56%	9.46%	8.99%	9.81%	0.35%	10.37%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	118	0	9	5	16	9	15	0	9	13	7	2	3	1	5	3	9	3	7	1	1	0					
		0.89%	0.0%	0.75%	1.36%	1.46%	0.80%	1.48%	0.0%	2.00%	1.49%	2.17%	0.51%	1.04%	0.60%	2.15%	0.66%	2.18%	1.03%	0.85%	0.17%	0.31%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	7997	738	676	165	451	536	469	938	251	326	152	191	173	96	136	250	262	182	517	497	201	790					
		60.55%	78.93%	56.47%	45.20%	41.26%	47.89%	46.57%	97.20%	56.02%	37.38%	47.20%	49.35%	60.06%	58.18%	58.62%	55.67%	63.59%	62.97%	63.43%	87.04%	63.20%	82.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	1	2	0	2	2	1	0	1	2	2	2	0	1	0	0	0	3	3	0	0	0					
		0.16%	0.10%	0.16%	0.0%	0.18%	0.17%	0.09%	0.0%	0.22%	0.22%	0.62%	0.51%	0.0%	0.60%	0.0%	0.0%	0.0%	1.03%	0.36%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	16	1	1	2	0	3	4	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0					
		0.12%	0.10%	0.08%	0.54%	0.0%	0.26%	0.39%	0.0%	0.22%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.69%	0.12%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1687	102	196	52	190	188	227	14	42	137	26	55	34	14	35	94	36	32	83	26	25	79					
		12.77%	10.90%	16.37%	14.24%	17.38%	16.80%	22.54%	1.45%	9.37%	15.71%	8.07%	14.21%	11.80%	8.48%	15.08%	20.93%	8.73%	11.07%	10.18%	4.55%	7.86%	8.24%					
																												
41	Против всех	357	23	44	17	70	36	31	6	6	20	12	10	5	5	10	18	7	5	19	3	2	8					
		2.70%	2.45%	3.67%	4.65%	6.40%	3.21%	3.07%	0.62%	1.33%	2.29%	3.72%	2.58%	1.73%	3.03%	4.31%	4.00%	1.69%	1.73%	2.33%	0.52%	0.62%	0.83%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
