Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
"Наименование Избирательной комиссии:    Улан-Удэ, Железнодорожная"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	831	4	7	6	22	25	12	19	9	23	17	7	22	18	0	37	4	19	24	39	25	32	9	18	18	13	10	6	7	15	6	9	11	9	11	9	4	11	16	4	3	26	10	29	19	10	14	10	20	28	31	26	25	19	1	3					
		1.47%	0.64%	1.03%	0.85%	1.94%	2.07%	1.55%	1.90%	1.28%	1.45%	2.09%	0.72%	1.61%	1.24%	0.00%	3.21%	0.58%	1.48%	1.76%	2.65%	1.83%	2.27%	0.96%	1.44%	1.45%	0.92%	0.82%	0.52%	0.67%	1.33%	0.71%	1.16%	2.01%	0.67%	1.01%	1.13%	1.37%	1.77%	2.31%	1.01%	0.86%	1.57%	1.52%	2.07%	1.44%	0.66%	1.22%	0.90%	2.92%	2.50%	1.93%	1.51%	1.36%	1.23%	0.55%	2.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	334	4	1	4	7	9	4	5	3	8	5	7	14	10	0	7	1	6	16	9	12	8	7	11	5	6	6	7	6	9	2	6	1	10	11	2	0	2	2	2	1	15	4	5	4	8	3	9	6	5	9	6	11	10	2	1					
		0.59%	0.64%	0.15%	0.57%	0.62%	0.75%	0.52%	0.50%	0.43%	0.50%	0.62%	0.72%	1.03%	0.69%	0.00%	0.61%	0.15%	0.47%	1.17%	0.61%	0.88%	0.57%	0.74%	0.88%	0.40%	0.42%	0.49%	0.61%	0.57%	0.80%	0.24%	0.77%	0.18%	0.74%	1.01%	0.25%	0.00%	0.32%	0.29%	0.51%	0.29%	0.91%	0.61%	0.36%	0.30%	0.53%	0.26%	0.81%	0.87%	0.45%	0.56%	0.35%	0.60%	0.65%	1.10%	0.71%					
20	3.Политическая партия «Демократическая партия России»	56	1	1	0	0	1	0	1	3	3	0	1	0	2	0	2	0	1	1	2	1	1	1	0	1	1	1	0	4	0	0	0	0	0	0	0	1	2	0	0	0	2	0	2	3	2	6	1	0	1	1	3	2	1	0	0					
		0.10%	0.16%	0.15%	0.00%	0.00%	0.08%	0.00%	0.10%	0.43%	0.19%	0.00%	0.10%	0.00%	0.14%	0.00%	0.17%	0.00%	0.08%	0.07%	0.14%	0.07%	0.07%	0.11%	0.00%	0.08%	0.07%	0.08%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.32%	0.00%	0.00%	0.00%	0.12%	0.00%	0.14%	0.23%	0.13%	0.52%	0.09%	0.00%	0.09%	0.06%	0.17%	0.11%	0.06%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8625	69	96	82	183	216	76	104	99	269	100	157	200	283	39	192	127	230	255	250	248	280	173	189	204	205	147	104	155	146	130	63	69	153	133	112	29	86	124	43	52	287	99	240	233	244	124	187	98	167	227	242	312	235	40	18					
		15.21%	11.06%	14.14%	11.66%	16.17%	17.91%	9.81%	10.40%	14.06%	16.93%	12.32%	16.14%	14.65%	19.54%	26.00%	16.64%	18.51%	17.93%	18.71%	16.98%	18.12%	19.87%	18.37%	15.07%	16.43%	14.48%	12.03%	8.99%	14.83%	12.99%	15.33%	8.11%	12.64%	11.36%	12.22%	14.05%	9.90%	13.87%	17.92%	10.86%	14.99%	17.37%	15.07%	17.09%	17.62%	16.17%	10.77%	16.83%	14.29%	14.92%	14.10%	14.09%	16.97%	15.17%	21.98%	12.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	565	6	4	10	12	11	3	10	5	41	2	13	12	20	0	19	10	16	25	18	13	25	12	8	9	14	5	8	7	7	4	7	9	15	11	10	4	3	7	8	1	14	8	15	10	16	5	15	4	8	11	13	13	9	0	0					
		0.99%	0.96%	0.59%	1.42%	1.06%	0.91%	0.39%	1.00%	0.71%	2.58%	0.25%	1.34%	0.88%	1.38%	0.00%	1.65%	1.46%	1.25%	1.83%	1.22%	0.95%	1.77%	1.27%	0.64%	0.72%	0.99%	0.41%	0.69%	0.67%	0.62%	0.47%	0.90%	1.65%	1.11%	1.01%	1.25%	1.37%	0.48%	1.01%	2.02%	0.29%	0.85%	1.22%	1.07%	0.76%	1.06%	0.43%	1.35%	0.58%	0.71%	0.68%	0.76%	0.71%	0.58%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	102	0	1	5	3	5	3	2	0	6	0	2	6	4	0	3	0	3	6	1	1	3	2	0	4	2	0	0	3	2	2	3	0	1	2	0	0	0	1	0	0	2	1	2	1	0	1	4	1	3	3	1	4	2	1	0					
		0.18%	0.00%	0.15%	0.71%	0.27%	0.41%	0.39%	0.20%	0.00%	0.38%	0.00%	0.21%	0.44%	0.28%	0.00%	0.26%	0.00%	0.23%	0.44%	0.07%	0.07%	0.21%	0.21%	0.00%	0.32%	0.14%	0.00%	0.00%	0.29%	0.18%	0.24%	0.39%	0.00%	0.07%	0.18%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.12%	0.15%	0.14%	0.08%	0.00%	0.09%	0.36%	0.15%	0.27%	0.19%	0.06%	0.22%	0.13%	0.55%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5094	57	61	74	103	102	89	107	79	154	93	96	133	136	19	67	61	80	112	128	148	111	116	112	98	132	107	114	85	87	76	72	60	121	107	58	19	51	42	30	32	160	53	106	90	137	96	96	64	95	142	190	154	162	5	15					
		8.98%	9.13%	8.98%	10.53%	9.10%	8.46%	11.48%	10.70%	11.22%	9.69%	11.45%	9.87%	9.74%	9.39%	12.67%	5.81%	8.89%	6.24%	8.22%	8.70%	10.81%	7.88%	12.31%	8.93%	7.89%	9.32%	8.76%	9.85%	8.13%	7.74%	8.96%	9.27%	10.99%	8.98%	9.83%	7.28%	6.48%	8.23%	6.07%	7.58%	9.22%	9.69%	8.07%	7.55%	6.81%	9.08%	8.34%	8.64%	9.33%	8.49%	8.82%	11.06%	8.37%	10.46%	2.75%	10.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7130	80	63	83	124	161	91	94	85	212	108	137	162	194	9	141	91	170	184	186	188	201	134	165	159	173	144	111	163	159	105	95	86	185	152	91	26	84	73	30	31	180	75	170	152	189	121	181	73	183	161	215	277	184	27	12					
		12.58%	12.82%	9.28%	11.81%	10.95%	13.35%	11.74%	9.40%	12.07%	13.34%	13.30%	14.08%	11.87%	13.40%	6.00%	12.22%	13.27%	13.25%	13.50%	12.64%	13.73%	14.27%	14.23%	13.16%	12.80%	12.22%	11.78%	9.59%	15.60%	14.15%	12.38%	12.23%	15.75%	13.73%	13.97%	11.42%	8.87%	13.55%	10.55%	7.58%	8.93%	10.90%	11.42%	12.11%	11.50%	12.52%	10.51%	16.29%	10.64%	16.35%	10.00%	12.51%	15.06%	11.88%	14.84%	8.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	300	4	3	19	2	6	3	3	9	8	3	6	12	11	2	6	1	0	5	7	7	4	11	9	6	12	3	5	3	4	4	2	2	8	7	4	1	3	5	0	3	11	2	10	8	6	9	4	2	2	6	5	16	4	2	0					
		0.53%	0.64%	0.44%	2.70%	0.18%	0.50%	0.39%	0.30%	1.28%	0.50%	0.37%	0.62%	0.88%	0.76%	1.33%	0.52%	0.15%	0.00%	0.37%	0.48%	0.51%	0.28%	1.17%	0.72%	0.48%	0.85%	0.25%	0.43%	0.29%	0.36%	0.47%	0.26%	0.37%	0.59%	0.64%	0.50%	0.34%	0.48%	0.72%	0.00%	0.86%	0.67%	0.30%	0.71%	0.61%	0.40%	0.78%	0.36%	0.29%	0.18%	0.37%	0.29%	0.87%	0.26%	1.10%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31336	363	426	394	637	573	460	594	386	801	465	503	737	706	69	647	364	698	680	787	660	688	439	673	685	813	756	769	524	644	480	500	291	756	610	484	199	371	392	259	216	914	394	786	765	826	721	556	381	573	974	941	961	863	94	88					
		55.27%	58.17%	62.74%	56.05%	56.27%	47.51%	59.35%	59.40%	54.83%	50.41%	57.27%	51.70%	53.99%	48.76%	46.00%	56.07%	53.06%	54.40%	49.89%	53.46%	48.21%	48.83%	46.60%	53.67%	55.15%	57.42%	61.87%	66.46%	50.14%	57.30%	56.60%	64.35%	53.30%	56.12%	56.07%	60.73%	67.92%	59.84%	56.65%	65.40%	62.25%	55.33%	59.97%	55.98%	57.87%	54.74%	62.64%	50.05%	55.54%	51.21%	60.50%	54.77%	52.26%	55.71%	51.65%	62.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	923	6	1	7	21	30	12	10	10	38	8	21	22	26	0	22	10	30	28	29	38	33	12	29	25	24	14	5	17	24	13	6	9	17	17	12	3	6	15	4	2	18	6	15	15	25	17	15	11	17	26	31	38	30	2	1					
		1.63%	0.96%	0.15%	0.99%	1.86%	2.49%	1.55%	1.00%	1.42%	2.39%	0.99%	2.16%	1.61%	1.80%	0.00%	1.91%	1.46%	2.34%	2.05%	1.97%	2.78%	2.34%	1.27%	2.31%	2.01%	1.69%	1.15%	0.43%	1.63%	2.14%	1.53%	0.77%	1.65%	1.26%	1.56%	1.51%	1.02%	0.97%	2.17%	1.01%	0.58%	1.09%	0.91%	1.07%	1.13%	1.66%	1.48%	1.35%	1.60%	1.52%	1.61%	1.80%	2.07%	1.94%	1.10%	0.71%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
