Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
"Наименование Избирательной комиссии:    Улан-Удэ, Железнодорожная"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2726	50	50	35	30	50	45	35	30	50	45	30	35	55	55	10	45	151	90	55	55	55	55	45	50	45	55	35	45	55	50	50	35	40	25	55	55	55	25	55	55	25	25	55	30	0	40	40	55	50	30	35	45	50	55	50	20	50	20	55	55	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1683	43	25	26	11	34	35	6	11	48	40	23	25	38	49	3	30	113	47	33	39	45	46	29	34	21	38	15	24	19	42	21	18	25	11	30	27	28	9	37	54	5	8	23	24	0	26	15	33	23	5	15	15	33	30	30	12	49	16	33	36	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1234	19	15	9	14	24	10	17	18	22	25	10	13	55	35	20	24	20	30	28	46	34	34	15	13	18	60	9	5	21	30	19	20	15	12	27	14	20	7	20	19	17	57	2	19	8	22	10	16	16	18	5	14	21	17	14	15	18	9	17	13	17	23					
14	Число погашенных неиспользованных открепительных удостоверений	1043	7	25	9	19	16	10	29	19	2	5	7	10	17	6	7	15	38	43	22	16	10	9	16	16	24	17	20	21	36	8	29	17	15	14	25	28	27	16	18	1	20	17	32	6	0	14	25	22	27	25	20	30	17	25	20	8	1	4	22	19	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	3	1	2	0	2	1	1	0	0	1	1	1	2	0	0	3	3	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6911	66	75	55	83	170	104	59	65	190	134	90	111	190	181	7	56	147	126	155	177	161	182	116	166	139	187	75	98	133	146	164	116	84	84	189	160	100	23	93	105	31	33	111	67	32	107	128	135	127	82	73	121	151	183	143	52	146	64	187	127	26	23					
		13.30%	11.06%	10.59%	10.07%	12.15%	14.48%	13.77%	11.39%	14.44%	15.30%	13.06%	13.43%	13.99%	14.47%	14.74%	5.74%	11.13%	9.98%	11.79%	12.94%	12.90%	13.82%	14.57%	13.46%	15.47%	16.33%	13.59%	13.09%	13.74%	13.13%	15.84%	15.66%	15.08%	11.34%	15.53%	15.07%	17.49%	9.34%	8.13%	10.60%	12.27%	8.71%	9.46%	10.86%	14.35%	18.29%	13.33%	14.32%	12.63%	12.89%	13.71%	12.37%	12.58%	14.77%	14.81%	13.86%	10.08%	13.84%	13.53%	14.84%	11.58%	12.50%	10.60%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5789	66	85	71	64	151	107	66	56	139	108	84	84	144	129	9	43	86	112	128	142	123	104	114	136	108	163	81	74	154	112	96	74	92	45	139	114	131	19	71	78	36	40	106	54	9	66	99	111	99	78	61	132	110	148	134	88	131	54	126	162	13	30					
		11.14%	11.06%	12.01%	13.00%	9.37%	12.86%	14.17%	12.74%	12.44%	11.19%	10.53%	12.54%	10.59%	10.97%	10.50%	7.38%	8.55%	5.84%	10.48%	10.68%	10.35%	10.56%	8.33%	13.23%	12.67%	12.69%	11.85%	14.14%	10.38%	15.20%	12.15%	9.17%	9.62%	12.42%	8.32%	11.08%	12.46%	12.23%	6.71%	8.10%	9.11%	10.11%	11.46%	10.37%	11.56%	5.14%	8.22%	11.07%	10.38%	10.05%	13.04%	10.34%	13.72%	10.76%	11.97%	12.98%	17.05%	12.42%	11.42%	10.00%	14.77%	6.25%	13.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	493	5	7	6	12	14	12	7	6	18	9	3	7	16	14	0	6	21	18	13	15	13	10	6	5	5	12	7	7	9	10	11	7	11	5	11	3	6	0	4	5	2	2	10	6	1	10	7	7	6	4	5	3	13	11	8	10	8	7	4	9	2	2					
		0.95%	0.84%	0.99%	1.10%	1.76%	1.19%	1.59%	1.35%	1.33%	1.45%	0.88%	0.45%	0.88%	1.22%	1.14%	0.00%	1.19%	1.43%	1.68%	1.09%	1.09%	1.12%	0.80%	0.70%	0.47%	0.59%	0.87%	1.22%	0.98%	0.89%	1.08%	1.05%	0.91%	1.48%	0.92%	0.88%	0.33%	0.56%	0.00%	0.46%	0.58%	0.56%	0.57%	0.98%	1.28%	0.57%	1.25%	0.78%	0.65%	0.61%	0.67%	0.85%	0.31%	1.27%	0.89%	0.78%	1.94%	0.76%	1.48%	0.32%	0.82%	0.96%	0.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15475	156	209	147	253	386	217	149	142	410	336	222	276	415	423	32	193	504	342	384	430	422	458	303	271	232	382	165	215	202	252	260	221	193	169	353	234	235	66	282	287	87	88	302	126	50	281	211	308	262	133	137	307	273	381	303	94	313	148	366	350	71	56					
		29.77%	26.13%	29.52%	26.92%	37.04%	32.88%	28.74%	28.76%	31.56%	33.01%	32.75%	33.13%	34.80%	31.61%	34.45%	26.23%	38.37%	34.22%	31.99%	32.05%	31.34%	36.22%	36.67%	35.15%	25.26%	27.26%	27.76%	28.80%	30.15%	19.94%	27.33%	24.83%	28.74%	26.05%	31.24%	28.15%	25.57%	21.94%	23.32%	32.16%	33.53%	24.44%	25.21%	29.55%	26.98%	28.57%	34.99%	23.60%	28.81%	26.60%	22.24%	23.22%	31.91%	26.71%	30.83%	29.36%	18.22%	29.67%	31.29%	29.05%	31.91%	34.13%	25.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1778	13	14	15	23	42	25	13	5	46	56	21	21	47	44	0	26	42	43	59	64	58	50	35	37	26	51	17	17	22	40	32	34	25	28	51	28	21	8	25	20	6	2	43	12	0	24	26	24	32	22	13	31	49	34	31	19	35	17	65	39	4	6					
		3.42%	2.18%	1.98%	2.75%	3.37%	3.58%	3.31%	2.51%	1.11%	3.70%	5.46%	3.13%	2.65%	3.58%	3.58%	0.00%	5.17%	2.85%	4.02%	4.92%	4.66%	4.98%	4.00%	4.06%	3.45%	3.06%	3.71%	2.97%	2.38%	2.17%	4.34%	3.06%	4.42%	3.37%	5.18%	4.07%	3.06%	1.96%	2.83%	2.85%	2.34%	1.69%	0.57%	4.21%	2.57%	0.00%	2.99%	2.91%	2.25%	3.25%	3.68%	2.20%	3.22%	4.79%	2.75%	3.00%	3.68%	3.32%	3.59%	5.16%	3.56%	1.92%	2.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20425	280	305	240	229	382	276	212	169	413	359	244	281	487	415	73	166	654	408	432	519	373	413	269	429	322	545	223	286	484	342	456	309	319	201	493	361	553	101	390	347	185	181	431	190	80	298	393	462	434	259	286	352	393	463	388	251	398	168	487	391	82	93					
		39.30%	46.90%	43.08%	43.96%	33.53%	32.54%	36.56%	40.93%	37.56%	33.25%	34.99%	36.42%	35.44%	37.09%	33.79%	59.84%	33.00%	44.40%	38.17%	36.06%	37.83%	32.02%	33.07%	31.21%	39.98%	37.84%	39.61%	38.92%	40.11%	47.78%	37.09%	43.55%	40.18%	43.05%	37.15%	39.31%	39.45%	51.63%	35.69%	44.47%	40.54%	51.97%	51.86%	42.17%	40.69%	45.71%	37.11%	43.96%	43.22%	44.06%	43.31%	48.47%	36.59%	38.45%	37.46%	37.60%	48.64%	37.73%	35.52%	38.65%	35.64%	39.42%	42.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	305	1	4	3	7	6	3	2	4	10	11	1	1	3	5	0	8	8	8	9	6	4	11	5	8	9	22	0	3	3	7	6	3	3	1	8	1	2	0	7	3	1	1	8	3	2	8	4	11	7	4	3	5	4	2	5	0	7	5	8	7	0	4					
		0.59%	0.17%	0.56%	0.55%	1.02%	0.51%	0.40%	0.39%	0.89%	0.81%	1.07%	0.15%	0.13%	0.23%	0.41%	0.00%	1.59%	0.54%	0.75%	0.75%	0.44%	0.34%	0.88%	0.58%	0.75%	1.06%	1.60%	0.00%	0.42%	0.30%	0.76%	0.57%	0.39%	0.40%	0.18%	0.64%	0.11%	0.19%	0.00%	0.80%	0.35%	0.28%	0.29%	0.78%	0.64%	1.14%	0.99%	0.45%	1.03%	0.71%	0.67%	0.51%	0.52%	0.39%	0.16%	0.48%	0.00%	0.66%	1.06%	0.63%	0.64%	0.00%	1.84%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
