15	"Число открепительных удостоверений, выданных избирателям ТИК"	1052	1	5	8	5	3	2	9	4	4	8	7	7	6	7	6	7	8	5	8	8	8	16	4	10	11	9	7	14	6	13	10	11	8	8	8	3	3	9	13	12	9	7	11	17	12	12	25	15	9	15	12	20	7	12	12	9	8	2	9	2	12	6	9	15	15	17	9	15	12	14	15	13	11	17	10	8	16	13	21	27	8	12	9	14	11	12	9	20	10	24	20	15	14	17	11	12	9	11	12	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																													
18	Богданов Андрей Владимирович	2271	16	34	37	22	44	38	13	12	13	13	29	27	21	20	34	43	19	16	24	22	15	31	19	19	19	17	25	24	21	17	43	18	10	19	7	2	6	22	35	23	19	12	28	27	19	26	25	17	29	8	17	19	21	15	22	17	16	14	13	11	10	22	16	23	14	22	27	33	18	20	31	26	26	29	27	21	23	19	24	29	28	30	21	29	22	35	17	28	24	25	37	30	14	24	40	30	18	25	31	8	4	27					
		1.79%	3.35%	2.40%	2.60%	2.61%	3.80%	3.83%	1.63%	1.64%	1.56%	1.39%	2.19%	2.12%	2.12%	2.37%	3.62%	2.49%	1.34%	1.41%	2.48%	2.26%	1.71%	2.09%	1.65%	1.95%	1.71%	1.74%	2.17%	1.82%	2.13%	1.20%	2.78%	1.62%	1.39%	1.21%	1.17%	0.44%	0.99%	2.04%	2.18%	1.41%	2.14%	1.22%	1.68%	1.99%	1.14%	1.53%	1.97%	1.84%	2.72%	1.31%	1.27%	1.33%	1.56%	0.99%	1.40%	1.06%	1.82%	1.20%	1.26%	1.09%	1.06%	1.67%	1.66%	1.68%	1.05%	1.60%	1.74%	2.01%	1.49%	1.47%	2.45%	1.91%	1.67%	1.76%	1.97%	1.51%	1.52%	1.10%	1.45%	1.81%	2.16%	2.04%	1.54%	2.17%	1.66%	2.31%	1.25%	1.73%	1.48%	1.49%	2.19%	1.80%	0.84%	1.53%	2.12%	1.80%	1.39%	2.06%	2.32%	2.05%	1.47%	3.59%					
19	Жириновский Владимир Вольфович	13286	38	170	135	86	123	163	54	51	61	76	105	131	75	68	85	193	149	106	95	92	98	156	121	105	120	123	130	116	98	157	163	140	91	170	71	51	71	83	178	165	97	95	162	118	179	263	149	105	106	70	106	151	140	129	153	196	103	145	124	109	121	147	104	125	159	128	146	173	128	176	154	149	146	196	146	152	148	203	173	171	121	143	142	130	176	140	140	138	173	184	195	187	138	169	203	170	129	123	133	53	23	68					
		10.49%	7.97%	11.99%	9.49%	10.19%	10.61%	16.45%	6.76%	6.99%	7.32%	8.12%	7.91%	10.31%	7.58%	8.05%	9.06%	11.16%	10.54%	9.32%	9.82%	9.47%	11.17%	10.51%	10.51%	10.79%	10.78%	12.58%	11.27%	8.78%	9.96%	11.05%	10.55%	12.64%	12.64%	10.85%	11.87%	11.33%	11.75%	7.70%	11.06%	10.10%	10.95%	9.67%	9.74%	8.68%	10.76%	15.46%	11.75%	11.35%	9.95%	11.49%	7.91%	10.57%	10.39%	8.53%	9.72%	12.20%	11.70%	12.48%	12.00%	10.80%	12.82%	11.15%	10.81%	9.16%	11.97%	9.33%	9.43%	10.54%	10.57%	12.94%	12.18%	10.93%	9.36%	11.90%	10.66%	10.96%	9.78%	11.77%	10.44%	10.65%	9.34%	9.75%	10.43%	9.75%	13.30%	9.24%	10.29%	8.52%	10.69%	10.98%	11.52%	11.19%	8.32%	10.81%	10.74%	10.22%	9.96%	10.14%	9.93%	13.59%	8.42%	9.03%					
20	Зюганов Геннадий Андреевич	32531	114	260	234	133	245	119	236	197	233	259	419	394	264	269	295	430	352	333	304	258	248	400	347	284	251	214	270	372	359	331	373	185	146	322	137	128	134	296	423	377	252	272	482	357	437	494	245	211	285	158	407	333	362	471	439	475	213	205	207	252	183	352	276	374	324	382	411	382	281	343	275	379	403	450	357	438	478	521	461	460	334	428	333	372	327	430	331	450	352	377	381	339	420	421	425	374	384	352	303	93	73	200					
		25.68%	23.90%	18.34%	16.44%	15.76%	21.14%	12.01%	29.54%	26.99%	27.97%	27.67%	31.57%	30.99%	26.69%	31.83%	31.45%	24.87%	24.89%	29.29%	31.44%	26.54%	28.28%	26.94%	30.15%	29.19%	22.55%	21.88%	23.42%	28.16%	36.48%	23.29%	24.14%	16.70%	20.28%	20.55%	22.91%	28.44%	22.19%	27.46%	26.29%	23.07%	28.44%	27.70%	28.97%	26.25%	26.28%	29.04%	19.32%	22.81%	26.76%	25.94%	30.37%	23.30%	26.87%	31.13%	27.89%	29.56%	24.20%	17.64%	20.04%	24.98%	19.39%	26.71%	28.69%	27.40%	24.40%	27.84%	26.53%	23.28%	23.20%	25.22%	21.76%	27.81%	25.85%	27.32%	26.06%	31.58%	31.57%	30.20%	27.82%	28.64%	25.79%	29.18%	24.45%	27.89%	24.72%	28.38%	24.32%	27.78%	21.74%	22.49%	22.52%	20.29%	25.33%	26.92%	22.49%	22.48%	29.65%	29.02%	22.63%	23.85%	26.74%	26.56%					
21	Медведев Дмитрий Анатольевич	76956	297	938	993	590	718	643	478	457	516	576	742	689	612	474	506	1047	869	663	529	589	505	869	648	555	710	605	709	791	496	894	939	757	470	1043	379	266	383	661	953	1065	504	593	975	840	1001	901	837	576	626	358	796	903	812	880	943	900	548	785	678	618	625	783	549	817	816	820	941	1036	771	804	794	797	969	950	817	763	841	962	989	925	790	849	855	786	782	896	858	982	1061	1073	1062	1088	1061	929	1200	1066	749	699	849	236	171	447					
		60.74%	62.26%	66.15%	69.78%	69.91%	61.95%	64.88%	59.82%	62.60%	61.94%	61.54%	55.92%	54.21%	61.88%	56.09%	53.94%	60.56%	61.46%	58.31%	54.71%	60.60%	57.58%	58.52%	56.30%	57.04%	63.79%	61.86%	61.49%	59.88%	50.41%	62.91%	60.78%	68.32%	65.28%	66.56%	63.38%	59.11%	63.41%	61.32%	59.23%	65.18%	56.88%	60.39%	58.59%	61.76%	60.19%	52.97%	66.01%	62.27%	58.78%	58.78%	59.40%	63.19%	60.28%	58.16%	59.91%	56.00%	62.27%	67.56%	65.63%	61.25%	66.21%	59.41%	57.07%	59.85%	61.45%	59.77%	60.75%	63.13%	63.67%	59.12%	62.82%	58.47%	62.16%	57.68%	59.64%	55.01%	55.55%	55.77%	59.69%	57.60%	61.00%	57.87%	62.78%	58.92%	59.11%	59.14%	63.04%	60.62%	65.53%	64.02%	62.77%	65.11%	63.99%	59.40%	63.49%	64.06%	57.84%	57.63%	63.41%	60.51%	62.64%	59.36%					
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
