7	Число избирательных бюллетеней в переносных ящиках для голосования	4026	0	0	41	14	18	12	13	0	44	24	33	39	50	65	38	48	48	48	66	46	73	35	7	20	31	13	103	20	24	39	19	16	69	35	28	39	32	41	34	23	43	35	27	46	43	32	55	24	27	35	77	32	28	32	21	28	63	33	20	21	30	35	33	41	50	37	60	34	15	37	24	18	39	32	29	24	32	22	51	41	40	31	18	28	46	16	24	24	35	50	37	41	31	41	39	43	22	29	52	52	41	59	46	38	41	33	232	83									
8	Число бюллетеней в стационарных ящиках для голосования	134623	278	96	1505	1740	1620	1700	1285	1300	787	709	786	916	1442	1247	997	1828	1662	1404	1181	815	1492	579	429	1783	816	611	802	1546	1530	1658	1887	1253	1407	1358	1362	1547	1650	1381	1379	1637	1718	1435	1954	1170	1465	1401	1294	1522	1438	143	890	1535	1099	1553	1089	1724	1502	778	973	1030	986	1270	926	1343	1422	1478	1536	1572	1640	1712	1500	1140	1664	1584	1395	1718	1415	1318	869	945	922	1081	850	1572	1182	945	1320	949	1122	1327	992	1397	1526	1487	1511	1546	980	994	507	1430	1621	1280	1482	1523	1522	865	98	41									
9	Число недействительных избирательных бюллетеней	1419	1	0	13	28	21	28	20	19	10	6	5	10	12	13	7	18	26	18	14	14	10	3	2	11	7	6	4	12	24	10	19	10	11	21	22	9	19	10	19	27	16	16	13	12	12	17	14	18	14	1	4	13	25	17	9	16	16	11	7	6	10	12	12	14	15	6	29	10	9	13	17	10	21	16	17	27	17	13	10	16	8	22	5	12	11	11	16	16	21	14	3	19	14	11	12	17	10	8	6	16	16	15	14	14	12	5	0	1									
10	Число действительных избирательных бюллетеней	137230	277	96	1533	1726	1617	1684	1278	1281	821	727	814	945	1480	1299	1028	1858	1684	1434	1233	847	1555	611	434	1792	840	618	901	1554	1530	1687	1887	1259	1465	1372	1368	1577	1663	1412	1394	1633	1745	1454	1968	1204	1496	1416	1335	1528	1451	177	963	1554	1102	1568	1101	1736	1549	800	986	1045	1006	1293	947	1370	1457	1509	1567	1596	1646	1736	1507	1148	1682	1600	1407	1715	1430	1327	910	970	954	1090	863	1588	1217	950	1328	957	1136	1363	1026	1419	1543	1517	1538	1572	992	1015	553	1466	1646	1324	1514	1547	1551	893	330	123									
11	Число полученных открепительных  удостоверений	4629	0	0	65	63	50	50	70	70	20	30	25	25	40	45	40	50	60	45	35	60	55	20	25	45	30	30	30	50	60	40	50	30	40	50	50	70	55	60	55	50	50	50	95	40	50	55	50	35	45	0	25	50	40	50	35	50	45	35	35	30	35	40	25	50	45	40	45	60	60	40	40	30	50	50	45	200	50	35	21	25	25	30	35	70	30	30	40	25	30	35	25	40	43	45	50	45	50	40	25	50	50	45	50	60	42	30	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4105	0	0	65	57	42	44	50	65	20	26	20	24	29	38	34	38	57	41	22	54	53	20	21	42	27	29	26	48	54	40	46	27	35	39	44	61	51	45	50	47	50	40	87	38	42	48	41	32	40	0	23	43	31	50	29	42	44	32	28	22	33	36	18	47	41	36	42	56	48	28	37	28	49	44	38	189	47	32	21	22	15	24	30	65	25	21	33	24	25	32	19	29	41	43	46	44	47	36	23	47	44	39	47	57	42	22	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3560	35	12	69	68	33	34	56	48	25	30	30	26	41	42	20	49	37	18	37	22	29	19	46	30	24	32	21	36	33	50	69	27	24	28	26	24	26	26	33	39	60	63	63	28	27	27	22	53	21	14	23	40	76	54	31	60	39	29	24	18	15	27	16	28	18	38	36	34	43	35	23	22	37	23	17	57	30	38	20	34	22	43	16	46	28	19	42	15	26	16	43	30	43	19	22	23	21	31	23	37	54	35	27	48	27	14	12	41									
14	Число неиспользованных открепительных удостоверений	524	0	0	0	6	8	6	20	5	0	4	5	1	11	7	6	12	3	4	13	6	2	0	4	3	3	1	4	2	6	0	4	3	5	11	6	9	4	15	5	3	0	10	8	2	8	7	9	3	5	0	2	7	9	0	6	8	1	3	7	8	2	4	7	3	4	4	3	4	12	12	3	2	1	6	7	11	3	3	0	3	10	6	5	5	5	9	7	1	5	3	6	11	2	2	4	1	3	4	2	3	6	6	3	3	0	8	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	351	0	0	3	2	4	6	1	1	3	0	0	1	4	4	2	5	1	2	2	13	5	1	1	2	0	6	2	4	8	2	6	2	5	6	4	5	5	5	8	2	4	3	3	5	3	3	6	4	2	0	2	2	2	10	1	6	7	2	3	2	5	1	2	7	0	3	3	4	3	3	1	0	3	7	2	7	4	0	1	2	0	1	5	3	2	2	5	4	1	2	3	3	5	1	7	5	4	6	4	3	6	2	1	6	6	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																							
19	Жириновский Владимир Вольфович	10121	21	1	98	122	112	117	90	148	54	49	39	51	83	80	48	126	111	122	124	67	118	61	45	104	49	77	67	92	108	122	134	74	120	115	94	128	123	110	123	113	134	125	174	83	113	131	99	138	79	9	99	113	74	104	81	122	116	74	88	103	83	103	87	94	134	92	132	107	114	119	118	87	123	117	96	155	96	85	62	66	71	77	69	121	83	100	107	68	83	86	72	114	106	87	120	108	76	67	34	79	115	108	99	112	97	70	22	1									
		7.30%	7.55%	1.04%	6.34%	6.96%	6.84%	6.83%	6.93%	11.38%	6.50%	6.68%	4.76%	5.34%	5.56%	6.10%	4.64%	6.72%	6.49%	8.40%	9.94%	7.78%	7.54%	9.93%	10.32%	5.77%	5.79%	12.34%	7.40%	5.87%	6.95%	7.19%	7.03%	5.83%	8.13%	8.26%	6.76%	8.07%	7.31%	7.74%	8.70%	6.81%	7.61%	8.50%	8.78%	6.83%	7.49%	9.14%	7.34%	8.93%	5.39%	5.06%	10.24%	7.21%	6.57%	6.56%	7.30%	6.96%	7.41%	9.12%	8.86%	9.80%	8.17%	7.89%	9.07%	6.79%	9.10%	6.07%	8.27%	6.66%	6.89%	6.80%	7.74%	7.51%	7.22%	7.24%	6.74%	8.90%	6.63%	6.34%	6.74%	6.69%	7.38%	6.92%	7.95%	7.56%	6.76%	10.41%	7.96%	6.99%	7.17%	6.25%	6.99%	7.93%	6.81%	5.69%	7.74%	6.80%	7.58%	6.55%	6.08%	5.33%	6.92%	8.07%	6.48%	7.17%	6.21%	7.80%	6.67%	0.81%									
20	Зюганов Геннадий Андреевич	32762	52	26	368	346	311	335	291	168	193	164	227	247	374	364	248	467	414	353	222	172	320	129	116	413	217	125	209	416	412	396	418	292	344	323	310	368	407	321	369	442	492	404	337	275	399	331	332	360	337	48	189	364	258	423	275	482	341	163	230	221	198	318	236	342	358	331	380	381	381	376	357	273	443	398	327	335	388	269	238	245	243	246	222	376	332	213	294	205	277	315	303	343	400	374	396	394	225	252	145	393	368	377	386	402	440	226	85	6									
		23.63%	18.71%	27.08%	23.80%	19.73%	18.99%	19.57%	22.42%	12.92%	23.23%	22.37%	27.72%	25.86%	25.07%	27.74%	23.96%	24.89%	24.21%	24.31%	17.80%	19.98%	20.45%	21.01%	26.61%	22.91%	25.62%	20.03%	23.09%	26.56%	26.51%	23.34%	21.93%	23.01%	23.31%	23.19%	22.30%	23.20%	24.20%	22.57%	26.11%	26.63%	27.94%	27.48%	17.01%	22.62%	26.46%	23.10%	24.61%	23.29%	23.00%	26.97%	19.54%	23.23%	22.89%	26.69%	24.77%	27.51%	21.79%	20.10%	23.16%	21.03%	19.49%	24.37%	24.61%	24.71%	24.32%	21.85%	23.81%	23.72%	23.02%	21.50%	23.43%	23.58%	26.01%	24.63%	22.96%	19.23%	26.81%	20.07%	25.87%	24.85%	25.26%	22.12%	25.58%	23.50%	27.04%	22.16%	21.88%	21.07%	23.94%	22.88%	29.45%	23.85%	25.69%	24.48%	25.55%	24.80%	22.46%	24.63%	25.94%	26.52%	22.14%	28.16%	25.26%	25.75%	28.15%	25.17%	25.76%	4.84%									
21	Миронов Сергей Михайлович	4614	12	2	65	61	55	57	60	53	22	38	29	30	63	61	38	73	45	48	24	27	37	21	13	47	38	21	30	37	45	54	79	33	49	49	50	55	56	47	42	47	54	54	46	30	50	47	45	53	55	7	21	57	37	66	31	71	61	20	26	32	29	39	20	35	39	31	47	38	54	68	49	38	62	68	61	55	57	44	21	44	50	46	32	44	54	32	42	41	31	45	44	60	51	43	55	57	22	39	20	43	51	52	63	50	34	21	10	7									
		3.33%	4.32%	2.08%	4.20%	3.48%	3.36%	3.33%	4.62%	4.08%	2.65%	5.18%	3.54%	3.14%	4.22%	4.65%	3.67%	3.89%	2.63%	3.31%	1.92%	3.14%	2.36%	3.42%	2.98%	2.61%	4.49%	3.37%	3.31%	2.36%	2.90%	3.18%	4.14%	2.60%	3.32%	3.52%	3.60%	3.47%	3.33%	3.31%	2.97%	2.83%	3.07%	3.67%	2.32%	2.47%	3.32%	3.28%	3.34%	3.43%	3.75%	3.93%	2.17%	3.64%	3.28%	4.16%	2.79%	4.05%	3.90%	2.47%	2.62%	3.04%	2.85%	2.99%	2.09%	2.53%	2.65%	2.05%	2.94%	2.37%	3.26%	3.89%	3.22%	3.28%	3.64%	4.21%	4.28%	3.16%	3.94%	3.28%	2.28%	4.46%	5.20%	4.14%	3.69%	2.75%	4.40%	3.33%	3.13%	4.21%	2.68%	3.27%	4.28%	4.17%	3.28%	2.81%	3.55%	3.59%	2.20%	3.81%	3.58%	2.90%	3.07%	3.88%	4.12%	3.20%	2.18%	2.34%	3.03%	5.65%									
22	Прохоров Михаил Дмитриевич	15485	17	6	277	314	307	342	268	373	130	91	110	116	190	173	150	235	230	125	69	86	124	45	26	368	165	32	51	180	150	169	283	149	135	139	118	135	159	141	93	127	113	124	175	113	115	143	134	147	137	17	38	140	134	159	140	161	146	52	87	64	92	111	55	128	117	150	120	128	178	215	175	123	145	147	172	226	149	185	135	164	99	149	94	264	132	117	159	105	145	171	177	181	235	220	148	162	131	123	43	147	238	101	146	144	124	61	15	2									
		11.17%	6.12%	6.25%	17.92%	17.90%	18.74%	19.98%	20.65%	28.69%	15.64%	12.41%	13.43%	12.15%	12.73%	13.19%	14.49%	12.53%	13.45%	8.61%	5.53%	9.99%	7.92%	7.33%	5.96%	20.41%	19.48%	5.13%	5.64%	11.49%	9.65%	9.96%	14.85%	11.74%	9.15%	9.98%	8.49%	8.51%	9.45%	9.92%	6.58%	7.65%	6.42%	8.44%	8.83%	9.29%	7.63%	9.98%	9.93%	9.51%	9.35%	9.55%	3.93%	8.93%	11.89%	10.03%	12.61%	9.19%	9.33%	6.41%	8.76%	6.09%	9.06%	8.51%	5.74%	9.25%	7.95%	9.90%	7.52%	7.97%	10.76%	12.29%	11.48%	10.62%	8.51%	9.10%	12.08%	12.97%	10.30%	13.81%	14.67%	16.63%	10.29%	13.40%	10.83%	16.50%	10.75%	12.17%	11.83%	10.79%	12.53%	12.42%	17.20%	12.59%	15.09%	14.40%	9.55%	10.20%	13.07%	12.02%	7.69%	9.92%	14.32%	7.54%	9.55%	9.22%	7.93%	6.79%	4.55%	1.61%									
23	Путин Владимир Владимирович	74248	175	61	725	883	832	833	569	539	422	385	409	501	770	621	544	957	884	786	794	495	956	355	234	860	371	363	544	829	815	946	973	711	817	746	796	891	918	793	767	904	952	747	1236	703	819	764	725	830	843	96	616	880	599	816	574	900	885	491	555	625	604	722	549	771	809	905	888	942	919	958	808	627	909	870	751	944	740	744	454	451	491	572	446	783	616	488	726	538	600	746	430	721	751	793	819	851	538	534	311	804	874	686	820	839	856	515	198	107									
		53.55%	62.95%	63.54%	46.90%	50.34%	50.79%	48.66%	43.84%	41.46%	50.78%	52.52%	49.94%	52.46%	51.61%	47.33%	52.56%	51.01%	51.70%	54.13%	63.67%	57.49%	61.09%	57.82%	53.67%	47.70%	43.80%	58.17%	60.11%	52.94%	52.45%	55.75%	51.05%	56.03%	55.35%	53.55%	57.27%	56.18%	54.58%	55.77%	54.28%	54.46%	54.06%	50.82%	62.39%	57.81%	54.31%	53.31%	53.74%	53.69%	57.54%	53.93%	63.70%	56.16%	53.15%	51.48%	51.71%	51.37%	56.55%	60.54%	55.89%	59.47%	59.45%	55.33%	57.25%	55.71%	54.96%	59.74%	55.64%	58.66%	55.53%	54.77%	53.02%	54.15%	53.38%	53.84%	52.74%	54.19%	51.14%	55.52%	49.35%	45.74%	51.04%	51.44%	51.38%	48.94%	50.16%	50.78%	54.02%	55.29%	51.86%	54.18%	41.79%	50.14%	48.23%	51.90%	52.84%	53.56%	53.69%	52.20%	55.64%	54.25%	52.59%	51.23%	53.66%	53.75%	54.77%	57.35%	60.00%	86.29%									
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
