Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Верхнетоемская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №237	УИК №238	УИК №239	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	177	5	5	5	5	5	5	8	5	10	25	10	10	10	5	10	5	8	8	8	5	5	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	64	0	1	3	1	5	1	0	1	2	12	4	1	2	1	9	2	0	5	3	0	4	2	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	3	2	0	1	1	1	1	1	2	14	1	3	2	2	2	3	1	8	1	2	2	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	113	5	4	2	4	0	4	8	4	8	13	6	9	8	4	1	3	8	3	5	5	1	3	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	2	1	0	4	1	1	0	0	0	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	0	1	0	1	0	1	2	1	2	4	0	0	2	2	3	4	3	6	1	0	5	0	6									
		0.90%	0.00%	0.95%	0.00%	0.65%	0.00%	1.28%	0.71%	1.03%	0.45%	0.59%	0.00%	0.00%	1.05%	1.00%	1.97%	4.21%	1.19%	1.65%	0.53%	0.00%	4.17%	0.00%	1.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	116	0	2	1	1	1	0	10	5	7	17	6	7	4	1	1	0	6	11	4	8	2	3	19									
		2.36%	0.00%	1.90%	1.54%	0.65%	1.49%	0.00%	3.55%	5.15%	1.56%	2.52%	3.66%	1.74%	2.09%	0.50%	0.66%	0.00%	2.38%	3.03%	2.12%	5.26%	1.67%	3.33%	3.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	211	4	4	1	3	5	9	14	7	20	21	10	27	10	7	6	1	10	10	11	4	7	1	19									
		4.30%	6.45%	3.81%	1.54%	1.96%	7.46%	11.54%	4.96%	7.22%	4.45%	3.12%	6.10%	6.72%	5.24%	3.50%	3.95%	1.05%	3.97%	2.75%	5.82%	2.63%	5.83%	1.11%	3.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2284	29	58	37	84	33	47	125	44	182	247	64	191	92	121	82	50	151	155	86	70	64	40	232									
		46.52%	46.77%	55.24%	56.92%	54.90%	49.25%	60.26%	44.33%	45.36%	40.53%	36.65%	39.02%	47.51%	48.17%	60.50%	53.95%	52.63%	59.92%	42.70%	45.50%	46.05%	53.33%	44.44%	45.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	1	0	1	0	1	1	1	1	10	7	1	2	1	0	1	0	0	1	3	0	0	1	3									
		0.73%	1.61%	0.00%	1.54%	0.00%	1.49%	1.28%	0.35%	1.03%	2.23%	1.04%	0.61%	0.50%	0.52%	0.00%	0.66%	0.00%	0.00%	0.28%	1.59%	0.00%	0.00%	1.11%	0.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	0	1	0	1									
		0.18%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.22%	0.00%	0.00%	0.25%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	1.06%	0.00%	0.83%	0.00%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1072	13	19	13	42	13	14	65	25	102	153	37	86	45	41	31	23	39	88	40	25	20	22	116									
		21.83%	20.97%	18.10%	20.00%	27.45%	19.40%	17.95%	23.05%	25.77%	22.72%	22.70%	22.56%	21.39%	23.56%	20.50%	20.39%	24.21%	15.48%	24.24%	21.16%	16.45%	16.67%	24.44%	22.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	0	2									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.28%	0.00%	0.00%	1.67%	0.00%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	2	0	0	2	0	0	0	1	4	10	2	3	5	0	1	1	2	6	1	1	3	1	2									
		0.96%	3.23%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	1.03%	0.89%	1.48%	1.22%	0.75%	2.62%	0.00%	0.66%	1.05%	0.79%	1.65%	0.53%	0.66%	2.50%	1.11%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.15%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	0	2	1	0	1	0	7	1	10	4	2	3	2	0	0	1	1	6	0	0	0	1	4									
		0.94%	0.00%	1.90%	1.54%	0.00%	1.49%	0.00%	2.48%	1.03%	2.23%	0.59%	1.22%	0.75%	1.05%	0.00%	0.00%	1.05%	0.40%	1.65%	0.00%	0.00%	0.00%	1.11%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	629	10	12	10	10	3	1	27	8	68	131	33	55	16	17	15	9	26	50	31	25	3	16	53									
		12.81%	16.13%	11.43%	15.38%	6.54%	4.48%	1.28%	9.57%	8.25%	15.14%	19.44%	20.12%	13.68%	8.38%	8.50%	9.87%	9.47%	10.32%	13.77%	16.40%	16.45%	2.50%	17.78%	10.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	4	0	0	0	1	1									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.22%	0.45%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	1.11%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	311	1	6	1	10	9	5	22	3	34	49	8	20	10	8	10	6	9	20	8	17	10	3	42									
		6.33%	1.61%	5.71%	1.54%	6.54%	13.43%	6.41%	7.80%	3.09%	7.57%	7.27%	4.88%	4.98%	5.24%	4.00%	6.58%	6.32%	3.57%	5.51%	4.23%	11.18%	8.33%	3.33%	8.27%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
