Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Усть-Абаканская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	247	8	12	17	9	14	16	5	9	2	2	0	9	6	4	8	2	17	5	7	15	10	15	1	5	7	0	5	5	8	2	3	11	3	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	3	1	4	1	8	9	6	3	4	3	2	1	4	4	3	3	12	3	4	1	8	2	2	2	4	2	8	3	4	3	7	5	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	83	2	5	0	1	1	2	5	1	0	3	3	1	4	6	7	3	3	0	2	0	0	0	4	0	3	12	5	0	2	0	7	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	0	2	2	1	1	0	0	1	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	151	3	8	14	11	4	6	3	7	0	1	4	12	7	7	9	4	5	5	1	4	3	0	0	3	3	1	8	2	1	1	6	5	0	3									
		1.17%	1.06%	1.58%	2.30%	2.10%	0.58%	0.77%	0.60%	1.54%	0.00%	0.58%	2.86%	1.98%	1.10%	1.27%	1.27%	1.67%	1.04%	1.38%	0.39%	0.68%	0.79%	0.00%	0.00%	3.30%	0.63%	2.08%	1.16%	3.03%	0.27%	1.28%	1.47%	1.89%	0.00%	3.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	462	17	10	20	25	16	36	22	17	10	6	5	22	16	26	23	2	11	12	10	17	21	4	8	7	12	0	31	3	10	1	14	17	10	1									
		3.58%	6.03%	1.98%	3.29%	4.76%	2.32%	4.62%	4.39%	3.74%	4.57%	3.49%	3.57%	3.63%	2.51%	4.71%	3.25%	0.84%	2.28%	3.31%	3.92%	2.91%	5.53%	2.96%	2.63%	7.69%	2.51%	0.00%	4.49%	4.55%	2.70%	1.28%	3.43%	6.42%	5.08%	1.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	247	7	11	13	8	17	25	9	15	5	4	3	13	10	10	17	4	7	5	6	6	2	0	5	3	12	0	9	0	5	1	5	7	3	0									
		1.91%	2.48%	2.18%	2.14%	1.52%	2.46%	3.21%	1.80%	3.30%	2.28%	2.33%	2.14%	2.15%	1.57%	1.81%	2.40%	1.67%	1.45%	1.38%	2.35%	1.03%	0.53%	0.00%	1.64%	3.30%	2.51%	0.00%	1.30%	0.00%	1.35%	1.28%	1.23%	2.64%	1.52%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5181	101	192	225	185	259	279	154	170	67	66	42	280	300	244	277	96	216	121	103	227	146	71	123	40	230	24	279	23	195	29	198	96	87	36									
		40.16%	35.82%	38.02%	37.01%	35.24%	37.48%	35.82%	30.74%	37.44%	30.59%	38.37%	30.00%	46.20%	47.02%	44.20%	39.18%	40.17%	44.81%	33.43%	40.39%	38.87%	38.42%	52.59%	40.46%	43.96%	48.12%	50.00%	40.38%	34.85%	52.70%	37.18%	48.53%	36.23%	44.16%	40.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	99	4	5	5	3	6	6	2	9	2	0	0	3	4	4	13	1	4	3	1	4	1	0	2	2	5	0	8	0	0	0	0	1	1	0									
		0.77%	1.42%	0.99%	0.82%	0.57%	0.87%	0.77%	0.40%	1.98%	0.91%	0.00%	0.00%	0.50%	0.63%	0.72%	1.84%	0.42%	0.83%	0.83%	0.39%	0.68%	0.26%	0.00%	0.66%	2.20%	1.05%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.38%	0.51%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	2	1	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	1	1	2	1	1	0	0	2	0	0									
		0.14%	0.00%	0.40%	0.16%	0.19%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.21%	2.08%	0.29%	1.52%	0.27%	0.00%	0.00%	0.75%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3063	63	138	157	119	188	188	111	114	82	44	41	103	161	104	169	58	104	93	73	138	74	29	98	21	98	7	152	21	72	20	99	56	45	23									
		23.74%	22.34%	27.33%	25.82%	22.67%	27.21%	24.13%	22.16%	25.11%	37.44%	25.58%	29.29%	16.99%	25.24%	18.84%	23.90%	24.27%	21.58%	25.69%	28.63%	23.63%	19.47%	21.48%	32.24%	23.08%	20.50%	14.58%	21.99%	31.82%	19.46%	25.64%	24.26%	21.13%	22.84%	25.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	1	2	3	7	1	2	3	4	0	0	0	2	1	2	6	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	1	0									
		0.33%	0.35%	0.40%	0.49%	1.33%	0.14%	0.26%	0.60%	0.88%	0.00%	0.00%	0.00%	0.33%	0.16%	0.36%	0.85%	0.00%	0.21%	0.00%	0.00%	0.00%	0.26%	0.00%	0.33%	0.00%	0.21%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.75%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	1	3	1	4	3	4	4	2	0	1	1	5	5	11	8	0	5	2	1	3	0	0	0	0	3	0	1	1	0	1	2	4	0	0									
		0.59%	0.35%	0.59%	0.16%	0.76%	0.43%	0.51%	0.80%	0.44%	0.00%	0.58%	0.71%	0.83%	0.78%	1.99%	1.13%	0.00%	1.04%	0.55%	0.39%	0.51%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.14%	1.52%	0.00%	1.28%	0.49%	1.51%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	1	0	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.35%	0.00%	0.16%	0.00%	0.29%	0.26%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	127	7	6	8	6	9	7	8	8	1	4	2	4	3	4	13	6	6	4	4	1	1	0	2	1	1	0	1	0	3	0	1	4	1	1									
		0.98%	2.48%	1.19%	1.32%	1.14%	1.30%	0.90%	1.60%	1.76%	0.46%	2.33%	1.43%	0.66%	0.47%	0.72%	1.84%	2.51%	1.24%	1.10%	1.57%	0.17%	0.26%	0.00%	0.66%	1.10%	0.21%	0.00%	0.14%	0.00%	0.81%	0.00%	0.25%	1.51%	0.51%	1.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2348	55	82	111	89	127	148	119	63	37	25	22	91	94	103	107	38	92	87	35	137	110	27	48	13	85	14	153	7	56	13	62	42	36	20									
		18.20%	19.50%	16.24%	18.26%	16.95%	18.38%	18.99%	23.75%	13.88%	16.89%	14.53%	15.71%	15.02%	14.73%	18.66%	15.13%	15.90%	19.09%	24.03%	13.73%	23.46%	28.95%	20.00%	15.79%	14.29%	17.78%	29.17%	22.14%	10.61%	15.14%	16.67%	15.20%	15.85%	18.27%	22.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	116	4	7	6	4	10	7	3	5	0	1	1	8	8	5	2	4	5	0	2	5	1	1	2	0	7	0	5	0	2	0	6	3	2	0									
		0.90%	1.42%	1.39%	0.99%	0.76%	1.45%	0.90%	0.60%	1.10%	0.00%	0.58%	0.71%	1.32%	1.25%	0.91%	0.28%	1.67%	1.04%	0.00%	0.78%	0.86%	0.26%	0.74%	0.66%	0.00%	1.46%	0.00%	0.72%	0.00%	0.54%	0.00%	1.47%	1.13%	1.02%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	657	10	29	31	22	36	59	54	35	7	15	15	53	18	22	42	19	23	20	16	29	12	2	9	0	12	0	18	5	17	2	3	14	5	3									
		5.09%	3.55%	5.74%	5.10%	4.19%	5.21%	7.57%	10.78%	7.71%	3.20%	8.72%	10.71%	8.75%	2.82%	3.99%	5.94%	7.95%	4.77%	5.52%	6.27%	4.97%	3.16%	1.48%	2.96%	0.00%	2.51%	0.00%	2.60%	7.58%	4.59%	2.56%	0.74%	5.28%	2.54%	3.33%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
