Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Шушенская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2266					
		15.62%	19.32%	16.93%	21.67%	12.83%	17.37%	17.58%	16.98%	18.53%	18.95%	16.54%	17.67%	10.95%	16.22%	2.99%	11.77%	12.85%	7.41%	32.08%	11.82%	7.26%	14.50%	9.61%	3.66%	12.75%	18.89%	8.22%	11.01%	9.52%	10.61%	25.31%	9.09%	17.82%	27.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	93	3	2	4	1	4	4	2	10	1	9	9	3	0	1	7	1	0	2	0	7	10	2	0	0	0	0	2	0	0	9	0	0	0					
		0.57%	0.49%	0.26%	0.49%	0.11%	0.53%	0.43%	0.25%	0.97%	0.11%	0.79%	0.90%	1.43%	0.00%	0.60%	0.76%	0.31%	0.00%	3.77%	0.00%	1.69%	1.16%	0.27%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	0	3	0	0	2	4	4	1	2	0	0	0	5	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0					
		0.16%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.25%	0.39%	0.45%	0.09%	0.20%	0.00%	0.00%	0.00%	0.54%	0.31%	0.00%	0.00%	0.00%	0.24%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1427	33	69	75	73	60	86	88	104	67	104	80	21	4	21	59	22	7	5	15	41	80	66	16	15	5	1	99	11	13	47	26	10	4					
		8.70%	5.36%	8.98%	9.24%	8.15%	7.89%	9.22%	10.99%	10.04%	7.51%	9.10%	8.03%	10.00%	5.41%	12.57%	6.37%	6.90%	8.64%	9.43%	13.64%	9.93%	9.28%	8.93%	19.51%	5.98%	5.56%	1.37%	9.39%	6.55%	19.70%	7.30%	12.44%	9.90%	7.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1349	75	60	72	88	76	104	87	105	89	104	95	11	3	7	76	18	1	1	1	23	39	45	3	19	5	3	75	9	2	37	11	2	3					
		8.23%	12.18%	7.81%	8.87%	9.82%	10.00%	11.15%	10.86%	10.14%	9.98%	9.10%	9.54%	5.24%	4.05%	4.19%	8.21%	5.64%	1.23%	1.89%	0.91%	5.57%	4.52%	6.09%	3.66%	7.57%	5.56%	4.11%	7.12%	5.36%	3.03%	5.75%	5.26%	1.98%	5.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	95	4	3	2	6	2	5	1	5	9	9	7	1	0	0	5	2	1	2	0	1	11	1	0	0	1	0	10	2	0	5	0	0	0					
		0.58%	0.65%	0.39%	0.25%	0.67%	0.26%	0.54%	0.12%	0.48%	1.01%	0.79%	0.70%	0.48%	0.00%	0.00%	0.54%	0.63%	1.23%	3.77%	0.00%	0.24%	1.28%	0.14%	0.00%	0.00%	1.11%	0.00%	0.95%	1.19%	0.00%	0.78%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9955	355	475	447	552	445	515	447	560	506	678	556	139	53	125	620	218	66	23	76	258	562	512	57	174	57	61	696	125	39	329	140	62	27					
		60.70%	57.63%	61.85%	55.05%	61.61%	58.55%	55.20%	55.81%	54.05%	56.73%	59.32%	55.82%	66.19%	71.62%	74.85%	66.95%	68.34%	81.48%	43.40%	69.09%	62.47%	65.20%	69.28%	69.51%	69.32%	63.33%	83.56%	66.03%	74.40%	59.09%	51.09%	66.99%	61.39%	49.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	80	2	7	3	4	3	8	2	8	11	5	4	0	0	1	1	1	0	0	0	1	3	0	0	0	0	0	5	2	0	7	1	1	0					
		0.49%	0.32%	0.91%	0.37%	0.45%	0.39%	0.86%	0.25%	0.77%	1.23%	0.44%	0.40%	0.00%	0.00%	0.60%	0.11%	0.31%	0.00%	0.00%	0.00%	0.24%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.19%	0.00%	1.09%	0.48%	0.99%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
