Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Немецкая																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
		0.65%	1.75%	1.21%	0.56%	1.21%	0.00%	0.61%	0.16%	0.25%	0.15%	0.76%	0.25%	0.25%	0.53%	0.49%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
