Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Великолукская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
20	. Миронов Сергей Михайлович	125	3	4	5	1	6	8	7	2	3	1	2	6	5	10	0	2	0	7	0	6	0	1	5	2	3	0	6	4	1	4	2	6	2	2	7	2					
		0.99%	0.55%	1.01%	3.97%	0.38%	2.70%	1.37%	1.72%	0.74%	1.89%	0.83%	0.58%	1.29%	0.89%	1.35%	0.00%	0.56%	0.00%	0.73%	0.00%	1.58%	0.00%	0.46%	0.61%	1.08%	1.33%	0.00%	1.59%	1.05%	0.96%	1.05%	0.65%	2.17%	0.82%	0.36%	0.83%	1.59%					
21	. Путин Владимир Владимирович	8762	369	245	63	212	176	401	297	212	91	74	248	299	398	488	183	277	80	602	82	254	68	139	516	104	153	106	287	265	58	266	248	211	187	435	582	86					
		69.12%	68.21%	61.71%	50.00%	80.61%	79.28%	68.66%	73.15%	77.94%	57.23%	61.67%	71.47%	64.30%	70.82%	65.68%	78.21%	77.59%	80.00%	62.45%	66.67%	67.02%	70.10%	63.76%	62.55%	55.91%	68.00%	63.86%	75.93%	69.74%	55.77%	69.63%	80.26%	76.17%	76.33%	78.52%	69.29%	68.25%					
22	. Хакамада Ирина Муцуовна	188	9	7	0	1	4	17	5	2	1	4	11	5	7	10	1	9	1	20	2	7	0	6	4	1	4	3	3	4	0	3	2	4	3	14	12	2					
		1.48%	1.66%	1.76%	0.00%	0.38%	1.80%	2.91%	1.23%	0.74%	0.63%	3.33%	3.17%	1.08%	1.25%	1.35%	0.43%	2.52%	1.00%	2.07%	1.63%	1.85%	0.00%	2.75%	0.48%	0.54%	1.78%	1.81%	0.79%	1.05%	0.00%	0.79%	0.65%	1.44%	1.22%	2.53%	1.43%	1.59%					
23	. Харитонов Николай Михайлович	2640	124	109	45	29	24	128	79	38	48	30	55	111	110	168	46	48	12	238	26	72	25	51	234	68	40	49	56	88	40	92	44	36	36	61	159	21					
		20.83%	22.92%	27.46%	35.71%	11.03%	10.81%	21.92%	19.46%	13.97%	30.19%	25.00%	15.85%	23.87%	19.57%	22.61%	19.66%	13.45%	12.00%	24.69%	21.14%	19.00%	25.77%	23.39%	28.36%	36.56%	17.78%	29.52%	14.81%	23.16%	38.46%	24.08%	14.24%	13.00%	14.69%	11.01%	18.93%	16.67%					
																																											
24	Против всех	282	14	10	5	4	2	5	0	7	6	4	6	15	13	17	0	4	2	39	5	17	1	8	16	1	7	2	7	8	1	2	3	9	5	13	19	5					
		2.22%	2.59%	2.52%	3.97%	1.52%	0.90%	0.86%	0.00%	2.57%	3.77%	3.33%	1.73%	3.23%	2.31%	2.29%	0.00%	1.12%	2.00%	4.05%	4.07%	4.49%	1.03%	3.67%	1.94%	0.54%	3.11%	1.20%	1.85%	2.11%	0.96%	0.52%	0.97%	3.25%	2.04%	2.35%	2.26%	3.97%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
