Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Дзержинская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	442	16	20	14	22	34	20	24	24	37	21	15	29	22	18	20	33	17	21	26	9									
		3.61%	2.31%	3.75%	2.49%	3.72%	5.56%	2.87%	4.04%	3.43%	4.61%	3.61%	2.76%	4.39%	3.18%	2.92%	3.33%	5.68%	3.11%	3.48%	5.24%	1.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	263	16	12	10	10	12	9	16	15	10	15	20	11	10	15	10	20	10	16	14	12									
		2.15%	2.31%	2.25%	1.78%	1.69%	1.96%	1.29%	2.69%	2.14%	1.25%	2.58%	3.68%	1.67%	1.45%	2.44%	1.67%	3.44%	1.83%	2.65%	2.82%	2.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	359	26	8	18	22	21	17	20	16	18	8	21	20	36	19	19	23	19	10	7	11									
		2.93%	3.75%	1.50%	3.20%	3.72%	3.44%	2.44%	3.37%	2.29%	2.24%	1.38%	3.86%	3.03%	5.20%	3.08%	3.17%	3.96%	3.47%	1.66%	1.41%	2.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4625	288	226	206	241	197	263	256	252	284	193	217	248	268	205	236	222	202	223	195	203									
		37.80%	41.50%	42.40%	36.59%	40.71%	32.24%	37.68%	43.10%	36.00%	35.41%	33.22%	39.89%	37.58%	38.73%	33.28%	39.33%	38.21%	36.93%	36.92%	39.31%	38.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	191	10	8	13	7	6	23	3	16	19	11	6	10	0	11	7	6	6	16	10	3									
		1.56%	1.44%	1.50%	2.31%	1.18%	0.98%	3.30%	0.51%	2.29%	2.37%	1.89%	1.10%	1.52%	0.00%	1.79%	1.17%	1.03%	1.10%	2.65%	2.02%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	4	3	1	0	1	3	3	2	2	2	0	3	1	1	0	2	2	2	4	2									
		0.31%	0.58%	0.56%	0.18%	0.00%	0.16%	0.43%	0.51%	0.29%	0.25%	0.34%	0.00%	0.45%	0.14%	0.16%	0.00%	0.34%	0.37%	0.33%	0.81%	0.38%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1827	106	94	56	109	90	98	70	102	109	82	94	101	98	103	87	73	89	105	75	86									
		14.93%	15.27%	17.64%	9.95%	18.41%	14.73%	14.04%	11.78%	14.57%	13.59%	14.11%	17.28%	15.30%	14.16%	16.72%	14.50%	12.56%	16.27%	17.38%	15.12%	16.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	199	13	4	14	8	13	12	5	14	20	12	10	9	6	16	9	6	7	8	6	7									
		1.63%	1.87%	0.75%	2.49%	1.35%	2.13%	1.72%	0.84%	2.00%	2.49%	2.07%	1.84%	1.36%	0.87%	2.60%	1.50%	1.03%	1.28%	1.32%	1.21%	1.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	307	16	6	19	7	12	21	16	25	28	27	15	11	15	19	15	8	14	10	16	7									
		2.51%	2.31%	1.13%	3.37%	1.18%	1.96%	3.01%	2.69%	3.57%	3.49%	4.65%	2.76%	1.67%	2.17%	3.08%	2.50%	1.38%	2.56%	1.66%	3.23%	1.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	3	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0									
		0.12%	0.29%	0.56%	0.18%	0.17%	0.00%	0.14%	0.17%	0.14%	0.12%	0.00%	0.00%	0.15%	0.00%	0.00%	0.17%	0.00%	0.18%	0.17%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	643	34	23	19	14	34	51	13	62	73	35	15	34	36	37	25	38	29	31	22	18									
		5.25%	4.90%	4.32%	3.37%	2.36%	5.56%	7.31%	2.19%	8.86%	9.10%	6.02%	2.76%	5.15%	5.20%	6.01%	4.17%	6.54%	5.30%	5.13%	4.44%	3.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2198	96	68	117	103	136	107	111	109	126	99	91	124	133	120	114	112	106	106	89	131									
		17.96%	13.83%	12.76%	20.78%	17.40%	22.26%	15.33%	18.69%	15.57%	15.71%	17.04%	16.73%	18.79%	19.22%	19.48%	19.00%	19.28%	19.38%	17.55%	17.94%	24.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	2	5	2	3	3	6	5	3	4	5	2	5	1	4	3	4	2	2	2	0									
		0.51%	0.29%	0.94%	0.36%	0.51%	0.49%	0.86%	0.84%	0.43%	0.50%	0.86%	0.37%	0.76%	0.14%	0.65%	0.50%	0.69%	0.37%	0.33%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	657	42	30	49	20	28	48	30	37	52	51	25	31	44	27	28	22	26	19	22	26									
		5.37%	6.05%	5.63%	8.70%	3.38%	4.58%	6.88%	5.05%	5.29%	6.48%	8.78%	4.60%	4.70%	6.36%	4.38%	4.67%	3.79%	4.75%	3.15%	4.44%	4.92%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
