Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Похвистневская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
		0.21%	0.21%	0.0%	0.34%	0.22%	0.31%	0.07%	0.09%	0.22%	0.32%	0.16%	0.0%	0.85%					
24	"7. ""Новый курс - Автомобильная Россия"""	85	12	7	6	5	3	13	4	12	10	3	7	3					
		0.70%	1.26%	0.54%	0.69%	0.37%	0.31%	0.95%	0.37%	0.90%	0.80%	0.48%	1.41%	0.51%					
25	"8. ""Народно-республиканская партия России"""	17	1	3	3	1	2	1	1	2	2	0	1	0					
		0.14%	0.10%	0.23%	0.34%	0.07%	0.21%	0.07%	0.09%	0.15%	0.16%	0.0%	0.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	2	7	5	5	4	2	1	10	1	0	2	0					
		0.32%	0.21%	0.54%	0.58%	0.37%	0.42%	0.14%	0.09%	0.75%	0.08%	0.0%	0.40%	0.0%					
27	"10. ""Аграрная партия России"""	375	23	36	27	51	32	45	26	35	46	18	19	17					
		3.10%	2.43%	2.78%	3.14%	3.80%	3.36%	3.31%	2.45%	2.62%	3.71%	2.90%	3.84%	2.90%					
28	"11. ""Истинные патриоты России"""	15	3	0	3	0	1	2	4	0	2	0	0	0					
		0.12%	0.31%	0.0%	0.34%	0.0%	0.10%	0.14%	0.37%	0.0%	0.16%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	118	13	14	5	4	8	12	15	9	7	5	18	8					
		0.97%	1.37%	1.08%	0.58%	0.29%	0.84%	0.88%	1.41%	0.67%	0.56%	0.80%	3.64%	1.36%					
30	"13. ""Демократическая партия России"""	21	1	7	1	0	4	0	5	1	1	1	0	0					
		0.17%	0.10%	0.54%	0.11%	0.0%	0.42%	0.0%	0.47%	0.07%	0.08%	0.16%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	1	2	5	2	7	6	4	2	3	1	1					
		0.28%	0.10%	0.07%	0.23%	0.37%	0.21%	0.51%	0.56%	0.30%	0.16%	0.48%	0.20%	0.17%					
32	"15. ""Партия СЛОН"""	16	1	1	1	1	1	2	3	2	1	0	1	2					
		0.13%	0.10%	0.07%	0.11%	0.07%	0.10%	0.14%	0.28%	0.15%	0.08%	0.0%	0.20%	0.34%					
33	"16. ""Родина"" (народно-патриотический союз)"""	623	37	85	60	67	44	59	59	71	72	22	24	23					
		5.16%	3.91%	6.57%	6.99%	4.99%	4.63%	4.35%	5.56%	5.33%	5.82%	3.54%	4.85%	3.92%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	2	1	3	1	4	5	0	8	1	4	1	3					
		0.27%	0.21%	0.07%	0.34%	0.07%	0.42%	0.36%	0.0%	0.60%	0.08%	0.64%	0.20%	0.51%					
35	"18. ""ЛДПР"""	1773	133	127	119	229	148	264	155	179	193	110	52	64					
		14.68%	14.07%	9.82%	13.86%	17.07%	15.57%	19.46%	14.60%	13.44%	15.60%	17.74%	10.52%	10.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	269	29	35	19	37	29	26	17	32	22	5	8	10					
		2.22%	3.06%	2.70%	2.21%	2.75%	3.05%	1.91%	1.60%	2.40%	1.77%	0.80%	1.61%	1.70%					
37	"20. ""Политическая партия ""Единая Россия"""	4059	269	485	264	469	273	491	356	481	385	215	205	166					
		33.62%	28.46%	37.50%	30.76%	34.97%	28.73%	36.20%	33.55%	36.13%	31.12%	34.67%	41.49%	28.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	0	2	3	3	2	2	4	5	0	0	1	1					
		0.19%	0.0%	0.15%	0.34%	0.22%	0.21%	0.14%	0.37%	0.37%	0.0%	0.0%	0.20%	0.17%					
39	"22. ""Развитие предпринимательства"""	45	4	2	1	2	1	5	6	5	10	4	2	3					
		0.37%	0.42%	0.15%	0.11%	0.14%	0.10%	0.36%	0.56%	0.37%	0.80%	0.64%	0.40%	0.51%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2914	309	307	205	289	261	232	257	316	336	152	55	195					
		24.13%	32.69%	23.74%	23.89%	21.55%	27.47%	17.10%	24.22%	23.74%	27.16%	24.51%	11.13%	33.27%					
																			
41	Против всех	395	27	52	31	42	43	48	19	44	34	9	28	18					
		3.27%	2.85%	4.02%	3.61%	3.13%	4.52%	3.53%	1.79%	3.30%	2.74%	1.45%	5.66%	3.07%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
