Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Беловская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
		81.50%	81.25%	81.63%	83.21%	75.02%	86.74%	81.95%	42.17%	78.22%	81.49%	81.08%	70.83%	63.70%	82.23%	79.63%	80.88%	81.61%	85.07%	81.96%	76.74%	85.06%	84.02%	84.10%	83.95%	83.00%	84.07%	81.23%	81.38%	84.62%	88.78%	90.48%	57.01%	82.50%	91.49%	94.90%	95.32%	84.68%	89.81%	84.04%	80.78%	77.86%	82.08%	81.15%	80.79%	83.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	3	2	0	0	0	0	0	1	6	0	2	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	1	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0									
		0.13%	0.19%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.68%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.20%	0.00%	0.00%	0.91%	0.00%	0.00%	0.18%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.71%	0.50%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1186	29	25	7	12	46	28	64	11	51	21	41	22	14	3	27	10	18	28	63	40	8	12	18	29	10	22	52	6	71	5	85	17	5	3	4	4	11	25	147	37	13	7	10	25									
		5.70%	1.86%	5.81%	5.34%	0.77%	5.35%	3.69%	38.55%	10.89%	5.76%	18.92%	18.98%	16.30%	5.79%	5.56%	4.57%	5.75%	4.80%	5.61%	18.31%	4.71%	3.65%	2.39%	1.97%	2.64%	8.85%	5.66%	5.98%	4.62%	6.37%	5.95%	20.19%	8.50%	5.32%	1.53%	2.34%	3.60%	2.95%	4.81%	11.53%	5.65%	7.51%	5.74%	6.62%	2.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.24%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.99%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.58%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1674	187	35	10	172	33	77	14	3	68	0	8	16	18	5	86	14	26	40	10	73	10	41	92	100	3	34	58	10	36	3	69	9	2	5	2	8	18	36	81	46	11	10	13	82									
		8.04%	11.96%	8.14%	7.63%	11.08%	3.84%	10.14%	8.43%	2.97%	7.67%	0.00%	3.70%	11.85%	7.44%	9.26%	14.55%	8.05%	6.93%	8.02%	2.91%	8.59%	4.57%	8.15%	10.04%	9.09%	2.65%	8.74%	6.67%	7.69%	3.23%	3.57%	16.39%	4.50%	2.13%	2.55%	1.17%	7.21%	4.83%	6.92%	6.35%	7.02%	6.36%	8.20%	8.61%	9.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0									
		0.07%	0.13%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	1.37%	0.00%	0.11%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	766	61	17	5	204	18	32	1	3	35	0	2	7	10	2	0	7	10	19	1	14	9	24	36	9	0	15	43	4	13	0	8	1	1	2	1	3	7	20	10	62	4	4	6	36									
		3.68%	3.90%	3.95%	3.82%	13.14%	2.09%	4.22%	0.60%	2.97%	3.95%	0.00%	0.93%	5.19%	4.13%	3.70%	0.00%	4.02%	2.67%	3.81%	0.29%	1.65%	4.11%	4.77%	3.93%	0.82%	0.00%	3.86%	4.94%	3.08%	1.17%	0.00%	1.90%	0.50%	1.06%	1.02%	0.58%	2.70%	1.88%	3.85%	0.78%	9.47%	2.31%	3.28%	3.97%	4.13%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
