Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Красноармейская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	688	11	8	2	10	3	16	5	6	10	10	10	50	10	12	3	3	15	10	20	20	10	8	8	20	25	5	0	5	30	10	10	10	5	22	20	20	20	15	15	20	7	7	50	4	8	10	20	10	10	10	10	5	5	5	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	403	9	3	0	10	2	9	2	0	4	2	2	50	1	3	3	3	14	5	20	20	0	0	2	4	25	3	0	0	30	10	4	4	0	22	3	20	16	8	11	16	1	3	4	4	2	0	20	10	10	0	2	1	5	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	1	1	0	2	0	1	2	1	13	8	8	6	0	2	3	1	14	5	2	5	1	0	0	2	3	2	5	7	13	9	3	1	0	4	5	7	0	7	6	3	0	1	0	2	0	0	1	2	3	4	2	2	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	285	2	5	2	0	1	7	3	6	6	8	8	0	9	9	0	0	1	5	0	0	10	8	6	16	0	2	0	5	0	0	6	6	5	0	17	0	4	7	4	4	6	4	46	0	6	10	0	0	0	10	8	4	0	5	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	2	0	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	2	3	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	2	3	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	211	5	0	0	2	1	1	1	1	2	1	3	4	18	0	3	1	2	12	3	2	1	0	1	4	12	0	2	1	20	1	4	13	3	9	14	14	9	0	1	10	1	1	5	0	0	0	3	0	1	3	10	2	0	4	0									
		1.53%	1.29%	0.00%	0.00%	0.48%	0.88%	1.69%	1.06%	0.67%	1.02%	0.99%	1.71%	0.67%	5.06%	0.00%	12.00%	1.52%	2.04%	2.09%	0.79%	0.58%	0.89%	0.00%	1.85%	2.67%	2.15%	0.00%	2.99%	1.56%	2.85%	0.58%	2.45%	3.07%	3.95%	1.47%	1.76%	1.62%	1.17%	0.00%	0.93%	1.71%	1.14%	1.10%	1.26%	0.00%	0.00%	0.00%	0.79%	0.00%	0.74%	1.05%	2.35%	2.94%	0.00%	5.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	388	14	8	2	7	8	1	3	5	3	2	2	13	8	1	0	1	1	17	5	5	5	0	2	10	12	3	2	1	26	6	5	15	1	12	18	22	23	3	6	25	1	0	18	2	1	1	17	7	2	8	6	0	5	8	9									
		2.81%	3.61%	3.43%	3.77%	1.68%	7.02%	1.69%	3.19%	3.33%	1.53%	1.98%	1.14%	2.17%	2.25%	0.76%	0.00%	1.52%	1.02%	2.97%	1.31%	1.46%	4.46%	0.00%	3.70%	6.67%	2.15%	2.14%	2.99%	1.56%	3.71%	3.47%	3.07%	3.55%	1.32%	1.96%	2.27%	2.55%	2.99%	2.78%	5.56%	4.27%	1.14%	0.00%	4.52%	2.25%	1.11%	2.38%	4.50%	6.19%	1.47%	2.79%	1.41%	0.00%	3.31%	10.00%	5.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	323	7	4	0	10	0	0	1	3	2	0	1	16	10	2	2	2	0	17	12	9	5	1	0	3	13	1	3	2	14	6	1	18	0	16	22	20	17	2	0	14	0	2	14	2	0	1	12	1	6	1	15	3	3	4	3									
		2.34%	1.80%	1.72%	0.00%	2.40%	0.00%	0.00%	1.06%	2.00%	1.02%	0.00%	0.57%	2.68%	2.81%	1.52%	8.00%	3.03%	0.00%	2.97%	3.15%	2.62%	4.46%	0.88%	0.00%	2.00%	2.33%	0.71%	4.48%	3.13%	1.99%	3.47%	0.61%	4.26%	0.00%	2.62%	2.77%	2.32%	2.22%	1.85%	0.00%	2.39%	0.00%	2.20%	3.52%	2.25%	0.00%	2.38%	3.17%	0.88%	4.41%	0.35%	3.53%	4.41%	1.99%	5.00%	1.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6319	211	137	42	164	60	27	43	84	99	68	111	251	146	55	7	36	55	267	168	153	52	86	33	98	230	64	39	30	248	76	73	152	41	251	312	328	281	47	56	253	47	51	187	49	71	28	191	73	85	191	193	35	69	38	77									
		45.84%	54.38%	58.80%	79.25%	39.33%	52.63%	45.76%	45.74%	56.00%	50.51%	67.33%	63.43%	41.97%	41.01%	41.67%	28.00%	54.55%	56.12%	46.60%	44.09%	44.61%	46.43%	75.44%	61.11%	65.33%	41.14%	45.71%	58.21%	46.88%	35.38%	43.93%	44.79%	35.93%	53.95%	41.08%	39.29%	38.05%	36.64%	43.52%	51.85%	43.17%	53.41%	56.04%	46.98%	55.06%	78.89%	66.67%	50.53%	64.60%	62.50%	66.55%	45.41%	51.47%	45.70%	47.50%	46.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	2	0	0	3	0	1	0	0	1	0	0	4	4	1	0	0	0	1	1	2	0	0	0	1	2	0	0	2	4	2	1	1	0	4	2	4	9	0	0	4	1	0	1	1	0	0	0	1	1	5	0	0	1	0	0									
		0.49%	0.52%	0.00%	0.00%	0.72%	0.00%	1.69%	0.00%	0.00%	0.51%	0.00%	0.00%	0.67%	1.12%	0.76%	0.00%	0.00%	0.00%	0.17%	0.26%	0.58%	0.00%	0.00%	0.00%	0.67%	0.36%	0.00%	0.00%	3.13%	0.57%	1.16%	0.61%	0.24%	0.00%	0.65%	0.25%	0.46%	1.17%	0.00%	0.00%	0.68%	1.14%	0.00%	0.25%	1.12%	0.00%	0.00%	0.00%	0.88%	0.74%	1.74%	0.00%	0.00%	0.66%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	1	0	1	1	0	0	0	2	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	2	2	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2									
		0.20%	0.00%	0.43%	0.00%	0.24%	0.88%	0.00%	0.00%	0.00%	1.02%	0.99%	0.00%	0.33%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.61%	0.24%	0.00%	0.16%	0.00%	0.23%	0.26%	0.00%	0.00%	0.51%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2033	50	20	3	32	21	6	13	16	29	11	30	133	64	21	2	6	21	65	55	49	10	10	7	6	105	24	5	12	113	31	27	45	4	119	124	148	120	10	14	88	17	13	67	13	12	6	52	11	17	30	70	10	32	8	6									
		14.75%	12.89%	8.58%	5.66%	7.67%	18.42%	10.17%	13.83%	10.67%	14.80%	10.89%	17.14%	22.24%	17.98%	15.91%	8.00%	9.09%	21.43%	11.34%	14.44%	14.29%	8.93%	8.77%	12.96%	4.00%	18.78%	17.14%	7.46%	18.75%	16.12%	17.92%	16.56%	10.64%	5.26%	19.48%	15.62%	17.17%	15.65%	9.26%	12.96%	15.02%	19.32%	14.29%	16.83%	14.61%	13.33%	14.29%	13.76%	9.73%	12.50%	10.45%	16.47%	14.71%	21.19%	10.00%	3.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	1	0	0	1	0	0	2	0	1	0	0	3	1	0	0	0	0	4	2	1	0	0	0	3	4	0	0	0	8	0	0	1	2	4	4	3	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.38%	0.26%	0.00%	0.00%	0.24%	0.00%	0.00%	2.13%	0.00%	0.51%	0.00%	0.00%	0.50%	0.28%	0.00%	0.00%	0.00%	0.00%	0.70%	0.52%	0.29%	0.00%	0.00%	0.00%	2.00%	0.72%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.24%	2.63%	0.65%	0.50%	0.35%	0.65%	0.00%	0.00%	0.34%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	4	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	0	1	0	1	2	0	0	1	6	0	0	2	0	4	16	9	4	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	2	0	0									
		0.50%	1.03%	0.43%	0.00%	0.00%	0.88%	0.00%	0.00%	0.67%	0.51%	0.00%	0.00%	0.17%	0.28%	0.00%	0.00%	0.00%	0.00%	0.70%	0.26%	0.00%	0.00%	0.88%	0.00%	0.67%	0.36%	0.00%	0.00%	1.56%	0.86%	0.00%	0.00%	0.47%	0.00%	0.65%	2.02%	1.04%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	1.32%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.52%	0.58%	0.00%	2.63%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.13%	0.12%	0.13%	0.00%	0.00%	0.34%	1.14%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	135	2	0	0	5	1	1	0	0	3	0	0	3	4	0	1	0	1	4	2	9	0	0	0	1	5	0	2	1	12	3	0	4	2	6	4	13	17	1	0	11	1	1	3	0	0	0	0	1	1	1	3	0	1	1	4									
		0.98%	0.52%	0.00%	0.00%	1.20%	0.88%	1.69%	0.00%	0.00%	1.53%	0.00%	0.00%	0.50%	1.12%	0.00%	4.00%	0.00%	1.02%	0.70%	0.52%	2.62%	0.00%	0.00%	0.00%	0.67%	0.89%	0.00%	2.99%	1.56%	1.71%	1.73%	0.00%	0.95%	2.63%	0.98%	0.50%	1.51%	2.22%	0.93%	0.00%	1.88%	1.14%	1.10%	0.75%	0.00%	0.00%	0.00%	0.00%	0.88%	0.74%	0.35%	0.71%	0.00%	0.66%	1.25%	2.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1573	56	27	3	41	6	6	7	12	10	2	11	66	44	18	4	5	5	55	48	27	17	2	2	10	56	26	1	2	111	23	24	48	6	65	94	115	125	13	14	48	4	4	56	12	4	4	79	9	7	18	61	9	8	4	39									
		11.41%	14.43%	11.59%	5.66%	9.83%	5.26%	10.17%	7.45%	8.00%	5.10%	1.98%	6.29%	11.04%	12.36%	13.64%	16.00%	7.58%	5.10%	9.60%	12.60%	7.87%	15.18%	1.75%	3.70%	6.67%	10.02%	18.57%	1.49%	3.13%	15.83%	13.29%	14.72%	11.35%	7.89%	10.64%	11.84%	13.34%	16.30%	12.04%	12.96%	8.19%	4.55%	4.40%	14.07%	13.48%	4.44%	9.52%	20.90%	7.96%	5.15%	6.27%	14.35%	13.24%	5.30%	5.00%	23.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	1	0	0	1	0	0	1	0	0	0	0	2	1	2	0	0	0	2	1	2	1	0	1	1	7	0	0	0	5	0	1	4	1	5	1	4	2	1	1	2	0	0	4	0	1	0	0	0	0	1	0	0	1	2	1									
		0.44%	0.26%	0.00%	0.00%	0.24%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.33%	0.28%	1.52%	0.00%	0.00%	0.00%	0.35%	0.26%	0.58%	0.89%	0.00%	1.85%	0.67%	1.25%	0.00%	0.00%	0.00%	0.71%	0.00%	0.61%	0.95%	1.32%	0.82%	0.13%	0.46%	0.26%	0.93%	0.93%	0.34%	0.00%	0.00%	1.01%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.66%	2.50%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2182	23	30	2	143	13	16	16	25	30	14	13	93	53	32	5	15	11	112	69	73	19	9	7	9	88	16	11	10	120	20	21	108	15	96	150	169	132	30	14	118	10	18	23	6	1	1	22	9	10	26	57	9	17	8	15									
		15.83%	5.93%	12.88%	3.77%	34.29%	11.40%	27.12%	17.02%	16.67%	15.31%	13.86%	7.43%	15.55%	14.89%	24.24%	20.00%	22.73%	11.22%	19.55%	18.11%	21.28%	16.96%	7.89%	12.96%	6.00%	15.74%	11.43%	16.42%	15.63%	17.12%	11.56%	12.88%	25.53%	19.74%	15.71%	18.89%	19.61%	17.21%	27.78%	12.96%	20.14%	11.36%	19.78%	5.78%	6.74%	1.11%	2.38%	5.82%	7.96%	7.35%	9.06%	13.41%	13.24%	11.26%	10.00%	9.15%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
