Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Киржачская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №1040	УИК №1041									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	653	20	10	10	10	20	20	10	30	30	20	10	30	20	20	30	30	20	10	10	15	10	10	10	10	10	10	20	20	10	38	60	10	10	10	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	346	17	10	7	3	20	12	10	8	30	5	4	12	4	7	7	6	4	2	2	15	5	3	4	1	1	6	6	4	10	38	60	1	2	2	12	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	184	11	2	6	4	6	4	1	11	7	6	0	5	6	3	5	2	2	2	4	8	1	2	3	5	6	8	0	5	11	25	2	9	2	1	4	5									
14	Число погашенных неиспользованных открепительных удостоверений	307	3	0	3	7	0	8	0	22	0	15	6	18	16	13	23	24	16	8	8	0	5	7	6	9	9	4	14	16	0	0	0	9	8	8	8	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	0	0	0	0	0	2	0	1	2	3	0	3	0	2	1	1	1	0	0	2	2	1	0	1	2	2	7	1	0	0	2	0	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	306	2	16	9	10	11	13	8	10	14	18	3	14	3	12	15	8	14	8	2	10	4	1	3	3	9	9	18	18	8	4	5	8	0	4	6	6									
		2.43%	1.08%	2.69%	3.73%	3.17%	1.95%	2.73%	2.76%	1.81%	3.84%	4.31%	1.17%	2.32%	0.86%	2.87%	2.25%	1.51%	3.69%	2.77%	0.96%	2.62%	1.85%	0.42%	1.38%	2.27%	4.05%	2.71%	4.06%	2.98%	2.62%	0.96%	2.33%	4.37%	0.00%	1.83%	1.42%	2.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	414	6	6	10	6	22	22	10	12	11	17	7	17	11	11	20	21	15	11	5	13	10	7	11	1	6	17	12	21	14	17	10	6	1	9	9	10									
		3.28%	3.23%	1.01%	4.15%	1.90%	3.91%	4.62%	3.45%	2.17%	3.01%	4.07%	2.72%	2.82%	3.14%	2.63%	2.99%	3.96%	3.96%	3.81%	2.40%	3.41%	4.63%	2.97%	5.07%	0.76%	2.70%	5.12%	2.71%	3.48%	4.59%	4.08%	4.65%	3.28%	1.49%	4.13%	2.13%	3.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	413	5	14	7	13	12	7	10	23	14	16	10	23	14	15	21	7	9	8	4	22	12	7	12	5	6	8	19	25	5	20	10	3	1	2	17	7									
		3.28%	2.69%	2.35%	2.90%	4.13%	2.13%	1.47%	3.45%	4.17%	3.84%	3.83%	3.89%	3.81%	4.00%	3.59%	3.15%	1.32%	2.37%	2.77%	1.92%	5.77%	5.56%	2.97%	5.53%	3.79%	2.70%	2.41%	4.29%	4.14%	1.64%	4.80%	4.65%	1.64%	1.49%	0.92%	4.03%	2.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5545	65	438	101	145	198	179	85	244	134	149	104	222	139	149	281	196	158	111	125	231	131	132	75	71	90	146	194	235	157	210	136	99	28	85	181	121									
		43.98%	34.95%	73.61%	41.91%	46.03%	35.17%	37.61%	29.31%	44.20%	36.71%	35.65%	40.47%	36.82%	39.71%	35.65%	42.13%	36.98%	41.69%	38.41%	60.10%	60.63%	60.65%	55.93%	34.56%	53.79%	40.54%	43.98%	43.79%	38.91%	51.48%	50.36%	63.26%	54.10%	41.79%	38.99%	42.89%	40.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	123	2	4	1	3	6	7	2	10	6	4	0	1	9	6	8	7	6	3	2	4	0	1	0	0	2	2	3	6	0	5	0	2	1	3	2	5									
		0.98%	1.08%	0.67%	0.41%	0.95%	1.07%	1.47%	0.69%	1.81%	1.64%	0.96%	0.00%	0.17%	2.57%	1.44%	1.20%	1.32%	1.58%	1.04%	0.96%	1.05%	0.00%	0.42%	0.00%	0.00%	0.90%	0.60%	0.68%	0.99%	0.00%	1.20%	0.00%	1.09%	1.49%	1.38%	0.47%	1.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	2	0	0	0	2	0	0	1	1	2	2	3	2	1	0	1	2	0	0	3	0	1	1	0	0	0	0	1	0	1	0	2	0	0	0	1									
		0.23%	1.08%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.18%	0.27%	0.48%	0.78%	0.50%	0.57%	0.24%	0.00%	0.19%	0.53%	0.00%	0.00%	0.79%	0.00%	0.42%	0.46%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.24%	0.00%	1.09%	0.00%	0.00%	0.00%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2177	31	52	46	61	124	86	56	108	65	76	57	113	51	87	95	93	67	57	36	36	32	30	38	33	52	59	104	113	39	59	31	23	17	44	64	42									
		17.27%	16.67%	8.74%	19.09%	19.37%	22.02%	18.07%	19.31%	19.57%	17.81%	18.18%	22.18%	18.74%	14.57%	20.81%	14.24%	17.55%	17.68%	19.72%	17.31%	9.45%	14.81%	12.71%	17.51%	25.00%	23.42%	17.77%	23.48%	18.71%	12.79%	14.15%	14.42%	12.57%	25.37%	20.18%	15.17%	14.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	102	1	0	4	3	6	4	6	4	5	2	4	3	5	8	7	6	1	4	1	1	4	1	0	0	1	0	1	2	3	2	1	4	2	1	1	4									
		0.81%	0.54%	0.00%	1.66%	0.95%	1.07%	0.84%	2.07%	0.72%	1.37%	0.48%	1.56%	0.50%	1.43%	1.91%	1.05%	1.13%	0.26%	1.38%	0.48%	0.26%	1.85%	0.42%	0.00%	0.00%	0.45%	0.00%	0.23%	0.33%	0.98%	0.48%	0.47%	2.19%	2.99%	0.46%	0.24%	1.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	116	4	5	3	2	1	8	2	4	4	5	2	9	3	5	6	8	5	0	1	2	2	1	5	3	2	2	2	1	2	4	1	4	1	2	2	3									
		0.92%	2.15%	0.84%	1.24%	0.63%	0.18%	1.68%	0.69%	0.72%	1.10%	1.20%	0.78%	1.49%	0.86%	1.20%	0.90%	1.51%	1.32%	0.00%	0.48%	0.52%	0.93%	0.42%	2.30%	2.27%	0.90%	0.60%	0.45%	0.17%	0.66%	0.96%	0.47%	2.19%	1.49%	0.92%	0.47%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	0	1	2	0	1	4	1	3	1	0	0	0	2	0	2	0	0	0	0	0	3	0	0	0	0	0	2	1	0	1	1	0	2	0									
		0.22%	0.00%	0.17%	0.00%	0.32%	0.36%	0.00%	0.34%	0.72%	0.27%	0.72%	0.39%	0.00%	0.00%	0.00%	0.30%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.24%	0.00%	0.55%	1.49%	0.00%	0.47%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	204	8	7	3	6	21	9	6	11	6	12	2	9	8	9	10	7	1	2	0	10	0	2	1	0	3	5	4	7	10	6	1	1	0	4	9	4									
		1.62%	4.30%	1.18%	1.24%	1.90%	3.73%	1.89%	2.07%	1.99%	1.64%	2.87%	0.78%	1.49%	2.29%	2.15%	1.50%	1.32%	0.26%	0.69%	0.00%	2.62%	0.00%	0.85%	0.46%	0.00%	1.35%	1.51%	0.90%	1.16%	3.28%	1.44%	0.47%	0.55%	0.00%	1.83%	2.13%	1.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1695	34	31	28	39	86	71	45	71	72	75	49	95	51	67	90	78	46	48	23	25	12	28	38	12	33	39	44	102	42	56	11	19	9	25	59	42									
		13.44%	18.28%	5.21%	11.62%	12.38%	15.28%	14.92%	15.52%	12.86%	19.73%	17.94%	19.07%	15.75%	14.57%	16.03%	13.49%	14.72%	12.14%	16.61%	11.06%	6.56%	5.56%	11.86%	17.51%	9.09%	14.86%	11.75%	9.93%	16.89%	13.77%	13.43%	5.12%	10.38%	13.43%	11.47%	13.98%	14.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	1	0	0	2	3	2	4	3	0	1	0	2	1	3	0	1	5	2	0	4	0	0	0	0	1	3	3	4	0	2	0	0	0	1	2	0									
		0.40%	0.54%	0.00%	0.00%	0.63%	0.53%	0.42%	1.38%	0.54%	0.00%	0.24%	0.00%	0.33%	0.29%	0.72%	0.00%	0.19%	1.32%	0.69%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.45%	0.90%	0.68%	0.66%	0.00%	0.48%	0.00%	0.00%	0.00%	0.46%	0.47%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1100	17	15	23	16	51	55	49	32	25	30	13	77	40	39	90	80	31	28	7	14	8	18	25	3	10	33	26	54	18	20	3	9	3	34	60	44									
		8.72%	9.14%	2.52%	9.54%	5.08%	9.06%	11.55%	16.90%	5.80%	6.85%	7.18%	5.06%	12.77%	11.43%	9.33%	13.49%	15.09%	8.18%	9.69%	3.37%	3.67%	3.70%	7.63%	11.52%	2.27%	4.50%	9.94%	5.87%	8.94%	5.90%	4.80%	1.40%	4.92%	4.48%	15.60%	14.22%	14.81%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
