Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Неверкинская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №804	УИК №805									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.83%	0.00%	0.00%	0.33%	0.40%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	2	0	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.11%	0.00%	0.55%	0.00%	0.00%	0.33%	0.00%	0.32%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1456	84	98	43	12	21	64	166	9	25	10	33	16	36	21	173	156	90	70	40	20	65	55	20	97	22	10									
		14.22%	13.48%	36.16%	10.49%	4.74%	5.16%	17.02%	20.00%	4.48%	7.02%	3.85%	13.87%	4.07%	36.00%	8.27%	22.70%	16.65%	14.26%	19.28%	17.47%	18.18%	10.82%	10.93%	6.31%	21.37%	7.83%	12.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1	0	0	0									
		0.10%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.44%	0.00%	0.33%	0.40%	0.32%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	527	21	36	4	5	11	44	6	5	12	6	16	5	7	21	32	170	37	25	11	3	10	9	13	6	10	2									
		5.15%	3.37%	13.28%	0.98%	1.98%	2.70%	11.70%	0.72%	2.49%	3.37%	2.31%	6.72%	1.27%	7.00%	8.27%	4.20%	18.14%	5.86%	6.89%	4.80%	2.73%	1.66%	1.79%	4.10%	1.32%	3.56%	2.53%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
