Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Кораблинская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	99	1	7	2	2	9	6	0	10	0	0	2	4	0	3	8	3	9	2	1	5	2	0	4	2	1	5	2	0	7	2									
		1.01%	0.47%	1.20%	0.29%	0.28%	1.41%	1.52%	0.00%	1.66%	0.00%	0.00%	0.47%	1.57%	0.00%	0.94%	1.99%	1.44%	5.81%	0.49%	0.52%	0.73%	1.03%	0.00%	1.31%	1.59%	0.37%	1.18%	1.52%	0.00%	1.83%	1.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	249	6	19	17	20	20	4	14	22	3	0	8	5	6	5	6	3	2	6	6	23	8	1	4	8	2	12	3	1	9	6									
		2.53%	2.82%	3.27%	2.49%	2.82%	3.13%	1.02%	3.75%	3.64%	5.45%	0.00%	1.87%	1.97%	4.11%	1.57%	1.49%	1.44%	1.29%	1.46%	3.14%	3.36%	4.10%	1.18%	1.31%	6.35%	0.74%	2.84%	2.27%	0.63%	2.35%	3.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	127	3	12	6	11	12	9	5	8	1	0	2	2	1	2	1	1	4	3	0	13	5	0	5	1	5	6	0	3	3	3									
		1.29%	1.41%	2.07%	0.88%	1.55%	1.88%	2.28%	1.34%	1.32%	1.82%	0.00%	0.47%	0.79%	0.68%	0.63%	0.25%	0.48%	2.58%	0.73%	0.00%	1.90%	2.56%	0.00%	1.63%	0.79%	1.84%	1.42%	0.00%	1.88%	0.78%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6064	109	290	413	431	306	185	181	366	30	73	343	190	112	209	263	152	77	278	116	418	105	53	183	72	214	295	88	126	262	124									
		61.69%	51.17%	49.91%	60.47%	60.79%	47.89%	46.95%	48.53%	60.60%	54.55%	70.87%	80.33%	74.80%	76.71%	65.72%	65.42%	73.08%	49.68%	67.64%	60.73%	61.02%	53.85%	62.35%	59.80%	57.14%	78.68%	69.74%	66.67%	78.75%	68.41%	62.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	1	0	1	3	4	1	1	2	0	0	0	0	0	2	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	2									
		0.23%	0.47%	0.00%	0.15%	0.42%	0.63%	0.25%	0.27%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.24%	0.52%	0.15%	0.51%	0.00%	0.33%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.02%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	2	0	0	3	1	1	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0									
		0.15%	0.00%	0.34%	0.00%	0.00%	0.47%	0.25%	0.27%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.48%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1374	44	92	103	79	114	75	56	90	6	9	23	27	16	57	50	29	27	48	21	86	34	22	68	8	30	54	21	12	44	29									
		13.98%	20.66%	15.83%	15.08%	11.14%	17.84%	19.04%	15.01%	14.90%	10.91%	8.74%	5.39%	10.63%	10.96%	17.92%	12.44%	13.94%	17.42%	11.68%	10.99%	12.55%	17.44%	25.88%	22.22%	6.35%	11.03%	12.77%	15.91%	7.50%	11.49%	14.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	3	0	8	6	4	2	5	2	0	0	0	2	0	2	1	2	2	1	2	4	0	0	2	0	0	1	0	2	0	1									
		0.53%	1.41%	0.00%	1.17%	0.85%	0.63%	0.51%	1.34%	0.33%	0.00%	0.00%	0.00%	0.79%	0.00%	0.63%	0.25%	0.96%	1.29%	0.24%	1.05%	0.58%	0.00%	0.00%	0.65%	0.00%	0.00%	0.24%	0.00%	1.25%	0.00%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	0	7	5	2	0	2	1	0	0	0	5	1	0	2	0	0	1	0	0	5	0	0	1	0	1	4	0	0	2	1									
		0.41%	0.00%	1.20%	0.73%	0.28%	0.00%	0.51%	0.27%	0.00%	0.00%	0.00%	1.17%	0.39%	0.00%	0.63%	0.00%	0.00%	0.65%	0.00%	0.00%	0.73%	0.00%	0.00%	0.33%	0.00%	0.37%	0.95%	0.00%	0.00%	0.52%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0									
		0.10%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.23%	0.39%	0.00%	0.31%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.76%	0.00%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	2	9	0	3	6	6	2	0	0	0	1	0	0	2	0	2	0	3	3	3	1	0	0	0	0	0	3	2	0	3									
		0.52%	0.94%	1.55%	0.00%	0.42%	0.94%	1.52%	0.54%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.63%	0.00%	0.96%	0.00%	0.73%	1.57%	0.44%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	1.25%	0.00%	1.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1212	24	95	95	94	100	72	73	66	11	21	34	19	7	22	67	14	16	44	35	98	27	8	24	33	10	27	11	11	39	15									
		12.33%	11.27%	16.35%	13.91%	13.26%	15.65%	18.27%	19.57%	10.93%	20.00%	20.39%	7.96%	7.48%	4.79%	6.92%	16.67%	6.73%	10.32%	10.71%	18.32%	14.31%	13.85%	9.41%	7.84%	26.19%	3.68%	6.38%	8.33%	6.88%	10.18%	7.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	2	0	3	2	2	3	2	0	0	0	0	0	1	0	0	0	1	0	12	3	0	0	0	2	0	0	0	2	1									
		0.38%	0.47%	0.34%	0.00%	0.42%	0.31%	0.51%	0.80%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.24%	0.00%	1.75%	1.54%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.52%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	356	16	37	30	48	45	25	23	23	1	0	8	2	3	5	4	0	10	19	4	1	6	1	8	2	5	12	3	3	11	1									
		3.62%	7.51%	6.37%	4.39%	6.77%	7.04%	6.35%	6.17%	3.81%	1.82%	0.00%	1.87%	0.79%	2.05%	1.57%	0.99%	0.00%	6.45%	4.62%	2.09%	0.15%	3.08%	1.18%	2.61%	1.59%	1.84%	2.84%	2.27%	1.88%	2.87%	0.51%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
