Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Апанасенковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	78	9	9	3	7	4	10	1	6	5	0	1	7	6	1	0	2	2	5					
		0.45%	0.59%	0.59%	0.28%	0.73%	0.28%	0.91%	0.22%	0.51%	0.45%	0.00%	0.10%	0.56%	0.59%	0.26%	0.00%	1.27%	0.16%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11144	906	991	672	538	994	646	337	795	659	495	704	782	588	234	102	98	860	743					
		63.65%	59.45%	64.98%	63.70%	56.10%	68.55%	58.78%	75.56%	66.92%	59.96%	70.21%	68.62%	62.51%	57.48%	60.94%	64.56%	62.42%	68.04%	62.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	12	6	6	2	7	5	1	5	4	5	1	5	1	1	0	0	5	6					
		0.41%	0.79%	0.39%	0.57%	0.21%	0.48%	0.45%	0.22%	0.42%	0.36%	0.71%	0.10%	0.40%	0.10%	0.26%	0.00%	0.00%	0.40%	0.50%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
