Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Таштагольская 																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	23	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	8	1	1	1	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.08%	0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.14%	0.10%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35781	586	449	921	1039	1017	1188	1380	1130	1109	1059	1004	443	553	537	841	533	889	1010	773	1246	493	798	1578	244	1370	808	2060	1876	1183	1385	1411	1123	266	386	225	100	502	405	143	255	426	153	730	154									
		96.02%	98.16%	96.77%	97.98%	95.06%	95.05%	91.17%	97.94%	97.84%	98.32%	93.80%	93.48%	91.91%	92.94%	94.88%	97.90%	97.98%	98.23%	97.96%	89.06%	97.50%	84.13%	94.77%	98.01%	97.99%	98.14%	97.58%	98.14%	95.08%	95.17%	96.99%	95.99%	97.06%	98.15%	97.97%	96.98%	100.00%	98.05%	90.00%	99.31%	93.07%	99.53%	95.63%	94.07%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	557	3	5	11	23	21	60	5	11	7	3	20	9	11	17	14	2	8	2	47	17	64	8	7	1	7	9	20	38	11	21	25	18	2	4	2	0	2	14	0	5	1	2	0	0									
		1.49%	0.50%	1.08%	1.17%	2.10%	1.96%	4.60%	0.35%	0.95%	0.62%	0.27%	1.86%	1.87%	1.85%	3.00%	1.63%	0.37%	0.88%	0.19%	5.41%	1.33%	10.92%	0.95%	0.43%	0.40%	0.50%	1.09%	0.95%	1.93%	0.88%	1.47%	1.70%	1.56%	0.74%	1.02%	0.86%	0.00%	0.39%	3.11%	0.00%	1.82%	0.23%	1.25%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	692	7	10	8	21	32	21	24	13	9	45	49	24	29	11	2	6	5	10	32	12	15	16	23	2	14	11	10	48	24	22	30	11	3	4	3	0	5	22	0	9	0	4	46	0									
		1.86%	1.17%	2.16%	0.85%	1.92%	2.99%	1.61%	1.70%	1.13%	0.80%	3.99%	4.56%	4.98%	4.87%	1.94%	0.23%	1.10%	0.55%	0.97%	3.69%	0.94%	2.56%	1.90%	1.43%	0.80%	1.00%	1.33%	0.48%	2.43%	1.93%	1.54%	2.04%	0.95%	1.11%	1.02%	1.29%	0.00%	0.98%	4.89%	0.00%	3.28%	0.00%	2.50%	5.93%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.12%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	106	1	0	0	10	0	12	0	0	3	2	0	6	2	0	2	3	3	2	7	1	2	1	2	2	5	0	2	7	5	0	4	5	0	0	2	0	3	9	0	3	0	0	0	0									
		0.28%	0.17%	0.00%	0.00%	0.91%	0.00%	0.92%	0.00%	0.00%	0.27%	0.18%	0.00%	1.24%	0.34%	0.00%	0.23%	0.55%	0.33%	0.19%	0.81%	0.08%	0.34%	0.12%	0.12%	0.80%	0.36%	0.00%	0.10%	0.35%	0.40%	0.00%	0.27%	0.43%	0.00%	0.00%	0.86%	0.00%	0.59%	2.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
