Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Великолукская городская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	787	15	17	15	8	12	15	16	15	37	20	23	15	16	29	13	15	10	23	4	16	7	17	19	18	24	33	11	5	21	25	8	12	16	12	22	18	39	31	34	26	19	19	17									
		2.48%	2.71%	2.72%	3.01%	1.43%	2.85%	1.85%	2.83%	2.92%	3.55%	2.13%	2.70%	2.25%	2.14%	3.23%	2.18%	1.68%	2.96%	2.53%	0.41%	3.49%	1.75%	2.81%	4.09%	1.91%	2.19%	2.91%	2.41%	1.91%	2.04%	2.53%	2.44%	2.10%	2.49%	2.70%	3.09%	1.65%	3.10%	3.18%	2.90%	3.19%	2.30%	1.99%	2.34%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	846	14	21	15	12	11	20	12	6	25	29	26	12	25	29	18	29	6	23	31	15	13	21	22	33	24	31	21	2	22	26	8	14	5	4	23	26	35	24	36	9	26	23	19									
		2.66%	2.53%	3.36%	3.01%	2.15%	2.61%	2.46%	2.12%	1.17%	2.40%	3.09%	3.05%	1.80%	3.34%	3.23%	3.02%	3.25%	1.78%	2.53%	3.18%	3.28%	3.25%	3.47%	4.73%	3.51%	2.19%	2.73%	4.61%	0.76%	2.14%	2.63%	2.44%	2.45%	0.78%	0.90%	3.23%	2.39%	2.78%	2.46%	3.07%	1.10%	3.15%	2.40%	2.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11877	215	192	166	213	147	286	223	191	392	395	298	264	257	329	203	353	136	401	365	182	177	184	164	335	419	405	149	104	517	369	121	202	236	161	291	405	455	349	412	287	280	371	276									
		37.41%	38.88%	30.72%	33.33%	38.17%	34.92%	35.22%	39.40%	37.16%	37.66%	42.16%	34.94%	39.52%	34.31%	36.68%	34.00%	39.57%	40.24%	44.16%	37.47%	39.74%	44.25%	30.41%	35.27%	35.64%	38.23%	35.71%	32.68%	39.69%	50.19%	37.31%	36.89%	35.38%	36.70%	36.26%	40.81%	37.22%	36.14%	35.83%	35.15%	35.21%	33.94%	38.77%	38.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	301	8	7	2	11	2	9	11	6	9	5	5	6	8	5	3	6	0	6	9	5	5	7	2	14	15	7	10	0	10	6	4	6	8	6	10	16	8	9	7	2	11	10	5									
		0.95%	1.45%	1.12%	0.40%	1.97%	0.48%	1.11%	1.94%	1.17%	0.86%	0.53%	0.59%	0.90%	1.07%	0.56%	0.50%	0.67%	0.00%	0.66%	0.92%	1.09%	1.25%	1.16%	0.43%	1.49%	1.37%	0.62%	2.19%	0.00%	0.97%	0.61%	1.22%	1.05%	1.24%	1.35%	1.40%	1.47%	0.64%	0.92%	0.60%	0.25%	1.33%	1.04%	0.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	57	1	1	0	0	0	0	3	0	1	4	0	1	1	2	1	0	2	2	1	2	2	4	0	1	0	3	1	1	5	2	1	1	1	0	1	2	1	4	2	0	1	2	0									
		0.18%	0.18%	0.16%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.10%	0.43%	0.00%	0.15%	0.13%	0.22%	0.17%	0.00%	0.59%	0.22%	0.10%	0.44%	0.50%	0.66%	0.00%	0.11%	0.00%	0.26%	0.22%	0.38%	0.49%	0.20%	0.30%	0.18%	0.16%	0.00%	0.14%	0.18%	0.08%	0.41%	0.17%	0.00%	0.12%	0.21%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5302	90	102	95	80	76	160	104	92	181	126	137	113	119	156	92	122	51	133	173	78	62	90	77	142	163	159	74	52	148	165	63	89	156	73	119	185	202	178	212	139	152	175	147									
		16.70%	16.27%	16.32%	19.08%	14.34%	18.05%	19.70%	18.37%	17.90%	17.39%	13.45%	16.06%	16.92%	15.89%	17.39%	15.41%	13.68%	15.09%	14.65%	17.76%	17.03%	15.50%	14.88%	16.56%	15.11%	14.87%	14.02%	16.23%	19.85%	14.37%	16.68%	19.21%	15.59%	24.26%	16.44%	16.69%	17.00%	16.04%	18.28%	18.09%	17.06%	18.42%	18.29%	20.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	217	2	7	3	2	2	9	4	6	8	9	5	5	7	3	6	8	4	7	5	1	1	4	3	7	5	10	0	0	4	7	2	3	1	3	10	10	3	8	7	9	8	8	1									
		0.68%	0.36%	1.12%	0.60%	0.36%	0.48%	1.11%	0.71%	1.17%	0.77%	0.96%	0.59%	0.75%	0.93%	0.33%	1.01%	0.90%	1.18%	0.77%	0.51%	0.22%	0.25%	0.66%	0.65%	0.74%	0.46%	0.88%	0.00%	0.00%	0.39%	0.71%	0.61%	0.53%	0.16%	0.68%	1.40%	0.92%	0.24%	0.82%	0.60%	1.10%	0.97%	0.84%	0.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	423	7	12	7	11	14	10	7	6	10	10	10	10	18	13	15	15	6	9	10	3	6	4	5	16	21	19	4	4	6	10	6	3	3	9	9	17	22	13	16	13	3	5	6									
		1.33%	1.27%	1.92%	1.41%	1.97%	3.33%	1.23%	1.24%	1.17%	0.96%	1.07%	1.17%	1.50%	2.40%	1.45%	2.51%	1.68%	1.78%	0.99%	1.03%	0.66%	1.50%	0.66%	1.08%	1.70%	1.92%	1.68%	0.88%	1.53%	0.58%	1.01%	1.83%	0.53%	0.47%	2.03%	1.26%	1.56%	1.75%	1.33%	1.37%	1.60%	0.36%	0.52%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	0	2	0	2	0	2	1	0	2	1	1	2	2	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	2	2	0	2	0	1	0	4	2	0	2	0	1	3	2									
		0.14%	0.00%	0.32%	0.00%	0.36%	0.00%	0.25%	0.18%	0.00%	0.19%	0.11%	0.12%	0.30%	0.27%	0.11%	0.17%	0.11%	0.00%	0.11%	0.10%	0.00%	0.00%	0.00%	0.22%	0.00%	0.09%	0.09%	0.00%	0.00%	0.19%	0.20%	0.00%	0.35%	0.00%	0.23%	0.00%	0.37%	0.16%	0.00%	0.17%	0.00%	0.12%	0.31%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	993	15	24	13	25	15	26	23	12	34	22	25	29	30	30	25	28	7	28	24	10	20	24	22	32	49	27	11	8	19	29	12	13	7	12	23	53	40	23	39	22	27	17	19									
		3.13%	2.71%	3.84%	2.61%	4.48%	3.56%	3.20%	4.06%	2.33%	3.27%	2.35%	2.93%	4.34%	4.01%	3.34%	4.19%	3.14%	2.07%	3.08%	2.46%	2.18%	5.00%	3.97%	4.73%	3.40%	4.47%	2.38%	2.41%	3.05%	1.84%	2.93%	3.66%	2.28%	1.09%	2.70%	3.23%	4.87%	3.18%	2.36%	3.33%	2.70%	3.27%	1.78%	2.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6863	127	144	119	125	101	183	95	114	220	219	212	127	155	205	126	184	74	197	210	92	64	168	102	217	223	289	127	49	168	226	54	136	130	79	110	223	296	205	253	184	177	203	151									
		21.62%	22.97%	23.04%	23.90%	22.40%	23.99%	22.54%	16.78%	22.18%	21.13%	23.37%	24.85%	19.01%	20.69%	22.85%	21.11%	20.63%	21.89%	21.70%	21.56%	20.09%	16.00%	27.77%	21.94%	23.09%	20.35%	25.49%	27.85%	18.70%	16.31%	22.85%	16.46%	23.82%	20.22%	17.79%	15.43%	20.50%	23.51%	21.05%	21.59%	22.58%	21.45%	21.21%	20.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	342	8	1	7	5	10	5	7	8	18	9	2	5	7	9	10	9	4	8	9	1	7	6	2	8	12	15	3	2	14	10	1	8	4	8	10	15	10	14	19	4	12	9	7									
		1.08%	1.45%	0.16%	1.41%	0.90%	2.38%	0.62%	1.24%	1.56%	1.73%	0.96%	0.23%	0.75%	0.93%	1.00%	1.68%	1.01%	1.18%	0.88%	0.92%	0.22%	1.75%	0.99%	0.43%	0.85%	1.09%	1.32%	0.66%	0.76%	1.36%	1.01%	0.30%	1.40%	0.62%	1.80%	1.40%	1.38%	0.79%	1.44%	1.62%	0.49%	1.45%	0.94%	0.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2239	27	65	31	42	20	52	23	38	61	62	69	40	61	49	48	68	22	42	89	37	17	42	23	75	80	82	29	24	48	62	31	42	46	54	62	71	83	80	81	73	66	80	42									
		7.05%	4.88%	10.40%	6.22%	7.53%	4.75%	6.40%	4.06%	7.39%	5.86%	6.62%	8.09%	5.99%	8.14%	5.46%	8.04%	7.62%	6.51%	4.63%	9.14%	8.08%	4.25%	6.94%	4.95%	7.98%	7.30%	7.23%	6.36%	9.16%	4.66%	6.27%	9.45%	7.36%	7.15%	12.16%	8.70%	6.53%	6.59%	8.21%	6.91%	8.96%	8.00%	8.36%	5.79%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
