Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Лабинская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954									
		15.90%	18.56%	20.75%	19.31%	20.28%	16.58%	13.36%	17.70%	10.07%	14.56%	19.44%	13.96%	14.90%	13.11%	14.07%	17.88%	14.43%	16.89%	14.82%	18.41%	16.78%	17.33%	19.93%	16.58%	18.63%	20.29%	22.55%	10.70%	14.62%	13.88%	12.81%	13.07%	15.07%	20.21%	10.47%	11.19%	14.63%	15.19%	18.47%	20.92%	13.07%	17.35%	15.49%	17.80%	10.59%	16.61%	11.11%	11.52%	17.35%	23.19%	10.60%	12.66%	15.77%	13.93%	14.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	209	6	6	8	15	8	6	6	2	3	11	5	2	14	0	1	5	3	5	7	11	4	7	8	6	3	4	4	0	1	2	5	1	0	7	0	3	7	1	1	6	1	1	3	0	0	0	0	3	0	1	0	1	1	4									
		0.63%	0.69%	0.53%	0.98%	1.88%	1.03%	0.68%	0.78%	0.36%	0.45%	1.61%	0.94%	0.33%	1.99%	0.00%	0.22%	0.87%	0.33%	0.47%	1.16%	1.21%	0.48%	1.22%	1.43%	0.85%	0.29%	0.65%	0.35%	0.00%	0.14%	0.27%	0.57%	0.18%	0.00%	0.96%	0.00%	0.52%	2.01%	0.64%	0.42%	0.50%	0.14%	0.70%	0.40%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.22%	0.00%	0.13%	0.41%	1.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	283	6	16	4	11	13	4	5	5	6	15	3	6	18	2	2	5	13	12	4	12	5	15	6	13	14	4	7	2	4	6	2	0	1	2	9	2	1	1	2	6	3	0	4	1	0	0	0	6	3	1	0	0	0	1									
		0.85%	0.69%	1.42%	0.49%	1.38%	1.67%	0.45%	0.65%	0.90%	0.90%	2.19%	0.57%	0.99%	2.56%	0.49%	0.44%	0.87%	1.43%	1.12%	0.66%	1.32%	0.61%	2.62%	1.07%	1.85%	1.36%	0.65%	0.61%	0.94%	0.57%	0.82%	0.23%	0.00%	0.35%	0.28%	1.05%	0.35%	0.29%	0.64%	0.84%	0.50%	0.41%	0.00%	0.54%	0.31%	0.00%	0.00%	0.00%	0.77%	1.09%	0.22%	0.00%	0.00%	0.00%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	57	1	3	3	3	3	1	1	4	2	0	0	4	7	1	0	0	2	1	0	0	2	0	2	1	2	0	4	0	0	0	3	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.17%	0.11%	0.27%	0.37%	0.38%	0.39%	0.11%	0.13%	0.72%	0.30%	0.00%	0.00%	0.66%	0.99%	0.25%	0.00%	0.00%	0.22%	0.09%	0.00%	0.00%	0.24%	0.00%	0.36%	0.14%	0.19%	0.00%	0.35%	0.00%	0.00%	0.00%	0.34%	0.00%	0.35%	0.28%	0.12%	0.00%	0.29%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	277	10	18	12	5	9	4	12	5	5	9	1	7	11	6	4	9	0	13	7	14	12	9	4	4	18	6	8	0	2	0	4	5	3	4	5	0	2	1	4	4	4	0	5	2	1	0	0	5	0	0	0	3	0	1									
		0.83%	1.15%	1.60%	1.48%	0.63%	1.16%	0.45%	1.55%	0.90%	0.75%	1.32%	0.19%	1.16%	1.57%	1.48%	0.88%	1.57%	0.00%	1.21%	1.16%	1.54%	1.45%	1.57%	0.71%	0.57%	1.75%	0.98%	0.70%	0.00%	0.28%	0.00%	0.45%	0.92%	1.05%	0.55%	0.58%	0.00%	0.57%	0.64%	1.67%	0.33%	0.55%	0.00%	0.67%	0.62%	0.33%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.38%	0.00%	0.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5612	130	156	154	143	131	158	167	118	138	134	120	123	75	76	57	107	153	210	143	166	142	103	103	130	185	81	180	54	60	85	105	100	50	155	202	65	67	37	36	118	103	28	125	29	56	21	21	93	61	77	40	164	47	30									
		16.85%	14.89%	13.89%	18.94%	17.90%	16.84%	17.89%	21.58%	21.22%	20.72%	19.59%	22.64%	20.36%	10.68%	18.77%	12.58%	18.61%	16.89%	19.57%	23.71%	18.20%	17.21%	18.01%	18.36%	18.49%	17.96%	13.24%	15.79%	25.47%	8.50%	11.58%	11.93%	18.38%	17.42%	21.35%	23.54%	11.32%	19.20%	23.57%	15.06%	9.76%	14.07%	19.72%	16.73%	9.03%	18.24%	11.67%	9.68%	11.95%	22.10%	16.99%	16.88%	21.03%	19.26%	11.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	228	13	12	0	5	2	8	7	1	6	8	1	5	14	2	1	5	6	14	4	10	4	8	2	6	10	3	6	0	2	8	0	4	1	2	6	2	2	0	2	4	2	0	3	1	0	0	0	2	4	2	6	5	7	0									
		0.68%	1.49%	1.07%	0.00%	0.63%	0.26%	0.91%	0.90%	0.18%	0.90%	1.17%	0.19%	0.83%	1.99%	0.49%	0.22%	0.87%	0.66%	1.30%	0.66%	1.10%	0.48%	1.40%	0.36%	0.85%	0.97%	0.49%	0.53%	0.00%	0.28%	1.09%	0.00%	0.74%	0.35%	0.28%	0.70%	0.35%	0.57%	0.00%	0.84%	0.33%	0.27%	0.00%	0.40%	0.31%	0.00%	0.00%	0.00%	0.26%	1.45%	0.44%	2.53%	0.64%	2.87%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1655	54	39	43	34	46	15	32	18	25	53	23	35	66	14	49	26	54	64	14	50	49	26	27	44	54	37	34	8	24	27	153	46	25	23	47	17	17	4	11	28	41	8	36	6	11	5	10	16	12	21	9	15	3	7									
		4.97%	6.19%	3.47%	5.29%	4.26%	5.91%	1.70%	4.13%	3.24%	3.75%	7.75%	4.34%	5.79%	9.40%	3.46%	10.82%	4.52%	5.96%	5.96%	2.32%	5.48%	5.94%	4.55%	4.81%	6.26%	5.24%	6.05%	2.98%	3.77%	3.40%	3.68%	17.39%	8.46%	8.71%	3.17%	5.48%	2.96%	4.87%	2.55%	4.60%	2.32%	5.60%	5.63%	4.82%	1.87%	3.58%	2.78%	4.61%	2.06%	4.35%	4.64%	3.80%	1.92%	1.23%	2.76%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
