Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Липецкая																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	235	9	6	11	10	3	11	2	11	7	6	4	5	5	4	1	4	7	3	1	6	5	9	4	4	3	8	1	1	2	3	1	4	16	1	1	0	0	0	0	8	11	15	5	3	2	9	3					
		0.92%	0.82%	0.54%	0.94%	2.25%	0.76%	0.95%	0.46%	1.79%	1.29%	1.67%	1.08%	0.60%	1.60%	0.85%	0.65%	0.62%	0.70%	0.69%	0.23%	0.73%	1.05%	1.34%	0.74%	0.69%	2.40%	0.71%	0.33%	0.17%	0.91%	1.16%	0.36%	0.95%	1.25%	0.73%	0.81%	0.00%	0.00%	0.00%	0.00%	1.13%	1.63%	1.36%	0.46%	1.07%	1.94%	0.82%	2.13%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17193	673	744	721	293	277	716	258	411	400	198	252	530	214	313	86	439	726	300	269	601	327	470	353	386	80	740	214	445	142	187	220	277	921	108	96	121	109	105	52	447	434	737	708	203	82	714	94					
		67.03%	60.96%	67.51%	61.41%	65.84%	69.77%	61.94%	59.17%	66.72%	73.94%	55.15%	68.11%	63.40%	68.37%	66.60%	55.84%	68.17%	72.24%	68.97%	61.56%	72.76%	68.84%	70.15%	65.25%	67.01%	64.00%	65.49%	70.39%	76.46%	64.84%	72.48%	80.00%	66.11%	71.90%	78.83%	78.05%	71.18%	85.83%	73.94%	69.33%	62.87%	64.30%	66.58%	65.56%	72.50%	79.61%	64.73%	66.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	156	10	4	4	5	4	3	4	4	4	2	2	4	2	2	1	0	7	4	1	8	3	7	1	2	1	8	3	1	2	2	2	3	9	0	3	1	0	2	0	5	3	4	9	2	2	6	0					
		0.61%	0.91%	0.36%	0.34%	1.12%	1.01%	0.26%	0.92%	0.65%	0.74%	0.56%	0.54%	0.48%	0.64%	0.43%	0.65%	0.00%	0.70%	0.92%	0.23%	0.97%	0.63%	1.04%	0.18%	0.35%	0.80%	0.71%	0.99%	0.17%	0.91%	0.78%	0.73%	0.72%	0.70%	0.00%	2.44%	0.59%	0.00%	1.41%	0.00%	0.70%	0.44%	0.36%	0.83%	0.71%	1.94%	0.54%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
