Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тобольская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735									
		0.15%	0.00%	0.00%	0.44%	0.10%	0.25%	0.12%	0.00%	0.23%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.48%	0.00%	0.33%	0.00%	0.33%	0.38%	0.25%	0.00%	0.38%	0.26%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1149	24	28	84	68	22	38	8	19	45	6	11	25	34	20	23	4	13	9	46	34	19	112	34	10	71	17	70	38	45	52	31	10	36	33	10									
		7.95%	9.76%	6.91%	18.54%	7.11%	5.58%	4.57%	4.44%	4.29%	10.82%	2.32%	3.64%	11.96%	8.40%	3.41%	16.20%	1.85%	5.33%	4.84%	10.93%	4.80%	6.88%	23.78%	3.83%	7.58%	16.99%	2.98%	11.49%	8.17%	7.51%	19.92%	7.81%	4.24%	6.92%	8.59%	4.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	1	0	2	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	4	0	1	0	3	2	3	2	0	0	5	1	1									
		0.22%	0.00%	0.25%	0.00%	0.21%	0.00%	0.12%	0.00%	0.00%	0.24%	0.00%	0.00%	0.96%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.45%	0.00%	0.24%	0.00%	0.49%	0.43%	0.50%	0.77%	0.00%	0.00%	0.96%	0.26%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	534	18	6	15	38	17	16	19	11	5	8	10	6	21	18	2	10	20	12	3	26	5	14	34	9	18	10	39	27	28	7	23	15	11	11	2									
		3.69%	7.32%	1.48%	3.31%	3.97%	4.31%	1.92%	10.56%	2.48%	1.20%	3.09%	3.31%	2.87%	5.19%	3.07%	1.41%	4.63%	8.20%	6.45%	0.71%	3.67%	1.81%	2.97%	3.83%	6.82%	4.31%	1.75%	6.40%	5.81%	4.67%	2.68%	5.79%	6.36%	2.12%	2.86%	0.90%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
