Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Белоглинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	214	22	8	12	7	8	7	8	5	7	1	12	25	4	0	38	16	4	0	21	5	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	294	42	6	12	15	12	48	12	21	13	0	10	4	5	5	18	8	9	6	24	14	10									
		1.90%	3.85%	0.73%	1.12%	3.23%	1.52%	4.28%	1.61%	1.61%	1.97%	0.00%	2.83%	0.54%	1.77%	4.81%	1.30%	0.79%	1.89%	1.15%	2.66%	1.25%	2.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	301	30	24	20	11	18	30	22	23	22	7	14	0	0	3	30	7	17	7	2	5	9									
		1.94%	2.75%	2.90%	1.87%	2.37%	2.28%	2.68%	2.95%	1.76%	3.34%	8.24%	3.97%	0.00%	0.00%	2.88%	2.16%	0.69%	3.57%	1.34%	0.22%	0.45%	2.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	255	21	50	18	7	6	12	21	29	15	2	3	19	2	0	30	0	5	7	3	3	2									
		1.65%	1.93%	6.05%	1.68%	1.51%	0.76%	1.07%	2.82%	2.22%	2.28%	2.35%	0.85%	2.57%	0.71%	0.00%	2.16%	0.00%	1.05%	1.34%	0.33%	0.27%	0.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10117	576	530	733	286	556	658	375	935	354	50	247	485	185	65	912	829	265	361	632	780	303									
		65.32%	52.84%	64.09%	68.38%	61.64%	70.38%	58.70%	50.27%	71.65%	53.72%	58.82%	69.97%	65.63%	65.37%	62.50%	65.80%	81.99%	55.67%	69.16%	70.07%	69.64%	69.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	2	3	6	0	1	3	4	3	1	0	5	0	0	0	6	5	1	2	4	3	1									
		0.32%	0.18%	0.36%	0.56%	0.00%	0.13%	0.27%	0.54%	0.23%	0.15%	0.00%	1.42%	0.00%	0.00%	0.00%	0.43%	0.49%	0.21%	0.38%	0.44%	0.27%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	3	0	1	0	1	2	2	1	1	1	2	0	0	0	5	1	0	0	2	1	0									
		0.15%	0.28%	0.00%	0.09%	0.00%	0.13%	0.18%	0.27%	0.08%	0.15%	1.18%	0.57%	0.00%	0.00%	0.00%	0.36%	0.10%	0.00%	0.00%	0.22%	0.09%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1919	156	108	97	63	94	149	121	128	111	5	41	125	53	14	179	56	59	71	85	150	54									
		12.39%	14.31%	13.06%	9.05%	13.58%	11.90%	13.29%	16.22%	9.81%	16.84%	5.88%	11.61%	16.91%	18.73%	13.46%	12.91%	5.54%	12.39%	13.60%	9.42%	13.39%	12.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	0	9	4	3	1	0	4	0	4	0	1	1	0	1	1	0	1	0	3	2	0									
		0.23%	0.00%	1.09%	0.37%	0.65%	0.13%	0.00%	0.54%	0.00%	0.61%	0.00%	0.28%	0.14%	0.00%	0.96%	0.07%	0.00%	0.21%	0.00%	0.33%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	3	6	5	3	2	9	6	4	5	0	2	3	0	1	9	4	3	1	2	0	0									
		0.44%	0.28%	0.73%	0.47%	0.65%	0.25%	0.80%	0.80%	0.31%	0.76%	0.00%	0.57%	0.41%	0.00%	0.96%	0.65%	0.40%	0.63%	0.19%	0.22%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	12	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0									
		0.12%	0.00%	0.12%	1.12%	0.00%	0.13%	0.18%	0.13%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	3	1	16	0	1	11	11	5	6	1	3	0	0	1	4	1	0	0	7	6	0									
		0.50%	0.28%	0.12%	1.49%	0.00%	0.13%	0.98%	1.47%	0.38%	0.91%	1.18%	0.85%	0.00%	0.00%	0.96%	0.29%	0.10%	0.00%	0.00%	0.78%	0.54%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1648	202	69	110	56	76	144	123	121	97	16	22	56	21	9	132	37	104	56	66	84	47									
		10.64%	18.53%	8.34%	10.26%	12.07%	9.62%	12.85%	16.49%	9.27%	14.72%	18.82%	6.23%	7.58%	7.42%	8.65%	9.52%	3.66%	21.85%	10.73%	7.32%	7.50%	10.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	0	2	1	2	4	9	4	1	0	0	1	0	0	4	0	3	0	3	2	0									
		0.24%	0.09%	0.00%	0.19%	0.22%	0.25%	0.36%	1.21%	0.31%	0.15%	0.00%	0.00%	0.14%	0.00%	0.00%	0.29%	0.00%	0.63%	0.00%	0.33%	0.18%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	42	8	16	17	13	14	24	20	12	2	3	40	15	1	36	12	5	7	53	67	1									
		2.63%	3.85%	0.97%	1.49%	3.66%	1.65%	1.25%	3.22%	1.53%	1.82%	2.35%	0.85%	5.41%	5.30%	0.96%	2.60%	1.19%	1.05%	1.34%	5.88%	5.98%	0.23%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
