Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Cуджанская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2161	182	108	164	105	13	16	7	59	67	126	17	53	26	10	79	32	19	57	130	171	124	99	35	26	9	18	11	5	64	80	14	3	194	38									
		14.46%	20.38%	17.88%	18.41%	17.02%	5.24%	8.42%	4.38%	16.08%	15.06%	21.18%	5.50%	11.83%	10.57%	8.47%	15.52%	13.17%	9.74%	8.82%	15.78%	19.75%	15.27%	16.81%	12.11%	8.72%	4.23%	8.87%	4.53%	5.49%	14.07%	14.31%	6.14%	2.70%	15.57%	19.79%									
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1838	102	84	102	78	15	15	22	40	65	85	27	54	38	9	70	30	8	67	123	123	107	89	15	32	14	46	33	14	46	67	31	12	155	20									
		12.30%	11.42%	13.91%	11.45%	12.64%	6.05%	7.89%	13.75%	10.90%	14.61%	14.29%	8.74%	12.05%	15.45%	7.63%	13.75%	12.35%	4.10%	10.37%	14.93%	14.20%	13.18%	15.11%	5.19%	10.74%	6.57%	22.66%	13.58%	15.38%	10.11%	11.99%	13.60%	10.81%	12.44%	10.42%									
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	19	10	10	7	1	1	4	3	2	6	2	4	3	0	3	5	1	3	10	9	15	9	3	2	1	0	1	1	2	1	1	2	10	1									
		1.02%	2.13%	1.66%	1.12%	1.13%	0.40%	0.53%	2.50%	0.82%	0.45%	1.01%	0.65%	0.89%	1.22%	0.00%	0.59%	2.06%	0.51%	0.46%	1.21%	1.04%	1.85%	1.53%	1.04%	0.67%	0.47%	0.00%	0.41%	1.10%	0.44%	0.18%	0.44%	1.80%	0.80%	0.52%									
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2824	201	133	227	174	64	34	25	42	45	59	37	79	55	27	74	26	35	101	197	182	125	107	59	50	22	18	26	9	101	100	37	19	285	49									
		18.90%	22.51%	22.02%	25.48%	28.20%	25.81%	17.89%	15.63%	11.44%	10.11%	9.92%	11.97%	17.63%	22.36%	22.88%	14.54%	10.70%	17.95%	15.63%	23.91%	21.02%	15.39%	18.17%	20.42%	16.78%	10.33%	8.87%	10.70%	9.89%	22.20%	17.89%	16.23%	17.12%	22.87%	25.52%									
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	173	18	14	8	7	0	1	4	4	2	7	0	3	0	1	6	2	2	6	9	7	21	9	1	7	0	5	1	1	3	3	3	0	17	1									
		1.16%	2.02%	2.32%	0.90%	1.13%	0.00%	0.53%	2.50%	1.09%	0.45%	1.18%	0.00%	0.67%	0.00%	0.85%	1.18%	0.82%	1.03%	0.93%	1.09%	0.81%	2.59%	1.53%	0.35%	2.35%	0.00%	2.46%	0.41%	1.10%	0.66%	0.54%	1.32%	0.00%	1.36%	0.52%									
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7491	352	245	363	234	145	118	97	213	261	294	220	242	114	71	271	141	127	406	337	363	389	261	167	172	162	113	169	60	233	295	137	72	566	81									
		50.13%	39.42%	40.56%	40.74%	37.93%	58.47%	62.11%	60.63%	58.04%	58.65%	49.41%	71.20%	54.02%	46.34%	60.17%	53.24%	58.02%	65.13%	62.85%	40.90%	41.92%	47.91%	44.31%	57.79%	57.72%	76.06%	55.67%	69.55%	65.93%	51.21%	52.77%	60.09%	64.86%	45.43%	42.19%									
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	61	3	1	8	4	0	1	0	3	1	5	1	0	1	0	2	1	0	1	1	3	4	3	0	2	0	1	1	0	1	3	1	1	7	1									
		0.41%	0.34%	0.17%	0.90%	0.65%	0.00%	0.53%	0.00%	0.82%	0.22%	0.84%	0.32%	0.00%	0.41%	0.00%	0.39%	0.41%	0.00%	0.15%	0.12%	0.35%	0.49%	0.51%	0.00%	0.67%	0.00%	0.49%	0.41%	0.00%	0.22%	0.54%	0.44%	0.90%	0.56%	0.52%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
