Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Петушинская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
		5.45%	9.05%	5.03%	8.16%	11.23%	9.86%	4.50%	6.36%	6.35%	5.01%	3.04%	3.82%	5.10%	8.90%	0.91%	3.77%	9.59%	4.33%	5.2%	1.77%	3.83%	3.66%	1.79%	4.58%	8.85%	4.70%	2.27%	4.38%	7.35%	9.45%	4.68%	6.77%	4.25%	3.78%	7.30%	5.46%	4.76%	4.86%	3.90%	6.15%	6.00%	5.59%	8.79%	7.51%	4.44%	2.79%	6.04%	4.73%	4.28%	3.47%	4.59%	5.14%	4.99%	1.31%	3.44%	2.73%	4.83%	2.94%	5.05%	3.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	976	7	30	36	1	23	38	40	26	18	8	19	19	10	1	4	15	18	13	3	6	5	4	1	11	2	0	3	1	10	0	2	1	29	6	26	30	25	19	48	48	39	42	31	16	14	56	60	4	3	7	3	9	1	8	1	0	5	40	31					
		3.85%	2.64%	3.87%	5.24%	0.56%	4.28%	4.50%	4.80%	4.46%	3.34%	3.47%	6.05%	5.10%	5.23%	0.91%	2.51%	5.53%	3.90%	5.2%	1.77%	2.09%	1.83%	1.02%	0.91%	2.56%	0.78%	0.0%	2.63%	1.47%	4.50%	0.0%	1.69%	1.06%	2.61%	3.37%	4.73%	4.33%	3.28%	3.71%	4.10%	4.06%	6.05%	6.25%	4.75%	5.07%	7.82%	4.51%	4.81%	1.14%	2.08%	3.57%	2.20%	6.42%	1.31%	5.51%	0.68%	0.0%	1.47%	3.61%	3.16%					
22	"5. ""За Русь Святую"""	174	2	7	0	0	5	1	5	8	4	2	0	4	2	0	2	4	3	2	1	2	1	3	0	2	2	0	1	2	5	0	0	0	7	1	2	7	3	2	12	9	2	7	6	1	1	1	10	1	2	1	2	1	0	1	0	0	2	15	8					
		0.68%	0.75%	0.90%	0.0%	0.0%	0.93%	0.11%	0.60%	1.37%	0.74%	0.86%	0.0%	1.07%	1.04%	0.0%	1.25%	1.47%	0.65%	0.8%	0.59%	0.69%	0.36%	0.76%	0.0%	0.46%	0.78%	0.0%	0.87%	2.94%	2.25%	0.0%	0.0%	0.0%	0.63%	0.56%	0.36%	1.01%	0.39%	0.39%	1.02%	0.76%	0.31%	1.04%	0.92%	0.31%	0.55%	0.08%	0.80%	0.28%	1.38%	0.51%	1.47%	0.71%	0.0%	0.68%	0.0%	0.0%	0.58%	1.35%	0.81%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	1	2	3	0	0	1	2	1	2	1	1	6	1	0	3	0	5	1	1	1	0	0	0	2	1	0	0	0	1	0	0	2	1	0	1	2	1	4	4	4	1	2	1	0	1	1	3	0	2	1	0	0	0	0	0	2	0	4	1					
		0.29%	0.37%	0.25%	0.43%	0.0%	0.0%	0.11%	0.24%	0.17%	0.37%	0.43%	0.31%	1.61%	0.52%	0.0%	1.88%	0.0%	1.08%	0.4%	0.59%	0.34%	0.0%	0.0%	0.0%	0.46%	0.39%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	2.12%	0.09%	0.0%	0.18%	0.28%	0.13%	0.78%	0.34%	0.33%	0.15%	0.29%	0.15%	0.0%	0.55%	0.08%	0.24%	0.0%	1.38%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.36%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	207	1	5	4	2	5	14	10	7	2	2	0	5	0	1	2	4	0	5	5	2	2	4	0	4	3	0	1	1	0	0	4	0	8	0	3	0	4	3	5	5	8	2	5	6	2	9	24	1	0	3	1	3	0	0	1	1	3	7	8					
		0.81%	0.37%	0.64%	0.58%	1.12%	0.93%	1.65%	1.20%	1.20%	0.37%	0.86%	0.0%	1.34%	0.0%	0.91%	1.25%	1.47%	0.0%	2.0%	2.95%	0.69%	0.73%	1.02%	0.0%	0.93%	1.17%	0.0%	0.87%	1.47%	0.0%	0.0%	3.38%	0.0%	0.72%	0.0%	0.54%	0.0%	0.52%	0.58%	0.42%	0.42%	1.24%	0.29%	0.76%	1.90%	1.11%	0.72%	1.92%	0.28%	0.0%	1.53%	0.73%	2.14%	0.0%	0.0%	0.68%	0.80%	0.88%	0.63%	0.81%					
25	"8. ""Народно-республиканская партия России"""	37	0	2	0	0	3	0	1	0	1	1	1	1	1	0	0	0	2	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	2	0	1	1	3	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1	2	1					
		0.14%	0.0%	0.25%	0.0%	0.0%	0.55%	0.0%	0.12%	0.0%	0.18%	0.43%	0.31%	0.26%	0.52%	0.0%	0.0%	0.0%	0.43%	0.4%	0.0%	0.0%	0.36%	0.25%	0.91%	0.0%	0.39%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.09%	0.0%	0.36%	0.0%	0.13%	0.19%	0.25%	0.0%	0.0%	0.14%	0.0%	0.0%	0.55%	0.16%	0.08%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.18%	0.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	208	2	6	1	1	0	13	9	2	1	3	2	5	1	0	0	2	2	5	1	0	1	0	0	4	0	0	0	0	2	1	0	1	12	2	3	4	1	9	25	15	9	4	3	2	0	10	13	0	1	0	1	0	0	1	1	0	1	7	19					
		0.82%	0.75%	0.77%	0.14%	0.56%	0.0%	1.54%	1.08%	0.34%	0.18%	1.30%	0.63%	1.34%	0.52%	0.0%	0.0%	0.73%	0.43%	2.0%	0.59%	0.0%	0.36%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.90%	0.78%	0.0%	1.06%	1.08%	1.12%	0.54%	0.57%	0.13%	1.75%	2.13%	1.26%	1.39%	0.59%	0.46%	0.63%	0.0%	0.80%	1.04%	0.0%	0.69%	0.0%	0.73%	0.0%	0.0%	0.68%	0.68%	0.0%	0.29%	0.63%	1.93%					
27	"10. ""Аграрная партия России"""	1354	13	34	20	7	24	42	38	18	27	8	3	7	6	2	12	8	21	12	2	14	16	13	30	24	15	3	0	2	5	33	7	16	27	3	18	26	40	38	54	75	30	38	48	13	6	81	40	59	6	4	8	10	31	7	14	20	16	112	48					
		5.34%	4.90%	4.39%	2.91%	3.93%	4.46%	4.97%	4.56%	3.09%	5.01%	3.47%	0.95%	1.88%	3.14%	1.83%	7.54%	2.95%	4.55%	4.8%	1.18%	4.87%	5.86%	3.32%	27.52%	5.59%	5.88%	3.40%	0.0%	2.94%	2.25%	25.78%	5.93%	17.02%	2.43%	1.68%	3.27%	3.75%	5.26%	7.42%	4.61%	6.34%	4.65%	5.66%	7.36%	4.12%	3.35%	6.53%	3.20%	16.85%	4.16%	2.04%	5.88%	7.14%	40.78%	4.82%	9.58%	16.12%	4.71%	10.11%	4.89%					
28	"11. ""Истинные патриоты России"""	28	0	2	0	0	1	0	0	0	1	0	0	1	1	2	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1					
		0.11%	0.0%	0.25%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.26%	0.52%	1.83%	0.0%	0.0%	0.43%	0.4%	0.0%	0.0%	0.36%	0.0%	0.0%	0.23%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.14%	0.15%	0.0%	0.55%	0.08%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	337	3	11	7	1	12	3	8	6	7	2	4	10	6	0	3	3	8	4	4	1	9	3	0	6	3	0	1	0	2	1	1	1	15	0	9	8	15	10	13	23	11	9	5	4	3	21	14	3	1	4	0	1	0	0	3	0	3	21	11					
		1.33%	1.13%	1.42%	1.02%	0.56%	2.23%	0.35%	0.96%	1.03%	1.30%	0.86%	1.27%	2.68%	3.14%	0.0%	1.88%	1.10%	1.73%	1.6%	2.36%	0.34%	3.29%	0.76%	0.0%	1.39%	1.17%	0.0%	0.87%	0.0%	0.90%	0.78%	0.84%	1.06%	1.35%	0.0%	1.63%	1.15%	1.97%	1.95%	1.11%	1.94%	1.70%	1.34%	0.76%	1.26%	1.67%	1.69%	1.12%	0.85%	0.69%	2.04%	0.0%	0.71%	0.0%	0.0%	2.05%	0.0%	0.88%	1.89%	1.12%					
30	"13. ""Демократическая партия России"""	54	0	2	0	1	1	2	1	1	0	1	0	1	0	0	0	0	0	1	0	0	2	5	0	0	0	0	2	1	0	0	0	0	3	1	3	2	1	0	1	3	2	1	1	0	3	2	1	0	0	0	0	1	0	0	0	0	0	5	3					
		0.21%	0.0%	0.25%	0.0%	0.56%	0.18%	0.23%	0.12%	0.17%	0.0%	0.43%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.73%	1.27%	0.0%	0.0%	0.0%	0.0%	1.75%	1.47%	0.0%	0.0%	0.0%	0.0%	0.27%	0.56%	0.54%	0.28%	0.13%	0.0%	0.08%	0.25%	0.31%	0.14%	0.15%	0.0%	1.67%	0.16%	0.08%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	94	2	9	4	0	2	8	3	3	1	0	0	1	0	2	0	0	1	0	1	0	3	0	0	1	0	0	0	0	4	1	0	0	1	2	4	0	1	1	5	2	2	2	2	1	2	2	4	6	1	0	2	0	0	0	1	1	2	3	1					
		0.37%	0.75%	1.16%	0.58%	0.0%	0.37%	0.94%	0.36%	0.51%	0.18%	0.0%	0.0%	0.26%	0.0%	1.83%	0.0%	0.0%	0.21%	0.0%	0.59%	0.0%	1.09%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	1.80%	0.78%	0.0%	0.0%	0.09%	1.12%	0.72%	0.0%	0.13%	0.19%	0.42%	0.16%	0.31%	0.29%	0.30%	0.31%	1.11%	0.16%	0.32%	1.71%	0.69%	0.0%	1.47%	0.0%	0.0%	0.0%	0.68%	0.80%	0.58%	0.27%	0.10%					
32	"15. ""Партия СЛОН"""	85	1	6	3	2	4	4	5	2	0	2	0	0	0	0	0	0	2	1	0	1	1	4	0	0	2	0	1	0	1	0	0	1	2	0	4	14	4	1	1	1	2	3	1	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3					
		0.33%	0.37%	0.77%	0.43%	1.12%	0.74%	0.47%	0.60%	0.34%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.4%	0.0%	0.34%	0.36%	1.02%	0.0%	0.0%	0.78%	0.0%	0.87%	0.0%	0.45%	0.0%	0.0%	1.06%	0.18%	0.0%	0.72%	2.02%	0.52%	0.19%	0.08%	0.08%	0.31%	0.44%	0.15%	0.31%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	2.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3272	39	92	86	24	61	119	164	72	33	31	48	38	16	13	9	17	66	26	10	25	27	36	3	34	23	2	9	5	18	11	4	3	142	15	62	120	114	93	155	159	89	94	101	47	27	190	169	43	14	9	17	17	9	25	20	4	47	159	167					
		12.92%	14.71%	11.88%	12.53%	13.48%	11.35%	14.09%	19.68%	12.37%	6.13%	13.47%	15.28%	10.21%	8.37%	11.92%	5.66%	6.27%	14.31%	10.4%	5.91%	8.71%	9.89%	9.20%	2.75%	7.92%	9.01%	2.27%	7.89%	7.35%	8.10%	8.59%	3.38%	3.19%	12.78%	8.42%	11.29%	17.34%	14.99%	18.16%	13.24%	13.45%	13.81%	14.00%	15.49%	14.92%	15.08%	15.32%	13.55%	12.28%	9.72%	4.59%	12.49%	12.14%	11.84%	17.24%	13.69%	3.22%	13.86%	14.36%	17.02%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	47	1	0	0	1	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	2	0	0	3	0	1	1	3	0	0	1	1	0	0	5	1	0	1	1	0	4	1	1	0	1	1	1	0	0	0	0	2	3	2					
		0.18%	0.37%	0.0%	0.0%	0.56%	0.37%	0.0%	0.12%	0.17%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.51%	0.0%	0.0%	0.0%	2.27%	0.0%	0.0%	1.35%	0.0%	0.84%	1.06%	0.27%	0.0%	0.0%	0.14%	0.13%	0.0%	0.0%	0.42%	0.15%	0.0%	0.15%	0.31%	0.0%	0.32%	0.08%	0.28%	0.0%	0.51%	0.73%	0.71%	0.0%	0.0%	0.0%	0.0%	0.58%	0.27%	0.20%					
35	"18. ""ЛДПР"""	2835	28	84	80	24	61	88	76	57	55	24	49	36	15	13	23	35	41	40	26	69	46	46	4	55	41	7	21	10	34	17	21	11	171	19	62	64	68	52	141	115	54	36	43	32	12	105	143	41	22	47	16	24	1	12	23	6	35	131	123					
		11.19%	10.56%	10.85%	11.66%	13.48%	11.35%	10.42%	9.12%	9.79%	10.22%	10.43%	15.60%	9.67%	7.85%	11.92%	14.46%	12.91%	8.89%	16.0%	15.38%	24.04%	16.84%	11.76%	3.66%	12.82%	16.07%	7.95%	18.42%	14.70%	15.31%	13.28%	17.79%	11.70%	15.39%	10.67%	11.29%	9.24%	8.94%	10.15%	12.05%	9.72%	8.38%	5.36%	6.59%	10.15%	6.70%	8.46%	11.46%	11.71%	15.27%	23.97%	11.76%	17.14%	1.31%	8.27%	15.75%	4.83%	10.32%	11.83%	12.53%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	546	5	22	16	5	11	18	14	7	19	5	4	10	4	2	1	2	3	5	7	10	11	8	3	12	4	0	4	1	6	3	4	2	15	6	13	23	16	13	23	23	2	14	12	13	10	30	18	2	3	3	3	2	6	0	2	4	16	25	21					
		2.15%	1.88%	2.84%	2.33%	2.80%	2.04%	2.13%	1.68%	1.20%	3.53%	2.17%	1.27%	2.68%	2.09%	1.83%	0.62%	0.73%	0.65%	2.0%	4.14%	3.48%	4.02%	2.04%	2.75%	2.79%	1.56%	0.0%	3.50%	1.47%	2.70%	2.34%	3.38%	2.12%	1.35%	3.37%	2.36%	3.32%	2.10%	2.53%	1.96%	1.94%	0.31%	2.08%	1.84%	4.12%	5.58%	2.41%	1.44%	0.57%	2.08%	1.53%	2.20%	1.42%	7.89%	0.0%	1.36%	3.22%	4.71%	2.25%	2.14%					
37	"20. ""Политическая партия ""Единая Россия"""	7797	78	210	199	55	149	232	211	209	239	73	88	113	64	58	58	109	125	65	63	110	101	194	50	140	98	58	44	33	65	46	48	40	376	71	164	215	209	136	344	334	212	194	183	96	49	327	388	112	43	66	46	44	22	57	49	52	126	240	217					
		30.78%	29.43%	27.13%	29.00%	30.89%	27.74%	27.48%	25.33%	35.91%	44.42%	31.73%	28.02%	30.37%	33.50%	53.21%	36.47%	40.22%	27.11%	26.0%	37.27%	38.32%	36.99%	49.61%	45.87%	32.63%	38.43%	65.90%	38.59%	48.52%	29.27%	35.93%	40.67%	42.55%	33.84%	39.88%	29.87%	31.06%	27.49%	26.56%	29.40%	28.25%	32.91%	28.91%	28.06%	30.47%	27.37%	26.37%	31.11%	32.0%	29.86%	33.67%	33.82%	31.42%	28.94%	39.31%	33.56%	41.93%	37.16%	21.68%	22.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	2	3	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	3	2	0	0	3	4	1	0	0	1	0	1	0	0	0	1	1	0					
		0.14%	0.75%	0.38%	0.0%	0.0%	0.18%	0.0%	0.0%	0.68%	0.18%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.25%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.08%	0.0%	0.44%	0.30%	0.0%	0.0%	0.24%	0.32%	0.28%	0.0%	0.0%	0.73%	0.0%	1.31%	0.0%	0.0%	0.0%	0.29%	0.09%	0.0%					
39	"22. ""Развитие предпринимательства"""	48	0	1	1	0	0	2	2	1	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	1	3	3	1	2	2	0	0	4	2	0	1	0	0	1	0	0	0	0	0	4	4					
		0.18%	0.0%	0.12%	0.14%	0.0%	0.0%	0.23%	0.24%	0.17%	0.37%	0.43%	0.31%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.36%	0.0%	0.0%	0.14%	0.13%	0.19%	0.25%	0.25%	0.15%	0.29%	0.30%	0.0%	0.0%	0.32%	0.16%	0.0%	0.69%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.40%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3209	37	139	119	20	81	128	104	77	63	41	50	59	33	5	21	11	85	24	27	11	25	31	6	58	23	7	11	3	35	1	6	6	136	34	80	84	134	61	121	147	74	91	94	30	20	148	142	29	25	15	10	7	2	16	18	13	39	137	155					
		12.67%	13.96%	17.95%	17.34%	11.23%	15.08%	15.16%	12.48%	13.23%	11.71%	17.82%	15.92%	15.86%	17.27%	4.58%	13.20%	4.05%	18.43%	9.6%	15.97%	3.83%	9.15%	7.92%	5.50%	13.51%	9.01%	7.95%	9.64%	4.41%	15.76%	0.78%	5.08%	6.38%	12.24%	19.10%	14.57%	12.13%	17.63%	11.91%	10.34%	12.43%	11.49%	13.56%	14.41%	9.52%	11.17%	11.93%	11.38%	8.28%	17.36%	7.65%	7.35%	4.99%	2.63%	11.03%	12.32%	10.48%	11.50%	12.37%	15.80%					
																																																																		
