Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Новодеревеньковская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530									
		0.73%	0.98%	0.78%	0.00%	0.00%	1.29%	0.00%	0.98%	0.00%	0.78%	0.00%	0.91%	0.00%	0.68%	0.93%	0.93%	1.40%	0.36%	3.49%	0.00%	0.00%	1.01%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	225	58	35	4	4	5	3	8	3	6	7	24	2	13	10	5	20	6	3	2	3	4									
		4.08%	6.32%	4.53%	2.26%	2.09%	2.15%	1.06%	2.61%	2.16%	4.69%	4.49%	7.25%	1.38%	4.45%	9.35%	4.63%	5.62%	2.17%	3.49%	1.23%	2.01%	2.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	100	22	19	1	2	2	2	6	1	5	1	13	2	3	1	0	4	3	1	4	5	3									
		1.81%	2.40%	2.46%	0.56%	1.05%	0.86%	0.70%	1.95%	0.72%	3.91%	0.64%	3.93%	1.38%	1.03%	0.93%	0.00%	1.12%	1.09%	1.16%	2.47%	3.36%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3139	411	333	84	116	170	230	168	97	53	80	156	98	200	55	44	211	214	53	126	99	141									
		56.93%	44.82%	43.13%	47.46%	60.73%	72.96%	80.99%	54.72%	69.78%	41.41%	51.28%	47.13%	67.59%	68.49%	51.40%	40.74%	59.27%	77.54%	61.63%	77.78%	66.44%	71.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	2	1	0	0	0	0	0	0	0	1	5	2	0	0	2	1	1	1	0	0	1									
		0.31%	0.22%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	1.51%	1.38%	0.00%	0.00%	1.85%	0.28%	0.36%	1.16%	0.00%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	2	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0									
		0.15%	0.11%	0.26%	0.00%	0.52%	0.00%	0.00%	0.00%	0.72%	0.00%	0.64%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	977	217	191	59	45	35	26	59	14	24	22	40	7	36	16	26	70	15	13	13	19	30									
		17.72%	23.66%	24.74%	33.33%	23.56%	15.02%	9.15%	19.22%	10.07%	18.75%	14.10%	12.08%	4.83%	12.33%	14.95%	24.07%	19.66%	5.43%	15.12%	8.02%	12.75%	15.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	2	0	0	0	0	1	0	3	0	1	0	1	0	5	2	0	0	0	0	0									
		0.27%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	2.34%	0.00%	0.30%	0.00%	0.34%	0.00%	4.63%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	2	5	0	0	0	0	1	0	1	0	3	0	0	2	1	1	0	0	0	1	0									
		0.31%	0.22%	0.65%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.78%	0.00%	0.91%	0.00%	0.00%	1.87%	0.93%	0.28%	0.00%	0.00%	0.00%	0.67%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	4	5	2	0	2	0	1	0	2	1	0	0	0	0	2	0	0	0	1	0	1									
		0.38%	0.44%	0.65%	1.13%	0.00%	0.86%	0.00%	0.33%	0.00%	1.56%	0.64%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.62%	0.00%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	688	132	134	22	15	15	17	37	15	27	34	72	23	28	13	8	30	29	7	7	12	11									
		12.48%	14.39%	17.36%	12.43%	7.85%	6.44%	5.99%	12.05%	10.79%	21.09%	21.79%	21.75%	15.86%	9.59%	12.15%	7.41%	8.43%	10.51%	8.14%	4.32%	8.05%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	4	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1									
		0.18%	0.00%	0.52%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.30%	0.00%	0.00%	0.93%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	170	46	26	3	6	1	4	22	3	2	5	6	6	7	5	5	9	3	2	0	7	2									
		3.08%	5.02%	3.37%	1.69%	3.14%	0.43%	1.41%	7.17%	2.16%	1.56%	3.21%	1.81%	4.14%	2.40%	4.67%	4.63%	2.53%	1.09%	2.33%	0.00%	4.70%	1.01%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
