Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Шумерлинская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822									
		0.42%	0.00%	0.38%	0.52%	0.35%	0.19%	0.39%	0.18%	0.54%	0.55%	0.18%	0.18%	0.53%	1.37%	0.32%	0.41%	0.17%	0.88%	0.00%	0.85%	0.91%	0.87%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	894	40	52	43	32	48	36	49	44	50	46	52	66	58	59	52	31	27	34	8	39	14	14									
		8.08%	7.68%	9.85%	7.39%	5.57%	9.14%	6.96%	8.78%	7.86%	9.12%	8.29%	9.30%	11.62%	9.97%	9.46%	10.66%	5.35%	4.77%	5.63%	3.39%	11.78%	6.11%	6.11%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
