Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Кирсановская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180									
14	Число погашенных неиспользованных открепительных удостоверений	49	8	0	0	0	8	0	0	6	2	0	4	5	0	5	8	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	2	1	5	2	0	0	1	0	1	2	6	3	0	1	3	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	95	10	3	7	2	8	7	2	4	4	5	11	7	2	1	8	14									
		1.90%	3.33%	0.99%	2.61%	0.69%	3.33%	2.48%	0.45%	1.79%	1.61%	1.59%	3.67%	1.86%	0.75%	0.34%	1.99%	3.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	144	8	3	5	8	7	13	12	7	8	11	13	20	1	5	6	17									
		2.88%	2.67%	0.99%	1.87%	2.77%	2.92%	4.61%	2.71%	3.14%	3.23%	3.50%	4.33%	5.32%	0.37%	1.69%	1.50%	3.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	2	3	11	3	8	8	4	3	5	2	3	2	2	7	4	5									
		1.44%	0.67%	0.99%	4.10%	1.04%	3.33%	2.84%	0.90%	1.35%	2.02%	0.64%	1.00%	0.53%	0.75%	2.37%	0.99%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2713	133	183	121	160	118	126	272	92	113	144	161	197	152	125	335	281									
		54.30%	44.33%	60.80%	45.15%	55.36%	49.17%	44.68%	61.54%	41.26%	45.56%	45.86%	53.67%	52.39%	56.93%	42.37%	83.54%	62.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	2	1	0	1	0	3	2	0	1	1	1	2	0	2	3									
		0.38%	0.00%	0.66%	0.37%	0.00%	0.42%	0.00%	0.68%	0.90%	0.00%	0.32%	0.33%	0.27%	0.75%	0.00%	0.50%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.33%	0.00%	0.37%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	547	57	26	34	34	28	47	36	26	20	49	37	43	20	37	11	42									
		10.95%	19.00%	8.64%	12.69%	11.76%	11.67%	16.67%	8.14%	11.66%	8.06%	15.61%	12.33%	11.44%	7.49%	12.54%	2.74%	9.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	3	1	1	2	1	0	0	0	2	1	1	2	1	0									
		0.32%	0.33%	0.00%	1.12%	0.35%	0.42%	0.71%	0.23%	0.00%	0.00%	0.00%	0.67%	0.27%	0.37%	0.68%	0.25%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	3	0	1	2	1	2	4	2	2	1	0	0	3	1	2	1									
		0.50%	1.00%	0.00%	0.37%	0.69%	0.42%	0.71%	0.90%	0.90%	0.81%	0.32%	0.00%	0.00%	1.12%	0.34%	0.50%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2									
		0.10%	0.33%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.44%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	0	2	4	1	2	3	0	0	5	4	4	2	1	6	4	2									
		0.80%	0.00%	0.66%	1.49%	0.35%	0.83%	1.06%	0.00%	0.00%	2.02%	1.27%	1.33%	0.53%	0.37%	2.03%	0.99%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	788	41	53	52	40	39	49	35	49	58	55	48	56	61	80	15	57									
		15.77%	13.67%	17.61%	19.40%	13.84%	16.25%	17.38%	7.92%	21.97%	23.39%	17.52%	16.00%	14.89%	22.85%	27.12%	3.74%	12.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	1	0	0	3	3	2	1	0	1	2	1	0	0	1	0	1									
		0.32%	0.33%	0.00%	0.00%	1.04%	1.25%	0.71%	0.23%	0.00%	0.40%	0.64%	0.33%	0.00%	0.00%	0.34%	0.00%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	439	32	21	27	33	18	23	70	29	24	35	16	41	17	26	7	20									
		8.79%	10.67%	6.98%	10.07%	11.42%	7.50%	8.16%	15.84%	13.00%	9.68%	11.15%	5.33%	10.90%	6.37%	8.81%	1.75%	4.44%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
