Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ракитянская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №1233	УИК №1234	УИК №1235									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	247	5	4	4	0	2	1	48	5	4	7	4	11	12	0	1	6	9	0	13	11	8	0	16	15	13	8	5	9	1	2	13	8	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	120	1	1	3	2	2	1	9	1	1	2	3	4	4	4	4	7	1	2	6	6	3	2	8	7	12	4	5	3	3	2	2	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	129	0	6	6	5	3	4	0	0	1	1	1	4	0	5	4	2	1	5	2	4	7	5	4	10	2	12	10	6	4	3	2	2	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	1	0	1	0	0	1	0	1	0	0	1	1	2	2	0	0	0	0	0	4	0	2	1	0	0	1	2	0	2	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	1	3	3	0	0	0	0	0	1	0	1	0	0	2	6	3	0	2	5	1	1	1	5	1	3	10	9	7	1	0	12	1	6									
		0.37%	0.26%	0.28%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.35%	0.00%	0.00%	0.69%	1.20%	0.83%	0.00%	0.53%	0.45%	0.07%	0.08%	0.21%	0.38%	0.10%	0.35%	0.68%	0.84%	0.60%	0.30%	0.00%	1.19%	0.14%	0.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	137	0	2	3	1	0	0	0	0	0	0	2	0	5	5	6	2	5	8	8	2	3	2	9	10	2	10	13	11	1	0	9	1	17									
		0.60%	0.00%	0.19%	0.51%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.80%	1.72%	1.20%	0.55%	1.56%	2.12%	0.72%	0.15%	0.25%	0.41%	0.68%	0.97%	0.23%	0.68%	1.21%	0.94%	0.30%	0.00%	0.89%	0.14%	2.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	100	0	3	3	1	0	0	0	0	0	0	4	0	3	2	0	2	2	2	8	3	3	1	12	2	10	5	12	11	1	3	2	2	3									
		0.44%	0.00%	0.28%	0.51%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.48%	0.69%	0.00%	0.55%	0.63%	0.53%	0.72%	0.22%	0.25%	0.21%	0.90%	0.19%	1.16%	0.34%	1.12%	0.94%	0.30%	0.54%	0.20%	0.29%	0.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18148	340	956	493	154	320	152	616	221	419	690	249	592	557	241	419	318	275	328	754	995	916	370	980	784	657	1164	811	861	287	540	715	528	446									
		79.47%	87.63%	89.77%	82.99%	85.08%	84.88%	85.39%	83.81%	85.66%	85.34%	87.12%	87.99%	85.18%	88.84%	83.10%	84.14%	87.60%	85.94%	87.00%	67.99%	74.03%	75.08%	76.60%	73.74%	76.41%	76.31%	79.35%	75.58%	73.72%	86.19%	96.95%	71.07%	75.32%	69.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	6	1	3	0	4	1	1	5	3	3	0	0	1	2	2									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.55%	0.00%	0.27%	0.54%	0.07%	0.25%	0.00%	0.30%	0.10%	0.12%	0.34%	0.28%	0.26%	0.00%	0.00%	0.10%	0.29%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	2	0	1	0	2	3	0	1	0	1	1	1									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.09%	0.15%	0.00%	0.41%	0.00%	0.10%	0.00%	0.14%	0.28%	0.00%	0.30%	0.00%	0.10%	0.14%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	943	8	18	22	9	15	6	3	13	4	0	6	6	7	5	34	13	11	14	146	30	34	11	75	21	13	74	92	91	19	2	62	10	69									
		4.13%	2.06%	1.69%	3.70%	4.97%	3.98%	3.37%	0.41%	5.04%	0.81%	0.00%	2.12%	0.86%	1.12%	1.72%	6.83%	3.58%	3.44%	3.71%	13.17%	2.23%	2.79%	2.28%	5.64%	2.05%	1.51%	5.04%	8.57%	7.79%	5.71%	0.36%	6.16%	1.43%	10.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	1	0	0	2	1	1	5	0	1	1	0	2	1	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.34%	0.20%	0.28%	0.00%	0.00%	0.18%	0.07%	0.00%	0.00%	0.15%	0.10%	0.12%	0.34%	0.00%	0.09%	0.30%	0.00%	0.20%	0.14%	0.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	1	0	2	0	0	0	0	2	2	1									
		0.08%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.07%	0.08%	0.21%	0.30%	0.10%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.20%	0.29%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	2	1	2	1	0	0	0	1	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.10%	0.23%	0.07%	0.19%	0.09%	0.00%	0.00%	0.00%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	5	1	1	0	6	1	1	4	4	1	0	1	3	1	5									
		0.19%	0.00%	0.38%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.28%	0.63%	0.00%	0.45%	0.07%	0.08%	0.00%	0.45%	0.10%	0.12%	0.27%	0.37%	0.09%	0.00%	0.18%	0.30%	0.14%	0.77%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2069	26	55	33	11	25	12	48	6	45	75	12	25	24	21	18	15	20	11	140	188	209	61	120	156	98	142	89	77	14	6	136	86	65									
		9.06%	6.70%	5.16%	5.56%	6.08%	6.63%	6.74%	6.53%	2.33%	9.16%	9.47%	4.24%	3.60%	3.83%	7.24%	3.61%	4.13%	6.25%	2.92%	12.62%	13.99%	17.13%	12.63%	9.03%	15.20%	11.38%	9.68%	8.29%	6.59%	4.20%	1.08%	13.52%	12.27%	10.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	1	1	2	1	2	2	0	0	0	2	1									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.28%	0.00%	0.27%	0.09%	0.07%	0.00%	0.00%	0.08%	0.10%	0.23%	0.07%	0.19%	0.17%	0.00%	0.00%	0.00%	0.29%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1039	12	17	29	5	17	8	66	15	20	16	4	66	25	6	9	4	2	8	20	111	47	33	102	41	66	30	29	96	7	4	44	57	23									
		4.55%	3.09%	1.60%	4.88%	2.76%	4.51%	4.49%	8.98%	5.81%	4.07%	2.02%	1.41%	9.50%	3.99%	2.07%	1.81%	1.10%	0.63%	2.12%	1.80%	8.26%	3.85%	6.83%	7.67%	3.99%	7.67%	2.04%	2.70%	8.22%	2.10%	0.72%	4.37%	8.13%	3.56%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
