Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Альменевская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204									
		0.45%	0.50%	0.81%	0.51%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	1.50%	0.00%	0.00%	0.69%	0.98%	0.00%	1.52%	0.00%	1.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1017	122	117	64	41	37	12	14	33	15	79	42	28	29	31	14	13	55	32	15	11	63	4	13	26	43	20	12	23	9									
		19.04%	15.16%	18.87%	16.33%	27.52%	27.61%	17.39%	20.29%	27.73%	21.74%	23.51%	21.99%	20.44%	23.58%	22.30%	28.00%	14.94%	14.32%	34.78%	20.00%	8.59%	18.92%	6.35%	16.46%	17.93%	21.08%	45.45%	18.18%	15.33%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	3	5	1	0	1	0	0	0	0	2	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0									
		0.34%	0.37%	0.81%	0.26%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.60%	0.52%	0.00%	0.00%	0.72%	2.00%	0.00%	0.26%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	502	156	104	72	10	7	3	12	11	4	17	11	1	5	3	0	1	16	3	2	1	18	0	2	10	2	2	7	14	8									
		9.40%	19.38%	16.77%	18.37%	6.71%	5.22%	4.35%	17.39%	9.24%	5.80%	5.06%	5.76%	0.73%	4.07%	2.16%	0.00%	1.15%	4.17%	3.26%	2.67%	0.78%	5.41%	0.00%	2.53%	6.90%	0.98%	4.55%	10.61%	9.33%	8.89%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
