Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Андреапольская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22									
		0.35%	0.67%	0.00%	1.11%	0.00%	1.80%	0.54%	0.00%	0.66%	0.00%	0.61%	0.00%	0.76%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	2.40%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.29%	0.00%	0.00%	0.42%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	735	50	46	55	22	38	64	52	41	68	30	5	25	26	41	15	31	23	11	8	46	18	20									
		12.94%	16.67%	14.79%	15.28%	9.52%	11.38%	17.25%	12.21%	13.58%	18.94%	9.20%	4.81%	19.08%	9.67%	16.33%	11.03%	18.56%	6.67%	9.02%	6.84%	19.33%	8.18%	7.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0									
		0.23%	0.33%	0.00%	0.28%	0.00%	0.60%	0.54%	0.47%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.85%	0.00%	0.45%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	0	1	0	3	4	1	3	0	1	0	0	0	1	0	1	1	1	2	0	0	1									
		0.35%	0.00%	0.00%	0.28%	0.00%	0.90%	1.08%	0.23%	0.99%	0.00%	0.31%	0.00%	0.00%	0.00%	0.40%	0.00%	0.60%	0.29%	0.82%	1.71%	0.00%	0.00%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.33%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	2	0	2	0	3	2	5	1	2	1	0	0	2	0	0	1	1	1	0	2	0	0									
		0.44%	0.67%	0.00%	0.56%	0.00%	0.90%	0.54%	1.17%	0.33%	0.56%	0.31%	0.00%	0.00%	0.74%	0.00%	0.00%	0.60%	0.29%	0.82%	0.00%	0.84%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	478	24	25	34	35	37	32	42	29	43	11	6	18	15	20	21	19	24	11	3	12	10	7									
		8.41%	8.00%	8.04%	9.44%	15.15%	11.08%	8.63%	9.86%	9.60%	11.98%	3.37%	5.77%	13.74%	5.58%	7.97%	15.44%	11.38%	6.96%	9.02%	2.56%	5.04%	4.55%	2.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.23%	0.33%	0.00%	0.00%	0.00%	0.00%	0.37%	0.40%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	305	22	18	22	16	40	11	17	20	37	11	1	4	10	13	2	9	10	12	5	14	6	5									
		5.37%	7.33%	5.79%	6.11%	6.93%	11.98%	2.96%	3.99%	6.62%	10.31%	3.37%	0.96%	3.05%	3.72%	5.18%	1.47%	5.39%	2.90%	9.84%	4.27%	5.88%	2.73%	1.91%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
