Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Верхнетоемская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268									
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	406	6	6	15	5	20	5	10	10	8	3	10	8	25	25	25	5	8	10	10	5	3	3	5	5	6	5	25	5	5	5	10	5	20	5	20	5	5	20	20	5	5									
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	133	2	0	0	0	7	0	4	0	1	1	2	0	8	23	17	2	6	8	1	3	0	0	0	0	3	0	23	0	1	2	3	0	0	0	0	0	5	6	4	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	1	1	1	1	0	1	3	2	1	3	1	0	3	9	12	2	4	3	3	1	0	0	1	0	4	1	4	1	3	2	1	0	0	0	0	0	0	9	3	0	1									
14	Число погашенных открепительных удостоверений	273	4	6	15	5	13	5	6	10	7	2	8	8	17	2	8	3	2	2	9	2	3	3	5	5	3	5	2	5	4	3	7	5	20	5	20	5	0	14	16	5	4									
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
18	"1. ""ЕДИНЕНИЕ"""	141	0	4	1	0	3	1	4	6	1	1	3	1	10	14	27	2	5	0	2	1	1	3	0	0	1	0	12	2	2	6	4	0	3	1	2	1	0	6	3	5	3									
		1.33%	0.0%	2.5%	0.45%	0.0%	0.67%	1.01%	1.20%	3.10%	0.74%	1.47%	2.34%	1.08%	1.33%	1.07%	2.12%	1.86%	1.90%	0.0%	0.76%	1.40%	6.66%	11.11%	0.0%	0.0%	0.60%	0.0%	1.33%	2.89%	2.35%	3.37%	1.57%	0.0%	0.66%	0.87%	0.56%	1.78%	0.0%	1.40%	1.05%	2.73%	1.78%									
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	115	1	1	3	0	3	0	5	1	2	3	3	1	10	11	13	2	3	5	5	0	0	0	5	2	1	1	10	1	0	5	0	0	3	0	1	0	0	7	4	3	0									
		1.09%	0.69%	0.62%	1.36%	0.0%	0.67%	0.0%	1.50%	0.51%	1.49%	4.41%	2.34%	1.08%	1.33%	0.84%	1.02%	1.86%	1.14%	3.73%	1.90%	0.0%	0.0%	0.0%	2.39%	1.31%	0.60%	0.90%	1.11%	1.44%	0.0%	2.80%	0.0%	0.0%	0.66%	0.0%	0.28%	0.0%	0.0%	1.63%	1.40%	1.63%	0.0%									
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	484	5	5	1	1	18	5	29	9	12	2	5	2	48	55	59	5	16	1	7	2	1	0	11	13	14	6	37	1	2	5	11	3	31	9	24	1	1	10	6	5	6									
		4.59%	3.49%	3.12%	0.45%	1.75%	4.05%	5.05%	8.73%	4.66%	8.95%	2.94%	3.90%	2.17%	6.41%	4.23%	4.64%	4.67%	6.10%	0.74%	2.66%	2.81%	6.66%	0.0%	5.26%	8.55%	8.53%	5.45%	4.12%	1.44%	2.35%	2.80%	4.33%	4.16%	6.85%	7.89%	6.72%	1.78%	3.12%	2.34%	2.10%	2.73%	3.57%									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	175	2	1	3	0	12	0	5	3	1	8	0	1	15	22	19	0	3	2	1	2	1	0	3	1	1	4	16	5	3	4	5	0	9	1	8	0	0	10	3	0	1									
		1.66%	1.39%	0.62%	1.36%	0.0%	2.70%	0.0%	1.50%	1.55%	0.74%	11.76%	0.0%	1.08%	2.00%	1.69%	1.49%	0.0%	1.14%	1.49%	0.38%	2.81%	6.66%	0.0%	1.43%	0.65%	0.60%	3.63%	1.78%	7.24%	3.52%	2.24%	1.96%	0.0%	1.99%	0.87%	2.24%	0.0%	0.0%	2.34%	1.05%	0.0%	0.59%									
22	"5. ""За Русь Святую"""	51	0	2	2	2	3	0	2	7	0	0	1	0	2	4	2	0	0	0	2	1	0	0	1	0	0	1	7	0	0	1	1	0	1	1	4	0	0	2	2	0	0									
		0.48%	0.0%	1.25%	0.90%	3.50%	0.67%	0.0%	0.60%	3.62%	0.0%	0.0%	0.78%	0.0%	0.26%	0.30%	0.15%	0.0%	0.0%	0.0%	0.76%	1.40%	0.0%	0.0%	0.47%	0.0%	0.0%	0.90%	0.78%	0.0%	0.0%	0.56%	0.39%	0.0%	0.22%	0.87%	1.12%	0.0%	0.0%	0.46%	0.70%	0.0%	0.0%									
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	0	1	0	0	0	1	3	1	1	1	0	2	3	2	1	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	2	0	0	1	1	1	2	0	0									
		0.28%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.30%	1.55%	0.74%	1.47%	0.78%	0.0%	0.26%	0.23%	0.15%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	3.70%	0.47%	0.0%	0.0%	0.90%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	1.78%	3.12%	0.23%	0.70%	0.0%	0.0%									
24	"7. ""Новый курс - Автомобильная Россия"""	46	0	2	0	0	1	0	1	0	0	1	0	0	2	3	15	0	0	2	0	0	0	0	1	0	0	3	3	1	0	1	3	0	1	0	2	0	1	2	0	1	0									
		0.43%	0.0%	1.25%	0.0%	0.0%	0.22%	0.0%	0.30%	0.0%	0.0%	1.47%	0.0%	0.0%	0.26%	0.23%	1.18%	0.0%	0.0%	1.49%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	2.72%	0.33%	1.44%	0.0%	0.56%	1.18%	0.0%	0.22%	0.0%	0.56%	0.0%	3.12%	0.46%	0.0%	0.54%	0.0%									
25	"8. ""Народно-республиканская партия России"""	18	5	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	1									
		0.17%	3.49%	0.62%	0.0%	0.0%	0.22%	0.0%	0.30%	0.0%	0.74%	0.0%	0.0%	0.0%	0.13%	0.0%	0.07%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.28%	0.0%	0.0%	0.46%	0.0%	0.0%	0.59%									
26	"9. ""Российская экологическая партия ""Зеленые"""	24	0	0	1	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	2	1									
		0.22%	0.0%	0.0%	0.45%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.26%	0.30%	0.23%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	1.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.22%	0.0%	0.28%	0.0%	0.0%	0.23%	0.0%	1.09%	0.59%									
27	"10. ""Аграрная партия России"""	633	9	6	15	8	21	6	31	5	2	3	11	7	45	66	48	1	12	14	27	1	1	1	5	5	4	1	42	0	6	5	33	8	21	1	19	2	0	89	38	11	3									
		6.01%	6.29%	3.75%	6.81%	14.03%	4.72%	6.06%	9.33%	2.59%	1.49%	4.41%	8.59%	7.60%	6.01%	5.08%	3.77%	0.93%	4.58%	10.44%	10.26%	1.40%	6.66%	3.70%	2.39%	3.28%	2.43%	0.90%	4.68%	0.0%	7.05%	2.80%	12.99%	11.11%	4.64%	0.87%	5.32%	3.57%	0.0%	20.84%	13.33%	6.01%	1.78%									
28	"11. ""Истинные патриоты России"""	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.07%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.11%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%									
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	89	0	1	5	1	5	1	8	1	0	0	1	0	6	15	3	0	2	1	1	0	0	0	1	1	5	0	6	1	1	2	1	0	6	0	3	0	0	1	5	4	1									
		0.84%	0.0%	0.62%	2.27%	1.75%	1.12%	1.01%	2.40%	0.51%	0.0%	0.0%	0.78%	0.0%	0.80%	1.15%	0.23%	0.0%	0.76%	0.74%	0.38%	0.0%	0.0%	0.0%	0.47%	0.65%	3.04%	0.0%	0.66%	1.44%	1.17%	1.12%	0.39%	0.0%	1.32%	0.0%	0.84%	0.0%	0.0%	0.23%	1.75%	2.18%	0.59%									
30	"13. ""Демократическая партия России"""	42	0	1	1	0	2	0	0	0	0	1	0	1	5	4	8	0	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	1	0	0	1	2	3	1									
		0.39%	0.0%	0.62%	0.45%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	1.08%	0.66%	0.30%	0.62%	0.0%	1.14%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.28%	0.0%	0.0%	0.23%	0.70%	1.63%	0.59%									
31	"14. ""Великая Россия - Евразийский Союз"""	24	0	0	0	0	0	1	1	0	0	0	0	0	1	4	1	1	1	0	1	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0	3	1	0	0	1	2	0									
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.30%	0.07%	0.93%	0.38%	0.0%	0.38%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.90%	0.11%	0.0%	0.0%	0.0%	0.39%	0.0%	0.22%	0.0%	0.84%	1.78%	0.0%	0.0%	0.35%	1.09%	0.0%									
32	"15. ""Партия СЛОН"""	10	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0									
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.15%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.47%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%									
33	"16. ""Родина"" (народно-патриотический союз)"""	594	4	12	10	3	40	5	33	8	12	4	4	2	28	81	70	1	13	7	8	1	0	0	5	6	11	7	76	4	5	10	18	3	15	2	28	6	4	19	15	11	3									
		5.64%	2.79%	7.5%	4.54%	5.26%	9.00%	5.05%	9.93%	4.14%	8.95%	5.88%	3.12%	2.17%	3.74%	6.24%	5.51%	0.93%	4.96%	5.22%	3.04%	1.40%	0.0%	0.0%	2.39%	3.94%	6.70%	6.36%	8.47%	5.79%	5.88%	5.61%	7.08%	4.16%	3.31%	1.75%	7.84%	10.71%	12.5%	4.44%	5.26%	6.01%	1.78%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	0	1	0	0	2	0	0	2	0	0	0	2	3	1	6	0	1	1	0	0	0	0	3	0	2	1	9	1	0	1	0	0	0	0	0	0	0	0	1	2	1									
		0.37%	0.0%	0.62%	0.0%	0.0%	0.45%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	2.17%	0.40%	0.07%	0.47%	0.0%	0.38%	0.74%	0.0%	0.0%	0.0%	0.0%	1.43%	0.0%	1.21%	0.90%	1.00%	1.44%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	1.09%	0.59%									
35	"18. ""ЛДПР"""	1592	23	22	18	13	85	20	42	24	11	3	27	11	113	194	215	33	40	25	22	11	2	4	27	52	31	11	136	8	18	43	37	10	70	13	56	0	5	47	19	26	25									
		15.12%	16.08%	13.75%	8.18%	22.80%	19.14%	20.20%	12.65%	12.43%	8.20%	4.41%	21.09%	11.95%	15.10%	14.94%	16.92%	30.84%	15.26%	18.65%	8.36%	15.49%	13.33%	14.81%	12.91%	34.21%	18.90%	10.0%	15.16%	11.59%	21.17%	24.15%	14.56%	13.88%	15.48%	11.40%	15.68%	0.0%	15.62%	11.00%	6.66%	14.20%	14.88%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	323	3	3	8	0	17	5	8	5	11	1	6	0	29	38	32	1	11	2	6	9	1	1	1	2	5	6	38	0	4	8	1	0	16	3	16	0	0	11	6	4	5									
		3.06%	2.09%	1.87%	3.63%	0.0%	3.82%	5.05%	2.40%	2.59%	8.20%	1.47%	4.68%	0.0%	3.87%	2.92%	2.51%	0.93%	4.19%	1.49%	2.28%	12.67%	6.66%	3.70%	0.47%	1.31%	3.04%	5.45%	4.23%	0.0%	4.70%	4.49%	0.39%	0.0%	3.53%	2.63%	4.48%	0.0%	0.0%	2.57%	2.10%	2.18%	2.97%									
37	"20. ""Политическая партия ""Единая Россия"""	4855	70	69	129	18	177	50	137	103	67	32	50	58	317	559	596	53	120	55	160	37	7	15	113	51	62	50	392	42	37	73	116	32	228	74	157	38	19	171	138	84	99									
		46.11%	48.95%	43.12%	58.63%	31.57%	39.86%	50.50%	41.26%	53.36%	50.0%	47.05%	39.06%	63.04%	42.37%	43.06%	46.92%	49.53%	45.80%	41.04%	60.83%	52.11%	46.66%	55.55%	54.06%	33.55%	37.80%	45.45%	43.70%	60.86%	43.52%	41.01%	45.66%	44.44%	50.44%	64.91%	43.97%	67.85%	59.37%	40.04%	48.42%	45.90%	58.92%									
38	"21. ""Российская Конституционно-демократическая партия"""	28	0	1	0	0	2	0	0	0	0	1	1	1	2	4	3	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	1	0	4	0	0	2	0	0	0									
		0.26%	0.0%	0.62%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.47%	0.78%	1.08%	0.26%	0.30%	0.23%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	3.70%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.39%	1.38%	0.22%	0.0%	1.12%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%									
39	"22. ""Развитие предпринимательства"""	23	1	0	2	0	1	0	0	0	0	1	0	0	0	3	3	0	0	0	1	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	1									
		0.21%	0.69%	0.0%	0.90%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.23%	0.23%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.95%	0.65%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	753	19	19	15	6	30	4	19	9	6	3	8	2	67	156	73	5	23	11	8	3	1	0	14	8	15	8	53	0	1	4	17	12	28	6	14	2	1	29	29	13	12									
		7.15%	13.28%	11.87%	6.81%	10.52%	6.75%	4.04%	5.72%	4.66%	4.47%	4.41%	6.25%	2.17%	8.95%	12.01%	5.74%	4.67%	8.77%	8.20%	3.04%	4.22%	6.66%	0.0%	6.69%	5.26%	9.14%	7.27%	5.90%	0.0%	1.17%	2.24%	6.69%	16.66%	6.19%	5.26%	3.92%	3.57%	3.12%	6.79%	10.17%	7.10%	7.14%									
																																																				
41	Против всех	290	1	2	4	3	9	1	3	3	5	3	7	2	33	42	46	2	3	3	8	2	0	1	6	7	6	8	24	2	2	3	2	0	6	2	9	3	0	11	5	7	4									
		2.75%	0.69%	1.25%	1.81%	5.26%	2.02%	1.01%	0.90%	1.55%	3.73%	4.41%	5.46%	2.17%	4.41%	3.23%	3.62%	1.86%	1.14%	2.23%	3.04%	2.81%	0.0%	3.70%	2.87%	4.60%	3.65%	7.27%	2.67%	2.89%	2.35%	1.68%	0.78%	0.0%	1.32%	1.75%	2.52%	5.35%	0.0%	2.57%	1.75%	3.82%	2.38%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
