Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Район Крылатское																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №3175	УИК №5137	УИК №5138	УИК №5139	УИК №5140	УИК №5141	УИК №5142	УИК №5146	УИК №5147	УИК №5148	УИК №5149	УИК №5195	УИК №5210	УИК №5222	УИК №5226	УИК №5227	УИК №5228	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5343					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1497	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	15	0	30	10	0	0	20	0	10	10	5	3	5	10	3	5	5	10	4	2	250					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	538	26	29	27	30	33	34	15	17	10	19	34	23	22	25	10	30	22	25	23	27	38	14	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	592	29	20	17	19	14	12	12	24	16	18	26	27	16	26	21	34	32	17	18	38	20	23	15	1	0	20	8	0	2	5	1	0	0	1	0	1	4	0	0	6	29	8	1	11					
14	Число погашенных открепительных удостоверений	959	24	21	23	20	17	16	35	33	40	31	16	27	28	25	40	20	28	25	27	23	12	36	0	14	0	30	8	0	0	20	0	10	10	5	3	5	10	3	5	5	8	4	2	250					
15	Число открепительных удостоверений выданных ТИК	32	1	2	1	2	2	1	3	3	0	1	1	1	2	5	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	146	3	2	5	7	3	4	4	6	18	7	8	3	6	2	8	3	4	1	2	5	5	2	2	1	0	3	9	1	0	2	1	0	1	0	0	1	0	1	2	0	4	7	1	2					
		0.38%	0.17%	0.12%	0.30%	0.44%	0.21%	0.25%	0.31%	0.46%	0.95%	0.41%	0.47%	0.19%	0.40%	0.14%	0.50%	0.17%	0.24%	0.07%	0.12%	0.37%	0.35%	0.27%	1.58%	1.01%	0.0%	0.50%	1.38%	1.51%	0.0%	0.79%	1.78%	0.0%	2.08%	0.0%	0.0%	1.78%	0.0%	1.05%	2.22%	0.0%	0.46%	2.02%	1.12%	1.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3899	200	159	196	124	143	132	107	136	120	220	156	188	123	156	230	194	191	117	218	105	109	92	6	5	0	43	78	7	9	36	6	5	1	4	7	2	16	2	3	20	135	45	15	38					
		10.39%	11.44%	9.77%	11.96%	7.84%	10.01%	8.52%	8.52%	10.42%	6.36%	13.02%	9.24%	12.49%	8.37%	11.00%	14.47%	11.31%	11.89%	8.50%	13.30%	7.96%	7.72%	12.84%	4.76%	5.05%	0.0%	7.22%	12.01%	10.60%	14.28%	14.22%	10.71%	7.14%	2.08%	3.47%	3.91%	3.57%	9.75%	2.10%	3.33%	11.56%	15.82%	13.04%	16.85%	25.16%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	624	32	25	27	33	20	25	23	26	25	38	29	28	23	20	18	36	25	32	20	20	22	9	2	4	0	10	14	1	2	1	0	2	2	1	5	1	3	1	2	4	6	3	1	3					
		1.66%	1.83%	1.53%	1.64%	2.08%	1.40%	1.61%	1.83%	1.99%	1.32%	2.24%	1.71%	1.86%	1.56%	1.41%	1.13%	2.09%	1.55%	2.32%	1.22%	1.51%	1.55%	1.25%	1.58%	4.04%	0.0%	1.68%	2.15%	1.51%	3.17%	0.39%	0.0%	2.85%	4.16%	0.86%	2.79%	1.78%	1.82%	1.05%	2.22%	2.31%	0.70%	0.86%	1.12%	1.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4480	211	175	190	157	167	154	137	170	104	209	224	209	142	186	212	195	231	190	225	121	128	100	10	7	1	56	122	5	15	43	16	14	4	13	12	2	6	17	5	15	141	75	23	41					
		11.94%	12.07%	10.75%	11.59%	9.93%	11.69%	9.94%	10.91%	13.03%	5.52%	12.37%	13.27%	13.88%	9.66%	13.12%	13.34%	11.37%	14.38%	13.80%	13.73%	9.17%	9.07%	13.96%	7.93%	7.07%	7.69%	9.41%	18.79%	7.57%	23.80%	16.99%	28.57%	19.99%	8.33%	11.30%	6.70%	3.57%	3.65%	17.89%	5.55%	8.67%	16.52%	21.73%	25.84%	27.15%					
22	"5. ""За Русь Святую"""	156	6	3	5	5	6	8	6	9	9	6	9	5	6	6	8	10	5	8	8	2	4	3	0	0	0	5	4	0	0	1	0	1	0	0	2	1	1	0	1	0	2	1	0	0					
		0.41%	0.34%	0.18%	0.30%	0.31%	0.42%	0.51%	0.47%	0.69%	0.47%	0.35%	0.53%	0.33%	0.40%	0.42%	0.50%	0.58%	0.31%	0.58%	0.48%	0.15%	0.28%	0.41%	0.0%	0.0%	0.0%	0.84%	0.61%	0.0%	0.0%	0.39%	0.0%	1.42%	0.0%	0.0%	1.11%	1.78%	0.60%	0.0%	1.11%	0.0%	0.23%	0.28%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	115	4	8	5	9	5	5	7	8	4	3	2	3	1	4	3	6	4	3	2	10	2	0	0	0	0	4	2	0	0	2	0	2	1	0	1	1	0	0	1	0	2	1	0	0					
		0.30%	0.22%	0.49%	0.30%	0.56%	0.35%	0.32%	0.55%	0.61%	0.21%	0.17%	0.11%	0.19%	0.06%	0.28%	0.18%	0.34%	0.24%	0.21%	0.12%	0.75%	0.14%	0.0%	0.0%	0.0%	0.0%	0.67%	0.30%	0.0%	0.0%	0.79%	0.0%	2.85%	2.08%	0.0%	0.55%	1.78%	0.0%	0.0%	1.11%	0.0%	0.23%	0.28%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	710	36	52	37	38	35	28	22	34	61	35	31	26	20	24	21	27	30	29	26	30	19	6	1	2	0	6	7	1	1	2	0	0	0	1	0	1	4	0	2	1	11	3	0	0					
		1.89%	2.06%	3.19%	2.25%	2.40%	2.45%	1.80%	1.75%	2.60%	3.23%	2.07%	1.83%	1.72%	1.36%	1.69%	1.32%	1.57%	1.86%	2.10%	1.58%	2.27%	1.34%	0.83%	0.79%	2.02%	0.0%	1.00%	1.07%	1.51%	1.58%	0.79%	0.0%	0.0%	0.0%	0.86%	0.0%	1.78%	2.43%	0.0%	2.22%	0.57%	1.28%	0.86%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	2	1	0	1	0	0	0	0	2	4	3	0	0	1	0	0	1	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.12%	0.06%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.11%	0.23%	0.19%	0.0%	0.0%	0.06%	0.0%	0.0%	0.07%	0.18%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	407	24	21	13	19	21	12	9	11	17	15	23	14	16	23	6	18	16	15	23	6	11	7	1	0	0	8	10	2	1	6	1	4	0	0	2	0	2	0	5	2	16	3	2	2					
		1.08%	1.37%	1.29%	0.79%	1.20%	1.47%	0.77%	0.71%	0.84%	0.90%	0.88%	1.36%	0.93%	1.08%	1.62%	0.37%	1.04%	0.99%	1.09%	1.40%	0.45%	0.77%	0.97%	0.79%	0.0%	0.0%	1.34%	1.54%	3.03%	1.58%	2.37%	1.78%	5.71%	0.0%	0.0%	1.11%	0.0%	1.21%	0.0%	5.55%	1.15%	1.87%	0.86%	2.24%	1.32%					
27	"10. ""Аграрная партия России"""	527	17	36	23	23	20	28	21	19	22	23	16	21	23	12	22	30	27	27	16	22	25	11	2	0	0	15	6	0	2	0	0	0	1	0	2	1	1	0	0	4	4	2	1	2					
		1.40%	0.97%	2.21%	1.40%	1.45%	1.40%	1.80%	1.67%	1.45%	1.16%	1.36%	0.94%	1.39%	1.56%	0.84%	1.38%	1.74%	1.68%	1.96%	0.97%	1.66%	1.77%	1.53%	1.58%	0.0%	0.0%	2.52%	0.92%	0.0%	3.17%	0.0%	0.0%	0.0%	2.08%	0.0%	1.11%	1.78%	0.60%	0.0%	0.0%	2.31%	0.46%	0.57%	1.12%	1.32%					
28	"11. ""Истинные патриоты России"""	22	1	0	0	2	3	0	0	0	1	0	0	0	1	1	1	0	0	1	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0					
		0.05%	0.05%	0.0%	0.0%	0.12%	0.21%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.06%	0.07%	0.06%	0.0%	0.0%	0.07%	0.06%	0.30%	0.07%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	365	20	15	14	19	12	14	16	14	32	14	14	18	18	10	17	18	18	22	14	18	13	3	2	0	0	1	2	0	0	1	1	0	1	0	1	0	0	0	0	0	2	1	0	0					
		0.97%	1.14%	0.92%	0.85%	1.20%	0.84%	0.90%	1.27%	1.07%	1.69%	0.82%	0.82%	1.19%	1.22%	0.70%	1.06%	1.04%	1.12%	1.59%	0.85%	1.36%	0.92%	0.41%	1.58%	0.0%	0.0%	0.16%	0.30%	0.0%	0.0%	0.39%	1.78%	0.0%	2.08%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.28%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	40	2	3	0	1	1	2	0	1	2	1	5	0	2	0	0	2	3	0	0	2	2	0	2	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	2	0	0	1					
		0.10%	0.11%	0.18%	0.0%	0.06%	0.07%	0.12%	0.0%	0.07%	0.10%	0.05%	0.29%	0.0%	0.13%	0.0%	0.0%	0.11%	0.18%	0.0%	0.0%	0.15%	0.14%	0.0%	1.58%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.79%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.23%	0.0%	0.0%	0.66%					
31	"14. ""Великая Россия - Евразийский Союз"""	110	7	1	1	6	6	0	4	2	6	0	14	3	2	6	10	3	2	4	5	12	1	1	1	0	0	2	0	0	0	0	0	3	0	3	1	0	0	1	0	0	2	1	0	0					
		0.29%	0.40%	0.06%	0.06%	0.37%	0.42%	0.0%	0.31%	0.15%	0.31%	0.0%	0.82%	0.19%	0.13%	0.42%	0.62%	0.17%	0.12%	0.29%	0.30%	0.90%	0.07%	0.13%	0.79%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	4.28%	0.0%	2.60%	0.55%	0.0%	0.0%	1.05%	0.0%	0.0%	0.23%	0.28%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	81	2	3	4	3	2	5	4	3	1	7	4	8	2	0	2	1	2	2	4	0	6	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	6	1	2	0					
		0.21%	0.11%	0.18%	0.24%	0.18%	0.14%	0.32%	0.31%	0.23%	0.05%	0.41%	0.23%	0.53%	0.13%	0.0%	0.12%	0.05%	0.12%	0.14%	0.24%	0.0%	0.42%	0.13%	0.79%	0.0%	0.0%	0.16%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	2.22%	0.0%	0.70%	0.28%	2.24%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6805	319	287	320	291	232	312	236	207	176	323	330	290	291	275	263	342	344	253	294	268	300	162	26	18	2	94	96	3	3	35	5	8	11	13	29	4	44	22	14	23	148	66	12	14					
		18.14%	18.25%	17.63%	19.53%	18.40%	16.24%	20.15%	18.80%	15.87%	9.34%	19.12%	19.54%	19.26%	19.80%	19.40%	16.55%	19.94%	21.41%	18.38%	17.94%	20.31%	21.26%	22.62%	20.63%	18.18%	15.38%	15.79%	14.79%	4.54%	4.76%	13.83%	8.92%	11.42%	22.91%	11.30%	16.20%	7.14%	26.82%	23.15%	15.55%	13.29%	17.35%	19.13%	13.48%	9.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	0	0	1	1	2	2	0	0	5	0	1	2	1	1	0	0	1	0	0	2	5	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.08%	0.0%	0.0%	0.06%	0.06%	0.14%	0.12%	0.0%	0.0%	0.26%	0.0%	0.05%	0.13%	0.06%	0.07%	0.0%	0.0%	0.06%	0.0%	0.0%	0.15%	0.35%	0.0%	0.0%	0.0%	0.0%	0.16%	0.30%	0.0%	0.0%	0.39%	0.0%	2.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2283	89	105	84	109	108	86	89	74	329	99	90	96	76	77	89	93	68	76	90	68	100	34	7	7	0	24	34	2	2	8	3	2	3	6	4	2	7	6	5	3	14	14	1	0					
		6.08%	5.09%	6.45%	5.12%	6.89%	7.56%	5.55%	7.09%	5.67%	17.46%	5.86%	5.33%	6.37%	5.17%	5.43%	5.60%	5.42%	4.23%	5.52%	5.49%	5.15%	7.08%	4.74%	5.55%	7.07%	0.0%	4.03%	5.23%	3.03%	3.17%	3.16%	5.35%	2.85%	6.25%	5.21%	2.23%	3.57%	4.26%	6.31%	5.55%	1.73%	1.64%	4.05%	1.12%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	318	18	12	8	23	9	12	11	11	12	14	11	9	16	21	13	11	14	9	7	11	13	6	1	0	0	9	7	3	0	3	0	1	0	1	5	0	3	0	1	3	7	3	0	0					
		0.84%	1.03%	0.73%	0.48%	1.45%	0.63%	0.77%	0.87%	0.84%	0.63%	0.82%	0.65%	0.59%	1.08%	1.48%	0.81%	0.64%	0.87%	0.65%	0.42%	0.83%	0.92%	0.83%	0.79%	0.0%	0.0%	1.51%	1.07%	4.54%	0.0%	1.18%	0.0%	1.42%	0.0%	0.86%	2.79%	0.0%	1.82%	0.0%	1.11%	1.73%	0.82%	0.86%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	10377	487	454	415	423	365	475	381	363	682	446	431	361	428	335	464	487	416	365	454	373	401	190	40	28	6	191	99	20	11	57	16	12	19	54	79	20	53	35	32	58	211	79	27	34					
		27.67%	27.87%	27.90%	25.33%	26.75%	25.56%	30.68%	30.35%	27.83%	36.19%	26.40%	25.53%	23.98%	29.13%	23.64%	29.20%	28.39%	25.90%	26.52%	27.71%	28.27%	28.41%	26.53%	31.74%	28.28%	46.15%	32.10%	15.25%	30.30%	17.46%	22.52%	28.57%	17.14%	39.58%	46.95%	44.13%	35.71%	32.31%	36.84%	35.55%	33.52%	24.73%	22.89%	30.33%	22.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	3	2	4	5	1	0	1	2	2	2	1	1	2	1	4	2	3	4	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.12%	0.17%	0.12%	0.24%	0.31%	0.07%	0.0%	0.07%	0.15%	0.10%	0.11%	0.05%	0.06%	0.13%	0.07%	0.25%	0.11%	0.18%	0.29%	0.0%	0.15%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.11%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	145	4	4	4	7	9	5	6	4	3	5	11	6	3	7	7	6	7	7	6	8	4	2	0	1	0	1	6	1	0	0	1	4	0	1	2	0	0	1	0	0	2	0	0	0					
		0.38%	0.22%	0.24%	0.24%	0.44%	0.63%	0.32%	0.47%	0.30%	0.15%	0.29%	0.65%	0.39%	0.20%	0.49%	0.44%	0.34%	0.43%	0.50%	0.36%	0.60%	0.28%	0.27%	0.0%	1.01%	0.0%	0.16%	0.92%	1.51%	0.0%	0.0%	1.78%	5.71%	0.0%	0.86%	1.11%	0.0%	0.0%	1.05%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2993	135	130	153	143	134	136	83	97	115	119	125	109	154	117	97	120	97	112	125	127	126	45	14	11	4	62	53	11	2	23	1	5	1	8	10	13	16	9	6	26	79	25	3	12					
		7.98%	7.72%	7.99%	9.34%	9.04%	9.38%	8.78%	6.61%	7.43%	6.10%	7.04%	7.40%	7.24%	10.48%	8.25%	6.10%	6.99%	6.03%	8.13%	7.63%	9.62%	8.92%	6.28%	11.11%	11.11%	30.76%	10.42%	8.16%	16.66%	3.17%	9.09%	1.78%	7.14%	2.08%	6.95%	5.58%	23.21%	9.75%	9.47%	6.66%	15.02%	9.26%	7.24%	3.37%	7.94%					
																																																			
41	Против всех	2556	117	119	117	123	106	98	76	97	109	93	134	97	103	122	93	97	92	96	91	93	101	35	6	13	0	59	87	9	15	27	4	4	2	9	16	7	5	0	6	13	52	12	1	0					
		6.81%	6.69%	7.31%	7.14%	7.77%	7.42%	6.33%	6.05%	7.43%	5.78%	5.50%	7.93%	6.44%	7.01%	8.60%	5.85%	5.65%	5.72%	6.97%	5.55%	7.05%	7.15%	4.88%	4.76%	13.13%	0.0%	9.91%	13.40%	13.63%	23.80%	10.67%	7.14%	5.71%	4.16%	7.82%	8.93%	12.49%	3.04%	0.0%	6.66%	7.51%	6.09%	3.47%	1.12%	0.0%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
