Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Березниковская городская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3720	80	70	60	50	70	60	70	80	60	60	80	60	80	70	60	70	70	80	70	70	80	60	70	70	70	70	70	70	70	70	80	80	80	70	80	70	80	60	70	70	70	70	80	70	70	70	70	70	60	80	70	70	60	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	401	7	6	1	0	9	3	14	6	16	10	10	11	10	14	7	8	5	7	9	5	6	3	7	11	4	9	6	9	18	8	3	13	4	5	8	6	8	10	8	8	4	9	4	7	0	9	6	7	10	15	13	1	4	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	213	5	2	1	0	4	3	8	3	1	2	8	5	9	8	5	2	1	1	2	0	4	4	0	2	4	5	7	1	3	2	4	2	5	6	2	3	9	3	3	3	3	1	23	2	5	5	2	3	7	4	6	5	2	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	3319	73	64	59	50	61	57	56	74	44	50	70	49	70	56	53	62	65	73	61	65	74	57	63	59	66	61	64	61	52	62	77	67	76	65	72	64	72	50	62	62	66	61	76	63	70	61	64	63	50	65	57	69	56	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	2	0	0	0	2	1	1	0	0	1	1	2	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	2	1	3	1	1	3	5	0	2	2	2	0	1	0	0	0	0	1	1	0	0	1	3	1	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	418	13	5	4	0	9	10	13	6	5	3	13	12	10	11	8	6	9	5	7	7	7	4	2	6	9	7	9	12	5	7	12	7	9	9	6	4	8	7	4	11	5	10	10	6	10	10	8	8	8	15	14	4	7	1	1									
		1.48%	1.95%	1.04%	1.27%	0.00%	2.03%	2.54%	2.09%	1.32%	0.97%	0.87%	2.22%	2.15%	1.54%	2.16%	1.60%	1.09%	2.00%	1.00%	1.22%	1.33%	1.31%	0.89%	0.44%	1.51%	2.02%	1.30%	1.73%	2.23%	0.72%	1.39%	2.01%	1.37%	1.47%	1.58%	1.07%	0.77%	1.16%	1.78%	0.65%	1.80%	1.10%	1.60%	1.38%	1.05%	1.79%	1.68%	1.24%	1.31%	1.65%	1.99%	2.51%	0.77%	1.29%	0.87%	1.43%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	768	84	10	12	0	12	10	15	6	9	12	17	14	18	9	13	11	17	11	14	18	15	8	8	12	8	11	10	19	12	13	16	9	16	21	17	10	18	11	17	12	8	10	24	11	19	15	15	10	13	25	15	17	8	3	0									
		2.71%	12.63%	2.09%	3.82%	0.00%	2.71%	2.54%	2.42%	1.32%	1.74%	3.48%	2.90%	2.51%	2.78%	1.77%	2.61%	1.99%	3.78%	2.21%	2.43%	3.43%	2.81%	1.77%	1.75%	3.02%	1.79%	2.05%	1.92%	3.54%	1.74%	2.58%	2.68%	1.76%	2.61%	3.70%	3.03%	1.93%	2.60%	2.79%	2.78%	1.96%	1.75%	1.60%	3.32%	1.93%	3.39%	2.52%	2.32%	1.63%	2.69%	3.31%	2.69%	3.28%	1.47%	2.61%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	713	18	4	7	0	16	10	12	10	11	11	20	19	13	12	15	17	9	15	16	6	17	6	4	11	13	17	6	22	14	8	14	14	17	15	14	24	11	6	19	11	16	10	11	14	15	16	12	16	14	26	24	15	11	6	3									
		2.52%	2.71%	0.84%	2.23%	0.00%	3.61%	2.54%	1.93%	2.20%	2.13%	3.19%	3.41%	3.41%	2.01%	2.36%	3.01%	3.08%	2.00%	3.01%	2.78%	1.14%	3.18%	1.33%	0.88%	2.76%	2.91%	3.17%	1.15%	4.10%	2.03%	1.59%	2.35%	2.73%	2.77%	2.64%	2.50%	4.63%	1.59%	1.52%	3.11%	1.80%	3.51%	1.60%	1.52%	2.46%	2.68%	2.68%	1.86%	2.61%	2.89%	3.44%	4.31%	2.90%	2.02%	5.22%	4.29%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12449	299	205	150	48	190	146	242	193	189	146	235	238	265	224	211	246	211	243	265	237	229	202	204	206	200	243	260	236	317	223	244	193	284	237	252	225	296	175	273	261	210	286	352	259	245	262	313	276	215	330	234	206	231	56	31									
		44.00%	44.96%	42.80%	47.77%	61.54%	42.89%	37.06%	38.97%	42.51%	36.56%	42.32%	40.10%	42.65%	40.90%	44.01%	42.28%	44.57%	46.89%	48.80%	46.09%	45.14%	42.88%	44.79%	44.74%	51.76%	44.84%	45.25%	50.00%	43.95%	45.94%	44.25%	40.94%	37.70%	46.33%	41.73%	44.92%	43.44%	42.84%	44.42%	44.68%	42.65%	46.05%	45.69%	48.69%	45.52%	43.75%	43.96%	48.45%	45.02%	44.42%	43.71%	42.01%	39.77%	42.46%	48.70%	44.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	187	3	3	2	0	4	8	7	5	4	1	5	6	5	2	6	2	1	4	2	2	1	4	4	1	1	5	0	5	5	1	4	3	1	4	1	3	2	5	1	5	6	4	6	3	4	2	6	5	4	6	3	2	6	0	2									
		0.66%	0.45%	0.63%	0.64%	0.00%	0.90%	2.03%	1.13%	1.10%	0.77%	0.29%	0.85%	1.08%	0.77%	0.39%	1.20%	0.36%	0.22%	0.80%	0.35%	0.38%	0.19%	0.89%	0.88%	0.25%	0.22%	0.93%	0.00%	0.93%	0.72%	0.20%	0.67%	0.59%	0.16%	0.70%	0.18%	0.58%	0.29%	1.27%	0.16%	0.82%	1.32%	0.64%	0.83%	0.53%	0.71%	0.34%	0.93%	0.82%	0.83%	0.79%	0.54%	0.39%	1.10%	0.00%	2.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	0	1	0	1	0	0	1	2	1	2	1	2	1	0	3	2	0	1	1	0	0	1	1	1	1	5	3	0	1	1	0	2	1	1	1	0	2	1	0	3	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0									
		0.18%	0.00%	0.21%	0.00%	1.28%	0.00%	0.00%	0.16%	0.44%	0.19%	0.58%	0.17%	0.36%	0.15%	0.00%	0.60%	0.36%	0.00%	0.20%	0.17%	0.00%	0.00%	0.22%	0.22%	0.25%	0.22%	0.93%	0.58%	0.00%	0.14%	0.20%	0.00%	0.39%	0.16%	0.18%	0.18%	0.00%	0.29%	0.25%	0.00%	0.49%	0.00%	0.16%	0.14%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4327	103	88	52	17	59	59	96	64	91	68	89	69	115	75	64	82	74	71	71	80	85	69	74	47	76	76	93	77	104	73	81	92	93	80	70	91	123	50	83	100	62	107	121	84	80	97	95	103	62	94	89	92	86	19	12									
		15.29%	15.49%	18.37%	16.56%	21.79%	13.32%	14.97%	15.46%	14.10%	17.60%	19.71%	15.19%	12.37%	17.75%	14.73%	12.83%	14.86%	16.44%	14.26%	12.35%	15.24%	15.92%	15.30%	16.23%	11.81%	17.04%	14.15%	17.88%	14.34%	15.07%	14.48%	13.59%	17.97%	15.17%	14.08%	12.48%	17.57%	17.80%	12.69%	13.58%	16.34%	13.60%	17.09%	16.74%	14.76%	14.29%	16.28%	14.71%	16.80%	12.81%	12.45%	15.98%	17.76%	15.81%	16.52%	17.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	256	9	3	0	0	5	5	4	4	1	4	9	4	14	2	6	6	2	2	13	4	5	3	2	2	3	8	4	8	7	4	9	1	5	7	6	4	8	3	7	7	5	5	3	2	2	5	8	2	1	5	5	6	4	3	0									
		0.90%	1.35%	0.63%	0.00%	0.00%	1.13%	1.27%	0.64%	0.88%	0.19%	1.16%	1.54%	0.72%	2.16%	0.39%	1.20%	1.09%	0.44%	0.40%	2.26%	0.76%	0.94%	0.67%	0.44%	0.50%	0.67%	1.49%	0.77%	1.49%	1.01%	0.79%	1.51%	0.20%	0.82%	1.23%	1.07%	0.77%	1.16%	0.76%	1.15%	1.14%	1.10%	0.80%	0.41%	0.35%	0.36%	0.84%	1.24%	0.33%	0.21%	0.66%	0.90%	1.16%	0.74%	2.61%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	439	13	12	6	0	15	16	15	8	6	2	12	6	15	14	7	9	7	2	9	4	6	2	3	1	3	12	10	5	6	8	12	5	5	5	4	6	11	5	9	11	14	10	10	8	8	10	8	10	5	14	14	6	12	3	0									
		1.55%	1.95%	2.51%	1.91%	0.00%	3.39%	4.06%	2.42%	1.76%	1.16%	0.58%	2.05%	1.08%	2.31%	2.75%	1.40%	1.63%	1.56%	0.40%	1.57%	0.76%	1.12%	0.44%	0.66%	0.25%	0.67%	2.23%	1.92%	0.93%	0.87%	1.59%	2.01%	0.98%	0.82%	0.88%	0.71%	1.16%	1.59%	1.27%	1.47%	1.80%	3.07%	1.60%	1.38%	1.41%	1.43%	1.68%	1.24%	1.63%	1.03%	1.85%	2.51%	1.16%	2.21%	2.61%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	1	0	1	0	0	1	1	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	1	1	0	2	0	0	1	2	0	1	0	0	1	0	0	1	1	0	0	0	0	2	1	0	2	1	0	1									
		0.11%	0.15%	0.00%	0.32%	0.00%	0.00%	0.25%	0.16%	0.22%	0.39%	0.00%	0.17%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.44%	0.25%	0.22%	0.00%	0.00%	0.19%	0.14%	0.00%	0.34%	0.00%	0.00%	0.18%	0.36%	0.00%	0.14%	0.00%	0.00%	0.16%	0.00%	0.00%	0.14%	0.18%	0.00%	0.00%	0.00%	0.00%	0.41%	0.13%	0.00%	0.39%	0.18%	0.00%	1.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	760	19	14	8	2	12	19	15	9	16	7	21	32	16	14	21	15	2	6	26	18	12	14	19	10	17	16	6	14	12	24	19	10	10	11	10	10	15	5	19	18	18	20	18	16	6	10	11	11	12	27	14	16	15	3	0									
		2.69%	2.86%	2.92%	2.55%	2.56%	2.71%	4.82%	2.42%	1.98%	3.09%	2.03%	3.58%	5.73%	2.47%	2.75%	4.21%	2.72%	0.44%	1.20%	4.52%	3.43%	2.25%	3.10%	4.17%	2.51%	3.81%	2.98%	1.15%	2.61%	1.74%	4.76%	3.19%	1.95%	1.63%	1.94%	1.78%	1.93%	2.17%	1.27%	3.11%	2.94%	3.95%	3.19%	2.49%	2.81%	1.07%	1.68%	1.70%	1.79%	2.48%	3.58%	2.51%	3.09%	2.76%	2.61%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3321	18	61	34	8	50	52	87	68	80	47	70	62	92	59	71	68	46	63	53	70	59	46	58	41	44	52	62	60	80	58	60	52	61	57	87	55	74	53	85	75	56	62	67	66	66	79	61	67	73	95	77	87	66	13	8									
		11.74%	2.71%	12.73%	10.83%	10.26%	11.29%	13.20%	14.01%	14.98%	15.47%	13.62%	11.95%	11.11%	14.20%	11.59%	14.23%	12.32%	10.22%	12.65%	9.22%	13.33%	11.05%	10.20%	12.72%	10.30%	9.87%	9.68%	11.92%	11.17%	11.59%	11.51%	10.07%	10.16%	9.95%	10.04%	15.51%	10.62%	10.71%	13.45%	13.91%	12.25%	12.28%	9.90%	9.27%	11.60%	11.79%	13.26%	9.44%	10.93%	15.08%	12.58%	13.82%	16.80%	12.13%	11.30%	11.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	4	4	1	0	3	1	2	2	1	1	2	1	2	2	2	1	1	2	5	1	2	0	0	1	1	0	2	3	0	2	1	1	0	1	1	0	3	1	3	4	0	3	0	3	2	2	1	3	5	2	1	2	5	1	0									
		0.33%	0.60%	0.84%	0.32%	0.00%	0.68%	0.25%	0.32%	0.44%	0.19%	0.29%	0.34%	0.18%	0.31%	0.39%	0.40%	0.18%	0.22%	0.40%	0.87%	0.19%	0.37%	0.00%	0.00%	0.25%	0.22%	0.00%	0.38%	0.56%	0.00%	0.40%	0.17%	0.20%	0.00%	0.18%	0.18%	0.00%	0.43%	0.25%	0.49%	0.65%	0.00%	0.48%	0.00%	0.53%	0.36%	0.34%	0.15%	0.49%	1.03%	0.26%	0.18%	0.39%	0.92%	0.87%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3181	62	49	26	0	32	48	80	59	60	36	66	67	68	63	49	57	40	43	59	57	67	56	54	45	56	61	44	55	84	68	88	91	75	79	76	60	80	59	60	70	43	53	75	56	82	69	70	71	51	74	55	44	72	7	10									
		11.24%	9.32%	10.23%	8.28%	0.00%	7.22%	12.18%	12.88%	12.99%	11.61%	10.43%	11.26%	12.01%	10.49%	12.38%	9.82%	10.33%	8.89%	8.63%	10.26%	10.86%	12.55%	12.42%	11.84%	11.31%	12.56%	11.36%	8.46%	10.24%	12.17%	13.49%	14.77%	17.77%	12.23%	13.91%	13.55%	11.58%	11.58%	14.97%	9.82%	11.44%	9.43%	8.47%	10.37%	9.84%	14.64%	11.58%	10.84%	11.58%	10.54%	9.80%	9.87%	8.49%	13.24%	6.09%	14.29%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
