Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Жердевская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74									
		2.92%	3.12%	4.32%	1.37%	2.25%	2.31%	3.04%	1.46%	5.68%	3.50%	4.56%	0.36%	2.01%	0.70%	2.75%	0.61%	0.72%	0.65%	5.88%	5.14%	0.68%	4.10%	10.59%	8.02%	5.49%	0.00%	1.65%	4.32%	1.89%	3.33%	2.60%	0.84%	3.54%	0.00%	1.32%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	245	13	1	10	9	4	16	17	11	7	5	6	7	6	3	7	10	4	7	9	4	11	2	14	6	6	3	6	2	14	8	7	4	0	2	4									
		2.35%	3.12%	0.17%	2.74%	2.53%	1.54%	3.25%	2.48%	1.60%	1.44%	1.90%	2.16%	1.56%	1.05%	2.75%	2.13%	3.60%	2.58%	2.57%	3.56%	0.90%	4.10%	2.35%	3.12%	6.59%	4.92%	1.65%	3.70%	1.26%	3.89%	4.17%	5.88%	2.02%	0.00%	1.32%	4.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	134	11	6	4	8	2	9	5	11	11	4	3	2	3	0	2	1	2	8	5	1	4	1	7	0	2	2	0	1	4	4	2	1	1	4	3									
		1.28%	2.64%	1.04%	1.10%	2.25%	0.77%	1.83%	0.73%	1.60%	2.26%	1.52%	1.08%	0.45%	0.52%	0.00%	0.61%	0.36%	1.29%	2.94%	1.98%	0.23%	1.49%	1.18%	1.56%	0.00%	1.64%	1.10%	0.00%	0.63%	1.11%	2.08%	1.68%	0.51%	1.08%	2.65%	3.61%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6308	203	427	232	167	187	239	425	375	292	152	165	314	444	75	224	200	109	134	126	273	125	46	277	46	84	112	95	112	195	97	77	110	66	70	33									
		60.40%	48.68%	73.75%	63.56%	46.91%	71.92%	48.48%	62.04%	54.59%	60.08%	57.79%	59.35%	70.09%	77.49%	68.81%	68.09%	71.94%	70.32%	49.26%	49.80%	61.63%	46.64%	54.12%	61.69%	50.55%	68.85%	61.54%	58.64%	70.44%	54.17%	50.52%	64.71%	55.56%	70.97%	46.36%	39.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	4	0	2	1	0	1	1	1	3	5	2	2	1	0	1	1	0	0	2	0	1	0	1	0	1	0	2	0	0	0	0	0	0	1	0									
		0.32%	0.96%	0.00%	0.55%	0.28%	0.00%	0.20%	0.15%	0.15%	0.62%	1.90%	0.72%	0.45%	0.17%	0.00%	0.30%	0.36%	0.00%	0.00%	0.79%	0.00%	0.37%	0.00%	0.22%	0.00%	0.82%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	1	1	1	1	1	0	2	0	0	1	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.14%	0.24%	0.17%	0.27%	0.28%	0.38%	0.00%	0.29%	0.00%	0.00%	0.38%	0.00%	0.22%	0.17%	0.00%	0.00%	0.36%	0.00%	0.00%	0.79%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1256	56	51	33	50	32	60	76	96	67	15	23	48	54	10	36	21	22	25	43	85	47	9	47	13	13	31	18	19	46	32	13	18	4	26	17									
		12.03%	13.43%	8.81%	9.04%	14.04%	12.31%	12.17%	11.09%	13.97%	13.79%	5.70%	8.27%	10.71%	9.42%	9.17%	10.94%	7.55%	14.19%	9.19%	16.99%	19.19%	17.54%	10.59%	10.47%	14.29%	10.66%	17.03%	11.11%	11.95%	12.78%	16.67%	10.92%	9.09%	4.30%	17.22%	20.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	7	5	4	6	1	6	7	6	1	2	1	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.52%	1.68%	0.86%	1.10%	1.69%	0.38%	1.22%	1.02%	0.87%	0.21%	0.76%	0.36%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.23%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	0	0	5	1	2	0	5	1	1	0	0	0	0	1	0	1	0	0	0	0	2	1	1	0	1	1	1	0	1	3	0	1	0	0	0									
		0.28%	0.00%	0.00%	1.37%	0.28%	0.77%	0.00%	0.73%	0.15%	0.21%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.75%	1.18%	0.22%	0.00%	0.82%	0.55%	0.62%	0.00%	0.28%	1.56%	0.00%	0.51%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	2	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.15%	0.00%	0.21%	0.38%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.22%	0.00%	0.82%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	1	4	0	0	2	3	2	0	3	2	0	0	1	0	0	1	0	3	2	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0									
		0.31%	0.24%	0.69%	0.00%	0.00%	0.77%	0.61%	0.29%	0.00%	0.62%	0.76%	0.00%	0.00%	0.17%	0.00%	0.00%	0.36%	0.00%	1.10%	0.79%	0.00%	1.49%	0.00%	0.00%	1.10%	0.00%	0.00%	0.62%	0.00%	0.00%	0.52%	0.00%	0.51%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1371	76	41	42	74	15	100	103	107	56	36	41	46	41	9	37	24	11	55	44	52	39	7	41	14	7	19	14	15	72	28	12	45	7	22	19									
		13.13%	18.23%	7.08%	11.51%	20.79%	5.77%	20.28%	15.04%	15.57%	11.52%	13.69%	14.75%	10.27%	7.16%	8.26%	11.25%	8.63%	7.10%	20.22%	17.39%	11.74%	14.55%	8.24%	9.13%	15.38%	5.74%	10.44%	8.64%	9.43%	20.00%	14.58%	10.08%	22.73%	7.53%	14.57%	22.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	3	0	1	3	0	3	4	6	0	0	1	1	0	0	1	2	1	0	0	0	2	2	0	1	0	1	0	0	0	1	1	1	0	0	0									
		0.34%	0.72%	0.00%	0.27%	0.84%	0.00%	0.61%	0.58%	0.87%	0.00%	0.00%	0.36%	0.22%	0.00%	0.00%	0.30%	0.72%	0.65%	0.00%	0.00%	0.00%	0.75%	2.35%	0.00%	1.10%	0.00%	0.55%	0.00%	0.00%	0.00%	0.52%	0.84%	0.51%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	369	18	18	21	10	5	18	18	23	10	25	28	6	8	2	6	11	3	12	3	3	12	6	14	1	3	4	10	5	8	8	4	2	15	24	5									
		3.53%	4.32%	3.11%	5.75%	2.81%	1.92%	3.65%	2.63%	3.35%	2.06%	9.51%	10.07%	1.34%	1.40%	1.83%	1.82%	3.96%	1.94%	4.41%	1.19%	0.68%	4.48%	7.06%	3.12%	1.10%	2.46%	2.20%	6.17%	3.14%	2.22%	4.17%	3.36%	1.01%	16.13%	15.89%	6.02%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
