Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Можайская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1451	40	5	15	40	10	37	31	30	25	21	17	40	38	26	20	28	28	14	12	30	21	41	10	71	20	54	19	13	18	20	20	28	3	10	10	25	10	15	40	10	35	10	20	20	37	3	21	14	23	23	32	9	21	30	10	13	20	10	25	10	20	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1442	40	5	15	40	10	37	29	30	25	21	17	39	38	24	20	28	28	14	12	30	21	41	9	71	20	54	19	13	18	20	20	28	1	9	10	25	10	15	40	10	35	10	20	20	37	3	21	14	23	23	32	9	21	30	10	13	20	10	25	10	20	40	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	824	39	5	7	39	20	14	16	16	12	31	6	39	14	76	20	3	12	10	46	7	6	12	14	9	11	18	1	19	6	9	6	16	3	7	3	4	7	13	5	6	27	21	8	4	5	2	3	4	16	12	19	16	5	8	17	8	2	5	5	9	6	3	12					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	4	1	1	4	5	3	1	5	3	15	1	1	4	1	4	0	1	0	0	1	2	3	1	3	3	0	0	2	1	0	0	3	0	1	0	2	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	1062	32	17	18	30	24	26	30	23	16	32	19	24	47	21	26	31	11	15	7	19	17	32	30	47	17	20	19	10	12	8	12	23	2	4	10	6	10	5	12	5	20	5	17	8	11	7	13	6	15	28	39	8	22	18	0	8	6	6	5	5	0	16	30					
		3.06%	3.50%	9.83%	3.52%	2.60%	3.07%	2.57%	3.90%	2.98%	2.18%	3.12%	3.11%	2.92%	4.77%	2.86%	4.02%	3.69%	1.94%	4.44%	3.03%	2.31%	3.07%	3.67%	3.64%	4.56%	2.83%	3.38%	5.22%	2.90%	2.86%	1.90%	2.84%	4.61%	1.07%	2.45%	5.32%	1.69%	3.53%	1.58%	3.68%	1.90%	2.77%	2.76%	3.14%	1.68%	2.15%	5.19%	2.09%	3.09%	3.18%	4.92%	4.72%	3.49%	3.62%	2.75%	0.00%	3.23%	1.32%	2.65%	1.68%	1.98%	0.00%	2.12%	1.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	266	5	1	8	8	5	13	2	8	6	10	9	5	8	10	14	7	5	3	1	9	9	7	7	13	2	6	2	2	2	3	1	4	0	2	0	4	1	3	2	1	9	3	2	0	1	0	1	0	2	1	6	0	4	5	2	3	1	0	1	0	0	5	12					
		0.77%	0.55%	0.58%	1.57%	0.69%	0.64%	1.28%	0.26%	1.04%	0.82%	0.98%	1.48%	0.61%	0.81%	1.36%	2.17%	0.83%	0.88%	0.89%	0.43%	1.09%	1.62%	0.80%	0.85%	1.26%	0.33%	1.01%	0.55%	0.58%	0.48%	0.71%	0.24%	0.80%	0.00%	1.23%	0.00%	1.13%	0.35%	0.95%	0.61%	0.38%	1.24%	1.66%	0.37%	0.00%	0.20%	0.00%	0.16%	0.00%	0.42%	0.18%	0.73%	0.00%	0.66%	0.76%	1.02%	1.21%	0.22%	0.00%	0.34%	0.00%	0.00%	0.66%	0.76%					
20	3.Политическая партия «Демократическая партия России»	37	1	0	0	0	0	2	0	1	1	0	0	0	0	3	1	0	1	0	1	4	2	1	1	3	1	1	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	0					
		0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.41%	0.15%	0.00%	0.18%	0.00%	0.43%	0.49%	0.36%	0.11%	0.12%	0.29%	0.17%	0.17%	0.55%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.32%	0.31%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.21%	0.18%	0.12%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5396	153	27	89	213	162	201	194	192	133	148	99	164	205	98	109	134	87	44	27	121	92	122	80	111	132	87	67	73	79	66	79	68	21	21	30	48	37	61	52	35	113	35	63	72	73	20	79	19	103	80	105	35	121	85	20	30	49	42	60	21	38	60	112					
		15.56%	16.74%	15.61%	17.42%	18.46%	20.72%	19.84%	25.19%	24.87%	18.12%	14.44%	16.23%	19.95%	20.81%	13.35%	16.87%	15.97%	15.37%	13.02%	11.69%	14.72%	16.61%	13.99%	9.71%	10.77%	21.96%	14.70%	18.41%	21.16%	18.85%	15.64%	18.72%	13.63%	11.23%	12.88%	15.96%	13.52%	13.07%	19.30%	15.95%	13.31%	15.63%	19.34%	11.65%	15.13%	14.26%	14.81%	12.68%	9.79%	21.87%	14.06%	12.70%	15.28%	19.90%	12.99%	10.15%	12.10%	10.75%	18.58%	20.20%	8.33%	8.15%	7.95%	7.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	462	6	1	8	16	15	13	20	17	10	14	10	12	16	7	17	10	5	5	2	12	15	6	12	7	4	6	8	2	0	5	1	19	6	0	0	8	2	4	1	1	9	5	1	4	8	12	13	2	4	16	4	0	6	8	4	3	2	3	1	2	3	10	19					
		1.33%	0.66%	0.58%	1.57%	1.39%	1.92%	1.28%	2.60%	2.20%	1.36%	1.37%	1.64%	1.46%	1.62%	0.95%	2.63%	1.19%	0.88%	1.48%	0.87%	1.46%	2.71%	0.69%	1.46%	0.68%	0.67%	1.01%	2.20%	0.58%	0.00%	1.18%	0.24%	3.81%	3.21%	0.00%	0.00%	2.25%	0.71%	1.27%	0.31%	0.38%	1.24%	2.76%	0.18%	0.84%	1.56%	8.89%	2.09%	1.03%	0.85%	2.81%	0.48%	0.00%	0.99%	1.22%	2.03%	1.21%	0.44%	1.33%	0.34%	0.79%	0.64%	1.32%	1.21%					
23	6.Политическая партия «Партия социальной справедливости»	84	2	0	2	5	3	1	5	1	1	11	3	1	3	2	3	1	3	0	0	2	3	1	1	4	0	2	0	2	0	1	0	4	0	0	1	0	1	1	0	0	3	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	2	2					
		0.24%	0.22%	0.00%	0.39%	0.43%	0.38%	0.10%	0.65%	0.13%	0.14%	1.07%	0.49%	0.12%	0.30%	0.27%	0.46%	0.12%	0.53%	0.00%	0.00%	0.24%	0.54%	0.11%	0.12%	0.39%	0.00%	0.34%	0.00%	0.58%	0.00%	0.24%	0.00%	0.80%	0.00%	0.00%	0.53%	0.00%	0.35%	0.32%	0.00%	0.00%	0.41%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.18%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.26%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	3063	67	6	43	79	54	93	49	54	68	102	43	52	78	84	46	87	72	23	17	78	56	90	209	87	58	70	38	34	36	39	31	47	18	13	20	20	20	23	29	15	60	8	40	29	27	3	30	18	33	57	79	13	47	55	21	31	20	16	25	5	36	74	188					
		8.83%	7.33%	3.47%	8.41%	6.85%	6.91%	9.18%	6.36%	6.99%	9.26%	9.95%	7.05%	6.33%	7.92%	11.44%	7.12%	10.37%	12.72%	6.80%	7.36%	9.49%	10.11%	10.32%	25.36%	8.44%	9.65%	11.82%	10.44%	9.86%	8.59%	9.24%	7.35%	9.42%	9.63%	7.98%	10.64%	5.63%	7.07%	7.28%	8.90%	5.70%	8.30%	4.42%	7.39%	6.09%	5.27%	2.22%	4.82%	9.28%	7.01%	10.02%	9.55%	5.68%	7.73%	8.41%	10.66%	12.50%	4.39%	7.08%	8.42%	1.98%	7.73%	9.80%	11.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3247	106	14	48	103	74	97	59	78	59	116	56	84	90	52	64	100	55	29	32	76	61	123	47	121	29	86	22	29	27	41	36	37	19	11	27	47	27	18	25	32	73	22	48	43	49	16	43	18	37	53	109	41	53	81	11	14	47	29	28	16	38	36	85					
		9.36%	11.60%	8.09%	9.39%	8.93%	9.46%	9.58%	7.66%	10.10%	8.04%	11.32%	9.18%	10.22%	9.14%	7.08%	9.91%	11.92%	9.72%	8.58%	13.85%	9.25%	11.01%	14.11%	5.70%	11.74%	4.83%	14.53%	6.04%	8.41%	6.44%	9.72%	8.53%	7.41%	10.16%	6.75%	14.36%	13.24%	9.54%	5.70%	7.67%	12.17%	10.10%	12.15%	8.87%	9.03%	9.57%	11.85%	6.90%	9.28%	7.86%	9.31%	13.18%	17.90%	8.72%	12.39%	5.58%	5.65%	10.31%	12.83%	9.43%	6.35%	8.15%	4.77%	5.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	511	24	1	12	20	13	10	7	11	18	27	18	17	27	9	22	20	12	9	5	12	9	11	17	11	3	16	4	2	6	5	1	7	2	3	4	6	1	3	2	2	2	0	5	3	6	0	2	4	4	19	4	1	5	9	2	2	3	3	0	3	5	9	11					
		1.47%	2.63%	0.58%	2.35%	1.73%	1.66%	0.99%	0.91%	1.42%	2.45%	2.63%	2.95%	2.07%	2.74%	1.23%	3.41%	2.38%	2.12%	2.66%	2.16%	1.46%	1.62%	1.26%	2.06%	1.07%	0.50%	2.70%	1.10%	0.58%	1.43%	1.18%	0.24%	1.40%	1.07%	1.84%	2.13%	1.69%	0.35%	0.95%	0.61%	0.76%	0.28%	0.00%	0.92%	0.63%	1.17%	0.00%	0.32%	2.06%	0.85%	3.34%	0.48%	0.44%	0.82%	1.38%	1.02%	0.81%	0.66%	1.33%	0.00%	1.19%	1.07%	1.19%	0.70%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19700	494	105	266	644	399	534	364	362	390	536	339	438	471	423	326	422	299	206	135	469	278	459	384	605	345	288	188	177	247	243	254	282	117	106	95	212	179	192	198	170	418	100	351	310	335	77	437	121	248	299	467	129	329	372	134	153	328	124	173	197	340	527	1090					
		56.81%	54.05%	60.69%	52.05%	55.81%	51.02%	52.71%	47.27%	46.89%	53.13%	52.29%	55.57%	53.28%	47.82%	57.63%	50.46%	50.30%	52.83%	60.95%	58.44%	57.06%	50.18%	52.64%	46.60%	58.68%	57.40%	48.65%	51.65%	51.30%	58.95%	57.58%	60.19%	56.51%	62.57%	65.03%	50.53%	59.72%	63.25%	60.76%	60.74%	64.64%	57.81%	55.25%	64.88%	65.13%	65.43%	57.04%	70.14%	62.37%	52.65%	52.55%	56.47%	56.33%	54.11%	56.88%	68.02%	61.69%	71.93%	54.87%	58.25%	78.17%	72.96%	69.80%	69.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	382	13	0	10	15	16	11	26	17	19	17	5	12	20	14	8	17	6	2	1	9	5	11	8	9	7	3	8	6	1	3	1	4	1	3	0	1	2	1	0	1	5	1	1	3	0	0	2	1	5	6	6	0	6	11	2	3	0	1	2	0	3	2	9					
		1.10%	1.42%	0.00%	1.96%	1.30%	2.05%	1.09%	3.38%	2.20%	2.59%	1.66%	0.82%	1.46%	2.03%	1.91%	1.24%	2.03%	1.06%	0.59%	0.43%	1.09%	0.90%	1.26%	0.97%	0.87%	1.16%	0.51%	2.20%	1.74%	0.24%	0.71%	0.24%	0.80%	0.53%	1.84%	0.00%	0.28%	0.71%	0.32%	0.00%	0.38%	0.69%	0.55%	0.18%	0.63%	0.00%	0.00%	0.32%	0.52%	1.06%	1.05%	0.73%	0.00%	0.99%	1.68%	1.02%	1.21%	0.00%	0.44%	0.67%	0.00%	0.64%	0.26%	0.57%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
