Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Тоджинская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153					
		6.53%	10.71%	3.50%	2.21%	1.98%	10.5%	11.76%	13.15%					
														
41	Против всех	32	12	11	2	3	2	1	1					
		1.57%	1.76%	6.43%	0.49%	0.66%	1.0%	1.17%	2.63%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
