Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Обнинская городская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	820	20	20	30	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	415	15	0	19	20	15	4	10	10	8	15	11	10	12	5	5	6	4	4	16	5	9	7	10	3	17	12	15	15	4	10	18	18	10	9	12	6	15	12	15	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	515	12	4	31	11	10	0	39	20	22	18	7	4	10	12	4	11	11	11	23	18	8	4	13	6	7	11	5	18	9	24	6	5	8	18	15	11	7	15	34	13									
14	Число погашенных неиспользованных открепительных удостоверений	405	5	20	11	10	5	16	10	10	12	5	9	10	8	15	15	14	16	16	4	15	11	13	10	17	3	8	5	5	16	10	2	2	10	11	8	14	5	8	5	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	178	3	1	2	7	7	2	5	15	4	4	2	8	4	2	5	5	2	2	5	0	4	4	1	1	2	6	2	5	1	13	8	8	4	8	6	3	5	7	3	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	959	24	5	31	35	25	11	12	26	22	30	8	9	41	22	20	18	20	13	15	12	24	14	44	22	35	32	18	32	24	36	32	36	33	28	23	33	34	16	30	14									
		3.04%	4.62%	1.78%	3.18%	2.54%	2.48%	2.69%	1.97%	2.60%	2.55%	2.83%	1.68%	2.14%	3.99%	3.74%	3.60%	2.88%	3.51%	2.37%	1.32%	2.09%	3.17%	2.72%	4.05%	5.41%	3.12%	3.02%	3.21%	3.26%	6.76%	3.81%	2.89%	3.44%	3.75%	3.22%	2.39%	3.38%	3.27%	1.64%	3.42%	3.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	520	13	6	20	26	21	7	17	11	14	14	10	8	15	13	10	8	8	13	21	10	7	10	17	7	22	15	11	12	3	9	24	16	13	10	12	11	19	13	8	16									
		1.65%	2.50%	2.14%	2.05%	1.88%	2.08%	1.71%	2.79%	1.10%	1.62%	1.32%	2.11%	1.90%	1.46%	2.21%	1.80%	1.28%	1.41%	2.37%	1.85%	1.74%	0.92%	1.95%	1.56%	1.72%	1.96%	1.42%	1.96%	1.22%	0.85%	0.95%	2.17%	1.53%	1.48%	1.15%	1.25%	1.13%	1.83%	1.33%	0.91%	3.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	893	18	6	27	35	24	11	12	35	20	31	16	12	29	15	20	19	8	17	38	23	31	11	35	19	37	25	18	27	5	23	27	29	29	21	30	23	36	25	16	10									
		2.83%	3.47%	2.14%	2.77%	2.54%	2.38%	2.69%	1.97%	3.50%	2.32%	2.92%	3.37%	2.85%	2.83%	2.55%	3.60%	3.04%	1.41%	3.10%	3.35%	4.00%	4.10%	2.14%	3.22%	4.67%	3.30%	2.36%	3.21%	2.75%	1.41%	2.44%	2.44%	2.77%	3.30%	2.42%	3.12%	2.36%	3.46%	2.56%	1.82%	2.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11790	166	106	313	531	382	173	237	384	329	430	201	169	362	226	208	261	237	197	432	235	285	169	380	139	359	394	216	376	146	354	402	396	340	326	357	377	321	390	319	165									
		37.32%	31.98%	37.72%	32.10%	38.48%	37.82%	42.30%	38.92%	38.44%	38.17%	40.53%	42.32%	40.14%	35.28%	38.44%	37.48%	41.69%	41.65%	35.88%	38.06%	40.87%	37.65%	32.88%	34.96%	34.15%	32.02%	37.24%	38.50%	38.25%	41.13%	37.50%	36.28%	37.82%	38.64%	37.51%	37.07%	38.63%	30.87%	39.88%	36.33%	37.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	406	6	6	23	20	9	4	9	10	8	8	4	1	20	8	7	9	5	6	14	7	8	5	17	4	12	7	6	13	12	8	14	9	10	17	13	18	16	8	20	5									
		1.29%	1.16%	2.14%	2.36%	1.45%	0.89%	0.98%	1.48%	1.00%	0.93%	0.75%	0.84%	0.24%	1.95%	1.36%	1.26%	1.44%	0.88%	1.09%	1.23%	1.22%	1.06%	0.97%	1.56%	0.98%	1.07%	0.66%	1.07%	1.32%	3.38%	0.85%	1.26%	0.86%	1.14%	1.96%	1.35%	1.84%	1.54%	0.82%	2.28%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	72	1	0	3	2	2	1	3	2	1	1	1	0	3	2	0	2	1	1	1	0	3	1	1	1	2	3	1	4	2	6	2	6	1	2	0	5	2	1	1	1									
		0.23%	0.19%	0.00%	0.31%	0.14%	0.20%	0.24%	0.49%	0.20%	0.12%	0.09%	0.21%	0.00%	0.29%	0.34%	0.00%	0.32%	0.18%	0.18%	0.09%	0.00%	0.40%	0.19%	0.09%	0.25%	0.18%	0.28%	0.18%	0.41%	0.56%	0.64%	0.18%	0.57%	0.11%	0.23%	0.00%	0.51%	0.19%	0.10%	0.11%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5332	86	38	153	285	201	68	117	135	147	184	101	98	196	90	86	99	97	88	188	88	129	87	157	49	152	190	95	155	42	167	186	154	150	144	176	188	181	162	156	67									
		16.88%	16.57%	13.52%	15.69%	20.65%	19.90%	16.63%	19.21%	13.51%	17.05%	17.34%	21.26%	23.28%	19.10%	15.31%	15.50%	15.81%	17.05%	16.03%	16.56%	15.30%	17.04%	16.93%	14.44%	12.04%	13.56%	17.96%	16.93%	15.77%	11.83%	17.69%	16.79%	14.71%	17.05%	16.57%	18.28%	19.26%	17.40%	16.56%	17.77%	15.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	454	9	9	19	18	10	7	2	13	13	14	5	3	17	6	9	8	7	6	17	8	9	3	10	5	12	9	7	17	9	21	17	26	15	9	12	12	27	10	16	8									
		1.44%	1.73%	3.20%	1.95%	1.30%	0.99%	1.71%	0.33%	1.30%	1.51%	1.32%	1.05%	0.71%	1.66%	1.02%	1.62%	1.28%	1.23%	1.09%	1.50%	1.39%	1.19%	0.58%	0.92%	1.23%	1.07%	0.85%	1.25%	1.73%	2.54%	2.22%	1.53%	2.48%	1.70%	1.04%	1.25%	1.23%	2.60%	1.02%	1.82%	1.82%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	900	10	18	40	20	14	9	16	29	19	27	12	10	23	19	15	35	15	13	26	11	20	15	24	19	34	24	24	30	18	29	39	28	28	31	22	26	54	15	24	15									
		2.85%	1.93%	6.41%	4.10%	1.45%	1.39%	2.20%	2.63%	2.90%	2.20%	2.54%	2.53%	2.38%	2.24%	3.23%	2.70%	5.59%	2.64%	2.37%	2.29%	1.91%	2.64%	2.92%	2.21%	4.67%	3.03%	2.27%	4.28%	3.05%	5.07%	3.07%	3.52%	2.67%	3.18%	3.57%	2.28%	2.66%	5.19%	1.53%	2.73%	3.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	0	0	2	2	0	0	0	0	0	0	0	0	1	2	2	0	3	6	1	0	0	3	0	0	0	0	1	0	1	1	1	0	3	2	0	1	0	1	2									
		0.11%	0.00%	0.00%	0.00%	0.14%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.36%	0.32%	0.00%	0.55%	0.53%	0.17%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.11%	0.09%	0.10%	0.00%	0.35%	0.21%	0.00%	0.10%	0.00%	0.11%	0.46%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1838	39	16	85	55	51	21	28	59	58	41	10	21	52	42	32	26	22	31	49	32	45	50	67	38	71	64	41	63	38	59	57	70	49	53	58	43	71	45	62	24									
		5.82%	7.51%	5.69%	8.72%	3.99%	5.05%	5.13%	4.60%	5.91%	6.73%	3.86%	2.11%	4.99%	5.07%	7.14%	5.77%	4.15%	3.87%	5.65%	4.32%	5.57%	5.94%	9.73%	6.16%	9.34%	6.33%	6.05%	7.31%	6.41%	10.70%	6.25%	5.14%	6.69%	5.57%	6.10%	6.02%	4.41%	6.83%	4.60%	7.06%	5.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5147	86	39	176	209	171	65	84	173	142	174	71	52	168	95	100	86	88	93	198	93	99	85	195	67	271	168	79	155	37	136	186	160	130	140	160	163	156	187	140	70									
		16.29%	16.57%	13.88%	18.05%	15.14%	16.93%	15.89%	13.79%	17.32%	16.47%	16.40%	14.95%	12.35%	16.37%	16.16%	18.02%	13.74%	15.47%	16.94%	17.44%	16.17%	13.08%	16.54%	17.94%	16.46%	24.17%	15.88%	14.08%	15.77%	10.42%	14.41%	16.79%	15.28%	14.77%	16.11%	16.61%	16.70%	15.00%	19.12%	15.95%	15.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	198	4	1	14	10	9	0	4	8	4	7	3	1	3	3	3	1	5	1	1	2	5	2	7	3	7	6	2	7	1	6	6	5	11	2	12	6	9	5	7	5									
		0.63%	0.77%	0.36%	1.44%	0.72%	0.89%	0.00%	0.66%	0.80%	0.46%	0.66%	0.63%	0.24%	0.29%	0.51%	0.54%	0.16%	0.88%	0.18%	0.09%	0.35%	0.66%	0.39%	0.64%	0.74%	0.62%	0.57%	0.36%	0.71%	0.28%	0.64%	0.54%	0.48%	1.25%	0.23%	1.25%	0.61%	0.87%	0.51%	0.80%	1.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2635	47	24	62	92	75	26	60	99	72	85	25	34	88	37	39	42	54	64	118	50	74	58	118	30	95	100	41	78	12	73	99	94	63	74	80	64	103	91	65	30									
		8.34%	9.06%	8.54%	6.36%	6.67%	7.43%	6.36%	9.85%	9.91%	8.35%	8.01%	5.26%	8.08%	8.58%	6.29%	7.03%	6.71%	9.49%	11.66%	10.40%	8.70%	9.78%	11.28%	10.86%	7.37%	8.47%	9.45%	7.31%	7.93%	3.38%	7.73%	8.94%	8.98%	7.16%	8.52%	8.31%	6.56%	9.90%	9.30%	7.40%	6.83%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
