Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Шадринская городская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №183	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1190	УИК №1191					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5734	27	90	20	70	243	284	132	86	107	113	111	105	110	147	151	86	208	178	151	51	269	163	170	265	121	180	178	223	53	198	216	139	97	188	151	136	89	39	117	201	38	2	31					
		14.91%	15.25%	14.93%	3.77%	12.26%	13.74%	16.30%	12.63%	14.01%	13.91%	13.34%	13.14%	14.13%	15.30%	15.41%	18.50%	14.08%	13.98%	13.14%	16.74%	12.11%	17.38%	12.77%	12.20%	17.47%	16.37%	15.69%	14.61%	17.41%	12.83%	16.92%	14.29%	17.46%	13.51%	16.22%	17.83%	15.94%	18.02%	15.98%	13.40%	15.53%	19.69%	2.15%	20.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6122	38	88	14	92	305	277	191	121	118	151	129	136	150	167	151	111	274	256	130	82	235	148	224	202	98	170	193	169	69	166	254	137	141	151	115	114	82	47	147	207	30	32	10					
		15.92%	21.47%	14.59%	2.64%	16.11%	17.24%	15.90%	18.28%	19.71%	15.34%	17.83%	15.27%	18.30%	20.86%	17.51%	18.50%	18.17%	18.41%	18.89%	14.41%	19.48%	15.18%	11.60%	16.07%	13.32%	13.26%	14.82%	15.85%	13.19%	16.71%	14.19%	16.80%	17.21%	19.64%	13.03%	13.58%	13.36%	16.60%	19.26%	16.84%	15.99%	15.54%	34.41%	6.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	349	0	8	2	4	12	11	9	3	11	10	7	3	7	6	12	3	19	10	9	1	17	13	22	20	7	16	7	16	3	10	12	5	3	8	7	5	6	4	7	10	0	0	4					
		0.91%	0.00%	1.33%	0.38%	0.70%	0.68%	0.63%	0.86%	0.49%	1.43%	1.18%	0.83%	0.40%	0.97%	0.63%	1.47%	0.49%	1.28%	0.74%	0.99%	0.24%	1.10%	1.02%	1.58%	1.32%	0.95%	1.39%	0.57%	1.25%	0.73%	0.85%	0.79%	0.63%	0.42%	0.69%	0.83%	0.59%	1.21%	1.64%	0.80%	0.77%	0.00%	0.00%	2.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5562	30	77	15	50	225	290	151	53	94	94	98	68	83	98	89	74	159	173	122	62	227	160	251	277	116	206	217	250	83	217	231	108	109	224	136	163	78	22	122	200	24	2	34					
		14.46%	16.95%	12.77%	2.83%	8.76%	12.72%	16.65%	14.45%	8.63%	12.22%	11.10%	11.60%	9.15%	11.54%	10.27%	10.91%	12.11%	10.69%	12.77%	13.53%	14.73%	14.66%	12.54%	18.01%	18.26%	15.70%	17.96%	17.82%	19.52%	20.10%	18.55%	15.28%	13.57%	15.18%	19.33%	16.06%	19.11%	15.79%	9.02%	13.97%	15.46%	12.44%	2.15%	22.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	739	4	17	2	10	26	22	16	13	16	6	13	13	13	13	23	8	33	17	15	17	21	11	31	32	14	24	25	42	4	30	35	15	4	42	22	17	7	1	15	28	8	2	12					
		1.92%	2.26%	2.82%	0.38%	1.75%	1.47%	1.26%	1.53%	2.12%	2.08%	0.71%	1.54%	1.75%	1.81%	1.36%	2.82%	1.31%	2.22%	1.25%	1.66%	4.04%	1.36%	0.86%	2.22%	2.11%	1.89%	2.09%	2.05%	3.28%	0.97%	2.56%	2.31%	1.88%	0.56%	3.62%	2.60%	1.99%	1.42%	0.41%	1.72%	2.16%	4.15%	2.15%	7.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19220	75	316	462	322	936	822	517	329	409	455	463	412	346	501	384	313	764	690	466	204	750	754	671	694	372	524	584	564	189	529	741	373	349	522	399	399	222	125	449	622	93	49	60					
		49.98%	42.37%	52.40%	87.17%	56.39%	52.91%	47.19%	49.47%	53.58%	53.19%	53.72%	54.79%	55.45%	48.12%	52.52%	47.06%	51.23%	51.34%	50.92%	51.66%	48.46%	48.45%	59.09%	48.13%	45.75%	50.34%	45.68%	47.95%	44.03%	45.76%	45.21%	49.01%	46.86%	48.61%	45.04%	47.11%	46.78%	44.94%	51.23%	51.43%	48.07%	48.19%	52.69%	38.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	188	2	1	3	0	10	9	6	1	2	7	2	4	3	3	1	2	8	5	4	1	7	5	6	5	3	9	5	9	3	3	9	5	5	10	5	5	5	1	5	4	0	2	3					
		0.49%	1.13%	0.17%	0.57%	0.00%	0.57%	0.52%	0.57%	0.16%	0.26%	0.83%	0.24%	0.54%	0.42%	0.31%	0.12%	0.33%	0.54%	0.37%	0.44%	0.24%	0.45%	0.39%	0.43%	0.33%	0.41%	0.78%	0.41%	0.70%	0.73%	0.26%	0.60%	0.63%	0.70%	0.86%	0.59%	0.59%	1.01%	0.41%	0.57%	0.31%	0.00%	2.15%	1.95%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
