Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
		0.39%	0.28%	0.18%	0.43%	0.48%	0.62%	0.42%	0.51%	0.0%	0.50%	0.26%	0.33%	0.42%	0.0%	0.48%	0.31%	0.37%	0.50%	0.51%	0.83%	0.26%	0.54%	0.20%	0.12%	0.19%	0.41%	0.37%	0.34%	0.45%	0.49%	0.34%	0.0%	0.0%	0.21%	0.57%	0.35%	0.12%	0.54%	0.22%	0.56%	0.78%	0.53%	0.52%	0.12%	0.40%	0.20%	0.50%	0.20%	0.33%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	172	5	3	5	7	2	3	4	1	9	1	7	2	0	1	2	11	7	2	3	2	1	4	7	0	3	5	1	3	4	1	0	1	2	7	9	0	3	3	4	8	5	3	2	1	7	1	5	4	1					
		0.29%	0.47%	0.27%	0.36%	0.56%	0.20%	0.25%	0.34%	0.17%	0.56%	0.06%	0.47%	0.14%	0.0%	0.06%	0.15%	0.81%	0.70%	0.14%	0.22%	0.13%	0.09%	0.27%	0.44%	0.0%	0.25%	0.46%	0.08%	0.19%	0.28%	0.06%	0.0%	1.28%	0.21%	0.57%	0.63%	0.0%	0.27%	0.22%	0.32%	0.56%	0.33%	0.22%	0.12%	0.06%	0.48%	0.07%	0.34%	0.26%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	531	16	10	17	15	1	12	9	8	11	16	16	13	0	20	5	13	9	9	15	6	15	7	13	12	4	12	13	16	12	13	0	0	4	14	12	9	11	9	11	11	17	12	14	9	6	14	14	18	8					
		0.89%	1.51%	0.91%	1.23%	1.21%	0.10%	1.01%	0.77%	1.41%	0.69%	1.04%	1.07%	0.92%	0.0%	1.39%	0.38%	0.96%	0.90%	0.65%	1.13%	0.4%	1.35%	0.47%	0.81%	1.14%	0.33%	1.11%	1.12%	1.03%	0.84%	0.89%	0.0%	0.0%	0.43%	1.14%	0.84%	1.13%	1.00%	0.68%	0.88%	0.78%	1.13%	0.89%	0.89%	0.60%	0.41%	1.00%	0.95%	1.20%	0.82%					
25	"8. ""Народно-республиканская партия России"""	92	3	6	3	3	1	4	2	1	3	4	0	1	0	4	0	1	2	6	3	1	4	1	0	1	1	1	2	2	2	3	1	0	0	2	2	1	0	4	4	4	0	1	0	2	2	0	1	1	2					
		0.15%	0.28%	0.54%	0.21%	0.24%	0.10%	0.33%	0.17%	0.17%	0.18%	0.26%	0.0%	0.07%	0.0%	0.27%	0.0%	0.07%	0.20%	0.43%	0.22%	0.06%	0.36%	0.06%	0.0%	0.09%	0.08%	0.09%	0.17%	0.12%	0.14%	0.20%	4.0%	0.0%	0.0%	0.16%	0.14%	0.12%	0.0%	0.30%	0.32%	0.28%	0.0%	0.07%	0.0%	0.13%	0.13%	0.0%	0.06%	0.06%	0.20%					
26	"9. ""Российская экологическая партия ""Зеленые"""	344	3	9	9	5	9	8	6	0	6	8	5	5	2	11	7	9	4	10	2	10	4	5	12	2	5	11	7	5	8	14	0	1	3	3	5	8	11	11	6	10	15	7	11	10	16	8	6	6	6					
		0.58%	0.28%	0.82%	0.65%	0.40%	0.93%	0.67%	0.51%	0.0%	0.37%	0.52%	0.33%	0.35%	1.81%	0.76%	0.54%	0.66%	0.40%	0.73%	0.15%	0.66%	0.36%	0.33%	0.75%	0.19%	0.41%	1.01%	0.60%	0.32%	0.56%	0.96%	0.0%	1.28%	0.32%	0.24%	0.35%	1.01%	1.00%	0.84%	0.48%	0.70%	1.0%	0.52%	0.70%	0.67%	1.10%	0.57%	0.40%	0.40%	0.61%					
27	"10. ""Аграрная партия России"""	1587	21	39	38	29	18	39	29	10	44	38	43	39	3	44	52	42	27	38	29	48	37	33	31	31	36	38	38	37	43	26	0	2	26	27	38	22	20	39	38	36	49	34	45	30	29	30	27	48	27					
		2.68%	1.98%	3.56%	2.75%	2.35%	1.86%	3.30%	2.51%	1.77%	2.76%	2.49%	2.90%	2.77%	2.72%	3.07%	4.04%	3.12%	2.72%	2.78%	2.19%	3.2%	3.34%	2.22%	1.95%	2.95%	3.0%	3.51%	3.28%	2.38%	3.03%	1.78%	0.0%	2.56%	2.85%	2.21%	2.68%	2.78%	1.82%	2.98%	3.05%	2.55%	3.26%	2.54%	2.87%	2.01%	2.00%	2.15%	1.83%	3.20%	2.78%					
28	"11. ""Истинные патриоты России"""	105	13	2	4	2	2	6	2	3	1	0	2	2	0	2	0	2	1	4	0	1	1	2	4	0	2	0	1	2	3	3	0	0	2	4	2	1	5	3	2	4	2	0	4	1	2	1	1	1	3					
		0.17%	1.22%	0.18%	0.28%	0.16%	0.20%	0.50%	0.17%	0.53%	0.06%	0.0%	0.13%	0.14%	0.0%	0.13%	0.0%	0.14%	0.10%	0.29%	0.0%	0.06%	0.09%	0.13%	0.25%	0.0%	0.16%	0.0%	0.08%	0.12%	0.21%	0.20%	0.0%	0.0%	0.21%	0.32%	0.14%	0.12%	0.45%	0.22%	0.16%	0.28%	0.13%	0.0%	0.25%	0.06%	0.13%	0.07%	0.06%	0.06%	0.30%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	605	13	4	13	19	7	7	18	1	16	22	8	17	0	19	12	13	13	13	15	16	10	19	16	9	15	22	16	18	20	16	0	1	3	11	14	3	9	19	8	18	7	19	10	13	11	13	13	8	18					
		1.02%	1.22%	0.36%	0.94%	1.54%	0.72%	0.59%	1.55%	0.17%	1.00%	1.44%	0.53%	1.21%	0.0%	1.32%	0.93%	0.96%	1.31%	0.95%	1.13%	1.06%	0.90%	1.28%	1.00%	0.85%	1.25%	2.03%	1.38%	1.15%	1.41%	1.09%	0.0%	1.28%	0.32%	0.90%	0.98%	0.37%	0.82%	1.45%	0.64%	1.27%	0.46%	1.42%	0.63%	0.87%	0.76%	0.93%	0.88%	0.53%	1.85%					
30	"13. ""Демократическая партия России"""	216	6	4	8	3	4	3	9	0	9	6	4	3	2	7	4	2	7	6	4	6	5	4	1	5	8	2	5	6	4	4	1	1	4	9	10	3	1	3	5	3	2	4	2	7	4	6	1	7	2					
		0.36%	0.56%	0.36%	0.57%	0.24%	0.41%	0.25%	0.77%	0.0%	0.56%	0.39%	0.26%	0.21%	1.81%	0.48%	0.31%	0.14%	0.70%	0.43%	0.30%	0.4%	0.45%	0.27%	0.06%	0.47%	0.66%	0.18%	0.43%	0.38%	0.28%	0.27%	4.0%	1.28%	0.43%	0.73%	0.70%	0.37%	0.09%	0.22%	0.40%	0.21%	0.13%	0.29%	0.12%	0.46%	0.27%	0.43%	0.06%	0.46%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	82	0	1	4	3	2	1	2	1	2	5	2	2	0	2	0	2	0	2	2	2	2	3	6	0	1	0	1	0	3	3	0	0	0	2	3	1	2	1	2	1	2	4	0	0	2	3	1	0	4					
		0.13%	0.0%	0.09%	0.28%	0.24%	0.20%	0.08%	0.17%	0.17%	0.12%	0.32%	0.13%	0.14%	0.0%	0.13%	0.0%	0.14%	0.0%	0.14%	0.15%	0.13%	0.18%	0.20%	0.37%	0.0%	0.08%	0.0%	0.08%	0.0%	0.21%	0.20%	0.0%	0.0%	0.0%	0.16%	0.21%	0.12%	0.18%	0.07%	0.16%	0.07%	0.13%	0.29%	0.0%	0.0%	0.13%	0.21%	0.06%	0.0%	0.41%					
32	"15. ""Партия СЛОН"""	109	2	1	1	4	1	0	6	2	2	1	3	3	0	2	0	2	2	1	3	8	3	3	2	3	2	4	2	2	3	3	0	0	2	3	3	1	2	1	4	3	2	1	1	6	1	4	0	0	4					
		0.18%	0.18%	0.09%	0.07%	0.32%	0.10%	0.0%	0.51%	0.35%	0.12%	0.06%	0.20%	0.21%	0.0%	0.13%	0.0%	0.14%	0.20%	0.07%	0.22%	0.53%	0.27%	0.20%	0.12%	0.28%	0.16%	0.37%	0.17%	0.12%	0.21%	0.20%	0.0%	0.0%	0.21%	0.24%	0.21%	0.12%	0.18%	0.07%	0.32%	0.21%	0.13%	0.07%	0.06%	0.40%	0.06%	0.28%	0.0%	0.0%	0.41%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6744	118	135	150	154	91	169	135	30	159	152	162	125	3	153	154	155	106	115	133	190	160	195	195	106	131	128	122	207	162	188	2	3	105	117	147	105	133	122	152	159	174	135	232	171	200	179	161	158	106					
		11.38%	11.15%	12.35%	10.86%	12.48%	9.44%	14.30%	11.68%	5.31%	9.98%	9.97%	10.93%	8.90%	2.72%	10.70%	11.99%	11.51%	10.70%	8.43%	10.08%	12.66%	14.47%	13.17%	12.27%	10.11%	10.91%	11.85%	10.54%	13.33%	11.44%	12.89%	8.0%	3.84%	11.52%	9.59%	10.38%	13.27%	12.16%	9.32%	12.22%	11.28%	11.6%	10.11%	14.82%	11.46%	13.86%	12.85%	10.95%	10.54%	10.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	92	3	2	4	0	3	2	0	1	4	3	3	4	1	2	0	2	1	1	2	2	0	2	2	1	1	1	1	4	2	3	0	0	1	0	1	1	2	6	1	4	0	3	1	3	3	0	3	3	3					
		0.15%	0.28%	0.18%	0.28%	0.0%	0.31%	0.16%	0.0%	0.17%	0.25%	0.19%	0.20%	0.28%	0.90%	0.13%	0.0%	0.14%	0.10%	0.07%	0.15%	0.13%	0.0%	0.13%	0.12%	0.09%	0.08%	0.09%	0.08%	0.25%	0.14%	0.20%	0.0%	0.0%	0.10%	0.0%	0.07%	0.12%	0.18%	0.45%	0.08%	0.28%	0.0%	0.22%	0.06%	0.20%	0.20%	0.0%	0.20%	0.20%	0.30%					
35	"18. ""ЛДПР"""	9258	172	141	204	165	174	174	166	133	247	271	275	258	22	245	230	222	163	243	198	240	164	236	207	168	206	142	181	225	225	190	2	8	144	199	230	108	173	180	165	218	265	176	232	225	224	219	233	206	164					
		15.63%	16.25%	12.90%	14.78%	13.38%	18.06%	14.73%	14.37%	23.58%	15.51%	17.78%	18.55%	18.37%	20.0%	17.14%	17.91%	16.49%	16.46%	17.81%	15.01%	16.0%	14.84%	15.94%	13.02%	16.03%	17.16%	13.14%	15.64%	14.49%	15.90%	13.03%	8.0%	10.25%	15.80%	16.32%	16.25%	13.65%	15.82%	13.76%	13.27%	15.47%	17.66%	13.18%	14.82%	15.09%	15.52%	15.73%	15.85%	13.74%	16.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1317	15	36	41	29	22	28	40	15	37	25	37	26	5	29	42	19	17	26	28	29	26	29	47	16	29	26	31	36	27	44	0	2	25	23	22	13	30	30	30	28	36	24	41	23	29	23	30	32	19					
		2.22%	1.41%	3.29%	2.97%	2.35%	2.28%	2.37%	3.46%	2.65%	2.32%	1.64%	2.49%	1.85%	4.54%	2.02%	3.27%	1.41%	1.71%	1.90%	2.12%	1.93%	2.35%	1.95%	2.95%	1.52%	2.41%	2.40%	2.67%	2.31%	1.90%	3.01%	0.0%	2.56%	2.74%	1.88%	1.55%	1.64%	2.74%	2.29%	2.41%	1.98%	2.4%	1.79%	2.61%	1.54%	2.00%	1.65%	2.04%	2.13%	1.96%					
37	"20. ""Политическая партия ""Единая Россия"""	18237	319	310	414	360	280	339	340	194	516	455	485	456	31	453	362	426	295	450	437	422	284	403	491	335	362	308	306	451	398	456	3	26	292	355	410	258	318	416	385	412	449	480	512	529	447	458	520	541	288					
		30.80%	30.15%	28.36%	30.0%	29.19%	29.07%	28.70%	29.43%	34.39%	32.41%	29.85%	32.72%	32.47%	28.18%	31.70%	28.19%	31.64%	29.79%	32.99%	33.13%	28.13%	25.70%	27.22%	30.89%	31.96%	30.16%	28.51%	26.44%	29.05%	28.12%	31.27%	12.0%	33.33%	32.05%	29.12%	28.97%	32.61%	29.09%	31.80%	30.97%	29.24%	29.93%	35.95%	32.71%	35.47%	30.97%	32.90%	35.37%	36.09%	29.72%					
38	"21. ""Российская Конституционно-демократическая партия"""	87	3	1	2	0	1	0	2	0	0	3	7	1	0	2	2	4	1	2	3	2	4	3	2	1	1	0	4	1	0	1	0	0	1	4	0	1	3	4	5	1	1	3	2	3	1	0	3	1	1					
		0.14%	0.28%	0.09%	0.14%	0.0%	0.10%	0.0%	0.17%	0.0%	0.0%	0.19%	0.47%	0.07%	0.0%	0.13%	0.15%	0.29%	0.10%	0.14%	0.22%	0.13%	0.36%	0.20%	0.12%	0.09%	0.08%	0.0%	0.34%	0.06%	0.0%	0.06%	0.0%	0.0%	0.10%	0.32%	0.0%	0.12%	0.27%	0.30%	0.40%	0.07%	0.06%	0.22%	0.12%	0.20%	0.06%	0.0%	0.20%	0.06%	0.10%					
39	"22. ""Развитие предпринимательства"""	191	3	7	4	0	1	6	4	1	6	5	2	6	1	8	0	4	3	5	4	3	1	5	7	4	6	1	5	1	10	4	0	1	4	5	7	0	6	5	8	5	2	0	1	2	4	5	5	13	1					
		0.32%	0.28%	0.64%	0.28%	0.0%	0.10%	0.50%	0.34%	0.17%	0.37%	0.32%	0.13%	0.42%	0.90%	0.55%	0.0%	0.29%	0.30%	0.36%	0.30%	0.2%	0.09%	0.33%	0.44%	0.38%	0.5%	0.09%	0.43%	0.06%	0.70%	0.27%	0.0%	1.28%	0.43%	0.41%	0.49%	0.0%	0.54%	0.38%	0.64%	0.35%	0.13%	0.0%	0.06%	0.13%	0.27%	0.35%	0.34%	0.86%	0.10%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5746	88	112	95	108	93	118	120	43	146	174	134	129	8	139	110	116	91	127	126	167	141	153	185	103	135	163	130	165	160	154	8	6	104	137	153	86	102	125	119	114	143	114	137	138	123	106	114	108	76					
		9.70%	8.31%	10.24%	6.88%	8.75%	9.65%	9.99%	10.38%	7.62%	9.17%	11.41%	9.04%	9.18%	7.27%	9.72%	8.56%	8.61%	9.19%	9.31%	9.55%	11.13%	12.76%	10.33%	11.64%	9.82%	11.25%	15.09%	11.23%	10.63%	11.30%	10.56%	32.0%	7.69%	11.41%	11.23%	10.81%	10.87%	9.33%	9.55%	9.57%	8.09%	9.53%	8.53%	8.75%	9.25%	8.52%	7.61%	7.75%	7.20%	7.84%					
																																																								
41	Против всех	3706	55	54	106	65	65	73	66	33	90	98	87	94	5	89	88	81	52	96	89	97	74	80	112	53	58	63	59	98	101	89	1	18	46	86	93	60	59	82	86	98	84	88	91	113	107	78	86	92	68					
		6.25%	5.19%	4.94%	7.68%	5.27%	6.74%	6.18%	5.71%	5.85%	5.65%	6.43%	5.87%	6.69%	4.54%	6.22%	6.85%	6.01%	5.25%	7.03%	6.74%	6.46%	6.69%	5.40%	7.04%	5.05%	4.83%	5.83%	5.09%	6.31%	7.13%	6.10%	4.0%	23.07%	5.04%	7.05%	6.57%	7.58%	5.39%	6.26%	6.91%	6.95%	5.6%	6.59%	5.81%	7.57%	7.41%	5.60%	5.85%	6.13%	7.01%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
