Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    район Лефортово																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №3700	УИК №3701	УИК №3702									
		3.21%	4.10%	3.89%	3.13%	3.38%	3.85%	3.45%	2.30%	4.25%	2.51%	3.26%	3.83%	2.66%	3.42%	2.32%	3.25%	3.85%	2.91%	4.94%	3.60%	3.73%	2.88%	3.75%	2.58%	2.36%	2.55%	1.19%	4.48%	3.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	407	14	12	5	14	10	10	14	13	18	21	24	16	41	27	12	15	13	10	12	14	20	7	21	11	18	2	3	10									
		1.96%	1.98%	2.03%	3.91%	2.36%	1.83%	1.92%	1.69%	1.45%	1.13%	2.45%	2.63%	1.93%	2.42%	1.69%	1.45%	1.75%	1.80%	2.06%	1.80%	2.27%	2.13%	1.05%	2.58%	1.99%	2.19%	2.38%	4.48%	2.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	565	12	24	4	11	28	17	21	36	23	30	33	28	31	19	21	22	17	17	12	13	22	17	29	17	35	4	1	21									
		2.72%	1.69%	4.05%	3.13%	1.86%	5.14%	3.26%	2.54%	4.02%	1.44%	3.50%	3.61%	3.39%	1.83%	1.19%	2.53%	2.56%	2.35%	3.50%	1.80%	2.11%	2.35%	2.55%	3.56%	3.09%	4.26%	4.76%	1.49%	5.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8490	232	182	39	200	190	204	255	310	916	279	315	391	985	958	274	270	241	173	229	212	407	254	296	184	278	28	30	158									
		40.80%	32.77%	30.74%	30.47%	33.78%	34.86%	39.08%	30.83%	34.64%	57.54%	32.52%	34.46%	47.28%	58.15%	59.99%	33.01%	31.47%	33.38%	35.60%	34.38%	34.42%	43.39%	38.14%	36.32%	33.39%	33.82%	33.33%	44.78%	40.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	308	10	17	2	11	10	3	17	19	5	14	11	7	18	15	24	16	13	9	16	11	6	11	8	13	10	1	1	10									
		1.48%	1.41%	2.87%	1.56%	1.86%	1.83%	0.57%	2.06%	2.12%	0.31%	1.63%	1.20%	0.85%	1.06%	0.94%	2.89%	1.86%	1.80%	1.85%	2.40%	1.79%	0.64%	1.65%	0.98%	2.36%	1.22%	1.19%	1.49%	2.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	109	4	5	0	2	0	0	2	6	27	2	5	13	9	6	3	3	1	6	3	0	0	1	5	2	1	0	0	3									
		0.52%	0.56%	0.84%	0.00%	0.34%	0.00%	0.00%	0.24%	0.67%	1.70%	0.23%	0.55%	1.57%	0.53%	0.38%	0.36%	0.35%	0.14%	1.23%	0.45%	0.00%	0.00%	0.15%	0.61%	0.36%	0.12%	0.00%	0.00%	0.76%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2889	106	84	14	97	79	80	123	99	259	160	135	76	183	318	83	108	89	52	76	84	115	106	121	84	81	9	4	64									
		13.88%	14.97%	14.19%	10.94%	16.39%	14.50%	15.33%	14.87%	11.06%	16.27%	18.65%	14.77%	9.19%	10.80%	19.91%	10.00%	12.59%	12.33%	10.70%	11.41%	13.64%	12.26%	15.92%	14.85%	15.25%	9.85%	10.71%	5.97%	16.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	547	24	16	5	17	21	18	29	8	28	22	27	18	31	8	37	39	19	16	25	24	18	15	24	11	33	0	7	7									
		2.63%	3.39%	2.70%	3.91%	2.87%	3.85%	3.45%	3.51%	0.89%	1.76%	2.56%	2.95%	2.18%	1.83%	0.50%	4.46%	4.55%	2.63%	3.29%	3.75%	3.90%	1.92%	2.25%	2.94%	1.99%	4.01%	0.00%	10.45%	1.77%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	633	27	23	3	10	14	13	51	43	30	40	30	15	28	24	25	37	32	31	19	18	18	14	29	17	31	0	6	5									
		3.04%	3.81%	3.89%	2.34%	1.69%	2.57%	2.49%	6.17%	4.80%	1.88%	4.66%	3.28%	1.81%	1.65%	1.50%	3.01%	4.31%	4.43%	6.38%	2.85%	2.92%	1.92%	2.10%	3.56%	3.09%	3.77%	0.00%	8.96%	1.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	3	0	0	0	1	0	0	1	5	1	4	3	6	6	0	3	2	0	1	0	0	0	3	2	3	0	0	2									
		0.22%	0.42%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.11%	0.31%	0.12%	0.44%	0.36%	0.35%	0.38%	0.00%	0.35%	0.28%	0.00%	0.15%	0.00%	0.00%	0.00%	0.37%	0.36%	0.36%	0.00%	0.00%	0.51%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1678	83	48	15	42	57	50	94	77	51	68	71	66	75	18	129	82	58	51	79	60	78	58	70	58	103	4	8	25									
		8.06%	11.72%	8.11%	11.72%	7.09%	10.46%	9.58%	11.37%	8.60%	3.20%	7.93%	7.77%	7.98%	4.43%	1.13%	15.54%	9.56%	8.03%	10.49%	11.86%	9.74%	8.32%	8.71%	8.59%	10.53%	12.53%	4.76%	11.94%	6.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3010	107	113	28	107	84	69	137	180	98	138	159	129	149	95	142	145	142	70	109	107	151	93	128	101	157	15	2	55									
		14.47%	15.11%	19.09%	21.88%	18.07%	15.41%	13.22%	16.57%	20.11%	6.16%	16.08%	17.40%	15.60%	8.80%	5.95%	17.11%	16.90%	19.67%	14.40%	16.37%	17.37%	16.10%	13.96%	15.71%	18.33%	19.10%	17.86%	2.99%	13.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	129	5	3	1	3	2	1	4	6	15	6	5	4	17	7	6	6	10	3	4	3	5	4	3	1	2	1	0	2									
		0.62%	0.71%	0.51%	0.78%	0.51%	0.37%	0.19%	0.48%	0.67%	0.94%	0.70%	0.55%	0.48%	1.00%	0.44%	0.72%	0.70%	1.39%	0.62%	0.60%	0.49%	0.53%	0.60%	0.37%	0.18%	0.24%	1.19%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	991	39	38	7	40	19	30	51	48	40	33	52	30	44	30	39	70	56	18	48	40	57	41	29	25	32	13	1	21									
		4.76%	5.51%	6.42%	5.47%	6.76%	3.49%	5.75%	6.17%	5.36%	2.51%	3.85%	5.69%	3.63%	2.60%	1.88%	4.70%	8.16%	7.76%	3.70%	7.21%	6.49%	6.08%	6.16%	3.56%	4.54%	3.89%	15.48%	1.49%	5.32%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
