Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Мамадышская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942					
23	"6. ""Объединенная Российская партия ""Русь"""	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	1	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.09%	0.20%	0.27%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	1	0	0	12	9	10	7	7	14	0	1	1	2	0	0	0	2	5	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	1.06%	0.76%	0.91%	0.70%	0.63%	0.90%	0.0%	0.12%	0.21%	0.21%	0.0%	0.0%	0.0%	0.25%	1.20%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.10%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.17%	0.08%	0.27%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	325	3	0	1	4	1	0	13	10	3	3	0	0	10	0	11	12	11	2	2	2	1	0	7	2	0	0	10	0	6	24	11	8	11	11	1	4	0	1	10	6	2	2	2	13	13	0	0	11	2	5	17	5	15	4	3	0	1	1	0	0	1	25	2					
		1.06%	0.74%	0.0%	0.36%	2.98%	0.39%	0.0%	2.72%	2.48%	1.80%	1.96%	0.0%	0.0%	1.81%	0.0%	1.39%	1.89%	2.99%	0.18%	0.37%	0.28%	0.56%	0.0%	5.83%	0.44%	0.0%	0.0%	1.78%	0.0%	0.53%	2.02%	1.01%	0.80%	1.00%	0.71%	0.58%	0.48%	0.0%	0.10%	3.62%	1.75%	0.49%	0.25%	0.48%	3.37%	4.90%	0.0%	0.0%	4.58%	1.14%	3.10%	1.33%	1.87%	2.48%	1.14%	0.8%	0.0%	0.30%	0.28%	0.0%	0.0%	0.65%	2.51%	0.45%					
28	"11. ""Истинные патриоты России"""	56	0	0	0	0	0	0	1	0	4	0	0	0	2	0	2	0	1	0	0	0	0	0	0	4	0	2	1	0	4	2	3	4	1	2	0	0	0	3	0	2	1	1	0	7	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	2	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	2.40%	0.0%	0.0%	0.0%	0.36%	0.0%	0.25%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	1.44%	0.17%	0.0%	0.35%	0.16%	0.27%	0.40%	0.09%	0.12%	0.0%	0.0%	0.0%	0.31%	0.0%	0.58%	0.24%	0.12%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.26%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.20%	0.22%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	97	0	2	0	0	1	0	1	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	4	0	5	6	5	4	13	16	1	0	0	2	0	1	3	0	0	6	1	0	0	0	0	2	2	2	5	2	0	0	0	0	0	0	0	5	0					
		0.31%	0.0%	1.55%	0.0%	0.0%	0.39%	0.0%	0.20%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.44%	0.50%	0.45%	0.40%	1.18%	1.03%	0.58%	0.0%	0.0%	0.21%	0.0%	0.29%	0.73%	0.0%	0.0%	1.55%	0.37%	0.0%	0.0%	0.0%	0.0%	1.24%	0.15%	0.74%	0.82%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%					
30	"13. ""Демократическая партия России"""	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	2	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.25%	0.18%	0.20%	0.09%	0.06%	0.0%	0.0%	0.0%	0.0%	1.08%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	1	6	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	4	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.16%	0.36%	0.10%	0.54%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.16%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%					
32	"15. ""Партия СЛОН"""	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	4	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	2.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.35%	0.16%	0.09%	0.10%	0.09%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	480	1	0	3	0	2	0	0	2	0	0	0	1	2	0	14	7	1	5	0	0	2	0	1	6	0	1	6	4	42	43	56	44	57	46	0	6	1	8	4	3	0	2	4	8	8	0	3	2	2	0	21	9	13	1	2	8	1	0	5	3	5	10	5					
		1.56%	0.24%	0.0%	1.09%	0.0%	0.79%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.84%	0.36%	0.0%	1.77%	1.10%	0.27%	0.45%	0.0%	0.0%	1.13%	0.0%	0.83%	1.32%	0.0%	0.72%	1.06%	0.94%	3.73%	3.63%	5.15%	4.45%	5.20%	2.97%	0.0%	0.73%	0.21%	0.84%	1.44%	0.87%	0.0%	0.25%	0.96%	2.07%	3.01%	0.0%	0.52%	0.83%	1.14%	0.0%	1.65%	3.37%	2.15%	0.28%	0.53%	4.21%	0.30%	0.0%	0.91%	2.18%	3.28%	1.00%	1.12%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	0	0	0	0	0	0	2	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	1	0	0	0	2	2	4	3	5	7	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	0	0	1	0	0	0	9	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.47%	0.17%	0.33%	0.27%	0.50%	0.63%	0.32%	0.58%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.23%	0.37%	0.0%	0.57%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.90%	0.0%					
35	"18. ""ЛДПР"""	1065	12	0	2	9	5	0	9	1	5	1	0	0	14	1	15	6	2	8	3	5	1	53	2	5	5	3	6	7	85	94	82	107	136	106	2	4	7	27	10	1	4	1	10	11	14	8	15	2	5	13	38	11	43	0	4	3	0	2	8	3	4	25	0					
		3.48%	2.97%	0.0%	0.73%	6.71%	1.98%	0.0%	1.88%	0.24%	3.01%	0.65%	0.0%	0.0%	2.54%	0.75%	1.89%	0.94%	0.54%	0.72%	0.56%	0.71%	0.56%	5.75%	1.66%	1.10%	3.31%	2.17%	1.06%	1.64%	7.54%	7.93%	7.54%	10.82%	12.42%	6.84%	1.17%	0.48%	1.52%	2.84%	3.62%	0.29%	0.98%	0.12%	2.40%	2.85%	5.28%	1.70%	2.62%	0.83%	2.85%	8.07%	2.99%	4.11%	7.13%	0.0%	1.06%	1.57%	0.0%	0.57%	1.46%	2.18%	2.63%	2.51%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	652	6	0	3	1	2	2	19	0	2	0	0	0	9	1	14	0	0	0	0	0	1	15	0	2	0	1	15	2	60	51	55	45	54	116	0	17	6	15	0	3	2	1	11	4	1	0	10	1	0	2	49	9	1	1	9	0	0	0	2	0	0	28	4					
		2.13%	1.48%	0.0%	1.09%	0.74%	0.79%	0.66%	3.98%	0.0%	1.20%	0.0%	0.0%	0.0%	1.63%	0.75%	1.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	1.62%	0.0%	0.44%	0.0%	0.72%	2.67%	0.47%	5.32%	4.30%	5.05%	4.55%	4.93%	7.49%	0.0%	2.07%	1.30%	1.58%	0.0%	0.87%	0.49%	0.12%	2.64%	1.03%	0.37%	0.0%	1.74%	0.41%	0.0%	1.24%	3.85%	3.37%	0.16%	0.28%	2.4%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	2.81%	0.90%					
37	"20. ""Политическая партия ""Единая Россия"""	23502	354	106	254	115	222	261	351	342	132	135	125	107	441	94	425	521	310	945	459	671	162	758	80	376	117	121	449	362	658	609	590	501	557	926	139	746	418	801	234	289	374	723	361	290	191	422	489	206	160	131	1035	185	446	276	332	178	323	340	468	126	136	635	412					
		76.80%	87.84%	82.17%	93.04%	85.82%	88.09%	87.0%	73.58%	84.86%	79.51%	88.23%	98.42%	90.67%	80.03%	71.21%	53.79%	82.17%	84.46%	85.75%	85.79%	96.13%	92.04%	82.30%	66.66%	82.81%	77.48%	87.68%	80.03%	85.17%	58.43%	51.43%	54.27%	50.70%	50.86%	59.81%	81.76%	91.19%	91.06%	84.49%	84.78%	84.50%	92.11%	93.53%	86.77%	75.32%	72.07%	89.97%	85.48%	85.83%	91.42%	81.36%	81.49%	69.28%	73.96%	79.31%	88.53%	93.68%	97.28%	97.42%	85.87%	91.97%	89.47%	63.81%	93.00%					
38	"21. ""Российская Конституционно-демократическая партия"""	51	2	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	1	2	4	5	3	8	2	1	0	1	2	0	0	2	3	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1					
		0.16%	0.49%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.75%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.72%	0.35%	0.0%	0.08%	0.16%	0.36%	0.50%	0.27%	0.51%	1.17%	0.12%	0.0%	0.10%	0.72%	0.0%	0.0%	0.25%	0.72%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%					
