Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Нижний Новгород, Нижегородская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №630	УИК №631	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1771					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1973	0	0	30	40	22	30	35	35	20	20	22	30	40	25	40	40	40	40	40	40	40	23	60	40	20	20	20	20	60	50	20	35	21	35	40	40	55	40	30	40	25	20	30	50	43	43	30	45	45	50	60	43	20	20	20	41	20	40	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1771	0	0	24	40	21	30	34	34	19	17	22	25	35	22	39	40	34	40	36	32	39	21	60	34	20	20	13	13	56	41	17	35	21	35	30	20	40	30	30	30	22	20	30	45	43	40	30	42	45	45	53	41	8	11	17	41	19	40	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2278	8	8	53	11	20	14	49	43	16	20	47	38	33	15	33	179	142	33	150	293	14	39	15	32	26	22	18	23	22	35	31	26	23	14	18	47	26	45	28	53	10	24	35	7	14	18	46	12	19	13	20	28	46	54	75	29	15	26	25					
14	Число погашенных неиспользованных открепительных удостоверений	202	0	0	6	0	1	0	1	1	1	3	0	5	5	3	1	0	6	0	4	8	1	2	0	6	0	0	7	7	4	9	3	0	0	0	10	20	15	10	0	10	3	0	0	5	0	3	0	3	0	5	7	2	12	9	3	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	0	0	1	0	2	0	0	0	0	1	3	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	3	3	1	2	0	0	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8998	61	37	124	139	79	125	122	151	140	119	164	84	192	110	111	190	100	183	215	269	237	153	126	101	68	132	72	66	196	220	125	241	124	261	199	170	190	182	273	202	96	140	197	221	182	192	195	163	162	184	191	175	71	99	153	201	73	162	88					
		16.02%	17.28%	18.14%	16.71%	18.46%	14.71%	12.87%	16.25%	13.52%	15.80%	16.67%	15.24%	14.95%	17.89%	16.01%	14.64%	16.46%	12.30%	17.89%	14.10%	16.52%	18.08%	18.13%	18.69%	13.82%	13.31%	18.23%	14.09%	16.22%	18.30%	16.53%	15.78%	20.41%	16.15%	21.41%	22.67%	19.86%	16.49%	18.07%	18.96%	15.79%	18.29%	13.90%	15.28%	18.42%	16.22%	16.28%	11.52%	14.89%	14.63%	14.84%	14.57%	13.59%	11.81%	14.35%	11.81%	17.65%	12.13%	13.03%	16.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5967	32	27	92	81	77	113	79	109	117	78	108	66	95	62	105	101	99	99	109	147	110	63	69	67	89	58	46	46	107	137	76	78	69	146	80	61	113	100	141	148	79	113	163	129	134	160	172	147	124	116	149	158	47	64	182	117	64	167	82					
		10.62%	9.07%	13.24%	12.40%	10.76%	14.34%	11.64%	10.52%	9.76%	13.21%	10.92%	10.04%	11.74%	8.85%	9.02%	13.85%	8.75%	12.18%	9.68%	7.15%	9.03%	8.39%	7.46%	10.24%	9.17%	17.42%	8.01%	9.00%	11.30%	9.99%	10.29%	9.60%	6.60%	8.98%	11.98%	9.11%	7.13%	9.81%	9.93%	9.79%	11.57%	15.05%	11.22%	12.65%	10.75%	11.94%	13.57%	10.16%	13.42%	11.20%	9.35%	11.37%	12.27%	7.82%	9.28%	14.05%	10.27%	10.63%	13.44%	15.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	761	6	2	6	11	4	13	16	11	17	13	14	5	20	9	14	14	9	8	13	17	13	15	10	6	12	12	11	5	18	19	17	20	9	18	7	4	10	23	24	14	13	6	21	12	20	13	28	16	19	17	18	13	6	8	8	21	8	14	11					
		1.35%	1.70%	0.98%	0.81%	1.46%	0.74%	1.34%	2.13%	0.98%	1.92%	1.82%	1.30%	0.89%	1.86%	1.31%	1.85%	1.21%	1.11%	0.78%	0.85%	1.04%	0.99%	1.78%	1.48%	0.82%	2.35%	1.66%	2.15%	1.23%	1.68%	1.43%	2.15%	1.69%	1.17%	1.48%	0.80%	0.47%	0.87%	2.28%	1.67%	1.09%	2.48%	0.60%	1.63%	1.00%	1.78%	1.10%	1.65%	1.46%	1.72%	1.37%	1.37%	1.01%	0.99%	1.16%	0.62%	1.84%	1.33%	1.13%	2.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18523	109	63	257	253	193	309	224	434	240	243	341	175	334	205	255	379	242	316	511	479	488	306	235	255	157	222	175	131	359	436	276	384	263	370	295	298	421	354	481	425	109	358	387	417	390	388	433	400	414	479	467	394	169	227	410	377	222	406	183					
		32.97%	30.88%	30.88%	34.64%	33.60%	35.94%	31.82%	29.83%	38.85%	27.09%	34.03%	31.69%	31.14%	31.13%	29.84%	33.64%	32.84%	29.77%	30.89%	33.51%	29.42%	37.22%	36.26%	34.87%	34.88%	30.72%	30.66%	34.25%	32.19%	33.52%	32.76%	34.85%	32.51%	34.24%	30.35%	33.60%	34.81%	36.55%	35.15%	33.40%	33.23%	20.76%	35.55%	30.02%	34.75%	34.76%	32.91%	25.58%	36.53%	37.40%	38.63%	35.62%	30.59%	28.12%	32.90%	31.66%	33.10%	36.88%	32.66%	34.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5069	10	11	55	38	39	102	118	107	84	55	128	52	122	94	56	108	89	138	127	199	136	102	78	84	53	109	63	47	128	159	90	167	80	91	60	87	105	57	101	94	35	67	175	89	62	89	125	72	77	85	89	117	12	18	25	83	59	130	37					
		9.02%	2.83%	5.39%	7.41%	5.05%	7.26%	10.50%	15.71%	9.58%	9.48%	7.70%	11.90%	9.25%	11.37%	13.68%	7.39%	9.36%	10.95%	13.49%	8.33%	12.22%	10.37%	12.09%	11.57%	11.49%	10.37%	15.06%	12.33%	11.55%	11.95%	11.95%	11.36%	14.14%	10.42%	7.47%	6.83%	10.16%	9.11%	5.66%	7.01%	7.35%	6.67%	6.65%	13.58%	7.42%	5.53%	7.55%	7.38%	6.58%	6.96%	6.85%	6.79%	9.08%	1.99%	2.61%	1.93%	7.29%	9.80%	10.46%	6.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15445	122	59	193	218	134	282	178	273	266	188	297	168	271	184	192	324	245	254	515	462	300	187	132	197	120	171	131	97	244	339	186	263	207	300	210	220	283	260	390	370	181	308	321	305	316	306	692	267	291	317	365	394	288	253	491	312	162	336	108					
		27.49%	34.56%	28.92%	26.01%	28.95%	24.95%	29.04%	23.70%	24.44%	30.02%	26.33%	27.60%	29.89%	25.26%	26.78%	25.33%	28.08%	30.14%	24.83%	33.77%	28.38%	22.88%	22.16%	19.58%	26.95%	23.48%	23.62%	25.64%	23.83%	22.78%	25.47%	23.48%	22.27%	26.95%	24.61%	23.92%	25.70%	24.57%	25.82%	27.08%	28.93%	34.48%	30.59%	24.90%	25.42%	28.16%	25.95%	40.87%	24.38%	26.29%	25.56%	27.84%	30.59%	47.92%	36.67%	37.92%	27.39%	26.91%	27.03%	20.19%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	599	6	2	3	6	5	12	8	16	12	9	9	3	11	11	17	24	14	11	16	23	14	9	13	8	6	7	6	6	7	9	9	13	6	11	8	6	7	18	18	8	5	10	11	14	7	11	19	12	8	16	15	20	3	5	5	9	6	9	7					
		1.07%	1.70%	0.98%	0.40%	0.80%	0.93%	1.24%	1.07%	1.43%	1.35%	1.26%	0.84%	0.53%	1.03%	1.60%	2.24%	2.08%	1.72%	1.08%	1.05%	1.41%	1.07%	1.07%	1.93%	1.09%	1.17%	0.97%	1.17%	1.47%	0.65%	0.68%	1.14%	1.10%	0.78%	0.90%	0.91%	0.70%	0.61%	1.79%	1.25%	0.63%	0.95%	0.99%	0.85%	1.17%	0.62%	0.93%	1.12%	1.10%	0.72%	1.29%	1.14%	1.55%	0.50%	0.72%	0.39%	0.79%	0.99%	0.72%	1.31%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
