Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Владивосток, Первореченская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1700	30	30	30	30	30	30	30	40	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	60	60	30	30	30	30	30	30	30	60	20	60	20	20	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1050	24	24	19	25	19	24	12	32	14	33	20	19	17	24	9	18	30	17	25	13	17	20	23	12	13	12	20	15	15	11	19	21	25	27	52	40	18	12	17	7	19	16	10	33	3	58	14	2	18	12	16	23	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	667	18	11	9	7	10	13	16	14	15	11	16	8	15	9	29	8	16	6	18	13	17	13	11	26	11	7	8	7	6	5	4	8	17	7	4	17	11	10	7	6	16	16	14	33	40	17	21	8	7	5	7	7	12					
14	Число погашенных неиспользованных открепительных удостоверений	650	6	6	11	5	11	6	18	8	16	7	10	11	13	6	21	12	0	13	5	17	13	10	7	18	17	18	10	15	15	19	11	9	5	3	8	20	12	18	13	23	11	14	20	27	17	2	6	18	12	18	14	7	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	3	1	1	1	2	0	1	4	0	1	0	2	1	0	2	4	1	1	2	0	1	0	3	5	0	0	0	1	0	3	0	3	0	1	1	1	1	1	2	0	0	0	0	2	0	0	0	0	1	2	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9431	233	209	161	216	273	243	180	187	214	156	241	243	181	201	181	187	175	180	277	77	205	245	135	258	211	217	182	124	157	205	209	153	260	313	112	115	113	181	206	199	167	118	92	107	110	73	43	8	161	225	166	161	185					
		20.77%	23.12%	20.90%	21.55%	22.67%	28.50%	22.17%	19.82%	19.62%	23.75%	19.65%	22.42%	22.63%	22.13%	23.65%	20.66%	20.82%	18.98%	23.68%	24.19%	11.29%	19.96%	22.27%	24.15%	23.93%	21.27%	22.44%	24.17%	16.85%	20.26%	22.73%	22.94%	19.17%	23.26%	25.47%	9.01%	12.64%	20.58%	21.22%	23.04%	21.22%	20.57%	19.97%	20.35%	10.74%	13.35%	10.00%	15.75%	5.52%	21.90%	25.83%	20.99%	23.54%	24.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8733	167	194	135	167	141	227	189	189	158	177	170	190	132	185	204	159	145	160	180	179	182	154	97	162	163	185	132	153	179	175	197	178	176	161	355	266	131	118	171	121	162	135	97	229	202	258	65	36	114	147	131	105	148					
		19.24%	16.57%	19.40%	18.07%	17.52%	14.72%	20.71%	20.81%	19.83%	17.54%	22.29%	15.81%	17.69%	16.14%	21.76%	23.29%	17.71%	15.73%	21.05%	15.72%	26.25%	17.72%	14.00%	17.35%	15.03%	16.43%	19.13%	17.53%	20.79%	23.10%	19.40%	21.62%	22.31%	15.74%	13.10%	28.56%	29.23%	23.86%	13.83%	19.13%	12.90%	19.95%	22.84%	21.46%	22.99%	24.51%	35.34%	23.81%	24.83%	15.51%	16.88%	16.56%	15.35%	19.92%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	422	7	15	11	12	6	4	13	14	5	8	17	12	9	4	9	6	12	3	12	4	9	18	5	8	3	12	5	7	7	9	13	9	9	15	8	5	6	1	8	7	6	3	3	13	11	3	1	0	15	4	3	4	9					
		0.93%	0.69%	1.50%	1.47%	1.26%	0.63%	0.36%	1.43%	1.47%	0.55%	1.01%	1.58%	1.12%	1.10%	0.47%	1.03%	0.67%	1.30%	0.39%	1.05%	0.59%	0.88%	1.64%	0.89%	0.74%	0.30%	1.24%	0.66%	0.95%	0.90%	0.99%	1.43%	1.13%	0.81%	1.22%	0.64%	0.55%	1.09%	0.12%	0.89%	0.75%	0.74%	0.51%	0.66%	1.31%	1.33%	0.41%	0.37%	0.00%	2.04%	0.46%	0.38%	0.58%	1.21%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13177	315	310	223	276	260	310	254	271	286	237	340	353	259	253	198	301	334	205	337	210	362	369	161	324	312	287	235	246	199	297	248	208	333	432	185	233	142	258	256	366	253	158	128	207	127	102	53	6	226	281	235	240	176					
		29.03%	31.25%	31.00%	29.85%	28.96%	27.14%	28.28%	27.97%	28.44%	31.74%	29.85%	31.63%	32.87%	31.66%	29.76%	22.60%	33.52%	36.23%	26.97%	29.43%	30.79%	35.25%	33.55%	28.80%	30.06%	31.45%	29.68%	31.21%	33.42%	25.68%	32.93%	27.22%	26.07%	29.79%	35.15%	14.88%	25.60%	25.87%	30.25%	28.64%	39.02%	31.16%	26.73%	28.32%	20.78%	15.41%	13.97%	19.41%	4.14%	30.75%	32.26%	29.71%	35.09%	23.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2871	68	82	68	68	76	65	55	52	61	58	64	64	48	44	42	61	44	49	73	10	47	86	56	109	101	74	33	58	54	49	57	40	121	128	18	26	25	65	57	72	52	31	18	26	49	9	6	0	53	49	63	40	47					
		6.32%	6.75%	8.20%	9.10%	7.14%	7.93%	5.93%	6.06%	5.46%	6.77%	7.30%	5.95%	5.96%	5.87%	5.18%	4.79%	6.79%	4.77%	6.45%	6.38%	1.47%	4.58%	7.82%	10.02%	10.11%	10.18%	7.65%	4.38%	7.88%	6.97%	5.43%	6.26%	5.01%	10.82%	10.41%	1.45%	2.86%	4.55%	7.62%	6.38%	7.68%	6.40%	5.25%	3.98%	2.61%	5.95%	1.23%	2.20%	0.00%	7.21%	5.63%	7.96%	5.85%	6.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9515	182	170	130	191	173	208	197	214	164	143	218	191	164	149	211	157	194	144	233	179	188	196	89	192	180	171	136	132	153	147	162	185	171	154	526	238	116	208	169	146	156	126	101	391	308	267	96	92	148	143	154	117	145					
		20.96%	18.06%	17.00%	17.40%	20.04%	18.06%	18.98%	21.70%	22.46%	18.20%	18.01%	20.28%	17.78%	20.05%	17.53%	24.09%	17.48%	21.04%	18.95%	20.35%	26.25%	18.31%	17.82%	15.92%	17.81%	18.15%	17.68%	18.06%	17.93%	19.74%	16.30%	17.78%	23.18%	15.30%	12.53%	42.32%	26.15%	21.13%	24.38%	18.90%	15.57%	19.21%	21.32%	22.35%	39.26%	37.38%	36.58%	35.16%	63.45%	20.14%	16.42%	19.47%	17.11%	19.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	305	8	5	5	8	7	12	5	4	4	3	3	4	2	1	5	3	10	4	7	4	11	6	6	11	9	9	9	5	3	6	9	9	5	6	4	6	7	6	6	8	5	7	4	4	9	3	0	0	3	4	6	4	11					
		0.67%	0.79%	0.50%	0.67%	0.84%	0.73%	1.09%	0.55%	0.42%	0.44%	0.38%	0.28%	0.37%	0.24%	0.12%	0.57%	0.33%	1.08%	0.53%	0.61%	0.59%	1.07%	0.55%	1.07%	1.02%	0.91%	0.93%	1.20%	0.68%	0.39%	0.67%	0.99%	1.13%	0.45%	0.49%	0.32%	0.66%	1.28%	0.70%	0.67%	0.85%	0.62%	1.18%	0.88%	0.40%	1.09%	0.41%	0.00%	0.00%	0.41%	0.46%	0.76%	0.58%	1.48%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
