Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Усть-Лабинская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №5601	УИК №5602	УИК №5603	УИК №5604	УИК №5605	УИК №5606	УИК №5607	УИК №5608	УИК №5609	УИК №5610	УИК №5611	УИК №5612	УИК №5613	УИК №5614	УИК №5615	УИК №5616	УИК №5617	УИК №5618	УИК №5619	УИК №5620	УИК №5621	УИК №5622	УИК №5623	УИК №5624	УИК №5625	УИК №5626	УИК №5627	УИК №5628	УИК №5629	УИК №5630	УИК №5631	УИК №5632	УИК №5633	УИК №5634	УИК №5635	УИК №5636	УИК №5637	УИК №5638	УИК №5639	УИК №5640	УИК №5641	УИК №5642	УИК №5643	УИК №5644	УИК №5645	УИК №5646	УИК №5647	УИК №5648	УИК №5649	УИК №5650	УИК №5651	УИК №5652	УИК №5653	УИК №5654	УИК №5655	УИК №5656	УИК №5657	УИК №5658	УИК №5659	УИК №5660	УИК №5661	УИК №5662					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1098	13	28	29	20	18	18	18	19	15	18	23	18	18	25	18	20	18	20	19	0	18	30	5	11	16	18	16	16	16	18	16	18	18	18	16	19	19	19	18	3	11	23	18	19	20	18	20	18	18	17	30	16	7	18	18	16	18	18	19	16	19	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	616	12	26	24	11	15	7	4	8	11	7	19	17	16	25	4	14	10	19	7	0	6	21	1	4	1	6	1	2	3	8	2	7	13	15	0	8	14	9	5	0	6	23	8	11	19	9	14	18	2	12	21	2	2	18	11	1	15	10	11	7	10	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	524	3	2	9	13	4	3	6	29	7	59	9	5	55	15	13	38	4	19	4	0	1	71	10	2	2	2	3	3	4	1	6	1	9	5	3	3	6	3	6	6	1	4	2	2	6	5	8	5	5	7	6	4	2	0	4	1	5	4	5	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	482	1	2	5	9	3	11	14	11	4	11	4	1	2	0	14	6	8	1	12	0	12	9	4	7	15	12	15	14	13	10	14	11	5	3	16	11	5	10	13	3	5	0	10	8	1	9	6	0	16	5	9	14	5	0	7	15	3	8	8	9	9	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	1010	11	31	25	51	26	4	12	20	16	9	15	12	12	29	10	21	10	30	13	8	4	12	2	3	6	36	4	5	6	18	4	17	21	17	14	16	15	12	12	1	5	50	27	11	38	17	20	13	17	20	19	6	5	24	22	4	31	37	12	6	22	14					
		1.89%	1.52%	1.54%	1.83%	4.11%	2.50%	0.50%	1.50%	2.06%	2.23%	1.05%	1.27%	1.45%	1.85%	2.19%	1.70%	1.64%	1.19%	2.41%	1.22%	2.27%	0.66%	0.84%	0.76%	0.59%	2.47%	3.44%	1.38%	1.60%	2.40%	2.40%	1.09%	2.35%	1.92%	1.71%	2.28%	1.89%	1.67%	1.31%	1.16%	0.50%	1.75%	4.32%	2.43%	1.23%	2.52%	1.72%	1.51%	1.46%	2.04%	2.02%	1.40%	2.94%	1.26%	2.55%	2.36%	2.09%	2.76%	2.40%	0.98%	1.08%	2.29%	1.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	338	2	14	8	14	5	9	1	6	10	10	9	15	5	14	5	7	6	17	12	1	1	3	1	2	3	3	2	0	1	2	1	4	5	3	0	12	7	4	6	0	0	5	4	4	10	5	4	5	3	2	9	0	3	9	6	0	1	5	13	11	5	4					
		0.63%	0.28%	0.70%	0.59%	1.13%	0.48%	1.12%	0.13%	0.62%	1.39%	1.17%	0.76%	1.81%	0.77%	1.06%	0.85%	0.55%	0.72%	1.37%	1.13%	0.28%	0.16%	0.21%	0.38%	0.39%	1.23%	0.29%	0.69%	0.00%	0.40%	0.27%	0.27%	0.55%	0.46%	0.30%	0.00%	1.42%	0.78%	0.44%	0.58%	0.00%	0.00%	0.43%	0.36%	0.45%	0.66%	0.51%	0.30%	0.56%	0.36%	0.20%	0.66%	0.00%	0.76%	0.96%	0.64%	0.00%	0.09%	0.32%	1.06%	1.97%	0.52%	0.56%					
20	3.Политическая партия «Демократическая партия России»	56	0	3	0	1	2	2	2	0	1	0	3	2	1	3	0	0	1	2	1	0	1	1	0	0	1	0	0	0	0	2	0	0	1	3	1	0	0	0	1	0	0	0	0	2	3	2	1	0	0	1	3	0	0	4	0	0	0	1	1	2	0	1					
		0.10%	0.00%	0.15%	0.00%	0.08%	0.19%	0.25%	0.25%	0.00%	0.14%	0.00%	0.25%	0.24%	0.15%	0.23%	0.00%	0.00%	0.12%	0.16%	0.09%	0.00%	0.16%	0.07%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.09%	0.30%	0.16%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.20%	0.08%	0.00%	0.00%	0.10%	0.22%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.06%	0.08%	0.36%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8403	116	245	200	257	192	123	147	214	111	156	185	156	105	261	94	190	116	224	144	53	113	206	46	74	25	203	58	48	49	160	54	115	213	92	73	159	192	166	87	22	55	255	231	91	232	137	151	117	74	137	193	13	60	101	91	28	217	218	176	117	177	88					
		15.74%	16.07%	12.16%	14.66%	20.73%	18.48%	15.34%	18.38%	22.06%	15.46%	18.20%	15.69%	18.82%	16.20%	19.74%	16.01%	14.82%	13.86%	17.99%	13.56%	15.01%	18.62%	14.42%	17.56%	14.45%	10.29%	19.37%	20.00%	15.38%	19.60%	21.33%	14.75%	15.91%	19.51%	9.27%	11.89%	18.75%	21.38%	18.12%	8.38%	11.06%	19.30%	22.04%	20.77%	10.20%	15.37%	13.88%	11.38%	13.18%	8.86%	13.82%	14.22%	6.37%	15.11%	10.73%	9.77%	14.66%	19.34%	14.15%	14.40%	21.01%	18.40%	12.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	104	3	4	3	3	6	2	2	4	4	1	5	3	2	3	0	1	0	4	2	0	2	3	0	1	0	0	0	1	1	0	0	0	3	1	0	3	1	1	0	0	0	2	3	0	6	1	3	3	0	0	0	1	0	2	1	0	3	1	3	3	1	2					
		0.19%	0.42%	0.20%	0.22%	0.24%	0.58%	0.25%	0.25%	0.41%	0.56%	0.12%	0.42%	0.36%	0.31%	0.23%	0.00%	0.08%	0.00%	0.32%	0.19%	0.00%	0.33%	0.21%	0.00%	0.20%	0.00%	0.00%	0.00%	0.32%	0.40%	0.00%	0.00%	0.00%	0.27%	0.10%	0.00%	0.35%	0.11%	0.11%	0.00%	0.00%	0.00%	0.17%	0.27%	0.00%	0.40%	0.10%	0.23%	0.34%	0.00%	0.00%	0.00%	0.49%	0.00%	0.21%	0.11%	0.00%	0.27%	0.06%	0.25%	0.54%	0.10%	0.28%					
23	6.Политическая партия «Партия социальной справедливости»	101	1	7	1	3	3	1	3	4	6	2	2	3	2	2	0	2	4	4	2	1	2	1	2	2	0	1	0	0	0	1	1	1	2	0	0	0	2	2	0	0	1	0	1	1	2	0	1	4	3	1	2	0	0	4	1	0	3	3	2	0	1	1					
		0.19%	0.14%	0.35%	0.07%	0.24%	0.29%	0.12%	0.38%	0.41%	0.84%	0.23%	0.17%	0.36%	0.31%	0.15%	0.00%	0.16%	0.48%	0.32%	0.19%	0.28%	0.33%	0.07%	0.76%	0.39%	0.00%	0.10%	0.00%	0.00%	0.00%	0.13%	0.27%	0.14%	0.18%	0.00%	0.00%	0.00%	0.22%	0.22%	0.00%	0.00%	0.35%	0.00%	0.09%	0.11%	0.13%	0.00%	0.08%	0.45%	0.36%	0.10%	0.15%	0.00%	0.00%	0.43%	0.11%	0.00%	0.27%	0.19%	0.16%	0.00%	0.10%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	3853	70	132	89	92	79	65	47	77	49	96	72	64	61	98	47	116	74	102	95	17	42	133	16	39	18	59	25	16	17	54	22	37	59	87	38	53	73	78	61	8	23	85	63	53	79	53	95	42	38	50	94	22	26	67	64	3	128	97	110	42	86	56					
		7.22%	9.70%	6.55%	6.52%	7.42%	7.60%	8.10%	5.88%	7.94%	6.82%	11.20%	6.11%	7.72%	9.41%	7.41%	8.01%	9.05%	8.84%	8.19%	8.95%	4.82%	6.92%	9.31%	6.11%	7.62%	7.41%	5.63%	8.62%	5.13%	6.80%	7.20%	6.01%	5.12%	5.40%	8.77%	6.19%	6.25%	8.13%	8.52%	5.88%	4.02%	8.07%	7.35%	5.67%	5.94%	5.24%	5.37%	7.16%	4.73%	4.55%	5.05%	6.93%	10.78%	6.55%	7.12%	6.87%	1.57%	11.41%	6.29%	9.00%	7.54%	8.94%	7.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3471	58	219	96	95	106	54	58	85	52	48	121	72	64	80	54	90	60	121	75	12	82	74	13	12	9	94	26	16	6	47	20	24	27	126	38	47	46	30	50	10	6	47	26	43	89	59	80	61	39	57	102	13	9	41	35	9	68	83	75	30	43	39					
		6.50%	8.03%	10.87%	7.04%	7.66%	10.20%	6.73%	7.25%	8.76%	7.24%	5.60%	10.26%	8.69%	9.88%	6.05%	9.20%	7.02%	7.17%	9.72%	7.06%	3.40%	13.51%	5.18%	4.96%	2.34%	3.70%	8.97%	8.97%	5.13%	2.40%	6.27%	5.46%	3.32%	2.47%	12.70%	6.19%	5.54%	5.12%	3.28%	4.82%	5.03%	2.11%	4.06%	2.34%	4.82%	5.90%	5.98%	6.03%	6.87%	4.67%	5.75%	7.52%	6.37%	2.27%	4.36%	3.76%	4.71%	6.06%	5.39%	6.14%	5.39%	4.47%	5.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	318	2	20	7	5	8	3	6	5	4	11	6	8	4	7	5	6	11	13	7	2	7	9	2	5	5	12	5	2	1	1	3	6	2	5	0	1	5	6	3	4	1	8	6	3	8	4	1	4	2	4	7	3	3	4	1	2	6	7	9	1	4	6					
		0.60%	0.28%	0.99%	0.51%	0.40%	0.77%	0.37%	0.75%	0.52%	0.56%	1.28%	0.51%	0.97%	0.62%	0.53%	0.85%	0.47%	1.31%	1.04%	0.66%	0.57%	1.15%	0.63%	0.76%	0.98%	2.06%	1.15%	1.72%	0.64%	0.40%	0.13%	0.82%	0.83%	0.18%	0.50%	0.00%	0.12%	0.56%	0.66%	0.29%	2.01%	0.35%	0.69%	0.54%	0.34%	0.53%	0.41%	0.08%	0.45%	0.24%	0.40%	0.52%	1.47%	0.76%	0.43%	0.11%	1.05%	0.53%	0.45%	0.74%	0.18%	0.42%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34526	444	1281	899	700	597	521	506	529	463	497	735	477	383	771	340	820	527	699	685	257	344	947	172	370	173	630	162	213	161	449	258	504	733	640	444	540	540	581	793	153	189	686	732	661	1020	682	940	611	646	685	902	139	284	663	679	144	656	1044	797	322	613	493					
		64.68%	61.50%	63.60%	65.91%	56.45%	57.46%	64.96%	63.25%	54.54%	64.48%	57.99%	62.34%	57.54%	59.10%	58.32%	57.92%	63.96%	62.96%	56.14%	64.50%	72.80%	56.67%	66.27%	65.65%	72.27%	71.19%	60.11%	55.86%	68.27%	64.40%	59.87%	70.49%	69.71%	67.12%	64.52%	72.31%	63.68%	60.13%	63.43%	76.40%	76.88%	66.32%	59.29%	65.83%	74.10%	67.59%	69.10%	70.84%	68.81%	77.37%	69.12%	66.47%	68.14%	71.54%	70.46%	72.93%	75.39%	58.47%	67.75%	65.22%	57.81%	63.72%	68.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	278	4	16	10	6	6	8	3	13	2	4	8	8	4	10	13	0	5	10	8	2	5	8	1	2	1	3	1	0	4	11	1	3	5	7	1	2	0	6	0	1	0	3	6	3	7	5	0	5	4	2	2	3	2	3	3	1	3	7	12	2	0	3					
		0.52%	0.55%	0.79%	0.73%	0.48%	0.58%	0.99%	0.38%	1.34%	0.28%	0.47%	0.68%	0.97%	0.62%	0.76%	2.21%	0.00%	0.60%	0.80%	0.75%	0.57%	0.82%	0.56%	0.38%	0.39%	0.41%	0.29%	0.34%	0.00%	1.60%	1.47%	0.27%	0.41%	0.46%	0.71%	0.16%	0.24%	0.00%	0.66%	0.00%	0.50%	0.00%	0.26%	0.54%	0.34%	0.46%	0.51%	0.00%	0.56%	0.48%	0.20%	0.15%	1.47%	0.50%	0.32%	0.32%	0.52%	0.27%	0.45%	0.98%	0.36%	0.00%	0.42%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
