Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Урюпинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	847	7	14	3	1	7	14	63	4	16	9	32	38	33	22	26	28	22	2	3	14	2	11	0	8	44	13	5	13	8	40	19	52	25	2	8	5	10	1	40	2	14	56	5	16	8	4	60	3	15					
		5.39%	4.55%	2.73%	1.73%	1.33%	3.41%	2.67%	4.68%	1.98%	5.33%	6.87%	11.27%	5.93%	3.59%	5.14%	4.59%	5.61%	3.25%	2.94%	3.09%	6.01%	2.15%	4.47%	0.00%	8.79%	9.13%	3.20%	3.88%	3.82%	3.67%	5.82%	10.33%	14.57%	8.28%	2.99%	2.14%	4.50%	3.64%	2.50%	7.35%	6.90%	20.00%	12.39%	5.88%	5.82%	3.54%	4.88%	6.59%	1.29%	6.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	49	0	2	0	0	0	0	8	0	2	0	1	2	3	1	0	0	1	1	0	2	0	1	0	0	5	0	0	1	0	7	1	0	0	0	1	0	0	0	1	0	0	0	0	1	3	0	3	1	1					
		0.31%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.67%	0.00%	0.35%	0.31%	0.33%	0.23%	0.00%	0.00%	0.15%	1.47%	0.00%	0.86%	0.00%	0.41%	0.00%	0.00%	1.04%	0.00%	0.00%	0.29%	0.00%	1.02%	0.54%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.36%	1.33%	0.00%	0.33%	0.43%	0.40%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	1.53%	0.00%	0.00%	0.11%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.33%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2217	18	99	20	15	11	72	271	18	19	15	29	83	178	66	139	59	128	2	12	42	23	19	16	8	43	34	7	56	28	59	16	24	42	8	21	8	45	1	116	1	8	55	11	58	13	7	115	33	46					
		14.10%	11.69%	19.30%	11.56%	20.00%	5.37%	13.74%	20.15%	8.91%	6.33%	11.45%	10.21%	12.95%	19.39%	15.42%	24.51%	11.82%	18.93%	2.94%	12.37%	18.03%	24.73%	7.72%	11.76%	8.79%	8.92%	8.37%	5.43%	16.47%	12.84%	8.59%	8.70%	6.72%	13.91%	11.94%	5.63%	7.21%	16.36%	2.50%	21.32%	3.45%	11.43%	12.17%	12.94%	21.09%	5.75%	8.54%	12.64%	14.22%	18.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	1	0	1	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	1	0	0	0	1	0	0	1	0	3	0	0	1	0	0					
		0.13%	0.65%	0.00%	0.58%	0.00%	0.00%	0.00%	0.07%	0.50%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.15%	0.54%	0.00%	0.66%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.22%	0.00%	1.09%	0.00%	0.00%	0.11%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	1	0	0	1	4	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	2	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0					
		0.17%	0.00%	0.00%	0.58%	0.00%	0.00%	0.19%	0.30%	0.00%	0.00%	0.00%	0.00%	0.16%	0.11%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.49%	0.00%	0.00%	0.92%	0.00%	0.54%	0.56%	0.33%	0.00%	0.54%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1188	14	34	13	4	8	25	110	20	8	11	49	62	67	22	49	23	38	1	1	18	7	20	16	10	52	32	7	23	8	69	12	25	24	3	27	4	21	3	52	1	13	40	4	27	13	4	66	11	17					
		7.56%	9.09%	6.63%	7.51%	5.33%	3.90%	4.77%	8.18%	9.90%	2.67%	8.40%	17.25%	9.67%	7.30%	5.14%	8.64%	4.61%	5.62%	1.47%	1.03%	7.73%	7.53%	8.13%	11.76%	10.99%	10.79%	7.88%	5.43%	6.76%	3.67%	10.04%	6.52%	7.00%	7.95%	4.48%	7.24%	3.60%	7.64%	7.50%	9.56%	3.45%	18.57%	8.85%	4.71%	9.82%	5.75%	4.88%	7.25%	4.74%	6.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	615	10	16	8	7	3	18	61	12	10	4	12	16	30	16	24	17	28	1	3	10	1	13	0	6	16	18	3	21	8	20	11	14	16	1	9	4	7	0	16	0	6	21	4	4	5	1	66	10	8					
		3.91%	6.49%	3.12%	4.62%	9.33%	1.46%	3.44%	4.54%	5.94%	3.33%	3.05%	4.23%	2.50%	3.27%	3.74%	4.23%	3.41%	4.14%	1.47%	3.09%	4.29%	1.08%	5.28%	0.00%	6.59%	3.32%	4.43%	2.33%	6.18%	3.67%	2.91%	5.98%	3.92%	5.30%	1.49%	2.41%	3.60%	2.55%	0.00%	2.94%	0.00%	8.57%	4.65%	4.71%	1.45%	2.21%	1.22%	7.25%	4.31%	3.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	86	1	8	4	0	0	2	8	1	0	0	3	3	2	2	4	2	10	1	0	3	1	0	1	0	3	0	1	2	2	0	3	3	0	0	0	0	1	0	4	0	0	2	0	2	0	1	1	3	2					
		0.55%	0.65%	1.56%	2.31%	0.00%	0.00%	0.38%	0.59%	0.50%	0.00%	0.00%	1.06%	0.47%	0.22%	0.47%	0.71%	0.40%	1.48%	1.47%	0.00%	1.29%	1.08%	0.00%	0.74%	0.00%	0.62%	0.00%	0.78%	0.59%	0.92%	0.00%	1.63%	0.84%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.74%	0.00%	0.00%	0.44%	0.00%	0.73%	0.00%	1.22%	0.11%	1.29%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10477	99	330	121	45	174	383	803	145	244	87	153	423	592	291	314	364	443	60	78	141	58	177	102	58	318	306	105	212	160	482	118	234	189	53	292	88	191	35	302	25	27	274	61	164	184	65	582	169	156					
		66.63%	64.29%	64.33%	69.94%	60.00%	84.88%	73.09%	59.70%	71.78%	81.33%	66.41%	53.87%	65.99%	64.49%	67.99%	55.38%	72.95%	65.53%	88.24%	80.41%	60.52%	62.37%	71.95%	75.00%	63.74%	65.98%	75.37%	81.40%	62.35%	73.39%	70.16%	64.13%	65.55%	62.58%	79.10%	78.28%	79.28%	69.45%	87.50%	55.51%	86.21%	38.57%	60.62%	71.76%	59.64%	81.42%	79.27%	63.96%	72.84%	62.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	65	1	3	0	3	1	5	5	0	1	1	2	4	4	1	2	0	3	0	0	0	0	0	0	1	0	1	0	3	2	1	1	1	1	0	2	1	0	0	4	0	2	2	0	0	0	0	6	0	1					
		0.41%	0.65%	0.58%	0.00%	4.00%	0.49%	0.95%	0.37%	0.00%	0.33%	0.76%	0.70%	0.62%	0.44%	0.23%	0.35%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.25%	0.00%	0.88%	0.92%	0.15%	0.54%	0.28%	0.33%	0.00%	0.54%	0.90%	0.00%	0.00%	0.74%	0.00%	2.86%	0.44%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.40%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
