Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
"Наименование Избирательной комиссии:    Архангельск, Соломбальская"																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
24	"7. ""Новый курс - Автомобильная Россия"""	320	13	1	12	6	4	9	7	4	2	5	9	1	0	0	4	16	12	16	10	11	11	17	0	18	17	8	9	16	10	5	13	0	11	4	9	6	6	12	4	1	1					
		0.87%	0.94%	0.27%	0.91%	0.90%	0.66%	0.64%	0.93%	0.75%	0.42%	0.67%	1.43%	0.54%	0.0%	0.0%	0.46%	1.28%	0.80%	1.21%	0.71%	0.78%	0.80%	1.30%	0.0%	1.51%	0.96%	1.30%	0.59%	1.14%	1.06%	0.48%	1.40%	0.0%	0.91%	0.73%	0.83%	0.68%	0.87%	1.11%	0.64%	0.16%	0.40%					
25	"8. ""Народно-республиканская партия России"""	38	2	0	2	0	2	0	1	2	1	0	0	0	1	0	1	0	1	1	0	0	2	1	0	1	3	0	1	0	0	0	1	1	1	1	2	0	2	2	1	5	0					
		0.10%	0.14%	0.0%	0.15%	0.0%	0.33%	0.0%	0.13%	0.37%	0.21%	0.0%	0.0%	0.0%	0.70%	0.0%	0.11%	0.0%	0.06%	0.07%	0.0%	0.0%	0.14%	0.07%	0.0%	0.08%	0.17%	0.0%	0.06%	0.0%	0.0%	0.0%	0.10%	0.17%	0.08%	0.18%	0.18%	0.0%	0.29%	0.18%	0.16%	0.83%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	220	6	0	2	3	4	12	2	1	3	5	3	1	0	0	4	8	4	8	11	11	8	8	2	8	14	4	6	13	8	4	4	3	7	1	7	7	3	16	4	2	3					
		0.60%	0.43%	0.0%	0.15%	0.45%	0.66%	0.85%	0.26%	0.18%	0.63%	0.67%	0.47%	0.54%	0.0%	0.0%	0.46%	0.64%	0.26%	0.60%	0.78%	0.78%	0.58%	0.61%	1.98%	0.67%	0.79%	0.65%	0.39%	0.92%	0.85%	0.38%	0.43%	0.53%	0.58%	0.18%	0.64%	0.80%	0.43%	1.48%	0.64%	0.33%	1.20%					
27	"10. ""Аграрная партия России"""	1100	37	6	40	18	30	38	21	10	7	13	14	3	9	1	29	55	43	61	56	58	31	44	3	26	49	12	51	34	15	34	35	16	39	13	37	25	14	28	23	17	5					
		3.00%	2.70%	1.63%	3.06%	2.71%	4.98%	2.72%	2.81%	1.89%	1.47%	1.74%	2.23%	1.64%	6.33%	1.58%	3.33%	4.4%	2.87%	4.63%	4.00%	4.15%	2.27%	3.37%	2.97%	2.18%	2.78%	1.96%	3.35%	2.42%	1.59%	3.31%	3.77%	2.86%	3.24%	2.37%	3.43%	2.87%	2.03%	2.60%	3.69%	2.84%	2.01%					
28	"11. ""Истинные патриоты России"""	39	0	0	1	2	2	0	0	0	0	1	6	0	0	0	1	0	2	3	1	1	0	3	0	2	3	0	0	2	1	1	0	0	1	3	0	0	0	1	2	0	0					
		0.10%	0.0%	0.0%	0.07%	0.30%	0.33%	0.0%	0.0%	0.0%	0.0%	0.13%	0.95%	0.0%	0.0%	0.0%	0.11%	0.0%	0.13%	0.22%	0.07%	0.07%	0.0%	0.22%	0.0%	0.16%	0.17%	0.0%	0.0%	0.14%	0.10%	0.09%	0.0%	0.0%	0.08%	0.54%	0.0%	0.0%	0.0%	0.09%	0.32%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	716	26	7	36	24	10	23	14	10	8	17	14	9	2	2	23	22	21	29	25	30	17	16	2	23	20	22	36	23	17	24	17	11	25	8	20	20	10	20	15	16	2					
		1.95%	1.89%	1.90%	2.75%	3.61%	1.66%	1.64%	1.87%	1.89%	1.69%	2.28%	2.23%	4.94%	1.40%	3.17%	2.64%	1.76%	1.40%	2.20%	1.78%	2.14%	1.24%	1.22%	1.98%	1.93%	1.13%	3.60%	2.37%	1.63%	1.80%	2.33%	1.83%	1.97%	2.07%	1.46%	1.85%	2.29%	1.45%	1.86%	2.40%	2.68%	0.80%					
30	"13. ""Демократическая партия России"""	68	4	1	1	1	3	2	0	0	3	0	3	0	0	1	1	1	0	0	2	5	1	3	0	4	3	1	1	4	1	0	2	1	6	1	7	0	2	0	1	1	1					
		0.18%	0.29%	0.27%	0.07%	0.15%	0.49%	0.14%	0.0%	0.0%	0.63%	0.0%	0.47%	0.0%	0.0%	1.58%	0.11%	0.08%	0.0%	0.0%	0.14%	0.35%	0.07%	0.22%	0.0%	0.33%	0.17%	0.16%	0.06%	0.28%	0.10%	0.0%	0.21%	0.17%	0.49%	0.18%	0.64%	0.0%	0.29%	0.0%	0.16%	0.16%	0.40%					
31	"14. ""Великая Россия - Евразийский Союз"""	85	3	1	4	6	1	4	1	0	2	3	2	0	0	2	1	8	2	1	6	5	1	1	0	2	7	1	2	1	2	1	2	5	1	2	1	0	0	1	1	2	0					
		0.23%	0.21%	0.27%	0.30%	0.90%	0.16%	0.28%	0.13%	0.0%	0.42%	0.40%	0.31%	0.0%	0.0%	3.17%	0.11%	0.64%	0.13%	0.07%	0.42%	0.35%	0.07%	0.07%	0.0%	0.16%	0.39%	0.16%	0.13%	0.07%	0.21%	0.09%	0.21%	0.89%	0.08%	0.36%	0.09%	0.0%	0.0%	0.09%	0.16%	0.33%	0.0%					
32	"15. ""Партия СЛОН"""	61	5	0	1	1	0	4	0	0	1	0	0	0	0	0	1	3	3	3	1	2	1	2	0	2	4	2	3	7	2	1	0	0	3	0	0	2	2	3	0	2	0					
		0.16%	0.36%	0.0%	0.07%	0.15%	0.0%	0.28%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.24%	0.20%	0.22%	0.07%	0.14%	0.07%	0.15%	0.0%	0.16%	0.22%	0.32%	0.19%	0.49%	0.21%	0.09%	0.0%	0.0%	0.24%	0.0%	0.0%	0.22%	0.29%	0.27%	0.0%	0.33%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3138	115	18	93	47	24	131	67	41	40	72	28	6	11	0	73	103	96	114	116	123	117	117	8	91	154	55	160	175	96	120	93	34	133	52	104	80	55	85	42	35	14					
		8.58%	8.39%	4.89%	7.11%	7.07%	3.98%	9.38%	8.98%	7.75%	8.45%	9.67%	4.47%	3.29%	7.74%	0.0%	8.40%	8.24%	6.41%	8.66%	8.29%	8.81%	8.58%	8.96%	7.92%	7.65%	8.75%	9.00%	10.54%	12.47%	10.20%	11.68%	10.04%	6.09%	11.06%	9.50%	9.65%	9.19%	7.98%	7.90%	6.74%	5.86%	5.64%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	75	6	2	3	2	3	1	2	6	0	2	1	2	0	0	1	0	4	2	2	3	0	2	0	0	7	2	4	3	0	1	0	2	3	1	0	2	0	5	1	0	0					
		0.20%	0.43%	0.54%	0.22%	0.30%	0.49%	0.07%	0.26%	1.13%	0.0%	0.26%	0.15%	1.09%	0.0%	0.0%	0.11%	0.0%	0.26%	0.15%	0.14%	0.21%	0.0%	0.15%	0.0%	0.0%	0.39%	0.32%	0.26%	0.21%	0.0%	0.09%	0.0%	0.35%	0.24%	0.18%	0.0%	0.22%	0.0%	0.46%	0.16%	0.0%	0.0%					
35	"18. ""ЛДПР"""	5247	196	51	201	124	100	206	109	69	75	109	108	30	30	17	131	181	197	199	188	211	152	203	14	148	305	84	218	166	125	134	106	86	140	102	122	134	84	149	103	105	35					
		14.34%	14.30%	13.85%	15.37%	18.67%	16.61%	14.75%	14.61%	13.04%	15.85%	14.65%	17.25%	16.48%	21.12%	26.98%	15.07%	14.48%	13.16%	15.12%	13.44%	15.11%	11.15%	15.55%	13.86%	12.44%	17.34%	13.74%	14.36%	11.83%	13.28%	13.04%	11.44%	15.41%	11.64%	18.64%	11.32%	15.40%	12.19%	13.86%	16.53%	17.58%	14.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	786	45	7	38	17	11	36	14	15	11	23	6	5	3	0	22	21	31	27	33	20	33	29	0	22	29	17	24	28	9	21	15	17	37	7	32	27	20	17	8	5	4					
		2.14%	3.28%	1.90%	2.90%	2.56%	1.82%	2.57%	1.87%	2.83%	2.32%	3.09%	0.95%	2.74%	2.11%	0.0%	2.53%	1.68%	2.07%	2.05%	2.36%	1.43%	2.42%	2.22%	0.0%	1.85%	1.64%	2.78%	1.58%	1.99%	0.95%	2.04%	1.61%	3.04%	3.07%	1.27%	2.97%	3.10%	2.90%	1.58%	1.28%	0.83%	1.61%					
37	"20. ""Политическая партия ""Единая Россия"""	12956	464	137	427	221	217	531	258	171	161	245	260	72	39	19	362	485	619	479	520	511	615	495	28	340	559	210	448	418	293	323	348	231	440	180	368	289	247	376	235	223	92					
		35.43%	33.86%	37.22%	32.67%	33.28%	36.04%	38.03%	34.58%	32.32%	34.03%	32.93%	41.53%	39.56%	27.46%	30.15%	41.65%	38.8%	41.37%	36.39%	37.19%	36.60%	45.12%	37.93%	27.72%	28.59%	31.79%	34.36%	29.51%	29.79%	31.13%	31.45%	37.58%	41.39%	36.60%	32.90%	34.16%	33.21%	35.84%	34.97%	37.72%	37.35%	37.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	71	1	2	2	0	6	2	2	4	1	4	0	1	0	0	2	0	2	6	2	2	4	1	1	5	3	0	1	2	0	0	1	1	4	0	2	0	0	3	0	2	2					
		0.19%	0.07%	0.54%	0.15%	0.0%	0.99%	0.14%	0.26%	0.75%	0.21%	0.53%	0.0%	0.54%	0.0%	0.0%	0.23%	0.0%	0.13%	0.45%	0.14%	0.14%	0.29%	0.07%	0.99%	0.42%	0.17%	0.0%	0.06%	0.14%	0.0%	0.0%	0.10%	0.17%	0.33%	0.0%	0.18%	0.0%	0.0%	0.27%	0.0%	0.33%	0.80%					
39	"22. ""Развитие предпринимательства"""	93	2	0	4	2	0	4	0	0	1	0	2	1	1	1	2	2	1	4	1	2	2	2	0	4	6	0	7	8	4	8	6	0	1	2	1	4	3	2	1	0	2					
		0.25%	0.14%	0.0%	0.30%	0.30%	0.0%	0.28%	0.0%	0.0%	0.21%	0.0%	0.31%	0.54%	0.70%	1.58%	0.23%	0.16%	0.06%	0.30%	0.07%	0.14%	0.14%	0.15%	0.0%	0.33%	0.34%	0.0%	0.46%	0.57%	0.42%	0.77%	0.64%	0.0%	0.08%	0.36%	0.09%	0.45%	0.43%	0.18%	0.16%	0.0%	0.80%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1877	80	17	85	28	39	66	48	49	21	54	39	5	8	2	28	68	72	49	81	63	67	56	4	41	92	32	56	72	60	77	45	15	74	23	63	43	39	50	38	19	9					
		5.13%	5.83%	4.61%	6.50%	4.21%	6.47%	4.72%	6.43%	9.26%	4.43%	7.25%	6.23%	2.74%	5.63%	3.17%	3.22%	5.44%	4.81%	3.72%	5.79%	4.51%	4.91%	4.29%	3.96%	3.44%	5.23%	5.23%	3.68%	5.13%	6.37%	7.49%	4.85%	2.68%	6.15%	4.20%	5.84%	4.94%	5.66%	4.65%	6.09%	3.18%	3.62%					
																																																
41	Против всех	2720	124	26	88	45	38	92	47	57	36	50	49	15	12	2	49	86	97	86	92	100	87	84	12	117	149	50	115	93	78	75	49	50	81	52	69	70	50	95	45	68	40					
		7.43%	9.05%	7.06%	6.73%	6.77%	6.31%	6.59%	6.30%	10.77%	7.61%	6.72%	7.82%	8.24%	8.45%	3.17%	5.63%	6.88%	6.48%	6.53%	6.58%	7.16%	6.38%	6.43%	11.88%	9.84%	8.47%	8.18%	7.57%	6.62%	8.28%	7.30%	5.29%	8.96%	6.73%	9.50%	6.40%	8.04%	7.25%	8.83%	7.22%	11.39%	16.12%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
