Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Коряжемская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	13	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	51	1	1	3	1	1	3	3	2	0	0	0	4	2	3	8	6	5	1	5	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	2	2	1	6	1	3	0	0	0	2	3	3	4	4	2	1	3	0	5	3									
14	Число погашенных неиспользованных открепительных удостоверений	198	12	12	10	12	12	10	10	11	13	12	12	8	10	9	4	6	7	11	7	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	3	0	2	5	2	1	0	0	2	2	1	3	1	5	0	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	196	5	9	5	13	12	12	4	6	16	4	11	8	14	13	11	10	16	10	7	10									
		1.73%	2.11%	1.65%	1.31%	2.63%	1.98%	1.76%	0.75%	1.04%	2.79%	0.74%	1.94%	1.10%	2.12%	2.36%	1.84%	1.67%	2.58%	1.45%	1.21%	1.81%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	187	2	7	9	7	7	9	8	17	9	12	6	11	14	8	7	16	6	10	9	13									
		1.65%	0.84%	1.28%	2.36%	1.42%	1.16%	1.32%	1.51%	2.95%	1.57%	2.23%	1.06%	1.51%	2.12%	1.45%	1.17%	2.67%	0.97%	1.45%	1.55%	2.35%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	367	11	28	14	8	20	25	13	18	19	15	17	26	23	23	14	20	9	24	21	19									
		3.24%	4.64%	5.13%	3.66%	1.62%	3.31%	3.67%	2.45%	3.12%	3.32%	2.79%	2.99%	3.57%	3.49%	4.17%	2.35%	3.33%	1.45%	3.48%	3.62%	3.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5093	107	237	162	214	281	317	247	289	268	246	279	323	294	244	267	260	266	276	270	246									
		45.03%	45.15%	43.41%	42.41%	43.32%	46.45%	46.48%	46.52%	50.09%	46.77%	45.72%	49.21%	44.31%	44.61%	44.28%	44.72%	43.33%	42.97%	40.06%	46.55%	44.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	93	2	2	2	3	5	4	7	4	7	6	1	5	4	6	3	11	4	6	10	1									
		0.82%	0.84%	0.37%	0.52%	0.61%	0.83%	0.59%	1.32%	0.69%	1.22%	1.12%	0.18%	0.69%	0.61%	1.09%	0.50%	1.83%	0.65%	0.87%	1.72%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	1	0	1	0	1	1	0	1	1	0	0	0	2	0	3	1	1	1	1	0									
		0.13%	0.42%	0.00%	0.26%	0.00%	0.17%	0.15%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.30%	0.00%	0.50%	0.17%	0.16%	0.15%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2725	67	120	111	115	138	140	135	118	126	161	121	181	152	125	163	160	171	175	117	129									
		24.09%	28.27%	21.98%	29.06%	23.28%	22.81%	20.53%	25.42%	20.45%	21.99%	29.93%	21.34%	24.83%	23.07%	22.69%	27.30%	26.67%	27.63%	25.40%	20.17%	23.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	0	7	2	7	6	2	6	6	4	2	2	8	1	2	3	3	0	10	4	3									
		0.69%	0.00%	1.28%	0.52%	1.42%	0.99%	0.29%	1.13%	1.04%	0.70%	0.37%	0.35%	1.10%	0.15%	0.36%	0.50%	0.50%	0.00%	1.45%	0.69%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	108	1	7	4	1	2	7	6	2	13	2	2	7	6	5	8	1	11	11	8	4									
		0.95%	0.42%	1.28%	1.05%	0.20%	0.33%	1.03%	1.13%	0.35%	2.27%	0.37%	0.35%	0.96%	0.91%	0.91%	1.34%	0.17%	1.78%	1.60%	1.38%	0.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	1	0	2	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0									
		0.08%	0.00%	0.00%	0.26%	0.00%	0.33%	0.00%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.16%	0.00%	0.17%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	177	1	12	2	16	9	4	10	8	12	4	9	10	17	7	10	12	10	10	8	6									
		1.56%	0.42%	2.20%	0.52%	3.24%	1.49%	0.59%	1.88%	1.39%	2.09%	0.74%	1.59%	1.37%	2.58%	1.27%	1.68%	2.00%	1.62%	1.45%	1.38%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1288	18	67	30	67	61	94	46	61	54	49	58	83	87	59	60	68	87	87	78	74									
		11.39%	7.59%	12.27%	7.85%	13.56%	10.08%	13.78%	8.66%	10.57%	9.42%	9.11%	10.23%	11.39%	13.20%	10.71%	10.05%	11.33%	14.05%	12.63%	13.45%	13.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	1	2	2	1	1	0	0	3	0	1	1	0	3	0	0	4	3	3	7									
		0.29%	0.42%	0.18%	0.52%	0.40%	0.17%	0.15%	0.00%	0.00%	0.52%	0.00%	0.18%	0.14%	0.00%	0.54%	0.00%	0.00%	0.65%	0.44%	0.52%	1.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	765	19	39	28	29	48	53	39	40	34	32	49	57	30	45	40	31	27	58	33	34									
		6.76%	8.02%	7.14%	7.33%	5.87%	7.93%	7.77%	7.34%	6.93%	5.93%	5.95%	8.64%	7.82%	4.55%	8.17%	6.70%	5.17%	4.36%	8.42%	5.69%	6.14%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
