Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Городецкая																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	710	15	15	15	30	15	15	15	15	15	15	15	25	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	339	10	8	8	8	11	9	7	7	12	9	12	17	17	6	10	2	5	4	5	4	1	9	5	4	4	8	6	6	7	4	6	4	7	5	2	1	4	5	7	3	1	6	6	8	5	7	15	6	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	387	9	6	5	4	9	7	8	20	12	5	19	12	7	11	6	6	20	3	3	5	15	6	7	5	5	9	3	7	7	1	3	3	5	9	2	1	30	8	9	2	3	3	10	1	6	35	1	4	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	371	5	7	7	22	4	6	8	8	3	6	3	8	8	9	5	13	10	11	10	11	14	6	10	11	11	7	9	9	8	11	9	6	3	5	8	9	6	5	3	7	9	4	4	2	5	3	5	4	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	1078	19	34	30	23	15	10	25	27	20	18	23	26	28	15	10	21	28	21	18	34	35	30	29	33	22	22	21	23	41	8	27	8	36	18	15	12	8	23	8	5	1	35	16	42	22	29	33	17	6	8					
		2.52%	1.91%	2.92%	2.76%	2.78%	1.73%	2.09%	2.18%	3.14%	2.09%	2.72%	2.25%	2.32%	2.83%	3.08%	1.45%	1.84%	3.10%	2.58%	1.49%	3.54%	3.12%	2.30%	1.99%	2.67%	1.64%	1.55%	1.31%	1.75%	2.50%	1.37%	1.66%	1.58%	8.11%	3.02%	4.79%	2.75%	1.36%	3.43%	2.42%	1.06%	0.60%	4.45%	4.02%	5.85%	3.43%	4.54%	5.00%	2.61%	1.94%	2.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	343	7	7	5	8	6	2	7	15	10	5	2	12	17	0	6	6	9	8	13	15	12	14	10	10	11	17	15	16	18	10	19	1	1	0	0	1	0	1	0	1	3	7	0	5	3	1	1	5	0	1					
		0.80%	0.70%	0.60%	0.46%	0.97%	0.69%	0.42%	0.61%	1.74%	1.05%	0.76%	0.20%	1.07%	1.72%	0.00%	0.87%	0.53%	0.99%	0.98%	1.08%	1.56%	1.07%	1.07%	0.69%	0.81%	0.82%	1.20%	0.94%	1.22%	1.10%	1.72%	1.17%	0.20%	0.23%	0.00%	0.00%	0.23%	0.00%	0.15%	0.00%	0.21%	1.79%	0.89%	0.00%	0.70%	0.47%	0.16%	0.15%	0.77%	0.00%	0.29%					
20	3.Политическая партия «Демократическая партия России»	40	3	2	1	0	0	1	1	0	1	0	2	0	3	1	1	0	0	2	2	0	0	1	1	0	0	3	0	1	2	0	0	1	0	1	2	0	0	0	1	0	1	1	1	1	2	0	1	0	0	0					
		0.09%	0.30%	0.17%	0.09%	0.00%	0.00%	0.21%	0.09%	0.00%	0.10%	0.00%	0.20%	0.00%	0.30%	0.21%	0.14%	0.00%	0.00%	0.25%	0.17%	0.00%	0.00%	0.08%	0.07%	0.00%	0.00%	0.21%	0.00%	0.08%	0.12%	0.00%	0.00%	0.20%	0.00%	0.17%	0.64%	0.00%	0.00%	0.00%	0.30%	0.00%	0.60%	0.13%	0.25%	0.14%	0.31%	0.00%	0.15%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5078	165	158	179	141	122	47	116	126	143	96	113	188	155	41	58	133	121	105	124	126	145	163	173	150	151	177	199	156	181	63	142	55	36	54	66	24	57	49	23	26	11	64	49	75	93	72	46	70	29	22					
		11.89%	16.57%	13.59%	16.45%	17.05%	14.04%	9.81%	10.10%	14.63%	14.96%	14.52%	11.05%	16.74%	15.67%	8.42%	8.39%	11.65%	13.41%	12.90%	10.26%	13.11%	12.92%	12.48%	11.88%	12.15%	11.24%	12.49%	12.45%	11.86%	11.02%	10.82%	8.75%	10.85%	8.11%	9.05%	21.09%	5.50%	9.71%	7.31%	6.95%	5.52%	6.55%	8.13%	12.31%	10.45%	14.51%	11.27%	6.97%	10.74%	9.35%	6.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	236	2	6	6	5	2	2	9	4	9	3	12	5	8	2	5	8	3	9	9	8	8	10	5	3	7	6	10	8	11	7	10	5	3	0	0	4	1	5	1	0	0	2	2	4	0	0	5	0	0	2					
		0.55%	0.20%	0.52%	0.55%	0.60%	0.23%	0.42%	0.78%	0.46%	0.94%	0.45%	1.17%	0.45%	0.81%	0.41%	0.72%	0.70%	0.33%	1.11%	0.75%	0.83%	0.71%	0.77%	0.34%	0.24%	0.52%	0.42%	0.63%	0.61%	0.67%	1.20%	0.62%	0.99%	0.68%	0.00%	0.00%	0.92%	0.17%	0.75%	0.30%	0.00%	0.00%	0.25%	0.50%	0.56%	0.00%	0.00%	0.76%	0.00%	0.00%	0.58%					
23	6.Политическая партия «Партия социальной справедливости»	107	1	3	2	3	2	0	3	2	3	1	2	5	1	4	1	2	2	2	4	3	2	3	6	3	2	2	12	7	4	2	7	0	0	0	1	1	2	2	0	0	0	0	0	0	1	2	0	0	0	2					
		0.25%	0.10%	0.26%	0.18%	0.36%	0.23%	0.00%	0.26%	0.23%	0.31%	0.15%	0.20%	0.45%	0.10%	0.82%	0.14%	0.18%	0.22%	0.25%	0.33%	0.31%	0.18%	0.23%	0.41%	0.24%	0.15%	0.14%	0.75%	0.53%	0.24%	0.34%	0.43%	0.00%	0.00%	0.00%	0.32%	0.23%	0.34%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.31%	0.00%	0.00%	0.00%	0.58%					
24	7.Политическая партия «Либерально-демократическая партия России»	4135	97	128	104	82	85	45	135	80	76	53	125	109	105	41	57	131	77	75	115	98	118	117	130	115	146	129	146	128	165	68	175	56	47	69	24	37	65	58	18	31	11	64	30	78	62	64	78	44	19	25					
		9.68%	9.74%	11.01%	9.56%	9.92%	9.78%	9.39%	11.76%	9.29%	7.95%	8.02%	12.22%	9.71%	10.62%	8.42%	8.25%	11.47%	8.54%	9.21%	9.52%	10.20%	10.52%	8.96%	8.93%	9.31%	10.87%	9.10%	9.13%	9.73%	10.05%	11.68%	10.79%	11.05%	10.59%	11.56%	7.67%	8.49%	11.07%	8.66%	5.44%	6.58%	6.55%	8.13%	7.54%	10.86%	9.67%	10.02%	11.82%	6.75%	6.13%	7.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5086	123	129	146	81	86	46	115	99	131	63	114	125	108	52	67	171	142	96	174	135	151	209	231	160	169	247	279	200	247	65	224	43	44	49	9	26	64	31	32	21	5	48	46	53	66	40	26	58	24	16					
		11.91%	12.35%	11.09%	13.42%	9.79%	9.90%	9.60%	10.02%	11.50%	13.70%	9.53%	11.14%	11.13%	10.92%	10.68%	9.70%	14.97%	15.74%	11.79%	14.40%	14.05%	13.46%	16.00%	15.87%	12.96%	12.58%	17.43%	17.45%	15.21%	15.04%	11.17%	13.81%	8.48%	9.91%	8.21%	2.88%	5.96%	10.90%	4.63%	9.67%	4.46%	2.98%	6.10%	11.56%	7.38%	10.30%	6.26%	3.94%	8.90%	7.74%	4.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	292	10	8	13	4	5	0	3	4	6	7	15	10	8	4	2	8	7	9	8	9	10	8	7	7	5	11	12	5	14	6	8	4	3	5	1	0	7	3	0	4	1	3	5	3	5	5	2	4	4	0					
		0.68%	1.00%	0.69%	1.19%	0.48%	0.58%	0.00%	0.26%	0.46%	0.63%	1.06%	1.47%	0.89%	0.81%	0.82%	0.29%	0.70%	0.78%	1.11%	0.66%	0.94%	0.89%	0.61%	0.48%	0.57%	0.37%	0.78%	0.75%	0.38%	0.85%	1.03%	0.49%	0.79%	0.68%	0.84%	0.32%	0.00%	1.19%	0.45%	0.00%	0.85%	0.60%	0.38%	1.26%	0.42%	0.78%	0.78%	0.30%	0.61%	1.29%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25614	545	662	585	463	531	318	710	483	535	404	598	621	540	318	480	643	492	468	719	523	628	737	842	732	810	782	881	754	931	345	970	330	268	400	192	324	374	484	248	381	133	556	242	446	382	415	461	443	226	259					
		59.98%	54.72%	56.92%	53.77%	55.99%	61.10%	66.39%	61.85%	56.10%	55.96%	61.12%	58.46%	55.30%	54.60%	65.30%	69.46%	56.30%	54.55%	57.49%	59.52%	54.42%	55.97%	56.43%	57.83%	59.27%	60.31%	55.19%	55.10%	57.34%	56.70%	59.28%	59.80%	65.09%	60.36%	67.00%	61.34%	74.31%	63.71%	72.24%	74.92%	80.89%	79.17%	70.65%	60.80%	62.12%	59.59%	64.95%	69.85%	67.94%	72.90%	74.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	376	12	15	9	4	8	6	15	14	13	8	11	12	9	6	3	7	11	11	14	7	7	6	10	11	16	7	15	11	18	6	25	2	3	0	3	2	5	2	0	1	0	5	5	5	4	3	1	2	0	6					
		0.88%	1.20%	1.29%	0.83%	0.48%	0.92%	1.25%	1.31%	1.63%	1.36%	1.21%	1.08%	1.07%	0.91%	1.23%	0.43%	0.61%	1.22%	1.35%	1.16%	0.73%	0.62%	0.46%	0.69%	0.89%	1.19%	0.49%	0.94%	0.84%	1.10%	1.03%	1.54%	0.39%	0.68%	0.00%	0.96%	0.46%	0.85%	0.30%	0.00%	0.21%	0.00%	0.64%	1.26%	0.70%	0.62%	0.47%	0.15%	0.31%	0.00%	1.73%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
