Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Белокатайская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276									
		0.54%	0.00%	0.00%	0.39%	0.00%	0.00%	0.98%	1.08%	0.00%	0.00%	0.00%	0.49%	1.01%	1.27%	0.76%	2.32%	0.00%	0.44%	1.37%	0.00%	0.00%	0.00%	0.48%	0.40%	0.00%	0.00%	0.00%	0.58%	0.74%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	0	1	0	0	0	0	1	0	0	0	1	8	1	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0									
		0.27%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.13%	1.02%	0.13%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2251	183	88	263	0	80	21	63	32	4	7	39	134	106	140	105	124	20	60	17	62	50	205	160	9	71	5	104	10	5	56	24	4									
		16.88%	24.02%	18.14%	25.96%	0.00%	20.41%	20.59%	17.07%	5.68%	5.33%	5.51%	19.02%	16.92%	13.45%	17.63%	10.57%	22.92%	8.89%	20.48%	10.97%	20.39%	19.76%	19.62%	64.00%	6.87%	29.71%	4.17%	20.16%	7.41%	3.62%	16.28%	3.77%	1.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.38%	0.00%	0.50%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	0	0	2	0	1	0	1	0	0	0	0	5	3	8	0	2	2	0	0	2	0	0	0	2	1	0	3	0	0	0	1	0									
		0.25%	0.00%	0.00%	0.20%	0.00%	0.26%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.63%	0.38%	1.01%	0.00%	0.37%	0.89%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	1.53%	0.42%	0.00%	0.58%	0.00%	0.00%	0.00%	0.16%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	1	0	0	0	0	0	0	0	0	1	2	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.16%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.25%	0.25%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	1	3	1	0	0	0	2	2	0	1	0	0	8	4	12	1	0	0	0	5	0	0	0	0	0	0	2	0	0	0	2	1									
		0.34%	0.13%	0.62%	0.10%	0.00%	0.00%	0.00%	0.54%	0.36%	0.00%	0.79%	0.00%	0.00%	1.02%	0.50%	1.21%	0.18%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.31%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1770	57	57	162	40	54	11	53	90	15	41	34	79	79	87	94	26	33	35	19	41	26	111	23	4	60	12	67	31	8	92	120	109									
		13.27%	7.48%	11.75%	15.99%	16.81%	13.78%	10.78%	14.36%	15.99%	20.00%	32.28%	16.59%	9.97%	10.03%	10.96%	9.47%	4.81%	14.67%	11.95%	12.26%	13.49%	10.28%	10.62%	9.20%	3.05%	25.10%	10.00%	12.98%	22.96%	5.80%	26.74%	18.87%	34.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	1	5	3	0	0	0	1	4	0	0	0	5	2	7	26	5	1	0	2	3	0	0	0	0	0	0	1	1	1	0	0	3									
		0.53%	0.13%	1.03%	0.30%	0.00%	0.00%	0.00%	0.27%	0.71%	0.00%	0.00%	0.00%	0.63%	0.25%	0.88%	2.62%	0.92%	0.44%	0.00%	1.29%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.74%	0.72%	0.00%	0.00%	0.96%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	295	17	15	4	0	8	3	11	7	1	1	3	18	7	25	72	5	3	6	4	9	9	25	5	0	6	0	16	0	0	9	5	1									
		2.21%	2.23%	3.09%	0.39%	0.00%	2.04%	2.94%	2.98%	1.24%	1.33%	0.79%	1.46%	2.27%	0.89%	3.15%	7.25%	0.92%	1.33%	2.05%	2.58%	2.96%	3.56%	2.39%	2.00%	0.00%	2.51%	0.00%	3.10%	0.00%	0.00%	2.62%	0.79%	0.32%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
