Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
"Наименование Избирательной комиссии:    Новокузнецк, Кузнецкая"																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	519	13	37	29	20	23	66	32	39	13	39	39	60	23	33	19	34	0					
		2.74%	1.78%	2.84%	2.79%	1.91%	1.74%	5.07%	2.44%	3.80%	1.20%	3.91%	3.12%	4.97%	2.04%	2.92%	1.75%	2.73%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	333	25	30	23	21	21	17	29	13	18	21	16	23	17	14	17	28	0					
		1.76%	3.42%	2.30%	2.22%	2.00%	1.59%	1.30%	2.21%	1.26%	1.67%	2.11%	1.28%	1.90%	1.51%	1.24%	1.57%	2.25%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1156	22	99	64	51	73	90	101	51	43	70	100	98	72	67	88	66	1					
		6.12%	3.01%	7.61%	6.17%	4.87%	5.53%	6.92%	7.72%	4.97%	3.99%	7.03%	8.01%	8.12%	6.41%	5.93%	8.14%	5.30%	0.14%					
22	"5. ""За Русь Святую"""	97	7	4	4	5	8	18	6	1	6	1	6	9	3	7	1	11	0					
		0.51%	0.96%	0.30%	0.38%	0.47%	0.60%	1.38%	0.45%	0.09%	0.55%	0.10%	0.48%	0.74%	0.26%	0.62%	0.09%	0.88%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	2	1	1	3	1	5	2	1	1	0	3	1	2	1	3	2	0					
		0.15%	0.27%	0.07%	0.09%	0.28%	0.07%	0.38%	0.15%	0.09%	0.09%	0.0%	0.24%	0.08%	0.17%	0.08%	0.27%	0.16%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	145	3	4	6	11	6	13	6	7	5	15	11	13	10	12	6	17	0					
		0.76%	0.41%	0.30%	0.57%	1.05%	0.45%	1.0%	0.45%	0.68%	0.46%	1.50%	0.88%	1.07%	0.89%	1.06%	0.55%	1.36%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	2	0	0	1	1	0	2	1	2	0	0	2	0	1	0	1					
		0.06%	0.0%	0.15%	0.0%	0.0%	0.07%	0.07%	0.0%	0.19%	0.09%	0.20%	0.0%	0.0%	0.17%	0.0%	0.09%	0.0%	0.14%					
26	"9. ""Российская экологическая партия ""Зеленые"""	67	0	5	3	4	3	6	8	5	2	4	5	6	1	6	3	6	0					
		0.35%	0.0%	0.38%	0.28%	0.38%	0.22%	0.46%	0.61%	0.48%	0.18%	0.40%	0.40%	0.49%	0.08%	0.53%	0.27%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	268	6	13	11	13	20	24	20	18	17	10	16	15	16	19	22	28	0					
		1.41%	0.82%	1.0%	1.06%	1.24%	1.51%	1.84%	1.52%	1.75%	1.57%	1.00%	1.28%	1.24%	1.42%	1.68%	2.03%	2.25%	0.0%					
28	"11. ""Истинные патриоты России"""	7	1	0	0	0	2	0	0	1	1	0	0	0	0	1	0	1	0					
		0.03%	0.13%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.09%	0.09%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	101	7	13	4	3	8	4	6	6	6	6	3	9	3	10	5	7	1					
		0.53%	0.96%	1.0%	0.38%	0.28%	0.60%	0.30%	0.45%	0.58%	0.55%	0.60%	0.24%	0.74%	0.26%	0.88%	0.46%	0.56%	0.14%					
30	"13. ""Демократическая партия России"""	13	1	1	0	0	1	2	2	1	1	0	0	0	1	0	2	1	0					
		0.06%	0.13%	0.07%	0.0%	0.0%	0.07%	0.15%	0.15%	0.09%	0.09%	0.0%	0.0%	0.0%	0.08%	0.0%	0.18%	0.08%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	1	0	2	3	0	1	2	1	1	0	2	1	1	0	2	3	0					
		0.10%	0.13%	0.0%	0.19%	0.28%	0.0%	0.07%	0.15%	0.09%	0.09%	0.0%	0.16%	0.08%	0.08%	0.0%	0.18%	0.24%	0.0%					
32	"15. ""Партия СЛОН"""	28	0	1	1	4	1	0	1	5	0	1	2	6	0	2	1	3	0					
		0.14%	0.0%	0.07%	0.09%	0.38%	0.07%	0.0%	0.07%	0.48%	0.0%	0.10%	0.16%	0.49%	0.0%	0.17%	0.09%	0.24%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1803	39	147	116	108	127	168	148	73	49	84	147	148	101	93	124	131	0					
		9.55%	5.34%	11.30%	11.19%	10.32%	9.63%	12.92%	11.31%	7.11%	4.55%	8.44%	11.77%	12.27%	9.00%	8.23%	11.48%	10.53%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	1	0	4	2	3	1	3	1	1	3	2	1	0	2	2	0	2					
		0.14%	0.13%	0.0%	0.38%	0.19%	0.22%	0.07%	0.22%	0.09%	0.09%	0.30%	0.16%	0.08%	0.0%	0.17%	0.18%	0.0%	0.28%					
35	"18. ""ЛДПР"""	2860	104	222	155	187	196	197	212	168	228	152	183	180	174	211	149	137	5					
		15.15%	14.26%	17.07%	14.96%	17.87%	14.87%	15.15%	16.20%	16.37%	21.18%	15.27%	14.66%	14.92%	15.50%	18.68%	13.79%	11.02%	0.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	150	4	13	7	9	7	12	13	10	8	10	10	8	11	9	15	3	1					
		0.79%	0.54%	1.0%	0.67%	0.86%	0.53%	0.92%	0.99%	0.97%	0.74%	1.00%	0.80%	0.66%	0.98%	0.79%	1.38%	0.24%	0.14%					
37	"20. ""Политическая партия ""Единая Россия"""	8799	392	524	469	470	666	485	542	502	569	458	546	448	526	494	462	549	697					
		46.61%	53.77%	40.30%	45.27%	44.93%	50.53%	37.30%	41.43%	48.92%	52.88%	46.03%	43.75%	37.14%	46.88%	43.75%	42.77%	44.16%	97.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	1	6	2	2	2	2	1	4	5	1	6	1	4	2	0	5	1					
		0.23%	0.13%	0.46%	0.19%	0.19%	0.15%	0.15%	0.07%	0.38%	0.46%	0.10%	0.48%	0.08%	0.35%	0.17%	0.0%	0.40%	0.14%					
39	"22. ""Развитие предпринимательства"""	38	0	0	3	1	2	7	3	3	1	1	3	3	2	3	2	4	0					
		0.20%	0.0%	0.0%	0.28%	0.09%	0.15%	0.53%	0.22%	0.29%	0.09%	0.10%	0.24%	0.24%	0.17%	0.26%	0.18%	0.32%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1136	45	78	71	55	70	90	91	62	54	43	63	83	75	61	81	113	1					
		6.01%	6.17%	6.0%	6.85%	5.25%	5.31%	6.92%	6.95%	6.04%	5.01%	4.32%	5.04%	6.88%	6.68%	5.40%	7.49%	9.09%	0.14%					
																								
41	Против всех	818	22	64	33	58	48	63	55	37	27	53	59	75	55	51	49	68	1					
		4.33%	3.01%	4.92%	3.18%	5.54%	3.64%	4.84%	4.20%	3.60%	2.50%	5.32%	4.72%	6.21%	4.90%	4.51%	4.53%	5.47%	0.14%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
