Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Красносельская N 6																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891					
		2.47%	4.31%	3.19%	3.30%	2.70%	2.91%	2.67%	2.32%	1.65%	2.22%	2.94%	1.96%	3.12%	1.76%	2.76%	1.41%	2.48%	2.55%	1.74%	2.37%	2.77%	2.12%	1.58%	2.09%	2.22%	3.02%	2.88%	3.32%	2.30%	1.97%	3.02%	1.73%	2.04%	1.92%	1.29%	2.86%	2.33%	3.16%	2.69%	2.68%	2.99%	2.11%	3.21%	2.67%	1.92%	3.57%	1.83%	2.43%	2.11%	2.54%	2.40%	2.53%	3.40%	2.89%	2.26%	3.47%	2.51%	2.38%	3.51%	1.36%	1.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1421	11	25	18	17	25	14	28	16	23	22	24	26	39	28	37	23	23	25	21	39	32	43	13	32	17	20	24	23	45	30	28	27	17	21	25	24	49	38	35	24	31	23	7	13	15	16	9	24	20	14	25	18	16	13	32	21	11	26	23	13					
		2.09%	0.97%	1.85%	1.56%	1.58%	2.35%	1.78%	3.09%	1.47%	2.13%	2.09%	2.36%	2.14%	3.12%	2.09%	2.48%	2.28%	2.02%	1.89%	1.78%	3.73%	2.34%	2.62%	1.94%	2.73%	1.47%	1.92%	2.15%	2.03%	3.54%	2.39%	2.20%	2.20%	1.42%	2.09%	2.10%	1.93%	3.23%	3.10%	2.46%	2.25%	2.51%	10.55%	3.11%	1.13%	1.24%	1.05%	1.04%	1.88%	1.96%	1.46%	2.04%	1.98%	1.45%	1.05%	2.71%	2.40%	0.82%	1.98%	1.64%	1.50%					
20	3.Политическая партия «Демократическая партия России»	84	2	5	0	4	1	1	0	3	0	2	0	1	2	4	1	1	4	4	1	2	0	2	0	0	1	3	3	1	1	2	0	2	0	2	1	1	3	1	0	1	0	2	0	4	0	4	0	1	0	1	0	1	4	0	1	1	1	2	0	0					
		0.12%	0.18%	0.37%	0.00%	0.37%	0.09%	0.13%	0.00%	0.28%	0.00%	0.19%	0.00%	0.08%	0.16%	0.30%	0.07%	0.10%	0.35%	0.30%	0.08%	0.19%	0.00%	0.12%	0.00%	0.00%	0.09%	0.29%	0.27%	0.09%	0.08%	0.16%	0.00%	0.16%	0.00%	0.20%	0.08%	0.08%	0.20%	0.08%	0.00%	0.09%	0.00%	0.92%	0.00%	0.35%	0.00%	0.26%	0.00%	0.08%	0.00%	0.10%	0.00%	0.11%	0.36%	0.00%	0.08%	0.11%	0.07%	0.15%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8794	173	215	148	148	156	96	120	157	149	165	149	142	123	178	209	121	156	156	137	80	159	180	96	129	156	119	131	137	148	162	160	159	157	118	124	182	176	165	160	134	148	21	17	139	151	161	126	216	156	122	197	109	121	236	153	109	193	153	173	163					
		12.93%	15.20%	15.93%	12.85%	13.79%	14.66%	12.21%	13.25%	14.42%	13.80%	15.67%	14.64%	11.67%	9.84%	13.27%	14.03%	12.00%	13.72%	11.79%	11.62%	7.65%	11.65%	10.96%	14.35%	11.01%	13.47%	11.43%	11.75%	12.11%	11.65%	12.89%	12.59%	12.95%	13.12%	11.74%	10.43%	14.63%	11.59%	13.45%	11.27%	12.56%	12.00%	9.63%	7.56%	12.11%	12.52%	10.53%	14.58%	16.90%	15.25%	12.73%	16.07%	11.96%	10.94%	19.08%	12.96%	12.44%	14.38%	11.66%	12.35%	18.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1337	14	34	31	31	12	10	27	22	18	36	16	27	28	21	22	17	32	39	25	18	25	32	23	34	17	27	30	18	25	16	20	25	16	13	20	36	31	38	26	18	23	6	2	12	26	11	26	28	18	9	23	18	14	22	31	22	26	16	27	7					
		1.97%	1.23%	2.52%	2.69%	2.89%	1.13%	1.27%	2.98%	2.02%	1.67%	3.42%	1.57%	2.22%	2.24%	1.57%	1.48%	1.69%	2.81%	2.95%	2.12%	1.72%	1.83%	1.95%	3.44%	2.90%	1.47%	2.59%	2.69%	1.59%	1.97%	1.27%	1.57%	2.04%	1.34%	1.29%	1.68%	2.89%	2.04%	3.10%	1.83%	1.69%	1.87%	2.75%	0.89%	1.05%	2.16%	0.72%	3.01%	2.19%	1.76%	0.94%	1.88%	1.98%	1.27%	1.78%	2.62%	2.51%	1.94%	1.22%	1.93%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	175	0	1	2	3	3	1	3	3	2	0	1	0	5	6	4	4	6	5	3	2	3	8	0	2	5	5	1	1	8	2	2	5	3	3	2	3	4	5	4	1	0	2	0	3	1	2	4	0	1	3	5	4	5	1	4	1	8	4	4	2					
		0.26%	0.00%	0.07%	0.17%	0.28%	0.28%	0.13%	0.33%	0.28%	0.19%	0.00%	0.10%	0.00%	0.40%	0.45%	0.27%	0.40%	0.53%	0.38%	0.25%	0.19%	0.22%	0.49%	0.00%	0.17%	0.43%	0.48%	0.09%	0.09%	0.63%	0.16%	0.16%	0.41%	0.25%	0.30%	0.17%	0.24%	0.26%	0.41%	0.28%	0.09%	0.00%	0.92%	0.00%	0.26%	0.08%	0.13%	0.46%	0.00%	0.10%	0.31%	0.41%	0.44%	0.45%	0.08%	0.34%	0.11%	0.60%	0.30%	0.29%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	5353	103	100	74	80	79	61	71	98	93	46	81	79	102	102	102	63	91	106	106	89	105	133	51	99	95	77	96	84	87	94	97	81	101	65	86	91	115	98	104	92	98	42	29	85	102	218	54	79	84	78	97	65	83	85	65	75	137	127	92	81					
		7.87%	9.05%	7.41%	6.42%	7.46%	7.42%	7.76%	7.84%	8.99%	8.61%	4.37%	7.96%	6.49%	8.16%	7.61%	6.85%	6.25%	8.00%	8.01%	8.99%	8.51%	7.69%	8.09%	7.62%	8.45%	8.20%	7.40%	8.61%	7.43%	6.85%	7.48%	7.63%	6.60%	8.44%	6.47%	7.23%	7.32%	7.57%	7.99%	7.32%	8.62%	7.95%	19.27%	12.89%	7.40%	8.46%	14.26%	6.25%	6.18%	8.21%	8.14%	7.91%	7.14%	7.50%	6.87%	5.50%	8.56%	10.21%	9.68%	6.57%	9.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	8971	157	187	177	144	168	97	125	141	130	153	120	163	159	170	197	123	159	163	135	156	183	193	82	145	156	122	138	168	160	170	192	157	171	128	171	165	188	143	183	119	138	21	9	179	187	96	114	191	130	145	169	125	156	161	191	115	203	160	239	84					
		13.19%	13.80%	13.85%	15.36%	13.42%	15.79%	12.34%	13.80%	12.95%	12.04%	14.53%	11.79%	13.39%	12.72%	12.68%	13.22%	12.20%	13.98%	12.32%	11.45%	14.91%	13.41%	11.75%	12.26%	12.37%	13.47%	11.72%	12.38%	14.85%	12.60%	13.52%	15.11%	12.79%	14.29%	12.74%	14.38%	13.26%	12.38%	11.65%	12.89%	11.15%	11.19%	9.63%	4.00%	15.59%	15.51%	6.28%	13.19%	14.95%	12.71%	15.14%	13.78%	13.72%	14.10%	13.02%	16.17%	13.13%	15.13%	12.20%	17.06%	9.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	653	7	13	10	15	15	8	11	11	14	13	8	9	16	17	9	12	16	14	10	6	16	13	6	12	15	9	10	9	7	14	16	6	15	5	12	7	18	12	22	6	11	2	1	6	9	8	6	19	10	8	6	8	7	19	10	16	8	8	15	12					
		0.96%	0.62%	0.96%	0.87%	1.40%	1.41%	1.02%	1.21%	1.01%	1.30%	1.23%	0.79%	0.74%	1.28%	1.27%	0.60%	1.19%	1.41%	1.06%	0.85%	0.57%	1.17%	0.79%	0.90%	1.02%	1.30%	0.86%	0.90%	0.80%	0.55%	1.11%	1.26%	0.49%	1.25%	0.50%	1.01%	0.56%	1.18%	0.98%	1.55%	0.56%	0.89%	0.92%	0.44%	0.52%	0.75%	0.52%	0.69%	1.49%	0.98%	0.84%	0.49%	0.88%	0.63%	1.54%	0.85%	1.83%	0.60%	0.61%	1.07%	1.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36288	583	656	593	567	538	432	444	561	588	521	549	667	652	695	804	562	564	717	652	569	734	943	344	658	610	563	570	620	714	670	669	683	630	607	639	643	809	620	783	575	690	81	149	640	634	959	470	631	527	502	628	484	635	614	591	468	672	715	741	459					
		53.34%	51.23%	48.59%	51.48%	52.84%	50.56%	54.96%	49.01%	51.52%	54.44%	49.48%	53.93%	54.81%	52.16%	51.83%	53.96%	55.75%	49.60%	54.20%	55.30%	54.40%	53.77%	57.40%	51.42%	56.14%	52.68%	54.08%	51.12%	54.82%	56.22%	53.30%	52.64%	55.62%	52.63%	60.40%	53.74%	51.69%	53.26%	50.53%	55.14%	53.89%	55.96%	37.16%	66.22%	55.75%	52.57%	62.72%	54.40%	49.37%	51.52%	52.40%	51.22%	53.13%	57.41%	49.64%	50.04%	53.42%	50.07%	54.50%	52.89%	52.88%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2712	34	56	50	25	30	33	49	50	35	57	43	57	88	68	66	46	49	65	48	43	68	53	34	29	39	46	64	38	44	43	56	54	46	23	67	58	67	65	50	57	61	11	3	40	30	12	26	51	42	33	35	44	27	53	54	21	40	45	61	30					
		3.99%	2.99%	4.15%	4.34%	2.33%	2.82%	4.20%	5.41%	4.59%	3.24%	5.41%	4.22%	4.68%	7.04%	5.07%	4.43%	4.56%	4.31%	4.91%	4.07%	4.11%	4.98%	3.23%	5.08%	2.47%	3.37%	4.42%	5.74%	3.36%	3.46%	3.42%	4.41%	4.40%	3.84%	2.29%	5.63%	4.66%	4.41%	5.30%	3.52%	5.34%	4.95%	5.05%	1.33%	3.48%	2.49%	0.78%	3.01%	3.99%	4.11%	3.44%	2.85%	4.83%	2.44%	4.28%	4.57%	2.40%	2.98%	3.43%	4.35%	3.46%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
