Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Пресненский район																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №3116	УИК №3117					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	0	3	0	1	0	1	0	2	1	3	0	0	1	2	0	2	0	2	3	3	0	6	5	0	2	1	0	3	3	2	1	3	2	1	2	1	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	874	1	13	1	20	0	6	21	25	0	28	0	7	38	34	33	41	42	35	27	2	0	45	32	33	32	28	2	24	16	37	0	37	50	32	35	45	43	8	1					
		1.81%	0.18%	1.95%	0.07%	2.54%	0.00%	0.46%	2.57%	1.82%	0.00%	1.72%	0.00%	0.68%	3.45%	3.13%	3.04%	3.91%	3.09%	2.67%	3.03%	0.10%	0.00%	3.13%	2.49%	2.64%	2.30%	1.97%	0.10%	2.78%	1.09%	3.22%	0.00%	3.21%	3.64%	2.80%	1.82%	2.76%	3.02%	3.01%	1.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	865	1	30	1	25	1	5	24	51	0	67	0	10	34	30	36	31	21	40	41	7	0	41	46	39	35	33	0	34	0	27	0	21	33	23	19	33	22	2	2					
		1.79%	0.18%	4.49%	0.07%	3.18%	0.08%	0.38%	2.94%	3.71%	0.00%	4.11%	0.00%	0.98%	3.08%	2.76%	3.32%	2.96%	1.55%	3.05%	4.60%	0.36%	0.00%	2.85%	3.59%	3.13%	2.51%	2.32%	0.00%	3.94%	0.00%	2.35%	0.00%	1.82%	2.40%	2.01%	0.99%	2.02%	1.54%	0.75%	2.60%					
20	3.Политическая партия «Демократическая партия России»	63	1	1	1	0	1	2	4	2	2	2	2	0	2	2	2	1	1	1	1	3	1	3	1	1	6	2	0	1	0	0	2	5	0	0	7	2	0	1	0					
		0.13%	0.18%	0.15%	0.07%	0.00%	0.08%	0.15%	0.49%	0.15%	0.10%	0.12%	0.12%	0.00%	0.18%	0.18%	0.18%	0.10%	0.07%	0.08%	0.11%	0.15%	0.10%	0.21%	0.08%	0.08%	0.43%	0.14%	0.00%	0.12%	0.00%	0.00%	0.11%	0.43%	0.00%	0.00%	0.36%	0.12%	0.00%	0.38%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5990	55	116	191	176	155	143	138	185	104	240	169	118	207	220	170	186	172	192	170	169	19	218	275	233	175	107	34	152	170	167	56	187	204	171	147	181	181	32	5					
		12.38%	10.17%	17.37%	13.89%	22.39%	12.98%	10.96%	16.91%	13.44%	5.08%	14.72%	10.25%	11.55%	18.77%	20.22%	15.67%	17.73%	12.67%	14.66%	19.06%	8.65%	1.81%	15.16%	21.43%	18.67%	12.55%	7.52%	1.71%	17.61%	11.60%	14.55%	3.04%	16.23%	14.84%	14.95%	7.62%	11.08%	12.71%	12.03%	6.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1767	28	77	51	50	17	19	80	70	27	98	16	48	54	63	54	74	44	88	55	60	20	97	72	44	73	59	49	30	40	35	27	35	27	25	17	29	12	2	1					
		3.65%	5.18%	11.53%	3.71%	6.36%	1.42%	1.46%	9.80%	5.09%	1.32%	6.01%	0.97%	4.70%	4.90%	5.79%	4.98%	7.05%	3.24%	6.72%	6.17%	3.07%	1.91%	6.75%	5.61%	3.53%	5.24%	4.15%	2.46%	3.48%	2.73%	3.05%	1.46%	3.04%	1.96%	2.19%	0.88%	1.78%	0.84%	0.75%	1.30%					
23	6.Политическая партия «Партия социальной справедливости»	201	1	4	1	5	1	2	7	1	1	5	1	6	8	8	8	7	7	6	4	3	1	8	8	6	8	6	2	3	0	9	3	6	12	8	18	9	6	2	0					
		0.42%	0.18%	0.60%	0.07%	0.64%	0.08%	0.15%	0.86%	0.07%	0.05%	0.31%	0.06%	0.59%	0.73%	0.74%	0.74%	0.67%	0.52%	0.46%	0.45%	0.15%	0.10%	0.56%	0.62%	0.48%	0.57%	0.42%	0.10%	0.35%	0.00%	0.78%	0.16%	0.52%	0.87%	0.70%	0.93%	0.55%	0.42%	0.75%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2178	5	21	21	33	15	40	28	113	30	74	15	19	58	56	57	61	157	77	57	48	3	75	84	88	95	81	24	53	39	100	28	76	91	70	56	117	83	23	7					
		4.50%	0.92%	3.14%	1.53%	4.20%	1.26%	3.07%	3.43%	8.21%	1.46%	4.54%	0.91%	1.86%	5.26%	5.15%	5.25%	5.82%	11.56%	5.88%	6.39%	2.46%	0.29%	5.22%	6.55%	7.05%	6.81%	5.69%	1.20%	6.14%	2.66%	8.71%	1.52%	6.60%	6.62%	6.12%	2.90%	7.16%	5.83%	8.65%	9.09%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2460	7	37	43	66	18	27	51	92	18	103	17	33	81	70	69	102	97	117	65	62	8	100	107	92	107	69	30	65	45	93	24	95	110	86	19	114	80	38	3					
		5.08%	1.29%	5.54%	3.13%	8.40%	1.51%	2.07%	6.25%	6.69%	0.88%	6.32%	1.03%	3.23%	7.34%	6.43%	6.36%	9.72%	7.14%	8.93%	7.29%	3.17%	0.76%	6.95%	8.34%	7.37%	7.68%	4.85%	1.51%	7.53%	3.07%	8.10%	1.30%	8.25%	8.00%	7.52%	0.99%	6.98%	5.62%	14.29%	3.90%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	405	3	7	1	6	1	1	7	17	0	24	1	11	8	14	18	15	17	22	18	3	1	24	16	19	12	13	1	13	0	20	0	16	14	14	16	14	12	4	2					
		0.84%	0.55%	1.05%	0.07%	0.76%	0.08%	0.08%	0.86%	1.24%	0.00%	1.47%	0.06%	1.08%	0.73%	1.29%	1.66%	1.43%	1.25%	1.68%	2.02%	0.15%	0.10%	1.67%	1.25%	1.52%	0.86%	0.91%	0.05%	1.51%	0.00%	1.74%	0.00%	1.39%	1.02%	1.22%	0.83%	0.86%	0.84%	1.50%	2.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30080	387	265	1035	295	965	1032	342	577	1828	827	1385	651	474	464	482	417	713	568	363	1498	965	668	523	614	716	923	1806	425	1128	566	1657	588	722	618	1481	1004	917	139	52					
		62.16%	71.53%	39.67%	75.27%	37.53%	80.82%	79.08%	41.91%	41.93%	89.26%	50.74%	83.99%	63.70%	42.97%	42.65%	44.42%	39.75%	52.50%	43.36%	40.70%	76.70%	92.17%	46.45%	40.76%	49.20%	51.36%	64.86%	90.62%	49.25%	76.99%	49.30%	89.81%	51.04%	52.51%	54.02%	76.82%	61.48%	64.40%	52.26%	67.53%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2956	46	89	29	98	13	19	108	209	33	136	28	112	124	105	134	98	63	143	74	79	25	139	100	70	120	92	34	53	27	74	24	66	89	76	91	69	49	15	3					
		6.11%	8.50%	13.32%	2.11%	12.47%	1.09%	1.46%	13.24%	15.19%	1.61%	8.34%	1.70%	10.96%	11.24%	9.65%	12.35%	9.34%	4.64%	10.92%	8.30%	4.05%	2.39%	9.67%	7.79%	5.61%	8.61%	6.47%	1.71%	6.14%	1.84%	6.45%	1.30%	5.73%	6.47%	6.64%	4.72%	4.23%	3.44%	5.64%	3.90%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
