Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Дагогнинская городская 																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
		0.18%	0.44%	0.81%	0.24%	0.10%	0.0%	0.0%	0.0%	0.0%	0.31%	0.18%	0.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	341	50	1	51	0	14	30	0	88	19	0	88					
		2.05%	4.45%	0.07%	4.24%	0.0%	0.79%	1.72%	0.0%	6.70%	1.51%	0.0%	6.11%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	29	10	5	3	3	0	0	0	0	0	6	2					
		0.17%	0.89%	0.37%	0.24%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.13%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	14	0	3	1	0	2	0	0	0	1	3	4					
		0.08%	0.0%	0.22%	0.08%	0.0%	0.11%	0.0%	0.0%	0.0%	0.07%	0.18%	0.27%					
22	"5. ""За Русь Святую"""	2	1	0	0	1	0	0	0	0	0	0	0					
		0.01%	0.08%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	0	0	2	0	0	0	0	0	1	0	0					
		0.01%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	10	1	2	1	4	1	0	0	0	0	0	1					
		0.06%	0.08%	0.14%	0.08%	0.21%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%					
25	"8. ""Народно-республиканская партия России"""	5	2	0	0	1	1	0	0	0	1	0	0					
		0.03%	0.17%	0.0%	0.0%	0.05%	0.05%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	70	0	0	0	0	0	0	0	0	2	18	50					
		0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	1.12%	3.47%					
27	"10. ""Аграрная партия России"""	8	1	1	1	0	0	0	0	0	1	4	0					
		0.04%	0.08%	0.07%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.25%	0.0%					
28	"11. ""Истинные патриоты России"""	185	10	15	12	115	2	0	5	0	7	11	8					
		1.11%	0.89%	1.11%	0.99%	6.18%	0.11%	0.0%	0.25%	0.0%	0.55%	0.68%	0.55%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	9	3	5	0	0	1	0	0	0	0	0	0					
		0.05%	0.26%	0.37%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	1	0	0	1	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	1	0	0	1	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	2	0	1	0	0	0	0	0	1	0					
		0.02%	0.0%	0.14%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	29	4	0	6	3	1	0	3	0	6	3	3					
		0.17%	0.35%	0.0%	0.49%	0.16%	0.05%	0.0%	0.15%	0.0%	0.47%	0.18%	0.20%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	0	0	0	0	53	0	0	0	1	0	0					
		0.32%	0.0%	0.0%	0.0%	0.0%	2.99%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%					
35	"18. ""ЛДПР"""	42	8	5	11	2	6	0	3	0	3	2	2					
		0.25%	0.71%	0.37%	0.91%	0.10%	0.33%	0.0%	0.15%	0.0%	0.23%	0.12%	0.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	37	2	2	2	22	5	0	0	0	2	0	2					
		0.22%	0.17%	0.14%	0.16%	1.18%	0.28%	0.0%	0.0%	0.0%	0.15%	0.0%	0.13%					
37	"20. ""Политическая партия ""Единая Россия"""	11876	827	1014	650	1169	1292	1403	1202	1063	1119	1096	1041					
		71.46%	73.64%	75.16%	54.07%	62.91%	73.03%	80.49%	61.20%	81.02%	88.95%	68.54%	72.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	4	1	0	2	4	0	0	0	3	1	1					
		0.09%	0.35%	0.07%	0.0%	0.10%	0.22%	0.0%	0.0%	0.0%	0.23%	0.06%	0.06%					
39	"22. ""Развитие предпринимательства"""	7	1	0	0	1	1	0	0	0	0	1	3					
		0.04%	0.08%	0.0%	0.0%	0.05%	0.05%	0.0%	0.0%	0.0%	0.0%	0.06%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3624	129	282	382	514	373	310	740	161	77	432	224					
		21.80%	11.48%	20.90%	31.78%	27.66%	21.08%	17.78%	37.67%	12.27%	6.12%	27.01%	15.55%					
																		
41	Против всех	77	1	0	4	18	8	0	11	0	11	16	8					
		0.46%	0.08%	0.0%	0.33%	0.96%	0.45%	0.0%	0.56%	0.0%	0.87%	1.00%	0.55%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
