Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Прибайкальская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	580	5	5	20	25	5	5	15	10	15	10	15	3	3	10	15	10	5	20	10	40	20	30	15	3	20	10	10	10	15	40	15	30	25	12	12	12	30	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	333	5	5	20	7	1	0	1	2	15	2	6	0	0	5	4	6	0	6	2	29	15	17	8	0	6	6	6	10	15	23	15	29	23	3	12	12	9	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	241	1	1	70	16	2	0	9	4	8	1	2	1	3	3	2	3	1	2	0	14	8	2	4	0	5	1	1	1	11	21	5	10	6	5	1	4	5	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	247	0	0	0	18	4	5	14	8	0	8	9	3	3	5	11	4	5	14	8	11	5	13	7	3	14	4	4	0	0	17	0	1	2	9	0	0	21	5	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2355	4	10	92	74	5	4	77	14	39	3	61	2	1	15	57	14	16	81	27	275	114	189	61	3	93	13	13	12	48	161	96	214	102	42	21	36	189	12	65					
		19.57%	7.55%	7.69%	14.96%	11.47%	5.00%	6.90%	19.74%	12.07%	17.33%	2.14%	21.40%	6.90%	4.55%	14.02%	18.21%	12.17%	26.67%	18.93%	31.03%	23.99%	24.52%	27.31%	16.80%	8.57%	16.01%	16.67%	12.62%	8.63%	12.63%	21.41%	28.32%	32.13%	25.82%	21.54%	9.42%	16.98%	22.42%	13.79%	15.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1459	5	13	63	63	9	8	46	20	16	20	32	5	0	10	44	23	5	58	16	154	52	77	60	5	64	9	19	10	50	85	44	83	51	30	27	25	94	8	56					
		12.12%	9.43%	10.00%	10.24%	9.77%	9.00%	13.79%	11.79%	17.24%	7.11%	14.29%	11.23%	17.24%	0.00%	9.35%	14.06%	20.00%	8.33%	13.55%	18.39%	13.44%	11.18%	11.13%	16.53%	14.29%	11.02%	11.54%	18.45%	7.19%	13.16%	11.30%	12.98%	12.46%	12.91%	15.38%	12.11%	11.79%	11.15%	9.20%	13.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	0	1	6	5	0	1	3	0	4	1	3	0	0	0	0	0	0	1	3	13	3	12	3	0	7	0	0	1	2	4	1	0	5	1	0	1	6	1	4					
		0.76%	0.00%	0.77%	0.98%	0.78%	0.00%	1.72%	0.77%	0.00%	1.78%	0.71%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	3.45%	1.13%	0.65%	1.73%	0.83%	0.00%	1.20%	0.00%	0.00%	0.72%	0.53%	0.53%	0.29%	0.00%	1.27%	0.51%	0.00%	0.47%	0.71%	1.15%	0.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2066	10	12	156	132	15	6	80	13	41	17	25	1	5	12	43	24	2	57	7	210	103	105	62	11	78	3	21	17	95	142	62	111	83	38	35	22	143	18	49					
		17.17%	18.87%	9.23%	25.37%	20.47%	15.00%	10.34%	20.51%	11.21%	18.22%	12.14%	8.77%	3.45%	22.73%	11.21%	13.74%	20.87%	3.33%	13.32%	8.05%	18.32%	22.15%	15.17%	17.08%	31.43%	13.43%	3.85%	20.39%	12.23%	25.00%	18.88%	18.29%	16.67%	21.01%	19.49%	15.70%	10.38%	16.96%	20.69%	11.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	0	1	12	8	1	0	7	0	0	0	0	0	0	0	3	2	0	4	2	19	7	10	7	1	3	0	0	2	1	16	3	8	4	3	1	2	9	1	0					
		1.14%	0.00%	0.77%	1.95%	1.24%	1.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	1.74%	0.00%	0.93%	2.30%	1.66%	1.51%	1.45%	1.93%	2.86%	0.52%	0.00%	0.00%	1.44%	0.26%	2.13%	0.88%	1.20%	1.01%	1.54%	0.45%	0.94%	1.07%	1.15%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5686	32	93	280	353	69	36	170	69	123	94	160	20	15	69	160	51	37	219	31	453	178	279	164	15	328	52	45	92	169	330	129	226	138	80	138	118	385	44	242					
		47.25%	60.38%	71.54%	45.53%	54.73%	69.00%	62.07%	43.59%	59.48%	54.67%	67.14%	56.14%	68.97%	68.18%	64.49%	51.12%	44.35%	61.67%	51.17%	35.63%	39.53%	38.28%	40.32%	45.18%	42.86%	56.45%	66.67%	43.69%	66.19%	44.47%	43.88%	38.05%	33.93%	34.94%	41.03%	61.88%	55.66%	45.67%	50.57%	57.21%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	0	0	2	1	1	0	0	1	0	1	1	0	0	2	0	0	3	1	1	2	4	0	0	4	0	1	2	3	0	0	4	1	0	0	2	4	0	2					
		0.36%	0.00%	0.00%	0.00%	0.31%	1.00%	1.72%	0.00%	0.00%	0.44%	0.00%	0.35%	3.45%	0.00%	0.00%	0.64%	0.00%	0.00%	0.70%	1.15%	0.09%	0.43%	0.58%	0.00%	0.00%	0.69%	0.00%	0.97%	1.44%	0.79%	0.00%	0.00%	0.60%	0.25%	0.00%	0.00%	0.94%	0.47%	0.00%	0.47%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
